cb_2020_3,tcc_mean
1400000US13063040425,36.61512953735394
1400000US13063040426,39.010537807253975
1400000US13063040427,35.41047654210867
1400000US13063040509,43.77785706934747
1400000US13063040510,31.88464571975608
1400000US13063040512,37.01081415889313
1400000US13063040513,43.91450837453437
1400000US13063040518,41.33456660412007
1400000US13063040519,42.619063835396744
1400000US13063040521,31.95015979127308
1400000US13063040522,29.776508799554325
1400000US13063040523,22.428641436866176
1400000US13063040525,39.594990638752414
1400000US13063040527,27.427425821972726
1400000US13063040528,41.256284914267056
1400000US13063040529,33.98304735857394
1400000US13063040530,31.471756280351396
1400000US13063040531,28.807458959537566
1400000US13063040532,26.352421867928687
1400000US13063040533,40.032762368941334
1400000US13063040534,31.54617099524832
1400000US13063040535,20.05900932773624
1400000US13063040536,36.035811330312846
1400000US13063040537,43.96623893522257
1400000US13063040538,32.139106860281125
1400000US13063040606,41.83041531264811
1400000US13063040609,34.001081577443735
1400000US13063040614,33.64629923458702
1400000US13063040615,41.32895901427227
1400000US13063040617,35.316712611436216
1400000US13063040623,26.780228120324587
1400000US13063040624,32.91330083788676
1400000US13063040625,26.64464893538
1400000US13063040626,31.749328475512275
1400000US13063040627,35.48401813006495
1400000US13063040628,50.51893092784527
1400000US13063040629,35.93143288732664
1400000US13063040630,30.203919749814478
1400000US13063040631,40.10499591023337
1400000US13063040632,35.320426883371994
1400000US13063040633,42.88000977824782
1400000US13063040634,32.50992714372903
1400000US13063040635,28.504698106564646
1400000US13063040636,39.68810476080257
1400000US13063040637,7.7153647526996645
1400000US13063040638,35.22236043657378
1400000US13063040639,38.21502880774421
1400000US13063980000,4.5432091419522544
1400000US13067030104,42.237316423945025
1400000US13067030107,38.30715638365995
1400000US13067030108,52.4797057379002
1400000US13067030109,46.7211489169922
1400000US13067030110,40.89718976953337
1400000US13067030111,34.6628577166599
1400000US13067030112,29.854192696609324
1400000US13067030113,29.483454931695405
1400000US13067030220,45.483175770308144
1400000US13067030233,55.54597861021008
1400000US13067030235,40.38100828429579
1400000US13067030236,38.55207127987255
1400000US13067030240,50.871136286276226
1400000US13067030241,52.13459294244381
1400000US13067030242,42.906779537384374
1400000US13067030243,41.690705536147426
1400000US13067030244,52.77543704920325
1400000US13067030245,39.11270158156744
1400000US13067030246,35.24690414055619
1400000US13067030247,32.18026987289177
1400000US13067030248,22.597599138309132
1400000US13067030249,20.582173588706805
1400000US13067030250,46.69532637890997
1400000US13067030251,45.200124827843815
1400000US13067030252,51.05977727980742
1400000US13067030253,51.833686992090136
1400000US13067030254,32.760008478028695
1400000US13067030255,26.39275600711692
1400000US13067030256,47.10331496095066
1400000US13067030257,17.747176098117595
1400000US13067030258,25.425607832513194
1400000US13067030259,34.2337634672514
