cb_2020_3,impervious_mean,building_density,poi_total_all,poi_diversity,ntl_sum,road_density_local,ndvi_mean,slope_mean,dist_water_m
1400000US06099001300,52.69680455783998,11.270932,1.374504,1.039721,419.4630432128906,5630.055128256688,0.3635381805722848,0.0731372621839057,3298.6221657853207
1400000US06099001400,59.22396486825596,1.392124,0.696062,-0.0,569.4823608398438,0.0,0.2886671190477199,0.2222886484102267,4190.302511250891
1400000US06099001500,16.882660993372063,1.187209,0.273971,0.0,671.0602416992188,9558.50861017182,0.4335595628480331,0.3157424899714035,2006.494371529889
1400000US06099001601,48.824095022624434,12.586984,0.629349,-0.0,254.58770751953125,66205.60710325002,0.342408774860869,0.1225270307786211,1773.6918527166429
1400000US06099001603,35.036481418342994,0.0,1.162195,-0.0,232.4763946533203,0.0,0.3069799475657648,0.7516342459613106,675.836461265518
1400000US06099001604,49.05849268841395,0.0,0.0,0.0,76.86064147949219,0.0,0.3579852485987227,0.3027218374474581,963.5362023281187
1400000US06099001700,65.55333333333333,0.0,4.907349,0.0,229.6211395263672,87687.25513639496,0.2545711424886882,0.5528384294086444,1495.6432574319915
1400000US06099001800,66.19792364367046,25.141543,15.76037,1.67499,947.9632568359376,56363.5660591946,0.2188026144615462,0.8406450517068516,1056.2068789006469
1400000US06099001900,44.41249207355739,1.404498,3.16012,-0.0,296.69073486328125,48584.5414221952,0.3932770568429928,1.0397259268552954,1452.645572846838
1400000US06099002002,32.78069763068823,2.258233,0.420136,0.59827,2373.531005859375,7203.339410146205,0.3011476116225334,0.5494233539901074,961.7055188419914
1400000US06099002004,34.48742857142857,0.0,1.595545,-0.0,181.6853179931641,43722.72965403848,0.4302335003244769,1.1314821258885452,1462.6931225524488
1400000US06099002005,56.70577105014191,0.0,0.0,0.0,64.2091064453125,144887.49638081517,0.3332613035246649,0.1900464715293022,1156.5022781392072
1400000US06099002006,57.371428571428574,0.0,0.852977,-0.0,97.62757110595705,118756.29702091705,0.3323784961699085,0.1204598472249317,934.615038186406
1400000US06099002100,47.74702058504875,4.175049,1.67002,0.636514,1132.858154296875,27618.04624822157,0.2527432801912394,1.117831825820489,497.3881642961856
1400000US06099002200,37.77541030809099,0.0,2.318474,-0.0,369.2215881347656,0.0,0.4068009985174813,1.347459096404471,551.0068890734841
1400000US06099002302,57.44388914129941,4.671604,2.076269,0.693147,341.1598815917969,0.0,0.2419867241261553,1.0753881119037425,569.0124944049646
1400000US06099002303,32.583360628889615,0.0,1.518294,0.636514,195.15318298339844,0.0,0.3342976276171958,1.652179331352811,331.10542916561474
1400000US06099002304,57.58782365290413,3.910536,3.910536,0.562335,221.97450256347656,0.0,0.2168835301998478,0.9929615623242144,809.2032134230014
1400000US06099002401,54.84530386740332,0.0,2.524513,-0.0,122.72473907470705,0.0,0.3160096520729071,0.0687316042500484,1311.7550453968836
1400000US06099002402,36.944495412844034,0.0,3.02377,-0.0,226.6604156494141,0.0,0.3301282895836147,0.1074585460090595,764.9941509591456
1400000US06099002503,50.24195338512764,18.01362,1.863478,-0.0,128.59727478027344,0.0,0.2937810617614751,0.1374967082003324,1203.681839344953
1400000US06099002504,57.885533184190905,10.383918,0.0,0.0,525.8036499023438,0.0,0.2468941889328126,0.1843860933879847,1235.2434391733548
1400000US06099002505,52.99448275862069,22.97078,0.765693,0.0,166.6874237060547,0.0,0.2741144833252233,0.0831108858602472,1000.8631148776662
1400000US06099002506,56.188052068805206,2.32249,1.548327,0.693147,1024.7547607421875,0.0,0.1938431689773783,0.079737931841185,1682.2701478359816
1400000US06099002602,49.37322515212982,3.358559,7.836637,1.536722,313.7112731933594,0.0,0.2636796379935998,0.3185852265921783,970.5524652611504
1400000US06099002603,53.18068102849201,51.754917,3.089846,0.636514,171.65518188476562,0.0,0.307732707243919,0.0990097535134823,1259.1859645431196
1400000US06099002604,55.71857506361323,68.840212,1.692792,0.636514,475.5688781738281,0.0,0.2732180953119751,0.1470596124401203,1704.5464227635912
1400000US06099002605,56.33516182117389,38.268095,5.466871,0.636514,308.4974060058594,0.0,0.3002435443688136,0.1434317887831472,743.2860144730705
1400000US06099002701,43.32250889679715,10.732767,0.0,0.0,129.46522521972656,0.0,0.3467309205448654,1.367311489516618,436.133549560589
1400000US06099002702,51.0668815471394,1.363994,1.363994,0.636514,295.5196838378906,0.0,0.3080744262506542,0.5921717637997623,658.4513238204378
1400000US06099002801,0.9927832015478592,0.083515,0.014524,0.636514,639.8856811523438,485.1284738319463,0.4084917880497647,3.7660595338653935,842.6660905502939
1400000US06099002802,3.6049287416656215,0.032347,0.032347,0.693147,1331.2830810546875,1478.2651712597003,0.5050078346415033,0.8097172627207165,855.1348239135039
1400000US06099002803,28.95504201680672,63.42021,0.0,-0.0,227.39517211914065,0.0,0.3830520428234988,0.9450010384411032,1510.7903440354723
1400000US06099002901,1.269463753035033,0.028987,0.051533,1.004242,2050.57763671875,425.207170999989,0.415497037312154,2.9402828029180967,1195.361653819326
