cb_2020_3,road_density_local,road_density_secondary,road_len_total_m
1400000US36091060704,479.88200975026837,4997.698993113569,402446.8964271197
1400000US36091060705,2626.021159024824,0.0,113811.23721264605
1400000US36091060706,2049.1824406311516,10972.211190358505,214905.5047206284
1400000US36091060800,907.6931776777703,0.0,302562.0589399891
1400000US36091060901,1445.1490682587398,0.0,373731.21095597587
1400000US36091060902,43931.22223962435,0.0,152265.22544303967
1400000US36091061001,82780.18463999486,0.0,127800.12866190338
1400000US36091061002,193998.50280622343,0.0,155036.35741264574
1400000US36091061101,2849.1876163877096,25819.271217522448,186476.45620627853
1400000US36091061102,19537.034435264126,21359.91488368851,273500.52654649067
1400000US36091061201,38024.4937789532,0.0,87631.46691515256
1400000US36091061202,33416.32122110135,0.0,158028.82327860498
1400000US36091061301,3862.1835873925575,5921.087025313736,534729.0020662785
1400000US36091061303,0.0,0.0,11004.62499730901
1400000US36091061304,5143.501374895454,0.0,74313.91339639414
1400000US36091061305,7266.3559399968735,0.0,198164.28339201526
1400000US36091061401,1787.3122069706594,0.0,387782.8909458346
1400000US36091061403,3507.2115531679397,0.0,237863.70173952248
1400000US36091061404,4357.105228832166,0.0,179446.76031067793
1400000US36091061500,656.964277767245,0.0,402221.92793428176
1400000US36091061600,1146.2371216984936,0.0,292183.87656946067
1400000US36091061701,1514.4388645200806,0.0,315970.99083548196
1400000US36091061702,1190.543310158223,0.0,163042.00152543062
1400000US36091061800,11884.051823252667,0.0,149479.61769476783
1400000US36091061904,1227.6201350714455,7930.578954452471,414909.0027915451
1400000US36091061905,2016.5005886090098,7624.803652510632,378757.98029999674
1400000US36091061906,4718.7405798225755,13225.200472116443,216719.9721792323
1400000US36091061907,3459.7661112053206,0.0,124221.13383628752
1400000US36091062001,1726.9563603967094,0.0,218299.49980466845
1400000US36091062002,1435.8007226229136,0.0,236910.3840017147
1400000US36091062100,14219.691544005567,0.0,106659.40971308068
1400000US36091062200,49936.51160137981,0.0,100124.04982779725
1400000US36091062300,39834.3450524544,0.0,51894.72132499864
1400000US36091062404,1668.5064109880593,0.0,154738.01231559724
1400000US36091062406,6313.147579590642,0.0,120586.4849352448
1400000US36091062407,2145.181966848373,24867.906026349152,403479.158110799
1400000US36091062408,10253.675448035647,0.0,96175.4642029701
1400000US36091062409,6476.946996905504,0.0,75843.81006465433
1400000US36091062410,7147.380165934861,0.0,75610.91437928267
1400000US36091062501,1836.4283800254245,17341.597901685454,343205.3897602891
1400000US36091062503,0.0,29718.680832650374,337526.8629556084
1400000US36091062505,2361.33369386393,0.0,180967.5532149417
1400000US36091062506,101.68397432107503,24483.01078585232,321806.30090591713
1400000US36091062507,0.0,0.0,102135.70941539951
1400000US36091062508,4165.16818623361,24921.90256171938,348452.16970324866
1400000US36091062509,1479.0058511713607,0.0,112010.25115579685
1400000US36091062601,0.0,0.0,82859.51847116812
1400000US36091062602,837.5074830599068,0.0,213374.00448212627
1400000US36091062700,5560.8547722180165,0.0,184439.1863569027
1400000US36091062800,37340.7367316539,0.0,46781.35272944985
1400000US36091062900,317.4967412067269,0.0,132801.82336592482
1400000US36093020101,0.0,0.0,31811.528122243937
1400000US36093020102,0.0,0.0,30586.607576509778
1400000US36093020200,562.0240020167794,0.0,42294.95257320434
1400000US36093020300,0.0,0.0,22278.597813147077
1400000US36093020500,10028.677139581654,0.0,64380.2743186367
1400000US36093020600,11600.22508802808,0.0,59531.07331305457
1400000US36093020700,36793.69600616091,0.0,83491.87305512285
1400000US36093020800,38326.03388479211,0.0,66717.69843050143
1400000US36093020900,59854.05410018244,17152.495164045173,77104.00289380614
1400000US36093021001,67001.64013289193,0.0,54178.342549079905
1400000US36093021002,0.0,0.0,24850.077289525972
1400000US36093021200,0.0,0.0,23356.26568693538
1400000US36093021400,0.0,30090.802371691305,50814.26279894127
1400000US36093021500,0.0,29711.244284113494,51246.49925938646
1400000US36093021600,14272.526912416855,10127.876999759728,54883.80246530853
1400000US36093021700,38701.205492586334,9903.532250931194,84906.73645518093
1400000US36093021801,19367.396839355126,0.0,67714.27195649271
1400000US36093021802,11584.70503522148,0.0,82301.14980764998
1400000US36093031901,2965.8239449171288,0.0,78381.35329489315
1400000US36093031902,23814.539117234868,0.0,149350.62116058078
1400000US36093032000,3353.668689203163,0.0,103310.22197006516
1400000US36093032101,2351.586427897407,0.0,134115.79417059987
1400000US36093032102,4513.49556570759,0.0,72126.07020862657
1400000US36093032200,17595.673077818148,0.0,105255.15437455261
1400000US36093032300,56272.40596684233,0.0,71991.45510093597
1400000US36093032402,1652.8429778594577,0.0,78817.61424490466
1400000US36093032403,9691.229183735762,0.0,124720.93249267366
1400000US36093032404,2227.4432207004565,0.0,129830.12483373977
1400000US36093032502,2438.222688533987,0.0,65446.56038769976
1400000US36093032503,4439.679137819894,0.0,109839.45898628738
1400000US36093032504,1113.5724607013676,0.0,203842.82430477027
1400000US36093032601,19486.959374401682,14765.616184420078,231611.20765910903
1400000US36093032602,1804.587518096423,1660.0205992614058,375448.53887107316
1400000US36093032700,45235.11231464138,0.0,138259.98785738306
1400000US36093032901,14303.891015118455,7230.450875712659,147189.66702314588
1400000US36093032902,17919.113396372704,0.0,100313.01978953721
1400000US36093033002,3424.3079837874343,8812.536736365731,120512.9135064696
1400000US36093033003,26498.557185510916,14605.544076369108,182813.73937294201
1400000US36093033004,17669.402704990855,5375.047802386338,120066.23887339774
1400000US36093033101,3892.5904814618307,1642.3233214492761,598037.591613875
1400000US36093033102,1055.942265727497,416.80033998233785,700226.8299410222
1400000US36093033200,0.0,0.0,36545.60938644754
1400000US36093033300,23640.05371637257,0.0,74651.82057862764
1400000US36093033400,0.0,0.0,33494.35336951764
1400000US36093033500,11495.856747652324,13470.661965491172,105688.97946230031
1400000US36095740100,1671.3863662333076,674.219907270294,672038.4479647494
1400000US36095740200,1922.3833504270615,815.1391948207241,513119.5618143734
1400000US36095740300,180046.25767292146,0.0,106189.35927075887
1400000US36095740400,609.8901593948784,0.0,706333.3337098735
1400000US36095740500,588.5583796979853,368.11565586831233,707714.2832994239
1400000US36095740600,307.1955908445626,0.0,1014107.7762180045
1400000US36095740700,1081.756207340042,0.0,732086.3350149888
1400000US36095740800,315.03489997909014,0.0,964449.2488456705
1400000US13013180103,1520.1898456754402,3410.982547910346,255791.02499397565
1400000US13013180104,6214.51036428266,0.0,136816.1368445427
1400000US13013180105,2411.855766940388,0.0,118717.63523407187
1400000US13013180106,1481.3915725084987,0.0,69927.94343876523
1400000US13013180107,2278.660002445829,0.0,124304.187469734
1400000US13013180108,12502.908986017635,0.0,354029.02185246936
1400000US13013180203,29194.93457420973,0.0,211701.44640472927
1400000US13013180204,10628.826983723018,0.0,238224.0448878376
1400000US13013180205,14099.529408437404,0.0,254668.64192249998
1400000US13013180206,16446.075179937066,0.0,174419.69834409992
1400000US13013180301,6042.434884731611,0.0,220330.1533141108
1400000US13013180302,3810.8508231074175,0.0,221634.1998063034
1400000US13013180303,2421.58688665658,0.0,180238.3023683213
1400000US13013180401,5139.080987741403,0.0,466927.10913549206
1400000US13013180402,3607.0675305665573,0.0,310091.20423463604
1400000US13013180501,6715.3769745042955,0.0,319077.1397826106
1400000US13013180502,5200.795275893968,0.0,389694.4969982978
1400000US13013180503,7409.732869328443,0.0,287915.1796013712
1400000US13015960101,1222.0861217336796,0.0,359665.57066927594
1400000US13015960103,1662.084487106529,2147.643328590702,301554.2894258144
1400000US13015960104,686.4391109388063,0.0,300209.3008030877
1400000US13015960105,885.5035838299643,2549.3591826436527,504258.96741427813
1400000US13015960201,1153.3635160978379,2501.138960718868,470030.9851445018
1400000US13015960202,6895.774438096026,9222.015343730856,260790.28008047206
1400000US13015960203,604.968868919836,0.0,339309.9866076476
1400000US13015960301,1086.459193371016,0.0,308006.19485761784
1400000US13015960302,2035.8414186875746,0.0,328377.88042783266
1400000US13015960403,34748.76067558413,0.0,328760.71644894866
1400000US13015960404,30465.65656424968,0.0,359863.2549052206
1400000US13015960405,11377.355173037333,10235.726453267602,477103.28416740184
1400000US13015960406,14692.832556625372,0.0,275837.0207077231
1400000US13015960407,2983.1480569344308,9542.968547418977,337259.2122275629
1400000US13015960501,37208.92853652178,0.0,352332.30903543386
1400000US13015960502,12050.20364898946,0.0,283545.67717734
1400000US13015960601,5112.392636626414,0.0,178490.6567985839
1400000US13015960602,10671.321331662883,0.0,162460.61278051545
1400000US13015960701,48587.32925859015,0.0,313198.4778647203
1400000US13015960702,3510.536217187081,2842.0193377592336,589037.7877033233
1400000US13015960801,0.12496948766496097,8132.748638813091,294696.84135807265
1400000US13015960802,0.0,10658.72154443708,284545.7424001512
1400000US13015960804,3603.3434679220672,0.0,322002.09049219295
1400000US13015960805,9618.106842956295,5608.391833500461,649577.4677791003
1400000US13015960901,1507.6246593951705,0.0,165749.24095314127
1400000US13015960902,352.20176956974166,0.0,179627.8005317665
1400000US13015961001,1488.4004981709656,0.0,387345.7285098289
1400000US13015961002,425.96976776971917,0.0,271586.6240345901
1400000US13035150101,530.0949197203613,0.0,170237.24883529684
1400000US13035150102,457.91198659807094,0.0,433926.7765398372
1400000US13035150201,2027.4734971668906,0.0,277471.87929895037
1400000US13035150202,2156.1549682970285,0.0,215709.7017918961
1400000US13035150300,942.4504460082595,225.7228347977729,518927.98572578747
1400000US13045910101,11403.743262598193,9702.09633922999,463071.81765984185
1400000US13045910103,712.5425172472318,905.3255366110255,275528.23121614987
1400000US13045910105,1361.863539109763,0.0,123995.38520187928
1400000US13045910106,3732.772315797652,4213.25614461779,319544.7624065997
1400000US13045910201,2242.40830581461,0.0,233837.91299414166
1400000US13045910202,3110.5044814273397,4246.382515479362,296135.4820775689
1400000US13045910203,1248.2884572823366,1753.1200227356255,331837.4426615733
