cb_2020_3,road_density_local,road_density_secondary,road_len_total_m
1400000US17031806202,75957.5091966168,0.0,153246.93813318506
1400000US17031806300,25318.203772391753,0.0,97990.94265843442
1400000US17031806400,0.0,0.0,58362.17230231037
1400000US17031806501,57262.53992587598,0.0,71360.04322982582
1400000US17031806502,0.0,57324.517556077764,214505.7454769134
1400000US17031806600,21702.73746014139,93768.06419349587,421498.43484355253
1400000US17031806700,0.0,0.0,89381.54977724854
1400000US17031806801,11675.472786175784,0.0,90052.23439792208
1400000US17031806802,27092.70230630528,0.0,70486.42143025485
1400000US17031806900,9512.776053854488,37515.784151135886,189372.02250182
1400000US17031807000,41966.51335280451,83133.81936541223,200685.9289104955
1400000US17031807100,0.0,0.0,82704.98281758487
1400000US17031807200,10498.986787424734,0.0,126188.02098144
1400000US17031807300,23487.959584590302,46528.61611237339,223239.89097732297
1400000US17031807400,18709.79274285309,0.0,87309.91303071144
1400000US17031807500,0.0,0.0,69257.57222654767
1400000US17031807600,6668.666685969015,0.0,170037.36958642607
1400000US17031807700,37639.02712400652,55531.85641756527,220772.45722568102
1400000US17031807800,0.0,37135.654668251664,172557.91310193256
1400000US17031807900,17125.553350069633,46880.71279476592,195070.75767976465
1400000US17031808001,9554.992841993555,0.0,97299.85945889675
1400000US17031808002,8869.402204467238,0.0,128091.58159356093
1400000US17031808100,27233.880419619785,0.0,217149.63498230098
1400000US17031808200,55670.794210458,0.0,250004.9563768893
1400000US17031808301,37751.01433380908,0.0,218723.2760634555
1400000US17031808302,15395.287529885687,67529.37126602033,178147.67289738604
1400000US17031808400,46752.8247095786,0.0,214841.65908119385
1400000US17031808500,8886.226847256861,0.0,97577.9288008188
1400000US17031808600,28703.302669499782,0.0,180934.56690726956
1400000US17031808702,0.0,0.0,39388.10997183572
1400000US17031808800,0.0,0.0,69093.6868343653
1400000US17031808900,0.0,0.0,76883.17117587566
1400000US17031809000,0.0,0.0,71447.83881907807
1400000US17031809100,0.0,0.0,60216.90803154774
1400000US17031809200,0.0,0.0,58611.49028167755
1400000US17031809300,0.0,0.0,43225.44498013862
1400000US17031809401,0.0,0.0,52985.786912377465
1400000US17031809402,0.0,0.0,34672.79111380494
1400000US17031809500,0.0,0.0,55894.29480611073
1400000US17031809600,0.0,0.0,54402.44332235916
1400000US17031809700,0.0,0.0,52467.441777167136
1400000US17031809800,0.0,0.0,44287.22814874215
1400000US17031809900,0.0,0.0,39552.403943689395
1400000US17031810000,0.0,0.0,28301.249495384036
1400000US17031810100,0.0,0.0,50739.85175642556
1400000US17031810200,0.0,0.0,79061.8163224691
1400000US17031810301,0.0,0.0,88807.29785183142
1400000US17031810302,0.0,0.0,47365.102257357095
1400000US17031810400,19959.86385037561,52396.46941228452,245503.02659051388
1400000US17031810501,31713.75638032708,0.0,136678.71428973536
1400000US17031810502,50873.54343553666,0.0,169864.2045515686
1400000US17031810600,33248.32968886245,0.0,127948.04214050267
1400000US17031810701,81480.69262623778,0.0,98422.25404894765
1400000US17031810702,74858.97903765406,0.0,130642.96417914677
1400000US17031810800,0.0,0.0,86976.78495225923
1400000US17031810900,65020.190487356995,0.0,120394.21988351208
1400000US17031811000,10717.347217928842,0.0,82072.21121793208
1400000US17031811100,6346.579562872541,0.0,126086.27626677405
1400000US17031811200,13710.343331573275,0.0,164231.9533664254
1400000US17031811301,28600.38827780742,0.0,154888.41651069064
1400000US17031811302,5050.475489004031,0.0,131778.48196972493
1400000US17031811401,43598.04587908517,0.0,160420.17565200763
1400000US17031811402,39328.285608284015,0.0,160356.90252960543
1400000US17031811500,23224.052950108828,44285.52226765621,329205.3067143997
1400000US17031811600,29856.9464348815,42539.15650658747,309786.3955808714
1400000US17031811701,13310.669783729008,17215.33699205754,322790.9909417921
1400000US17031811702,22925.94474209484,45649.79506002864,272395.37568878976
1400000US17031811800,6721.985174535546,33058.51763915124,224011.7640935988
1400000US17031811900,19727.116635971863,0.0,132247.1346784004
1400000US17031812000,19376.498823468133,0.0,128900.23260836906
1400000US17031812100,19923.298099633357,0.0,91486.27145793659
1400000US17031812200,50289.6419315822,0.0,147227.79500358267
1400000US17031812301,91157.10388528077,0.0,96761.18028925161
1400000US17031812302,76075.75307487819,0.0,87113.02299946653
1400000US17031812400,0.0,0.0,71919.17130880791
1400000US17031812500,0.0,0.0,62952.15468417147
1400000US17031812600,0.0,0.0,34552.33399026576
1400000US17031812700,0.0,0.0,38171.28324686613
1400000US17031812801,173840.79465523752,0.0,76996.28087427645
1400000US17031812802,0.0,0.0,32906.287863853715
1400000US17031812900,34936.272354747,33465.075632202825,130031.37238060548
1400000US17031813000,0.0,0.0,49523.728976564715
1400000US17031813100,0.0,65435.49754276971,153463.89699983815
1400000US17031813200,34832.121723002056,58113.552040629016,188395.0647906196
1400000US17031813301,0.0,0.0,66692.38012968449
1400000US17031813302,33375.58156126827,0.0,80291.9882628948
1400000US17031813400,0.0,0.0,90886.0873665393
1400000US17031813500,0.0,0.0,106671.83743443336
1400000US17031813600,0.0,0.0,68783.86207768749
1400000US17031813701,0.0,0.0,64275.14202653933
1400000US17031813702,57663.262151082294,0.0,73404.10768337667
1400000US17031813801,30098.840791776056,0.0,110384.45903821322
1400000US17031813802,0.0,0.0,76085.26167329685
1400000US17031813900,0.0,0.0,88860.92346567822
1400000US17031814000,0.0,0.0,87432.85960156895
1400000US17031814100,0.0,0.0,130197.13968648801
1400000US17031814200,2472.120953203589,0.0,97514.02151553809
1400000US17031814300,0.0,0.0,72061.54112232842
1400000US17031814400,0.0,0.0,91542.89983138858
1400000US17031814500,0.0,0.0,87688.65516481138
1400000US17031814600,0.0,0.0,105856.76869945691
1400000US17031814700,45012.773191440865,0.0,119269.4082444201
1400000US17031814800,30496.404056884352,0.0,143022.04925640303
1400000US17031814900,0.0,0.0,73180.34343414078
1400000US17031815000,0.0,0.0,107241.84888995637
1400000US17031815100,0.0,0.0,90884.53779593892
1400000US17031815200,0.0,0.0,128244.79166031655
1400000US17031815300,11903.758592245504,0.0,83772.89346102836
1400000US17031815400,17126.74628162553,0.0,102504.36652957306
1400000US17031815500,5857.121752080239,0.0,111530.09854992188
1400000US17031815600,9215.913004317315,0.0,112359.88496295518
1400000US17031815701,15361.493315115564,0.0,104678.85044713631
1400000US17031815702,12706.219407423445,0.0,104432.3032598758
1400000US17031815800,14729.876129965132,0.0,90058.90802641008
1400000US17031815900,83464.7407875687,0.0,97124.4390986962
1400000US17031816000,43505.322660781414,29457.787123442587,135477.56763846913
1400000US17031816100,11254.436790903801,11483.3264675265,269878.72235547286
1400000US17031816200,28880.12331506112,0.0,98133.06551720956
1400000US17031816300,29449.37831045028,0.0,90533.11247521083
1400000US17031816401,0.0,0.0,68785.13263097437
1400000US17031816402,0.0,0.0,74227.47808626125
1400000US17031816500,31517.80892071316,0.0,186894.7705078887
1400000US17031816600,106105.678696521,0.0,137921.0120897494
1400000US17031816700,43343.11481992565,0.0,79892.45085924746
1400000US17031816800,7849.350266373856,40953.19332738051,319082.4479291541
1400000US17031816900,54424.013980286356,0.0,125348.86151567863
1400000US17031817000,36958.283975161175,0.0,156439.52684198774
1400000US17031817101,81290.70851583238,37823.53023692191,167841.1519069133
1400000US17031817102,0.0,24286.41823520787,109296.64335695544
1400000US17031817200,0.0,0.0,63162.44232830618
1400000US17031817300,0.0,0.0,44722.895080623595
1400000US17031817400,27124.74628288843,0.0,75454.6293531163
1400000US17031817500,14771.785618504002,19980.623456192534,118053.68209547497
1400000US17031817600,26748.834066353862,64932.378542998806,151269.06003450253
1400000US17031817700,0.0,46205.48871203423,159386.36911457524
1400000US17031817900,8364.472929911626,20304.627904543337,224595.82422360103
1400000US17031818000,0.0,19128.577492801556,206181.54225340672
1400000US17031818100,51177.508867451405,0.0,107351.76323650015
1400000US17031818200,32379.664931298936,33597.16416559063,197713.2740672854
1400000US17031818300,26093.293096757843,58456.992621932106,355707.74120755517
1400000US17031818401,11466.67657235871,34528.697274723396,415616.5148707881
1400000US17031818402,50714.03631853935,0.0,104270.29406429653
1400000US17031818500,11732.029145078091,26060.549621930142,281709.1916096715
1400000US17031818600,26641.461703321453,0.0,142549.34883725794
1400000US17031818700,0.0,0.0,62992.51288183906
1400000US17031818800,0.0,0.0,76282.48400238386
1400000US17031818900,44458.75227233569,0.0,108394.23261163814
1400000US17031819000,13885.064073877931,21875.308534466603,320535.154978425
1400000US17031819100,8948.524124126832,0.0,81873.52314015124
1400000US17031819200,17518.85759036017,0.0,110267.574711637
1400000US17031819300,14447.71489084958,0.0,77752.74720788267
1400000US17031819400,0.0,0.0,61305.7094167746
1400000US17031819500,62531.38899903458,0.0,167972.76265722088
1400000US17031819600,47414.22524600383,0.0,129294.41649495592
1400000US17031819700,4856.040685186004,0.0,96767.64078068035
1400000US17031819801,0.0,0.0,65876.4965550062
1400000US17031819802,0.0,0.0,59269.81300791229
1400000US17031819900,5910.925377604408,65292.3770759357,188962.2630350483
1400000US17031820000,7205.810935645304,28728.284237777036,113996.67891511416
1400000US17031820101,0.0,24274.270002335856,334094.26047937555
1400000US17031820103,24260.911111498568,0.0,182281.40142105825
1400000US17031820104,21906.99531467836,0.0,177078.58375151915
1400000US17031820202,9149.234530469761,8469.676480733071,596355.8188288086
1400000US17031820203,0.0,0.0,100006.99839821573
1400000US17031820204,14011.867064103675,26706.424667056337,414659.8925609312
1400000US17031820300,37869.24592121793,40598.154142560554,160967.62000293867
1400000US17031820400,20634.9731726168,0.0,120025.47500497533
1400000US17031820501,1600.3196516624523,19387.77918136769,267139.99810371874
1400000US17031820502,10635.791960497276,0.0,154323.88930527456
1400000US17031820603,33455.67043578037,46342.82702935782,263807.0363197223
1400000US17031820604,4034.1716911950953,45209.714994774775,219739.44242268155
1400000US17031820605,0.0,81205.14528658084,231094.22563336755
1400000US17031820606,37673.02316353331,13335.442656865263,266199.5625465241
1400000US17031820700,3891.379458422913,11314.05921893977,203677.35131249175
1400000US17031820800,5908.242545140819,9504.337397592642,222386.85032515955
1400000US17031820901,5883.215778131317,0.0,260846.01066930906
1400000US17031820902,9454.52485492765,0.0,126514.3662696055
1400000US17031821001,18511.765894180713,0.0,164974.9426211209
1400000US17031821002,0.0,0.0,156091.81626829272
1400000US17031821101,0.0,0.0,122952.64815810583
1400000US17031821102,13387.857848338213,0.0,177673.39486474125
1400000US17031821200,0.0,22259.780661977267,175996.84613553016
1400000US17031821300,0.0,33454.620222132304,130537.96422389045
1400000US17031821401,0.0,76812.83052021409,125886.03106478002
1400000US17031821402,14050.8452764143,37259.87935960836,160551.73977836338
1400000US17031821500,5313.784699056793,13819.160555807282,149679.25862479687
1400000US17031821600,7817.568137958756,0.0,220816.69113141863
1400000US17031821700,18012.79996509431,0.0,137397.1445864928
1400000US17031821800,12927.664637772059,0.0,176362.34887970384
1400000US17031821900,14570.559462252832,0.0,166556.68125673948
1400000US17031822000,21180.3078644329,0.0,120587.18686768098
1400000US17031822101,29066.076619079657,0.0,171861.57835316472
1400000US17031822102,24108.48526157111,0.0,153426.4837538089
1400000US17031822200,19863.896822489056,0.0,156229.97162754508
1400000US17031822301,0.0,0.0,118312.9789435235
1400000US17031822302,17370.517745457764,0.0,118128.2948473404
1400000US17031822400,26879.04320229963,0.0,174818.69337302158
1400000US17031822500,15234.943171002007,0.0,132859.66777847533
1400000US17031822601,14694.481520114561,0.0,108123.20157265283
1400000US17031822602,10626.661718260479,0.0,142262.54455684917
1400000US17031822701,24486.88617795505,0.0,127664.61866892263
1400000US17031822702,20217.82180525211,0.0,133612.9362856976
1400000US17031822801,23627.5839959959,0.0,91032.57519187921
1400000US17031822802,20150.685450670084,0.0,136582.66591431072
1400000US17031822900,56240.71011400825,0.0,107404.53638182898
1400000US17031823001,32128.31461042482,36257.04338554361,367321.9273416962
1400000US17031823002,0.0,0.0,92674.83903730818
1400000US17031823101,32980.802717296894,0.0,128073.06137306662
1400000US17031823102,14662.71987260413,35971.2135736339,314013.2811571849
1400000US17031823200,4489.042527042839,16915.48512920116,292961.70289869426
1400000US17031823302,5991.435033349076,23123.619824200945,263042.80933134625
1400000US17031823303,10678.966367168,0.0,90075.2752555169
1400000US17031823304,0.0,0.0,165631.22358315298
1400000US17031823400,0.0,0.0,133686.38222036668
1400000US17031823500,0.0,0.0,68696.02523875398
1400000US17031823602,13564.962669873395,0.0,183552.36852664105
1400000US17031823603,25914.709627494194,51564.06923634437,366844.7366416573
1400000US17031823604,30873.50428838348,0.0,242843.6157419523
1400000US17031823605,33961.152667099275,0.0,212543.98643698654
1400000US17031823702,3124.287391036404,0.0,128221.29522603925
1400000US17031823703,17234.89295543326,25940.645072778425,359777.01030842564
1400000US17031823704,6104.223891652426,0.0,93065.38054748991
1400000US17031823705,6233.110018512964,0.0,110638.67389838822
1400000US17031823801,4262.157125627953,0.0,582772.5564354466
1400000US17031823803,10018.762199270395,0.0,182064.95090499008
1400000US17031823805,0.0,0.0,30963.703275996282
1400000US17031823806,27608.987607392584,0.0,154563.994914816
1400000US17031823901,16094.249292218985,0.0,347128.4731622033
1400000US17031823903,19749.51674264674,0.0,284425.74264128925
1400000US17031823904,30013.363418482564,0.0,271315.2715359217
1400000US17031824003,11287.68356157455,0.0,107624.64817586032
1400000US17031824004,4454.327398605124,0.0,283433.2431706585
1400000US17031824005,3802.703310769438,1787.9623873380165,187890.6274656189
1400000US17031824006,2782.2640099819155,0.0,197822.15409671117
1400000US17031824105,23249.54659772531,0.0,217439.25379436888
1400000US17031824106,19072.108408517866,0.0,304856.5920163458
1400000US17031824107,32267.356271233304,0.0,203835.43523686077
1400000US17031824113,10158.601537200884,0.0,177741.8041116484
1400000US17031824114,13607.672843116994,0.0,157850.1973122137
1400000US17031824115,14745.730165243882,0.0,128018.11436213364
1400000US17031824116,20845.33690608644,0.0,289524.6284898697
1400000US17031824119,10889.833872619045,0.0,171568.87522855203
1400000US17031824121,39508.28235482417,0.0,131618.87697913163
1400000US17031824122,17243.98796927435,0.0,182272.15317306053
1400000US17031824123,31111.411569169286,0.0,189656.01266988568
1400000US17031824124,54860.46816831938,0.0,167083.0589419535
1400000US17031824125,0.0,0.0,71595.57269854702
1400000US17031824126,0.0,0.0,65923.37411868502
1400000US17031824127,31106.427382289265,0.0,174688.9194827823
1400000US17031824128,4803.66350281504,0.0,144512.99983871583
1400000US17031824129,16736.846809573344,0.0,205836.50999769627
1400000US17031824300,0.0,32172.067188964862,293275.8766623834
1400000US17031824400,20655.178965598432,41424.898784735866,332398.10221653304
1400000US17031824503,9537.343514137454,0.0,300257.04992762045
1400000US17031824505,25383.8622383934,0.0,138467.07487986996
1400000US17031824507,23832.355112212965,0.0,213186.93706614705
1400000US17031824508,33811.4146312121,0.0,215689.88197456702
1400000US17031824509,0.0,0.0,80694.32094637754
1400000US17031824601,20204.9261921238,0.0,157791.64767138765
1400000US17031824602,19089.571776052944,0.0,188213.41862319506
1400000US17031824701,31840.93343610729,74648.92799093266,257418.0369322983
1400000US17031824702,25098.524125942346,21125.8353616272,184604.1100901754
1400000US17031824800,12163.539424487977,42687.12785915573,384910.3959687872
1400000US17031824900,10183.195071689903,36004.50047989877,383224.4344779322
1400000US17031825000,15800.686421185008,0.0,224117.51452279848
1400000US17031825200,39582.21240071295,13476.446367279264,200383.1774045693
1400000US17031825302,2104.991620951748,5533.741899743737,146149.24171082943
1400000US17031825303,20465.296160806054,0.0,96878.44609222392
1400000US17031825304,14148.413378829242,0.0,83552.24300692257
1400000US17031825400,4245.1652165548185,7421.664070861359,194930.98930919848
1400000US17031825501,2032.6305990110916,19371.687419369457,261041.2828173893
1400000US17031825503,0.0,35515.95140184318,307344.3825691358
1400000US17031825504,0.0,0.0,108860.89074024708
1400000US17031825505,5053.884200460405,25725.810500369767,286110.3221591365
1400000US17031825600,9035.593349205248,38796.042029909106,449567.6958495493
1400000US17031825700,1928.3806760458865,0.0,124928.41214006703
1400000US17031825801,22309.81441930123,18477.98123321636,158390.60249607294
1400000US17031825802,42549.93295797915,0.0,145288.0895446692
1400000US17031825803,36629.40132171886,28053.914485748,193972.43298566865
1400000US17031825900,0.0,0.0,74011.94456411227
1400000US17031826000,0.0,0.0,99382.62373490396
1400000US17031826100,0.0,0.0,132943.01521324442
1400000US17031826201,17913.6056662643,8078.464663856239,233621.83406798754
1400000US17031826202,0.0,0.0,104425.38406763432
1400000US17031826301,23185.03826982771,0.0,118272.6886615282
1400000US17031826303,36742.3455020877,15048.017847087141,121852.85369383947
1400000US17031826304,44913.36496453401,38269.66268103234,150951.80181369034
1400000US17031826401,0.0,14462.844686555656,113098.44389564476
1400000US17031826402,28310.863143003528,23188.27686869977,172686.87601031593
1400000US17031826500,17576.26347880922,0.0,148334.68592825116
1400000US17031826600,0.0,0.0,61850.538766943566
1400000US17031826700,22145.47894656322,0.0,58426.849626059964
1400000US17031826800,10014.687535301473,8575.708626965232,279293.68535950105
1400000US17031826901,45486.38349458126,0.0,137927.97114192613
1400000US17031826902,0.0,0.0,66115.71615015944
1400000US17031827000,59084.75800547021,0.0,125831.65008425558
1400000US17031827100,48565.702127349505,0.0,137357.76196492405
1400000US17031827200,31165.312173359718,0.0,195025.7307518041
1400000US17031827300,13863.847709165724,0.0,95007.33068462313
1400000US17031827400,20508.451354784702,0.0,152260.18456125553
1400000US17031827500,9536.135155004391,0.0,173265.12563275744
1400000US17031827600,0.0,0.0,67008.33701345576
1400000US17031827700,0.0,136195.49636725913,254808.1331559519
1400000US17031827801,16176.875889134064,0.0,100975.17791637933
1400000US17031827802,24256.716168523195,12766.20078548099,98851.90185809898
1400000US17031827804,0.0,15477.84535009188,65112.87396248703
1400000US17031827805,0.0,75747.94988305715,270360.7105992141
1400000US17031827901,26444.887270653402,44188.187989233724,333381.6568187846
1400000US17031827902,24952.001068883474,15763.529138494725,249011.63283412042
1400000US17031828000,24374.242170618083,24816.303701026114,233436.20586130285
1400000US17031828100,0.0,0.0,103259.6713705686
1400000US17031828201,26819.75305743098,37064.33630643861,304531.6390840002
1400000US17031828202,25809.667792760672,5114.504575432367,134096.9572484176
1400000US17031828300,3105.487832632406,16381.41398223399,340739.18987798784
1400000US17031828401,0.0,48355.597079960244,279354.186084976
1400000US17031828402,10320.536747156917,46516.38670702854,294379.473980361
1400000US17031828503,4733.865262454426,2400.090892061107,138269.12170670752
1400000US17031828504,5390.063178855388,0.0,207730.1270716784
1400000US17031828505,5206.956269973163,1995.3585865736668,233820.36024099373
1400000US17031828507,7312.723315030358,0.0,103516.78301730813
1400000US17031828508,13867.182680830516,0.0,184390.68438479817
1400000US17031828601,0.0,0.0,73996.7349339365
1400000US17031828602,5119.286337260012,0.0,62226.26146703856
1400000US17031828701,2369.779673002797,0.0,96545.12601282999
1400000US17031828702,0.0,852.8592685342684,101480.32156693964
1400000US17031828801,0.0,0.0,101923.2615382733
1400000US17031828802,8152.892840667128,0.0,75271.09449706
1400000US17031828900,16243.623120497585,0.0,120637.87891049933
1400000US17031829000,16025.814731854653,0.0,86839.30282524592
1400000US17031829100,5916.987010844837,0.0,87716.15440149902
1400000US17031829200,21081.234481384032,0.0,125205.19893940107
1400000US17031829301,8683.890139589304,0.0,106017.25160065628
1400000US17031829302,19788.230382964914,0.0,84825.20409259645
1400000US17031829401,0.0,0.0,28974.06851485093
1400000US17031829402,0.0,0.0,86841.6575753096
1400000US17031829500,2969.0566136267803,0.0,102050.56542952558
1400000US17031829600,9638.159147248172,0.0,107207.06558192935
1400000US17031829700,2290.838131085614,510.0998031835945,227250.34063389857
1400000US17031829800,0.0,0.0,130148.84894112806
1400000US17031829902,2729.7557002510102,5708.504503533396,319903.8969528872
1400000US17031829903,5564.797456371413,0.0,109971.53786413057
1400000US17031829904,6671.01084586329,11600.362712264532,322876.74303518364
1400000US17031830001,0.0,0.0,61232.66186946033
1400000US17031830003,5943.572932273517,0.0,185216.1718621775
1400000US17031830004,8958.685999147874,8805.884940263144,268137.57484629453
1400000US17031830005,4805.839922252888,0.0,156106.16373312153
1400000US17031830006,13027.344885182227,13381.74242055688,221840.1044771881
1400000US17031830007,7185.778690263617,0.0,106585.03285489243
1400000US17031830008,3804.7290546668883,8683.066035703185,276912.07884659496
1400000US17031830100,20341.31816005631,0.0,67272.2487298651
1400000US17031830201,0.0,0.0,73352.1629816877
1400000US17031830202,0.0,0.0,78847.01203670251
1400000US17031830300,0.0,0.0,62026.81719235433
1400000US17031830400,0.0,0.0,59786.144397444754
1400000US17031830500,0.0,7254.281925316219,134460.54241511098
1400000US17031830600,0.0,0.0,52712.90786223256
1400000US17031830700,45114.71221878018,0.0,119200.07003817665
1400000US17031830800,0.0,0.0,63768.8794802889
1400000US17031830900,0.0,168015.78569274722,272662.0793066084
1400000US17031831000,45909.486975535256,0.0,62465.528600618796
1400000US17031831100,0.0,130892.69309821885,290366.0942652681
1400000US17031831200,0.0,0.0,45953.36908340498
1400000US17031831300,91984.67224420833,0.0,94847.49718737588
1400000US17031831400,11046.60820638603,28897.55628081536,181968.28290846053
1400000US17031831500,0.0,0.0,115944.7507915554
1400000US17031831600,34189.1881274221,0.0,135208.93767920003
1400000US17031831700,138200.69827068827,0.0,144122.36389689654
1400000US17031831800,0.0,0.0,66703.54456604103
1400000US17031831900,0.0,0.0,55967.037281652345
1400000US17031832000,0.0,0.0,53872.401118356924
1400000US17031832100,176791.85785118327,0.0,66656.68459191467
1400000US17031832200,0.0,434422.82819541625,246349.02153962545
1400000US17031832300,0.0,205870.18186871908,270164.484487843
1400000US17031832400,0.0,0.0,52840.91117994869
1400000US17031832500,0.0,0.0,68235.51630338875
1400000US17031832600,17818.708675371632,0.0,48236.9750848509
1400000US17031832900,0.0,130711.8164297914,90697.68083706926
1400000US17031833000,0.0,80819.8972267271,227431.67978781537
1400000US17031833100,0.0,0.0,90629.86832391386
1400000US17031833300,0.0,110633.02931134647,88914.05749445627
1400000US17031833900,17942.861560016434,0.0,41066.2276995142
1400000US17031834000,27456.418269343536,55620.48727704634,140110.76052889746
1400000US17031834200,0.0,0.0,76411.44252933667
1400000US17031834300,0.0,15518.349891456879,105421.97434305499
1400000US17031834400,0.0,0.0,29966.574208006437
1400000US17031834500,0.0,0.0,92218.40681405069
1400000US17031834600,0.0,58663.87875440882,183560.1777273724
1400000US17031834700,0.0,0.0,77103.93060010424
1400000US17031834800,0.0,0.0,79771.59854903724
1400000US17031834900,0.0,0.0,84049.13934117962
1400000US17031835000,0.0,0.0,113601.00888123804
1400000US17031835100,0.0,0.0,114188.93975350622
1400000US17031835200,14575.39501163054,0.0,77283.56185977883
1400000US17031835500,0.0,98492.39446291285,149198.60268787728
1400000US17031835600,0.0,96180.13827228265,135646.51123548351
1400000US17031835800,0.0,0.0,36057.910404998795
1400000US17031836000,0.0,0.0,44406.55873309675
1400000US17031836100,0.0,0.0,107128.13786137194
1400000US17031836200,0.0,0.0,37258.369548757124
1400000US17031836300,0.0,0.0,32192.07203464554
1400000US17031836400,70850.54025506637,0.0,100415.28340842684
1400000US17031836500,123597.46187950889,0.0,70220.99849972881
1400000US17031836600,0.0,0.0,66814.44922370168
1400000US17031836700,0.0,0.0,56763.299196298714
1400000US17031836800,0.0,0.0,41703.695291246564
1400000US17031836900,0.0,0.0,65454.97729416768
1400000US17031837000,0.0,139666.80454064373,140872.1301367523
1400000US17031837100,0.0,0.0,40746.279647698015
1400000US17031837300,0.0,0.0,54586.23844057017
1400000US17031837400,0.0,97497.72455488928,146019.33551840874
1400000US17031837800,0.0,0.0,80313.72957537194
1400000US17031838000,0.0,107131.93506790383,139550.23745827912
1400000US17031838100,0.0,72853.61379556218,158185.8799151741
1400000US17031838200,0.0,0.0,52813.82475516293
1400000US17031838300,0.0,0.0,17943.23472195193
1400000US17031838600,0.0,0.0,64505.72729782015
1400000US17031838700,0.0,0.0,70262.62840660983
1400000US17031838800,0.0,2757.2541891929627,143556.57795636912
1400000US17031839000,0.0,0.0,44838.179073619634
1400000US17031839100,0.0,43795.86873102106,192857.30114002153
1400000US17031839200,0.0,0.0,67194.21215721524
1400000US17031839500,0.0,0.0,26775.61747672545
1400000US17031839600,0.0,0.0,33583.107089976016
1400000US17031839700,0.0,0.0,68956.1525946047
1400000US17031839800,0.0,0.0,46804.58627260955
1400000US17031839900,0.0,0.0,80877.4485538077
1400000US17031840000,0.0,0.0,38713.70176502678
1400000US17031840100,0.0,0.0,24033.830055726627
1400000US17031840200,0.0,180727.7250026736,208743.2475492911
1400000US17031840300,0.0,34377.74242823998,104162.32013233712
1400000US17031840400,0.0,57331.30323412536,115283.66572439791
1400000US17031840700,0.0,0.0,41100.815300811664
1400000US17031840800,0.0,0.0,54513.908009872874
1400000US17031841000,56493.77094079778,59908.266166904126,199154.57494412037
1400000US17031841100,0.0,139236.2842288992,208843.86835710204
1400000US17031841200,0.0,0.0,58057.97675298279
1400000US17031841300,0.0,21503.780937048297,95431.75087130058
1400000US17031841500,0.0,0.0,70245.25987906787
1400000US17031841700,0.0,0.0,64339.3309788965
1400000US17031841800,0.0,17983.632333365018,104244.80456238851
1400000US17031841900,0.0,63967.94784651252,244658.58590553812
1400000US17031842000,0.0,0.0,62487.69541677426
1400000US17031842100,0.0,0.0,67271.99050971428
1400000US17031842200,8391.3497638042,0.0,61271.02843359383
1400000US17031842300,8017.739837355174,91786.41434668553,305065.89757872955
1400000US17031842400,0.0,28217.73934837682,145798.3656188246
1400000US17031842500,0.0,108065.58700860306,246826.39189187626
1400000US17031842600,0.0,0.0,158854.72936607644
1400000US17031842800,0.0,0.0,111700.8600892572
1400000US17031842900,0.0,0.0,112648.87702723325
1400000US17031843000,0.0,0.0,108120.3032746272
1400000US17031843100,0.0,0.0,87471.61723571541
1400000US17031843200,0.0,41586.372971721394,225245.37077638746
1400000US17031843300,0.0,0.0,50304.11626088917
1400000US17031843400,0.0,0.0,56513.72498078882
1400000US17031843500,0.0,14663.769021247903,102157.92387951145
1400000US17031843600,0.0,0.0,38702.71919010878
1400000US17031843700,31160.597849364683,0.0,118711.25672615736
1400000US17031843800,0.0,0.0,71651.56959635127
1400000US17031843900,4279.340937178981,0.0,63478.007676250236
1400000US17031844600,0.0,0.0,78558.16406648348
1400000US17031844700,0.0,0.0,73445.99445993465
1400000US17031980000,9027.819647219749,433.86461673124194,244137.99393830646
1400000US17031980100,5236.882729986445,0.0,67862.98083260746
1400000US17037000100,784.3868204558571,0.0,313142.5247347004
1400000US17037000200,138.72871036239218,0.0,389716.69299645786
1400000US17037000300,196.07589356095704,408.50455203839437,783257.9446213078
1400000US17037000401,1071.081035540993,0.0,291222.2629594185
1400000US17037000402,459.26706601794154,0.0,322156.52634885476
1400000US17037000500,3696.6146742385226,0.0,223138.9383345435
1400000US17037000600,15720.884126270363,0.0,181150.8283724757
1400000US17037000700,12719.284385910521,0.0,126932.31115499942
1400000US17037000800,2838.3970683983043,0.0,179061.579508235
1400000US17037000900,9867.250233820732,0.0,126888.92911875008
1400000US17037001002,9676.442596126004,0.0,70022.2957258914
1400000US17037001003,0.0,0.0,33540.87162570943
1400000US17037001004,1947.098018987001,0.0,152617.00711416654
1400000US17037001300,35402.22092071538,0.0,153263.28949422512
1400000US17037001400,1335.5793462727943,3312.6285548241126,393838.24522082467
1400000US17037001500,2094.4899667019945,3027.1847134047043,436162.75719678093
1400000US17037001600,801.9488770860607,2394.334019347488,696220.1906385057
1400000US17037001700,395.7079182724794,526.494922759218,952923.0896197854
1400000US17037001800,212.82656545390967,0.0,875460.355214329
1400000US17037001900,558.8892465714404,0.0,377881.2191513885
1400000US17037002000,0.0,0.0,158763.26683593524
1400000US17037002100,5665.9349329739425,0.0,194342.47721381986
1400000US17037002200,26338.583956026996,0.0,53279.73036386582
1400000US17043840000,6398.56153798024,0.0,138462.96919457248
1400000US17043840101,8302.475163356923,0.0,184154.73153758128
