cb_2020_3,dist_water_m
1400000US36093021500,1906.3193888189965
1400000US36093021600,1633.3965096350375
1400000US36093021700,735.9066834254436
1400000US36093021801,1414.302331140374
1400000US36093021802,713.8869848391332
1400000US36093031901,2230.52167708825
1400000US36093031902,2025.3622883465966
1400000US36093032000,700.7207536781059
1400000US36093032101,682.6939403782645
1400000US36093032102,771.7483975876669
1400000US36093032200,440.6109404391086
1400000US36093032300,674.7012306553178
1400000US36093032402,616.2065981657846
1400000US36093032403,225.38956129312865
1400000US36093032404,1087.2142323305625
1400000US36093032502,1159.6291332961816
1400000US36093032503,1241.253146706813
1400000US36093032504,884.450514044212
1400000US36093032601,1421.346912429533
1400000US36093032602,759.5879398835668
1400000US36093032700,1354.9513052277518
1400000US36093032901,605.4802705479528
1400000US36093032902,1513.4423681514345
1400000US36093033002,1729.719481813482
1400000US36093033003,1572.5287528952151
1400000US36093033004,2263.0598710866125
1400000US36093033101,1224.3095236263907
1400000US36093033102,833.0448375792383
1400000US36093033200,1581.512076
1400000US36093033300,2251.6566458590833
1400000US36093033400,1106.628203980636
1400000US36093033500,542.2212872316544
1400000US36095740100,798.7331032651864
1400000US36095740200,796.5133261758268
1400000US36095740300,478.0892244045289
1400000US36095740400,864.60926129436
1400000US36095740500,764.2058088515286
1400000US36095740600,1233.08898712337
1400000US36095740700,1177.4795713853632
1400000US36095740800,1227.6789258328433
1400000US13013180103,654.5413739521288
1400000US13013180104,934.3141505458198
1400000US13013180105,645.0629380461872
1400000US13013180106,620.3600679398817
1400000US13013180107,424.4325869280538
1400000US13013180108,595.5689884525328
1400000US13013180203,655.4240481157266
1400000US13013180204,518.0933528522494
1400000US13013180205,496.69183395575357
1400000US13013180206,695.6674600396169
1400000US13013180301,419.80642984472837
1400000US13013180302,555.6006213421962
1400000US13013180303,647.6193627925411
1400000US13013180401,504.1411757192493
1400000US13013180402,691.8666315624536
1400000US13013180501,712.8734247677296
1400000US13013180502,626.8296985398351
1400000US13013180503,578.16774721841
1400000US13015960101,1379.9844963083713
1400000US13015960103,813.3404268221846
1400000US13015960104,1695.2424777035194
1400000US13015960105,808.111250753666
1400000US13015960201,716.624759021177
1400000US13015960202,488.798830732874
1400000US13015960203,859.8665516956153
1400000US13015960301,904.7233508295698
1400000US13015960302,1069.3054151738672
1400000US13015960403,482.8812025187246
1400000US13015960404,1154.1583191205116
1400000US13015960405,818.0912367921477
1400000US13015960406,670.516867782377
1400000US13015960407,568.2019803280194
1400000US13015960501,1090.5183393834811
1400000US13015960502,1191.6539878686722
1400000US13015960601,415.8071639645038
1400000US13015960602,651.8225416819521
1400000US13015960701,736.0163639142635
1400000US13015960702,439.00331117203297
1400000US13015960801,361.2541547124578
1400000US13015960802,276.13159695957376
1400000US13015960804,582.8291914940046
1400000US13015960805,411.4565879857046
1400000US13015960901,478.4648904893055
1400000US13015960902,1046.9320411390158
