cb_2020_3,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,fam_inc_10to15k,B01003_001E,tract_area_sqkm,population_density,y_log_density
1400000US40109108109,0.0189400126698671,-0.2202047521012289,0.1259453246643896,0.0337926421358857,0.108008800049006,-0.0469870921462868,-0.0791852028268205,-0.0427180415703122,0.059962925665755,-0.1050715114010716,-0.0247054560193947,-0.1034034890029436,-0.1875899773595894,-0.3088802759392855,-0.1521750949618822,0.0610178666103094,-0.0921872520561161,0.0900231060053856,-0.1383122049958789,-0.0094316150718489,-0.1177307144171082,0.0448549780220628,-0.0143526812675399,0.0793572129560901,0.0811186551569373,0.1976411645079205,-0.1637734763446899,-0.0257699960276572,0.079598131987494,0.1096247241266239,-0.0321067906367035,0.0063306981134888,0.0120842189261525,-0.0459277419444492,0.1012680798300849,-0.1239077930649277,-0.1653712279079775,-0.1922356964034988,0.0254967637474324,-0.0383449121844506,-0.0722983415847496,-0.1217942488050219,0.1278674310920607,-0.0288058578503029,0.1252033831534439,0.1034391430828252,0.0782687848226432,-0.0713833903980633,0.0794470490773518,-0.1579520988635212,-0.0558760865973337,0.0761153907566557,-0.2264276385912573,0.188552439754954,0.0194008692891543,-0.1125276330774022,0.0664957080480229,0.0681401291760783,0.0187453009561754,0.2115999963485575,-0.0339628921580197,-0.0583520822759145,-0.0990598990185409,0.0802293182350272,13,5832,9.119811,639.48693673586,6.4622287257124995
1400000US40109108207,0.0473106275256159,-0.2923545963104249,0.1742137055641269,-0.0271119751201748,0.0762016234901946,-0.0299969326101006,-0.0726864905981343,-0.1414950271081179,-0.105233920487227,-0.1371250563405833,-0.0462216187626116,-0.0956352150493132,-0.1698049820983398,-0.2799303956555564,-0.2020776300208616,-0.0911904625286856,-0.0231365719966391,0.1373409319109364,-0.044573762200263,-0.0538493808679539,-0.1002840473811326,-0.0310341880770049,-0.1108554489144416,-0.0318955487555962,-0.0527981671439185,0.2060021252635249,-0.0244267883413791,-0.0181026802404254,-0.0251467231704505,0.1228876719804867,0.046140519670354,-0.0878032067199993,0.0627889696441952,-0.0801670931419733,0.0328603974213246,-0.0332327005534433,-0.1437980127119859,-0.1489505092405661,0.0043889462696213,0.1139978562361903,-0.0851659326615045,-0.1180957916412793,0.0238564575365147,-0.0219457814788905,0.1701563926136611,0.1288388040238266,0.0182459626446553,0.032261961102905,0.062137197656407,-0.1596348891538831,0.015667048161186,0.1276594271654575,-0.2592167637628194,0.0931106541850755,0.0848711674510706,-0.1238778076799333,0.0210251719541868,0.0849105486950832,0.0636127372752223,0.1432538822203907,-0.036912308003543,-0.0529634389056767,-0.1461509475794996,0.1139926848521101,0,1351,1.303767,1036.228099039169,6.9443071445424085
1400000US40109108215,0.038800485784791,-0.2697937779692456,0.1600627768926091,-0.0081654559375547,0.1182803854441088,-0.0073147546523247,-0.0976712763032236,-0.1143883080214895,-0.0095639679863976,-0.1461899752526086,-0.0480369987036201,-0.094757207063183,-0.1811783338160296,-0.2994743928746864,-0.1844785431059002,-0.0097833474313647,-0.0351257278488322,0.1430493045679711,-0.0506683276738156,0.0020736913682521,-0.1317902591326142,0.0356914768981411,-0.0238923480196323,0.0518610542503174,0.0205129633896842,0.2739432628157932,-0.0813822056929064,-0.0295300080295375,0.0590168615908523,0.0832701132788091,-0.0195684822808513,-0.0506132468570894,0.0073685903699058,-0.0476388912227254,0.1332087602336143,-0.1098462655620855,-0.1757624291704889,-0.1402744984876727,0.0140681722957842,0.0514341143065768,-0.1108720360358261,-0.1590236461114587,0.0952728868061708,0.0072062264985559,0.148258750636441,0.1171035250417532,0.0303198232427995,-0.0217453375562997,0.0780909636382863,-0.1792641804068907,0.0136536563063793,0.0615821319790518,-0.2188188809581635,0.1386438945155216,0.0832551303219397,-0.1564020287699769,0.0451217815288013,0.0695261303373163,0.0184021598196523,0.1750382542601812,0.0018129338429677,0.0042781060703409,-0.1370126470294662,0.0831668229087192,50,4639,2.552471,1817.4545371916076,7.505742263944948
1400000US40109108224,0.0096967445024468,-0.2064570570944221,0.152839530995794,-0.0271713591060994,0.0934821737187696,-0.0413873703684235,-0.0888549658790765,-0.0653646005238025,-0.0063347838330003,-0.1437862669127052,-0.0794344102942422,-0.134364126520613,-0.1697606223770606,-0.2906641891427119,-0.1725595432112012,0.0210882707504365,-0.0709266020855041,0.1015274929664098,-0.1083461762025562,-0.006193632340928,-0.1593558063175542,-0.0159553960015749,0.0072313184064003,0.0940714992685606,0.0796075146198773,0.1571124316056227,-0.1546745746342561,-0.0865581293311137,0.08966349509204,0.1181156439687825,-0.0238927129148133,0.0087834641640799,0.0681645510301305,-0.0472078565059151,0.0403720197921714,-0.0618979184077616,-0.1487536992419988,-0.120232344857463,0.0088627648205331,0.0321079206488047,-0.0639003464971765,-0.1462883872059793,0.0600014310021264,-0.0235391826904066,0.1334478548612687,0.1050021389514748,0.0908413557080951,-0.0203202452676673,0.0560538869539603,-0.1819565235660129,-0.0151639291085882,0.1018467491140105,-0.2028133311722092,0.1473889999150527,0.0017192594762272,-0.0879847167674746,0.026240025569077,0.0607191017773547,0.0125651471004182,0.2477241077382835,-0.0715404464621839,-0.0427177014001655,-0.0644642101285932,0.1230065168192291,9,3274,5.509146,594.2844861980423,6.389039419342765
1400000US40109108226,-0.0019934298666738,-0.1687430241764992,0.1360052390073944,-0.0880915752886274,0.0829320843020897,0.0614735315823595,0.0136897887809511,-0.0934684784064216,-0.0439276542910607,-0.2022499113827565,-0.1247507892543781,-0.1186946950468686,-0.1587546555472371,-0.2345016033250604,-0.1976797568058644,-0.0756885567474387,-0.1377163841578964,0.1060105377818138,-0.0953171635534427,-0.0602747944855087,-0.1850816032724838,-0.0566526929816487,0.0373496213827269,0.089332332758423,0.0975344583067076,0.0981733250070239,-0.0978681173622459,-0.0641607155652616,0.0899822608365871,0.0463302814151691,0.0084639250525776,-0.0377545020403548,0.1553691016965599,-0.1032641441763488,-0.0416374800680111,-0.0608160937241522,-0.108819384797053,-0.1795529070458022,0.0805122772144637,0.1336441300111542,-0.0372417543172659,-0.1459652066110424,0.0263802564118782,-0.085683945272751,0.1405237793207763,0.0141016644135971,0.0765146254232023,-0.0049278974310065,0.0552668493711074,-0.1489691946536701,0.0202930725306929,0.0947323177012311,-0.191658396830282,0.0169633614936493,0.0164415293305952,-0.0159051665659022,-0.0482425318795111,0.0322225680081248,0.0246347244168776,0.2171569464600923,-0.1141611733963358,-0.0198616893047586,0.018214915786797,0.1896050852230151,0,1720,2.556215,672.869848584724,6.5130369892755
1400000US40109108233,-0.0005770862185963397,-0.2149675622912216,0.1929773623544013,-0.070119717803,0.04829278411311,0.0539062809456344,-0.0747430044932215,-0.1378744290439531,-0.1016221168454594,-0.1847360938549935,-0.0786678444950363,-0.1368506369707043,-0.1753138890007831,-0.2624299596537321,-0.2094914403905068,-0.073118156029138,-0.0704848282346205,0.1308586643466073,-0.0647377419142336,-0.0176711875222192,-0.1736723127313632,-0.004345009245296,-0.0185496568170344,0.0092707109647099,-0.0095732859610034,0.22432440083142,-0.0509577216849483,-0.1158395656141338,0.0181385257907552,0.1292071398120798,0.0211472942649209,-0.0857144407610546,0.099276955726763,-0.0873522602167864,-0.0106316462437313,-0.0498295470071569,-0.0980002726080635,-0.1437429487000968,0.035898125813008,0.1185293159069157,-0.1076777866113239,-0.1465881777485252,0.0186447583457908,-0.0347761316856732,0.1533637787113383,0.1362717375150742,0.0376896072247465,0.0165528067527809,0.0733998157117015,-0.1740486813404567,0.0474060376361547,0.1313483961058606,-0.2012368444789917,0.0949886794973821,0.0602572083967519,-0.1081433426177034,-0.0175990102591853,0.0768858930619249,0.0546265927552706,0.16013996615674,-0.0570180290579281,-0.015536055721135,-0.0403333340606035,0.1181408382512832,0,4604,2.568976,1792.1537608759286,7.491731226133482
1400000US40109108236,0.0394781002246252,-0.2618895727564752,0.1963474556608357,-0.03289982727162,0.0848536829667568,0.0209358219193453,-0.1068232453756128,-0.166344946500779,-0.0188700329346304,-0.1762975912591008,-0.0789197076275604,-0.0862061261268963,-0.1799811211219206,-0.2827554894869674,-0.2020303038022975,-0.0517305902571788,0.0064661693604083,0.156857310378901,0.0015713171318827,-0.0204299061018935,-0.1366353145219321,0.0402262508085069,-0.023464881941065,0.0563948114441234,-0.0346879978325793,0.3032825999103843,-0.0508475209437676,-0.0468177808857429,0.0464187329953387,0.0918966383618262,0.0100835137626313,-0.0933766619643878,0.022550594350986,-0.099006694475981,0.1212312584750824,-0.0910360009522201,-0.1962429626927294,-0.1113285167231187,0.0095391225807852,0.0984915182820325,-0.1238369442987351,-0.165451284277079,0.0493715308213748,0.0154182749400809,0.171665412500525,0.1079148264663935,-0.0165920495388765,0.0156572145483078,0.071140520030749,-0.1675688645740539,0.0358102425143742,0.0764624380481777,-0.234769898651628,0.1097496118339801,0.1044489174301515,-0.1709455486086207,0.0417737216308487,0.0658225945187203,0.0415429986288381,0.1272902667070468,-0.0048564151745098,0.0443490231852135,-0.1473273561883164,0.096951809902961,0,2907,0.759496,3827.538262215996,8.250238354552081
1400000US40109108323,0.0211018052880867,-0.2557309835441883,0.1639314193293537,-0.0173856850838056,0.079792988274249,-0.0119817897374558,-0.0835124108210371,-0.117451942269361,-0.0579374571386718,-0.1548604470633085,-0.071937766836466,-0.120135399457018,-0.1775804599691972,-0.2802408184622595,-0.203756536808751,-0.0313785535241069,-0.0445191489177299,0.1182017747631464,-0.062516796800139,-0.0049769431771985,-0.1403657956101217,-0.0048973445194589,-0.0405916839341062,0.0396683462303578,0.0076637815719306,0.220939319643236,-0.0705239105209586,-0.0833009920261553,0.039182733779532,0.1181214929000353,-0.0138829805077569,-0.051360454809081,0.0350973536836296,-0.0805088603113696,0.0470733954003628,-0.0521396322829919,-0.1458747570121506,-0.1394510133137364,0.0054147130244999,0.0629874891333931,-0.0810553228574905,-0.141635925005667,0.0319034266579633,-0.0170362328398414,0.1590660240669991,0.1117746196503513,0.0475372144526842,0.0092009267510555,0.0597020496684261,-0.158628596337203,0.0074626590905516,0.1079367788575566,-0.2444875032728634,0.1134180660033759,0.0607109057981358,-0.1134835045542129,0.0199656470023559,0.0766220571787014,0.0288092231978311,0.2063210675623204,-0.0360297795619162,-0.0249246884928979,-0.1184623116860366,0.1173720403698424,0,3397,2.807196,1210.1043176180076,7.099287881559051
1400000US40109108521,0.0272144104288017,-0.2670196614544201,0.1596787971900756,-0.0347222688536928,0.0697295461201518,-0.0090959900973118,-0.046430534161711,-0.1391420361063355,-0.1397594496391375,-0.1353088347859768,-0.0697101123992065,-0.1208924502731456,-0.151848451694416,-0.2619276772912108,-0.2195820716363913,-0.1162554612397813,-0.0240649214443423,0.1240888450223309,-0.0458883209120868,-0.0367553886764648,-0.1342313339752863,-0.0430620664960313,-0.0984000885564744,-0.0170028425481214,-0.0353992312753986,0.2010042319777182,-0.018591507607061,-0.0634049401270533,-0.0191145557365047,0.1174370289487607,0.0296471475682763,-0.0887144869356767,0.0792154151879068,-0.1008697066805269,0.0113371078618646,-0.0225813793584777,-0.1173788479504971,-0.1476562186074161,0.0190073295994096,0.1230202404562355,-0.066873602671132,-0.1408080253920821,0.0084436769559763,-0.0436342364865088,0.1673754298478167,0.1100228785449018,0.0192666043204511,0.039816338258511,0.0412979232463774,-0.144823365603026,0.0222487379921729,0.1471083674447495,-0.248396482910742,0.0619615236151845,0.0837638274967389,-0.0899141801676275,-0.0089572548447833,0.0803339190482893,0.0649702387378653,0.1348761009538864,-0.049426550777692,-0.0307998674449635,-0.1091284656927318,0.142993821277974,5,1081,2.408416,448.8427248448773,6.108898021330169
1400000US40109108530,0.0249866304295952,-0.2494311557292535,0.1757665073639893,-0.050301542790489,0.0854310367321015,0.0090015449596163,-0.070950982878845,-0.1359363801844864,-0.0691008668493956,-0.179491876036212,-0.0877844284365923,-0.1392362991347293,-0.1745073315009624,-0.2834993660997565,-0.1941602740801062,-0.049679859353622,-0.0384707394167335,0.1249403571540568,-0.0340901287285482,0.0019117854841362,-0.1492791100019208,-0.0075153703580334,-0.0227786883593227,0.0508681163530845,0.0158557390734139,0.2272457901985993,-0.0643521037316293,-0.1025536842050995,0.0598158469446954,0.1027140655670344,-0.0077353939906358,-0.0573137178654621,0.0402686213722634,-0.0780513487780352,0.0466189854204465,-0.0497325273167637,-0.1581410084412607,-0.1270090708809522,-0.0066984761270089,0.0893466164017647,-0.0747566169371467,-0.162908548724512,0.0176979247386125,-0.022537224314179,0.1648008506738619,0.111360477944847,0.0448943382848952,0.0235356434500865,0.0539616994882639,-0.1554065458815121,0.0232172555850332,0.1001899039705785,-0.2287630863415285,0.1008529278745673,0.0553432741422496,-0.1149808425176717,0.0072525449591161,0.0671847092632252,0.0241243401130526,0.2007195409957157,-0.0251080064579927,0.0013535571032898,-0.0997765935657873,0.1157250625560138,22,3369,2.599081,1296.2273972992762,7.167984494545682
1400000US40109109003,-0.0295334797675881,-0.1070269130266191,0.0958947695561619,-0.0195809459211001,0.0800933001243442,-0.028442181201444,-0.0454656276936177,-0.0296252140037279,0.0570786852970442,-0.0982078729319067,-0.1212593886358982,-0.1541790501988745,-0.1675407346359089,-0.275003215374262,-0.1793787457204461,0.0412374693383414,-0.1350201095785727,0.0672516381477225,-0.1525791517498171,-0.0242398085506309,-0.1529731326082127,0.0029060740783899,0.0161860462683857,0.1196837305652872,0.12203200831941,0.1010460222872527,-0.2269629339194157,-0.1333395696038138,0.1123989831955088,0.1316169502700034,-0.0355174952007651,0.0409493526745106,0.0896426173109603,-0.1018259799395917,-0.0248797908422368,-0.0787740717201738,-0.1469011041637265,-0.178052789514866,0.0157650542758421,-0.0123450667409819,0.0144080325173479,-0.120550433728712,0.0885821740701746,-0.0643501147480097,0.1208167041669425,0.1013860512775024,0.1316628520559205,-0.0839514623869024,0.0589507914853912,-0.1728212484888452,-0.0482025800578265,0.1076019256402248,-0.160248248229673,0.1399879541447185,-0.0541763852630496,-0.0332253992128323,0.0016700923609091,0.0702955832716678,0.0264410984906077,0.2240780168072063,-0.0936570230710742,-0.0549368168668497,-0.034916925186052,0.1086569064066657,67,5079,25.686621,197.7293938350241,5.291944069341932
1400000US40109980002,0.0909915625003133,-0.312540516748152,0.1160025559423416,0.0017508889987969,0.0634282091353638,-0.0586889398333374,-0.0282134816323109,-0.1396156091491783,-0.1706731079332598,-0.0826573715309737,0.0006229474890720194,-0.0816281547134789,-0.1366110050229472,-0.2595124686391846,-0.2155955002390194,-0.1454974465340156,0.0422355099821668,0.1204419706170297,-0.0565679455309064,-0.059016298219073,-0.0761977028421778,-0.0390303042541117,-0.1578297032845501,-0.0956724751451533,-0.0534115393047561,0.2088776076362818,0.0281120438808257,0.0120750445862711,-0.0603844069207947,0.129123368496015,0.0552379935305975,-0.136624931893612,0.0461320653018359,-0.1304364204172537,0.0334725170798782,-0.0285728171563239,-0.0999399857646392,-0.1683482873650444,0.0181203799816191,0.1154173238890364,-0.0721154696565463,-0.0982682266289781,0.0416173074818578,-0.054453277792346,0.1718217301807311,0.1091591717367433,-0.0520950239092217,0.0494902189715565,0.0379986366340477,-0.0827160840985412,-0.0148567920424867,0.1370597351710643,-0.255988682286996,0.0878554887413511,0.1240681624755389,-0.0876155556177289,0.0422007473380352,0.072071237978541,0.0685184268845485,0.0503843359231278,0.0205360168396453,-0.0260757862813751,-0.1600733062103806,0.1721834715904218,0,0,0.150662,0.0,0.0
1400000US40109980004,0.0427112901046205,-0.2683863670611911,0.1822285432944711,-0.0259639755538535,0.0617742720555023,-0.0267861276267321,-0.0479948439349495,-0.141556806567599,-0.1825156792234124,-0.1443384209266699,-0.0473629495671462,-0.1209516795520455,-0.1569440164174018,-0.2622008516687009,-0.2191077755274803,-0.0943308868308267,-0.0030654645077285,0.1140878838326192,-0.0308420522820314,-0.058022387664345,-0.1093595467731808,-0.0668198481059008,-0.1123373490931378,-0.0353682290788957,-0.0317574590649735,0.1953380797664122,-0.0062719376473077,-0.0608395210150346,-0.0418294123869849,0.1253195836793705,0.0449842635941893,-0.0736814905507777,0.0749229003675823,-0.0683068934133619,0.0265703673094303,-0.004032064039741,-0.1284180073205221,-0.1151664833886825,-0.0382243102625915,0.1157011707338477,-0.0595241111879714,-0.124720787721964,-0.0087446271674229,-0.0067208733694187,0.1671004687106336,0.1324942286776077,-0.0016542073166219,0.0651778866513756,0.0546399188867731,-0.136671502468261,0.0245497382559974,0.1417606145030359,-0.267300002892757,0.0485503355807698,0.0922451847378169,-0.1097454138878548,-0.0002468061530274875,0.0779757120091104,0.0638635853638975,0.1667570137991212,-0.0218826549777442,-0.0327178546225069,-0.1313142040563832,0.1512210094719268,0,20,0.192132,104.09510128453356,4.654865666754127
1400000US40017300100,0.0425910811118604,-0.1055300886616237,0.0856523586485024,-0.0944066239013077,0.0776607345786429,0.0240525493046426,0.0245893774875918,-0.0393450578616716,-0.0358226030323064,-0.1343051620832539,-0.1618545211781443,-0.1491928197931239,-0.1601110699361097,-0.2450217672653672,-0.129605588877727,-0.0165408657652094,-0.2053602757371844,0.0503761787311715,-0.0409030355435832,-0.0801425425996822,-0.1924021502604494,-0.1066550930033585,0.0610089050617358,0.0982701256946763,0.1720296695389608,0.01769757104092,-0.1233475094063491,-0.0602846143178963,0.1072730243573032,0.0515175965055341,0.0374912167080548,0.0278128298556339,0.1921983043250251,-0.0174677979166847,-0.1007491882652622,-0.042105271550784,-0.0744154244498038,-0.122663261135788,0.0377102725374605,0.1370376470478934,0.0378786380740847,-0.1423162970649067,0.0090937787637314,-0.0668799921910552,0.1475450015582152,0.0349882246383828,0.123410356752018,-0.0351470834667516,0.0621421532484634,-0.1781185229896115,0.0196682911098026,0.0397356125063286,-0.1187313124870386,-0.0023971331920881,-0.0681427935794959,-0.0455044111652419,-0.0342126695981517,-0.0034761371386841,0.0069953391368439,0.2107527510923409,-0.1062191844055472,0.0098674237480311,0.0929286900885698,0.1908702900664319,9,2504,718.086978,3.4870427632235934,1.5011938574194799
1400000US40017300500,0.034240422730035,-0.2795818014730442,0.197267273182928,0.0255796150259276,0.0801446199357783,-0.002601562562558,-0.0640200794150181,-0.1304052395360153,-0.0648993739276646,-0.1939615745744233,-0.0526143166715568,-0.1261705597628873,-0.2006570711899494,-0.2826345074218725,-0.1817135362892621,-0.0526503269891162,-0.0397324418338178,0.1371066880903609,-0.017027710391999,-0.0153059473284452,-0.1319505134139141,0.0237606562192665,-0.0282646946957835,0.0141719316538964,-0.0046405818297033,0.2686163910790694,-0.0334698715294729,-0.058848081862457,0.0298615960112267,0.1126174102511463,0.0112362949285133,-0.0732341706251126,0.0189384687190724,-0.0436911968111792,0.0704870232146735,-0.0706165986151782,-0.1652243822166911,-0.1367422788265484,-0.0408326489063285,0.063184230106685,-0.0776185110763558,-0.1694882379840867,0.0287196385589681,-0.0205971940758085,0.1728396738518834,0.1435368457363639,0.030842087589728,0.0102305501138186,0.0829357034904786,-0.1311187738713865,0.0124566070052054,0.0948762589978834,-0.2652362210639555,0.1143136774902311,0.0758471518788368,-0.1603666422266506,0.0015940844047833,0.0499724404510003,0.0314203252802324,0.1670349320437369,0.0082491609329665,0.0037509471046223,-0.0813178511781838,0.1145469338799969,32,3888,1.969871,1973.7333053788802,7.588188632965942
1400000US40017300806,-0.0147722720682724,-0.1497956809499395,0.1297208664179297,-0.0671861436098951,0.0759241055644995,0.0135455336158153,-0.0114365097135095,-0.0492959674745961,-0.0590100176660958,-0.1541572976347392,-0.1343323358585179,-0.1721522890227466,-0.1538785228281491,-0.2431819329241881,-0.1708656230904385,-0.0003472198541685614,-0.163164874990189,0.058445377839588,-0.0845891902526429,-0.0257635259259042,-0.1896109166558236,-0.0512794175161554,0.0326837689382502,0.0984728584198846,0.1212669913652095,0.0737247348916998,-0.1187967243404451,-0.1219757873847597,0.0756408710004712,0.083815436879506,-0.0234745018258268,-0.0067318073950479,0.1437578021118272,-0.0722518232713929,-0.0761289076476409,-0.0517843139071167,-0.1101406743350231,-0.128027347368628,0.0126554129445567,0.0935285488001362,-0.0023874976546686,-0.1556838844468223,0.0055446483204997,-0.0806065487524477,0.1307027641426597,0.0709908771781153,0.1168830423702445,-0.0196683650607666,0.0469951249294855,-0.1555188263469245,0.0142534816597049,0.1006151537691042,-0.1542808583937688,0.0389619055243622,-0.0376008718269091,-0.0319176659993678,-0.0409611643274845,0.0416541635103578,-0.0021634205509215,0.2414825079500589,-0.0970673583600077,-0.0185318803436243,0.025618010928631,0.1712944046496882,0,3092,16.804742,183.99568407536395,5.220332495483835
1400000US40017301012,0.0006068335715607131,-0.1554512797707878,0.1762749134718365,-0.0911228021180262,0.061274206164843,0.0225026333203539,-0.0156224306078085,-0.0923454293864735,-0.0673566824113343,-0.1891718164193479,-0.1309611140856921,-0.1636577412658332,-0.1661559974794982,-0.2453017683957199,-0.2119193724909885,-0.0599136756462525,-0.1340949890877247,0.0711442793103958,-0.0811633614492821,-0.0320840195821481,-0.1821210512957422,-0.0684235018313462,0.0168164000154927,0.0667552338986229,0.0791253999401688,0.1271753885515326,-0.1075698528825877,-0.1304329464223441,0.0754226736918043,0.0908479459785371,0.0074449799119393,-0.027077235071933,0.1356993285435098,-0.0772988813051635,-0.052077313376409,-0.0243495125595671,-0.0928559982437334,-0.1342071234118853,0.046342214616157,0.0828184952736988,-0.0435484639561145,-0.1568796713367994,-0.0041117432145798,-0.082743061990239,0.1410118018696652,0.0778228747510095,0.1127202881118113,-0.0011403794397037,0.0489807124851366,-0.1685047352415895,0.0245485450900598,0.1160073427198844,-0.1878594021875653,0.0587911576908697,-0.00010918995551366763,-0.0571554890519948,-0.0264935687301788,0.0427421013171534,0.0398653978555788,0.2269053087390224,-0.0844331719145375,-0.0495850511581822,-0.0029621663903282,0.1418958525717319,0,1909,5.171716,369.12313050445925,5.913835735424762
1400000US40017301100,0.0329853422588898,-0.266236737166785,0.1806230096248851,-0.0078300962529287,0.0784052969728509,-0.0009156773454295234,-0.0562133587079794,-0.1196814102387659,-0.0887350532152744,-0.1749985444817676,-0.0740929308698808,-0.121049724859561,-0.1845605994698257,-0.2868768037855247,-0.1964172026952125,-0.0656452168194306,-0.0452383360951167,0.115572306350161,-0.0245100658402362,-0.0394084526217641,-0.1281937534631517,-0.0021386950075821,-0.0528490097576721,0.0082962983818612,0.0063342571750304,0.2191944517695057,-0.0355276421728939,-0.0549299245952891,0.0093652884739682,0.1216699169939307,0.0278977847777611,-0.0589356005116532,0.0591399498431271,-0.0622189974253177,0.0367351091080123,-0.0478654425692777,-0.1336764103377601,-0.1531613826102217,-0.0139944786629109,0.0918109611584212,-0.0673314175269115,-0.1539740261715105,0.0183596375512893,-0.0268899606361551,0.1691197589709994,0.1189777441714678,0.0394079785956251,0.0073270662946998,0.0525521537967193,-0.1491289904703754,0.0224150845258384,0.1078890454086205,-0.2596086675261103,0.0881420264992717,0.0562911503028821,-0.122440461993715,0.0084410626334078,0.0630890727572166,0.0392223427303086,0.1799673303496479,-0.0184534154386101,-0.0014456841168715,-0.0783459291623725,0.1271397512928538,0,7483,4.804363,1557.5425920147998,7.351506427685297
1400000US40017301302,-0.0128939405065341,-0.1257268150774925,0.1332070957107661,-0.0756397082222194,0.0767881232437729,0.0287253360252902,0.0235608794734737,-0.0497713509725634,-0.0437993877278865,-0.1631291048738878,-0.1330555406542367,-0.1717219152950532,-0.1486247787661923,-0.2294777019663602,-0.1691668993067473,-0.0129706242787819,-0.1872959051189846,0.0643593886056058,-0.0854405833980884,-0.0321208169440921,-0.1916647835927774,-0.0604622479475463,0.0549954358266761,0.1005633308229795,0.1353905183734617,0.0591090981278438,-0.1172165290085281,-0.1152485059926242,0.0884540783115701,0.0520236324977229,-0.0189717260870838,-0.0056817246453995,0.1571250175439549,-0.0625033430159914,-0.1007646942037857,-0.0553015787738007,-0.0960914198207592,-0.1507199418757502,0.0293753203765527,0.0916136669257256,0.0153225406608337,-0.154498767848414,0.0014701464395547,-0.1025726390755461,0.1326563592134877,0.040028378782486,0.1182081879673771,-0.0246088006393763,0.0437379539565241,-0.1360584557063204,0.0138416072862307,0.0903259077077144,-0.1518740854681834,0.0277273977683783,-0.0363371765481516,-0.0243343064933456,-0.0498379191407081,0.0342374744203852,0.0086132704979539,0.2203833243392612,-0.1157920980860638,-0.0216343382377277,0.0521637815060848,0.1809379656708767,2,4226,75.756248,55.78417769581197,4.039257725228139
1400000US40027200603,0.0010268757038747,-0.2549754651115943,0.1598892110714867,0.0208425301819921,0.0754438289086608,0.0044243575539077,-0.0466242571583405,-0.1004024138953761,-0.0333751001390076,-0.1611676256533658,-0.1197835404069716,-0.1346380822669792,-0.2119502357016048,-0.2889896097921119,-0.1805099633820205,-0.045160789854117,-0.0683298545322617,0.1346048151400626,-0.054114796757103,-0.0466738790124866,-0.1452424526590994,0.0010609811154396,-0.0559122523770537,0.0516164485694712,0.0366989323719507,0.1860207188156827,-0.0813030427358838,-0.1027233061644707,0.0218635103072129,0.1541958403239426,0.006153899982253,-0.0612757665459475,0.0421557178613947,-0.084034952138179,0.0110299759394519,-0.0440563344384406,-0.1360998514835368,-0.1857064683938135,-0.008339082176934,0.0908027897682798,-0.0345061952410777,-0.1518027999000744,0.0205974579486052,-0.0398099569252109,0.1665022215253971,0.1135860701057162,0.0435252438152518,-0.0349331551443092,0.044938040562257,-0.1554462032789193,-0.0168598070485932,0.1302943437265395,-0.2589710290377476,0.1314180486249785,0.0312762239087472,-0.1274495594591433,-0.0127816322228451,0.0767851613977895,0.0617518477270906,0.171748220568581,-0.0569662687431439,-0.0101083936734847,-0.0353149365474645,0.1282751091695683,32,2614,1.323516,1975.042235983547,7.588851252564983
1400000US40027200900,0.0513123630211933,-0.2914590764624762,0.1555771206629859,0.013504729480559,0.0607389316834466,-0.0098753136649162,-0.0446056953641469,-0.1165202873826361,-0.0648433938576969,-0.145790802867967,-0.0223603972807957,-0.1044529930191342,-0.1763159826659639,-0.2843923194254263,-0.1630781565818913,-0.026151589386043,-0.0412396760734675,0.1328146125377846,-0.0101704346288827,-0.0293364480212921,-0.1159063838339405,0.0230548674564196,-0.0820786301586725,-0.0047542967261235,-0.017658172115651,0.2272347206724287,-0.0087165677526047,-0.0377255093654138,-0.0094253017187243,0.1097864228948222,0.028153200497041,-0.1015896886742578,-0.0167321788366412,-0.0552425923149978,0.0555954177340278,-0.0617573717840238,-0.1430388503078797,-0.1659463155957338,-0.0168773633388595,0.0657763535687394,-0.0625280687784067,-0.1221399032036805,0.0545288123049457,-0.0229429033810195,0.1674772347216288,0.1260805443057449,0.0187194464062913,0.0027362544876537,0.0607221968699838,-0.1389206881043507,-0.012648712370484,0.0774056874800668,-0.2657937332354798,0.1247011198116133,0.0920187635328181,-0.1433093140790617,0.0281602256015545,0.0771993125942527,0.0723756305805163,0.1236501163588444,-0.0287714586197921,0.0210044495605373,-0.0969779391218412,0.1109946751994288,0,3954,3.916883,1009.4761574445803,6.918176941755398
