cb_2020_3,cbsa_code,cbsa_title,group,county_fips,tract_name,population
1400000US17031251400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2514, Cook County, Illinois",3894
1400000US17031251500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2515, Cook County, Illinois",4601
1400000US17031251600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2516, Cook County, Illinois",4300
1400000US17031251700,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2517, Cook County, Illinois",1262
1400000US17031251800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2518, Cook County, Illinois",5175
1400000US17031251900,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2519, Cook County, Illinois",4763
1400000US17031252000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2520, Cook County, Illinois",4958
1400000US17031252101,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2521.01, Cook County, Illinois",1289
1400000US17031252102,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2521.02, Cook County, Illinois",6452
1400000US17031252201,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2522.01, Cook County, Illinois",2672
1400000US17031252202,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2522.02, Cook County, Illinois",4385
1400000US17031260100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2601, Cook County, Illinois",1200
1400000US17031260200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2602, Cook County, Illinois",873
1400000US17031260300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2603, Cook County, Illinois",1777
1400000US17031260400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2604, Cook County, Illinois",1158
1400000US17031260500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2605, Cook County, Illinois",1733
1400000US17031260600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2606, Cook County, Illinois",2097
1400000US17031260700,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2607, Cook County, Illinois",1633
1400000US17031260800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2608, Cook County, Illinois",2328
1400000US17031260900,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2609, Cook County, Illinois",1419
1400000US17031261000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2610, Cook County, Illinois",2271
1400000US17031270500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2705, Cook County, Illinois",1285
1400000US17031271200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2712, Cook County, Illinois",1273
1400000US17031271300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2713, Cook County, Illinois",1122
1400000US17031271400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2714, Cook County, Illinois",1228
1400000US17031271500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2715, Cook County, Illinois",1531
1400000US17031271800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2718, Cook County, Illinois",459
1400000US17031280100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2801, Cook County, Illinois",6725
1400000US17031280400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2804, Cook County, Illinois",1371
1400000US17031280800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2808, Cook County, Illinois",809
1400000US17031280900,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2809, Cook County, Illinois",782
1400000US17031281900,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2819, Cook County, Illinois",6487
1400000US17031282700,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2827, Cook County, Illinois",2042
1400000US17031282800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2828, Cook County, Illinois",1627
1400000US17031283100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2831, Cook County, Illinois",3091
1400000US17031283200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2832, Cook County, Illinois",1676
1400000US17031283800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2838, Cook County, Illinois",3670
1400000US17031290900,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2909, Cook County, Illinois",3611
1400000US17031291200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2912, Cook County, Illinois",1959
1400000US17031291600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2916, Cook County, Illinois",912
1400000US17031292200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2922, Cook County, Illinois",2527
1400000US17031292400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2924, Cook County, Illinois",2189
1400000US17031292500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 2925, Cook County, Illinois",3588
1400000US17031300500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3005, Cook County, Illinois",2793
1400000US17031300600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3006, Cook County, Illinois",2757
1400000US17031300700,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3007, Cook County, Illinois",4572
1400000US17031300800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3008, Cook County, Illinois",3973
1400000US17031300900,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3009, Cook County, Illinois",4016
1400000US17031301100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3011, Cook County, Illinois",2148
1400000US17031301200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3012, Cook County, Illinois",4654
1400000US17031301600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3016, Cook County, Illinois",3754
1400000US17031301701,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3017.01, Cook County, Illinois",4099
1400000US17031301702,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3017.02, Cook County, Illinois",3961
1400000US17031301801,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3018.01, Cook County, Illinois",4437
1400000US17031301802,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3018.02, Cook County, Illinois",2746
1400000US17031301803,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3018.03, Cook County, Illinois",3547
1400000US17031310200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3102, Cook County, Illinois",1697
1400000US17031310300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3103, Cook County, Illinois",1891
1400000US17031310400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3104, Cook County, Illinois",1061
1400000US17031310500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3105, Cook County, Illinois",1434
1400000US17031310600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3106, Cook County, Illinois",4780
1400000US17031310700,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3107, Cook County, Illinois",1322
1400000US17031310800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3108, Cook County, Illinois",4272
1400000US17031310900,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3109, Cook County, Illinois",4983
1400000US17031320101,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3201.01, Cook County, Illinois",8886
1400000US17031320102,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3201.02, Cook County, Illinois",4356
1400000US17031320400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3204, Cook County, Illinois",3049
1400000US17031320600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3206, Cook County, Illinois",5094
1400000US17031330101,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3301.01, Cook County, Illinois",5082
1400000US17031330102,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3301.02, Cook County, Illinois",9396
1400000US17031330103,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3301.03, Cook County, Illinois",6969
1400000US17031330200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3302, Cook County, Illinois",3904
1400000US17031340300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3403, Cook County, Illinois",1915
1400000US17031340400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3404, Cook County, Illinois",1750
1400000US17031340500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3405, Cook County, Illinois",1535
1400000US17031340600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3406, Cook County, Illinois",1036
1400000US17031350100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3501, Cook County, Illinois",2562
1400000US17031350400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3504, Cook County, Illinois",2018
1400000US17031351000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3510, Cook County, Illinois",3197
1400000US17031351100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3511, Cook County, Illinois",2327
1400000US17031351400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3514, Cook County, Illinois",1778
1400000US17031351500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3515, Cook County, Illinois",713
1400000US17031360200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3602, Cook County, Illinois",1456
1400000US17031380100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3801, Cook County, Illinois",1913
1400000US17031380200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3802, Cook County, Illinois",1642
1400000US17031380600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3806, Cook County, Illinois",3764
1400000US17031381200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3812, Cook County, Illinois",1980
1400000US17031381400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3814, Cook County, Illinois",1559
1400000US17031381500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3815, Cook County, Illinois",433
1400000US17031381700,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3817, Cook County, Illinois",0
1400000US17031381800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3818, Cook County, Illinois",1149
1400000US17031381900,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3819, Cook County, Illinois",1300
1400000US17031390100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3901, Cook County, Illinois",1587
1400000US17031390200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3902, Cook County, Illinois",2174
1400000US17031390300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3903, Cook County, Illinois",3002
1400000US17031390400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3904, Cook County, Illinois",2324
1400000US17031390500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3905, Cook County, Illinois",1616
1400000US17031390600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3906, Cook County, Illinois",1714
1400000US17031390700,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 3907, Cook County, Illinois",5555
1400000US17031400300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4003, Cook County, Illinois",1274
1400000US17031400400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4004, Cook County, Illinois",1964
1400000US17031400500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4005, Cook County, Illinois",2110
1400000US17031400800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4008, Cook County, Illinois",2166
1400000US17031410100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4101, Cook County, Illinois",2148
1400000US17031410200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4102, Cook County, Illinois",1466
1400000US17031410500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4105, Cook County, Illinois",2728
1400000US17031410600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4106, Cook County, Illinois",2483
1400000US17031410700,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4107, Cook County, Illinois",2227
1400000US17031410800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4108, Cook County, Illinois",2920
1400000US17031410900,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4109, Cook County, Illinois",3395
1400000US17031411000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4110, Cook County, Illinois",3428
1400000US17031411100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4111, Cook County, Illinois",2254
1400000US17031411200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4112, Cook County, Illinois",1678
1400000US17031420100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4201, Cook County, Illinois",1526
1400000US17031420200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4202, Cook County, Illinois",1626
1400000US17031420300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4203, Cook County, Illinois",2665
1400000US17031420400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4204, Cook County, Illinois",1084
1400000US17031420500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4205, Cook County, Illinois",1809
1400000US17031420600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4206, Cook County, Illinois",1988
1400000US17031420700,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4207, Cook County, Illinois",2452
1400000US17031420800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4208, Cook County, Illinois",2681
1400000US17031421200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4212, Cook County, Illinois",1133
1400000US17031430101,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4301.01, Cook County, Illinois",2826
1400000US17031430102,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4301.02, Cook County, Illinois",3627
1400000US17031430200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4302, Cook County, Illinois",5220
1400000US17031430300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4303, Cook County, Illinois",2371
1400000US17031430400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4304, Cook County, Illinois",2893
1400000US17031430500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4305, Cook County, Illinois",3427
1400000US17031430600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4306, Cook County, Illinois",2222
1400000US17031430700,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4307, Cook County, Illinois",2686
1400000US17031430800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4308, Cook County, Illinois",1888
1400000US17031430900,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4309, Cook County, Illinois",1526
1400000US17031431200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4312, Cook County, Illinois",2589
1400000US17031431301,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4313.01, Cook County, Illinois",3720
1400000US17031431302,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4313.02, Cook County, Illinois",3538
1400000US17031431400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4314, Cook County, Illinois",7068
1400000US17031440101,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4401.01, Cook County, Illinois",4154
1400000US17031440102,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4401.02, Cook County, Illinois",3359
1400000US17031440201,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4402.01, Cook County, Illinois",5918
1400000US17031440202,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4402.02, Cook County, Illinois",2674
1400000US17031440300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4403, Cook County, Illinois",4572
1400000US17031440600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4406, Cook County, Illinois",1759
1400000US17031440700,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4407, Cook County, Illinois",1392
1400000US17031440800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4408, Cook County, Illinois",1927
1400000US17031440900,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4409, Cook County, Illinois",2510
1400000US17031450300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4503, Cook County, Illinois",3335
1400000US17031460100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4601, Cook County, Illinois",2784
1400000US17031460200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4602, Cook County, Illinois",2242
1400000US17031460301,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4603.01, Cook County, Illinois",3486
1400000US17031460302,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4603.02, Cook County, Illinois",3593
1400000US17031460400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4604, Cook County, Illinois",3492
1400000US17031460500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4605, Cook County, Illinois",6093
1400000US17031460800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4608, Cook County, Illinois",4230
1400000US17031461000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4610, Cook County, Illinois",1361
1400000US17031470100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4701, Cook County, Illinois",2180
1400000US17031480100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4801, Cook County, Illinois",2064
1400000US17031480200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4802, Cook County, Illinois",930
1400000US17031480300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4803, Cook County, Illinois",1133
1400000US17031480400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4804, Cook County, Illinois",5309
1400000US17031480500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4805, Cook County, Illinois",2907
1400000US17031490200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4902, Cook County, Illinois",3114
1400000US17031490500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4905, Cook County, Illinois",2025
1400000US17031490600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4906, Cook County, Illinois",1482
1400000US17031490700,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4907, Cook County, Illinois",2785
1400000US17031490800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4908, Cook County, Illinois",3947
1400000US17031490901,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4909.01, Cook County, Illinois",2928
1400000US17031490902,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4909.02, Cook County, Illinois",4565
1400000US17031491000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4910, Cook County, Illinois",3562
1400000US17031491100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4911, Cook County, Illinois",4175
1400000US17031491200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4912, Cook County, Illinois",1962
1400000US17031491300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4913, Cook County, Illinois",2436
1400000US17031491400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 4914, Cook County, Illinois",3455
1400000US17031500100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5001, Cook County, Illinois",3282
1400000US17031500200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5002, Cook County, Illinois",2140
1400000US17031500300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5003, Cook County, Illinois",1709
1400000US17031510100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5101, Cook County, Illinois",3597
1400000US17031510200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5102, Cook County, Illinois",3709
1400000US17031510300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5103, Cook County, Illinois",4805
1400000US17031520100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5201, Cook County, Illinois",2219
1400000US17031520200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5202, Cook County, Illinois",3039
1400000US17031520300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5203, Cook County, Illinois",5528
1400000US17031520400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5204, Cook County, Illinois",4278
1400000US17031520500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5205, Cook County, Illinois",5208
1400000US17031520600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5206, Cook County, Illinois",2727
1400000US17031530100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5301, Cook County, Illinois",2089
1400000US17031530200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5302, Cook County, Illinois",4185
1400000US17031530300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5303, Cook County, Illinois",3794
1400000US17031530400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5304, Cook County, Illinois",2174
1400000US17031530501,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5305.01, Cook County, Illinois",5073
1400000US17031530502,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5305.02, Cook County, Illinois",1609
1400000US17031530503,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5305.03, Cook County, Illinois",5192
1400000US17031530600,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5306, Cook County, Illinois",2368
1400000US17031540101,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5401.01, Cook County, Illinois",4219
1400000US17031540102,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5401.02, Cook County, Illinois",3195
1400000US17031550100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5501, Cook County, Illinois",6584
1400000US17031550200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5502, Cook County, Illinois",2591
1400000US17031560100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5601, Cook County, Illinois",1314
1400000US17031560200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5602, Cook County, Illinois",1560
1400000US17031560300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5603, Cook County, Illinois",3102
1400000US17031560400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5604, Cook County, Illinois",1640
1400000US17031560700,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5607, Cook County, Illinois",3656
1400000US17031560800,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5608, Cook County, Illinois",5873
1400000US17031560900,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5609, Cook County, Illinois",5299
1400000US17031561000,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5610, Cook County, Illinois",5999
1400000US17031561100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5611, Cook County, Illinois",5684
1400000US17031570100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5701, Cook County, Illinois",1309
1400000US17031570200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5702, Cook County, Illinois",2252
1400000US17031570300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5703, Cook County, Illinois",5790
1400000US17031570400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5704, Cook County, Illinois",1685
1400000US17031570500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5705, Cook County, Illinois",2497
1400000US17031580100,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5801, Cook County, Illinois",2663
1400000US17031580200,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5802, Cook County, Illinois",3377
1400000US17031580300,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5803, Cook County, Illinois",2524
1400000US17031580400,16980,"Chicago-Naperville-Elgin, IL-IN-WI",high,17031,"Census Tract 5804, Cook County, Illinois",4739
