cb_2020_3,water_pct,developed_pct,barren_pct,forest_pct,shrub_pct,grassland_pct,pasture_hay_pct,cultivated_crops_pct,woody_wetlands_pct,herbaceous_wetlands_pct,impervious_mean
1400000US36001013503,5.36029983735238,55.49112509723499,4.829927162152606,14.75143200622304,0.0,0.0,0.24043561275723077,10.077080828795701,3.9884025175022986,5.261296937981755,21.58646510313648
1400000US36001013505,0.2113526570048309,89.73429951690821,0.0,8.303140096618357,0.0,0.0,0.0,1.3888888888888888,0.36231884057971014,0.0,32.56884057971015
1400000US36001013507,0.01623640201331385,82.07501217730152,0.0,6.20230556908589,0.0,0.0,0.01623640201331385,0.860529306705634,10.829680142880338,0.0,38.36805555555556
1400000US36001013509,0.0,77.47423523638149,0.0,19.319483068869623,0.0,0.0,0.0,1.7994438082774413,1.3414035661704564,0.06543432030099788,30.99476525437592
1400000US36001013510,0.0,94.23868312757202,0.0,2.983539094650206,0.0,0.0,0.0,0.0,2.7777777777777777,0.0,36.50308641975309
1400000US36001013511,11.347582790569673,59.93028162553894,0.07338776259058802,19.77800201816347,0.0,0.009173470323823502,1.403540959544996,4.449133107054399,2.0365104118888175,0.9723878543252913,26.099670208867717
1400000US36001013512,6.144873637055194,48.76172766460992,2.053926126278421,28.49294227030682,0.0,0.05916659623024258,0.4395232862818021,2.4427351872200154,5.5954695292029415,6.00963570281464,15.39280296645879
1400000US36001013602,6.371103622577927,74.41027801179445,0.0,8.982729570345409,0.0,0.0,0.15796124684077506,0.04212299915754002,7.940185341196293,2.0956192080876157,30.010004212299915
1400000US36001013603,1.8601583113456464,79.45910290237467,0.0,15.554089709762534,0.0,0.0,0.02638522427440633,0.79155672823219,2.150395778364116,0.15831134564643798,22.416622691292876
1400000US36001013604,0.4081127875340094,82.48825129854069,0.012367054167697254,16.44818204303735,0.0,0.0,0.0,0.18550581251545883,0.43284689586940395,0.02473410833539451,27.34071234232006
1400000US36001013703,0.26186761756184534,76.61020726543347,0.0,11.282594160909294,0.0,0.04457321149988857,0.31201248049922,0.8914642299977713,10.062402496099844,0.5348785379986628,32.46147890050329
1400000US36001013706,2.3725553061878806,97.21064443731964,0.0,0.41680025649246555,0.0,0.0,0.0,0.0,0.0,0.0,23.719140750240463
1400000US36001013707,0.0,87.12653778558875,0.010984182776801405,7.3374340949033385,0.0,0.0,0.0,0.5492091388400703,4.975834797891037,0.0,27.083809314586993
1400000US36001013708,0.18123238018525975,88.38099073701167,0.0,4.027386226339106,0.0,0.02013693113169553,0.24164317358034634,3.5038260169150224,3.5440998791784133,0.10068465565847766,39.06042963260389
1400000US36001013709,0.04392708104546453,88.64484954974742,0.0,8.63167142543378,0.0,0.0,0.04392708104546453,0.30748956731825167,2.2842082143641558,0.04392708104546453,35.78849110476609
1400000US36001013802,0.0,69.38708078638692,0.0,24.4011234098794,0.0,0.0,0.0,0.3304146704113663,5.88138113332232,0.0,21.56720607661823
1400000US36001013803,0.0,77.42271105826397,0.0,7.446492271105827,0.0,0.029726516052318665,0.014863258026159332,0.044589774078478,15.011890606420927,0.029726516052318665,20.478745541022594
1400000US36001013804,0.0,47.61963115005208,0.018381226640524478,19.643404203173827,0.0,0.9864591630414803,1.0232216163225294,1.7462165308498252,28.24581827093928,0.7168678389804547,18.917861247202566
1400000US36001013901,0.0,89.7495361781076,0.0,6.099257884972171,0.0,0.11595547309833025,0.25510204081632654,0.0,3.6873840445269015,0.0927643784786642,45.40412705773244
1400000US36001013902,0.0,87.0942043417646,0.0,2.668791077474607,0.0,0.0,0.0,0.3385779725154352,9.89842660824537,0.0,38.779326827325235
1400000US36001014001,0.06466910972192283,99.65509808148308,0.0,0.0,0.0,0.0,0.0,0.0,0.2802328087949989,0.0,60.774304807070486
1400000US36001014002,0.0,99.23780487804879,0.0,0.5335365853658537,0.0,0.0,0.0,0.0,0.22865853658536583,0.0,48.70541158536585
1400000US36001014100,0.044103864601135676,43.64077402282375,0.0,47.02574563096091,0.0,0.03307789845085175,0.08269474612712939,3.759854457246816,5.3806714813385526,0.03307789845085175,11.05673525377229
