source,target,rmse_raw,mae_raw,r2_raw,mape_raw,r_raw
Albany,Albany,592.0714721679688,285.4543151855469,0.8571938276290894,23.093019485473633,0.95194364
Albany,Atlanta,1200.2235107421875,588.9898071289062,0.18616712093353271,103.25806427001953,0.72152305
Albany,Baton,312.72308349609375,196.46231079101562,0.7420750260353088,327.7446594238281,0.88852966
Albany,Bridgeport,1927.6881103515625,967.86181640625,0.4421148896217346,40.201622009277344,0.87438846
Albany,Chicago,4386.88916015625,2094.699951171875,0.13092541694641113,424.85784912109375,0.37857902
Albany,Duluth,366.9492492675781,210.94326782226562,0.8401021957397461,414.241943359375,0.9301186
Albany,Fort_wayne,968.0935668945312,715.1237182617188,-0.628610372543335,392.855224609375,0.89464974
Albany,Hartford,1174.591552734375,586.0611572265625,0.5297266244888306,366.69384765625,0.9090502
Albany,Jackson_MS,244.7342529296875,153.5481719970703,0.7278878688812256,108.40672302246094,0.8783567
Albany,Knoxvile,850.8952026367188,271.7739562988281,0.5324512124061584,448.4809875488281,0.7613429
Albany,Lansing_east,2416.627197265625,764.54150390625,0.17524975538253784,357.49090576171875,0.426824
Albany,Modesto,1237.357666015625,955.6475830078125,-0.031275391578674316,54.86041259765625,0.76818573
Albany,Montgomery,313.10626220703125,197.8325958251953,0.6165576577186584,69.3326644897461,0.8854654
Albany,newyork,15596.994140625,9002.1572265625,-0.40658581256866455,1964.221435546875,0.24623883
Albany,Oklahoma,1729.9149169921875,1434.5592041015625,-3.0216193199157715,3511.661865234375,0.7851709
Atlanta,Albany,1135.6058349609375,719.9695434570312,0.4746437072753906,77.66496276855469,0.8799666
Atlanta,Atlanta,859.4153442382812,277.3464660644531,0.5827299356460571,22.662677764892578,0.77593434
Atlanta,Baton,563.6505737304688,388.2629699707031,0.1620977520942688,76.55442810058594,0.79022515
Atlanta,Bridgeport,1616.242431640625,1018.02294921875,0.6078211069107056,67.92996978759766,0.8812152
Atlanta,Chicago,3854.65283203125,1616.657470703125,0.32901275157928467,72.51378631591797,0.5812948
Atlanta,Duluth,486.4107666015625,270.82080078125,0.7190449237823486,82.11429595947266,0.91037536
Atlanta,Fort_wayne,646.6520385742188,456.5943603515625,0.27335238456726074,108.62692260742188,0.89509946
Atlanta,Hartford,978.533935546875,673.5142211914062,0.673616349697113,73.86946105957031,0.8855371
Atlanta,Jackson_MS,284.64080810546875,189.54074096679688,0.631911039352417,48.343902587890625,0.8488852
Atlanta,Knoxvile,872.0615844726562,224.74819946289062,0.5089009404182434,159.0954132080078,0.7691781
Atlanta,Lansing_east,2424.63916015625,750.1026000976562,0.16977208852767944,82.95542907714844,0.44609696
