Source,Target,L1_Dist,L2_Dist,Cos_Sim,MMD
Lansing_east,Bridgeport,0.2188311,2.5284681,0.5223589647059081,0.33337268233299255
Lansing_east,Chicago,0.20683193,2.5240421,0.4898871993990278,0.21205370128154755
Lansing_east,Duluth,0.17743869,1.983591,0.5036756268206637,0.39173027873039246
Lansing_east,Fort_wayne,0.12504572,1.5025617,0.49096286921063037,0.23922300338745117
Lansing_east,Hartford,0.22990203,2.8085868,0.5186838303337227,0.3433351218700409
Lansing_east,Jackson_MS,0.38835612,4.909837,0.5290241905163404,0.3503313362598419
Lansing_east,Knoxvile,0.37432778,4.5336018,0.5279840787265219,0.36322715878486633
Lansing_east,Lansing_east,0.0,0.0,0.4866215587017372,0.0
Lansing_east,Modesto,0.3445988,4.4513917,0.5045284030341946,0.3918377757072449
Lansing_east,Montgomery,0.35815156,4.768993,0.5191057900513101,0.33372968435287476
Lansing_east,newyork,0.2703445,3.2751493,0.5102673960564327,0.2190438061952591
Lansing_east,Oklahoma,0.36272097,4.289155,0.526631991879001,0.33136653900146484
Modesto,Albany,0.32056198,3.7405984,0.395967078588617,0.42967918515205383
Modesto,Atlanta,0.43717417,5.4937615,0.36121112232937613,0.5147386193275452
Modesto,Baton,0.34411788,4.521181,0.4026397732974495,0.42899078130722046
Modesto,Bridgeport,0.31863827,3.7468014,0.4062238358852177,0.4364205300807953
Modesto,Chicago,0.28737828,3.4786255,0.45676528901794844,0.4099777042865753
Modesto,Duluth,0.3666071,4.5939827,0.3417454780552124,0.47944456338882446
Modesto,Fort_wayne,0.25611243,2.9971392,0.38178422896796327,0.47260409593582153
Modesto,Hartford,0.30456752,3.50982,0.4292954110522089,0.44732704758644104
Modesto,Jackson_MS,0.42942953,5.5402117,0.3691668203021523,0.46149566769599915
Modesto,Knoxvile,0.46055472,5.618016,0.37247070637652624,0.47903871536254883
Modesto,Lansing_east,0.3277809,3.9790192,0.3253953554757385,0.49581390619277954
Modesto,Modesto,0.0,0.0,0.5317663160827508,0.0
Modesto,Montgomery,0.4179147,5.343611,0.37574714756161254,0.46749988198280334
Modesto,newyork,0.40996695,5.238842,0.4522590182075421,0.3402223587036133
Modesto,Oklahoma,0.48818693,5.937248,0.36674134377817524,0.4397660791873932
Montgomery,Albany,0.19847074,1.9857296,0.4732115313532158,0.4924240708351135
Montgomery,Atlanta,0.13852057,1.2902385,0.4670005841390663,0.30618205666542053
Montgomery,Baton,0.11664057,1.2106044,0.46302851186398,0.1437309980392456
Montgomery,Bridgeport,0.17707297,1.6644256,0.47079728090949324,0.47199830412864685
Montgomery,Chicago,0.28804767,3.0534544,0.5198716713125608,0.41096463799476624
Montgomery,Duluth,0.24177036,2.5607321,0.4808660935122975,0.4141642153263092
Montgomery,Fort_wayne,0.22423619,2.4480932,0.4752473709435403,0.4600672125816345
Montgomery,Hartford,0.18455312,1.7885394,0.4728022493625049,0.4958590269088745
Montgomery,Jackson_MS,0.100508094,0.92374456,0.46948015318198244,0.0751626193523407
Montgomery,Knoxvile,0.16381294,1.525138,0.48849597307818315,0.3174653649330139
Montgomery,Lansing_east,0.23915203,2.5424595,0.4825026481625272,0.4740590453147888
Montgomery,Modesto,0.27225357,3.3683112,0.4272866369072814,0.46281513571739197
Montgomery,Montgomery,0.0,0.0,0.5009939610478187,0.0
Montgomery,newyork,0.18325406,1.7694,0.47374387106950766,0.32261723279953003
Montgomery,Oklahoma,0.21645191,2.3063924,0.4265628204899302,0.46229273080825806
newyork,Albany,0.19787745,1.7970798,0.3713027689030516,0.2670859396457672
newyork,Atlanta,0.21750559,1.9453701,0.32206648172289754,0.24383795261383057
newyork,Baton,0.22691666,2.1678522,0.2791066706473154,0.31989988684654236
newyork,Bridgeport,0.15160811,1.4101435,0.39324822798020187,0.2519497871398926
newyork,Chicago,0.04562144,0.49880207,0.42477164395449374,0.10780715942382812
newyork,Duluth,0.21831813,2.1157677,0.3383279362706815,0.49744948744773865
newyork,Fort_wayne,0.23024139,2.0118554,0.34326347956415615,0.18890735507011414
newyork,Hartford,0.17940837,1.6261377,0.3721766408722684,0.32208800315856934
newyork,Jackson_MS,0.35768864,3.411432,0.323495919970762,0.40922462940216064
newyork,Knoxvile,0.31423435,2.903662,0.3402622572170365,0.44320914149284363
newyork,Lansing_east,0.2793414,2.5889502,0.3384848852097039,0.2717285454273224
newyork,Modesto,0.20356238,1.9087051,0.2426603166675496,0.2913084924221039
newyork,Montgomery,0.3211969,3.0016706,0.33002493023882873,0.43967145681381226
newyork,newyork,0.0,0.0,0.4797386315926865,0.0
newyork,Oklahoma,0.20863578,1.9589549,0.42412992076672584,0.3200351297855377
Oklahoma,Albany,0.25926083,2.563554,0.32801773120365973,0.2834598422050476
Oklahoma,Atlanta,0.1515101,1.6015959,0.3497851806389335,0.5237366557121277
Oklahoma,Baton,0.15695469,2.1317854,0.41375683095346716,0.3547227680683136
Oklahoma,Bridgeport,0.1480368,1.4592878,0.3942481656208672,0.2825143337249756
Oklahoma,Chicago,0.08894919,0.98370034,0.4332715004790768,0.23526456952095032
Oklahoma,Duluth,0.34696838,3.456657,0.3333040579469262,0.31530705094337463
Oklahoma,Fort_wayne,0.20679733,2.0529194,0.34288107881958707,0.24299737811088562
Oklahoma,Hartford,0.17016706,1.665782,0.4096864112883015,0.24575380980968475
Oklahoma,Jackson_MS,0.12678213,1.4117687,0.35540980686946233,0.3647916913032532
Oklahoma,Knoxvile,0.14046752,1.4742968,0.3567979839509786,0.3622884750366211
Oklahoma,Lansing_east,0.32437953,3.2629278,0.31317272792393847,0.3069995641708374
Oklahoma,Modesto,0.2804855,3.1300488,0.4106286188592174,0.4506332576274872
Oklahoma,Montgomery,0.123505086,1.3854399,0.39311076564181313,0.3225423991680145
Oklahoma,newyork,0.18747568,1.904,0.4029192209292527,0.22772298753261566
Oklahoma,Oklahoma,0.0,0.0,0.5338719254296619,0.0
