cb_2020_3,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,fam_inc_lt10k,B01003_001E,tract_area_sqkm,population_density,y_log_density
1400000US09001090300,-0.0303421645913117,-0.1887939857331952,0.0719654705252016,0.0356744147773911,0.0043069957137204,-0.2186547956041374,-0.0569497991481013,0.0024191492706653,0.0649181197423315,-0.1707783008537005,0.1342489429917453,-0.0589597271447515,-0.206575503202425,-0.1441447940963978,-0.1537162097287529,0.1195236293446128,-0.0902092412556533,0.1821638682870235,-0.0544937888947635,-0.0198411225606818,0.0615343487113397,0.0485856240346443,-0.1568374794700337,0.0195386079193183,-0.0163513898946998,0.1648657057377265,-0.0880797074743697,-0.0951108226974699,0.1165575558448575,0.0235486393373546,-0.0137665073423465,0.0897617659088608,-0.1376559886211272,0.0098013830599461,0.0772490555214374,0.0165994883164462,-0.0766951012675416,-0.109356225861193,-0.0312452511114601,-0.0314958219319812,-0.1284630065148868,-0.0459849783540253,0.0947949234526601,0.0910476719530137,0.1881224126724398,0.1385822480286112,0.1044166715076851,-0.049214294972794,0.2890382897189245,-0.1905374311234988,-0.0684249516914891,0.0269240511727214,-0.1702790487635038,0.0912902064759833,0.1523766443630202,-0.0531453322134362,0.2162151965600788,0.1427793493289866,-0.0039113019694936,0.052504762360178,0.0315422513024801,-0.0569111852308737,-0.1098519334908036,-0.0544106034895598,32,4482,4.764507,940.7059324291055,6.84769305219789
1400000US36119012303,-0.1080627330744382,-0.0820784354456035,0.0075741223393021,0.0534498269157556,-0.0058291964833696,-0.268324264543602,-0.0099785290579752,0.0873777527091466,0.0435672593056081,-0.0775194900499057,0.1221400134186396,-0.0807310385933635,-0.1130669214443217,-0.086422043861121,-0.2463673644748324,0.0323718703635919,-0.1368603557837112,0.1188227545465409,-0.1873562898217807,-0.0222196088547179,0.0227506214951967,0.0148524922347548,-0.1959226240199136,0.0315488381388395,0.0451532969194513,0.1044417202814133,-0.1377310260048812,-0.10679720025824,0.0903718758295045,0.087806720348049,-0.0320734622037257,0.0492855837253709,-0.0733678473006342,-0.0122220311263184,0.0455272869034724,0.0050195942240807,-0.0539033246139364,-0.1770312677674035,0.0419742185703172,-0.1603379658912769,-0.0458084658313295,-0.0055826178378047,0.1405308738470981,0.0700077429893541,0.1265632201544364,0.0991921834832169,0.1796763406602555,-0.0937362577626203,0.2839335120335039,-0.1811305621275767,-0.1394882990550087,0.0659968363058383,-0.0723986471451138,0.0840031902499147,0.1201237953945408,0.1021975704637302,0.1708613359970124,0.095411457988691,-0.0299891235724563,0.0449617527686315,-0.0013575059064479,-0.1409564457262114,-0.0958410103465892,0.0231656515492571,13,4836,26.493684,182.53407113937044,5.212400324043417
1400000US36119008000,0.0317413416126529,-0.3828047367878634,-0.0757009250053843,-0.1137823395496114,0.0054894308461432,-0.2520583329167754,-0.0326271350135118,-0.1238944645935043,-0.0838386520062971,-0.0649487695496793,0.1328022621253833,-0.0353492884265404,-0.0975473688043183,-0.223515267309832,-0.0799772405106567,-0.1147507780375864,0.0384157469993946,0.0942250757981095,-0.1706560817761782,0.0394837150546493,0.012540133039336,-0.0079718443887799,-0.2634390649848835,0.0245270278192792,-0.1957063310012262,0.1036684371920171,-0.0373309932036264,-0.0401478379410808,0.1190256124481076,0.0244683764671323,-0.0426399279694252,-0.0246375174877177,-0.0224117282956363,-0.0766570210370995,0.0184989721819549,-0.0018749672153505,-0.0659749707329506,-0.1036440484984476,0.1190689591544923,0.1316767288541325,-0.1678429891454268,-0.0807317101769105,0.1242834988148156,0.0279472705583665,0.0870398902015091,0.154833349069965,-0.0658796869706243,0.0914751765434087,0.048091245310638,-0.0944086328076063,-0.0680102911400294,0.095886370410689,-0.2457081885408933,0.0736010288671538,0.1371875862043429,-0.0627274236418515,0.0319534343810227,0.129307075991886,0.0088056019940472,-0.0207542845294099,0.0580893260586896,-0.1687569233465582,-0.184166825575791,0.2568349622289982,39,4610,0.823398,5598.750543479581,8.63047732992383
1400000US36119012503,-0.0812780823793586,-0.0339077103678774,0.0144129585481992,0.0754993537402043,0.0128831806665839,-0.2227286504226708,0.0079549090140505,0.0800037975480382,0.0791255129381887,-0.0931704905558503,0.1526482481900895,-0.0632114529457233,-0.1446149407661226,-0.0750287400194242,-0.2295064901501887,0.1071698133475125,-0.11086348591478,0.0641691153663974,-0.1809207300549152,-0.01749834311431,0.0590729406983544,-0.0201784136722471,-0.1599794768119331,-0.010055035222495,0.0564948078719505,0.0696468941156777,-0.1824811768755126,-0.1385007325629187,0.1120547933736578,0.0898514525265818,-0.0361322015355374,0.1090891021297415,-0.0278362756563875,-0.0254688614619775,0.0214381970514082,0.0367328986530946,-0.0795538376021127,-0.1968864918841496,-0.0045602443847483,-0.147790204848282,-0.0821198658757846,-0.0219507817870291,0.1268087687869563,0.0824561563416617,0.1226781781026334,0.1008246097541537,0.2056691610586092,-0.1101813300227476,0.2745519497542059,-0.1860309006778745,-0.1065802982502186,0.0343540707521849,-0.1044301362396687,0.0955968351976045,0.1160231594615011,0.0913207771504083,0.1593099204386831,0.0891116678426059,-0.0078343142217726,-0.0024348096143364,0.0175234536898573,-0.1216254737753164,-0.0914299687673789,-0.0106965259675645,76,3772,19.636246,192.09374337640708,5.26317578795878
1400000US09001042900,-0.0521039461812182,-0.0966152193305093,0.0195670125506673,0.079236903342984,0.0241772800857503,-0.2242034734583235,-0.0067280061256301,0.0701598288012761,0.0702818894624786,-0.1241994823530923,0.154707048812748,-0.0767985960926618,-0.1938978061109268,-0.117295931017535,-0.1934571220135501,0.1062526889393533,-0.1197636065414614,0.1031058615626149,-0.1229996841798784,-0.0133889898704328,0.0616903275431248,0.0362730135595274,-0.193877465604284,0.0009735287126024212,0.0451684983240341,0.090831205453327,-0.1441127590166827,-0.1087792475546162,0.0948079546355002,0.060645016460488,-0.0277352532393892,0.1162175211660545,-0.1061085098056988,0.0212114522846027,0.0489441363632674,0.0320440092379468,-0.0824541736213976,-0.1864732352000576,-0.0174331204396603,-0.1086565652766908,-0.0872655590400911,-0.0106622258985656,0.1270488011734095,0.0924004313376225,0.163450276803454,0.1274842102979681,0.1747570914015449,-0.0992059854277377,0.2839200224796313,-0.1919721344697111,-0.1198999804187457,0.026331002856848,-0.1292438031406966,0.0845880774447243,0.1227570797796349,0.0283260999259506,0.1831188432157997,0.1202352808778861,-0.0184083341776712,0.0534792910990475,0.0308515648982945,-0.1101755905736324,-0.0943804190884042,-0.0295007621493094,2,1588,3.940799,402.96396745939086,6.001325684526581
1400000US09001072500,0.0138546404027235,-0.3016932077282089,0.0364842576051869,-0.0204898142553132,0.050313860503855,-0.1634032544582775,-0.1018188610476963,-0.1068372863335122,-0.0094588569050177,-0.1333075172959555,0.1280494360002849,-0.0450762928720063,-0.1701294311417403,-0.2123361862520283,-0.1554049247013615,0.0273809147868959,-0.0245694067812054,0.2321625837605007,-0.0216956995161615,0.0209713398250622,0.0100882337585184,0.0597620625323047,-0.1585402466349312,0.0053076644596248,-0.0476688038178364,0.260533453114819,0.0301005564508697,-0.0214313770280273,0.0593762024981397,-0.0131010727742874,-0.0352982590696029,0.0151440674003222,-0.1406195794965025,-0.0211774358220228,0.1572679967207837,-0.079222973775466,-0.1058570020997962,-0.0734404146694108,0.0162435778719517,0.0708256012842202,-0.1428304910091078,-0.1041175064585405,0.1067816595612928,0.0883812416291054,0.2271846721545628,0.1075064126221552,0.018572700202684,-0.0204550538249876,0.2574897811331545,-0.1605605688011807,-0.0097107080686839,0.0175694739487278,-0.1644895157255953,0.0722602409896947,0.1857203934098102,-0.1458685944498258,0.2136172395708329,0.1318769686510879,-0.0104074256356739,-0.0006629528515187173,0.0748880127178128,0.0333281536914666,-0.1713450230923965,-0.0165883255129862,60,5089,1.445637,3520.247475680271,8.166570602308614
1400000US09001050200,-0.039264861060795,-0.1844988634883834,0.0238248891688644,0.0583376226370224,0.0055746499211261,-0.2057068326882659,-0.0502876583704729,0.0317044233890859,0.0337751725647954,-0.1347368730145748,0.1492938675937356,-0.070325704738369,-0.2029491936634431,-0.1278523329761431,-0.1506920461931404,0.0940720695501455,-0.1020390820336918,0.1422073473797325,-0.0638954112184517,-0.0125662566240561,0.0464784320966691,0.0372056974459073,-0.195538112260222,0.0129321215863923,0.0180610522046712,0.1519811312444186,-0.101796466984253,-0.0850510237655243,0.1010940654044423,0.0201357377787061,-0.0163106422327572,0.1150054216191311,-0.1265701272843066,0.020299025902555,0.0569314592444475,0.0101600281583141,-0.0789912703138232,-0.1278141171678195,-0.0043775313291509,-0.0483699023765286,-0.1380656749213688,-0.0424464172816543,0.1185963397362916,0.1096302145125703,0.1890393802299662,0.1271667889383579,0.1264830381742899,-0.0565895523860526,0.3138497098299683,-0.1939733078670274,-0.1069804717146114,0.0054044635996216,-0.1473087411507206,0.1063762477134971,0.1498447190667124,-0.0296730019228148,0.1965331642347287,0.1440462457077292,-0.0230410042708134,0.0526852748632527,0.0405999161579117,-0.0821708221441131,-0.0832853555437541,-0.0241790151766721,0,3836,4.878639,786.2848634629454,6.668590144123404
1400000US09001043200,-0.0443476392785001,-0.1510703577567672,0.0224065407498077,0.0554752877822347,0.0161607097713107,-0.2164193139036387,-0.0107966542714356,0.0066080684827551,0.0406666753583663,-0.1508872746506213,0.1443979296996329,-0.0791601879961773,-0.1889427419217295,-0.1381645352260321,-0.1849823885242562,0.1157557503558732,-0.1020883562597995,0.1231093228068123,-0.0915756386072913,0.0108247256465782,0.0493364095349506,0.0320366702258329,-0.1721375547107549,0.0041159370092417,0.0134309206632318,0.1192298495796183,-0.0811865971361879,-0.1142832427156094,0.0947846191047572,0.0528172042694847,-0.0294713927887548,0.0848318889426305,-0.1151866527865733,0.0116505439522017,0.0428468464255376,0.0204121890544003,-0.0747383751352438,-0.1613065174441654,-0.0297892071720717,-0.064904909693271,-0.0860831930559418,-0.0167023309770906,0.1047673944883641,0.0890619251421518,0.1897085522366002,0.1269761151350175,0.1249932909327475,-0.0660667632515767,0.2738231872875949,-0.1801932511292308,-0.1184723093364008,0.0226104242172642,-0.149259796922667,0.0823766757837729,0.1337769435089149,-0.0148024347183439,0.1889281238326081,0.1173164840127254,0.0051904759560096,0.0563383808933138,0.0342582461536469,-0.0846541746992989,-0.1079863430799454,-0.0260388906976892,9,3311,2.769528,1195.5105707542946,7.087164742039277
1400000US09001045400,-0.0572194049866252,-0.0739261311687019,0.0174353023347912,0.0643277384258603,0.0152864697105629,-0.2415118964084382,-0.0042882928202155,0.0733349827447905,0.0759186168214931,-0.1008150464728033,0.1661779863893513,-0.0714417627352316,-0.1736450961332377,-0.1099547260383754,-0.209729560830041,0.084907355332525,-0.1189492236451817,0.079195871919195,-0.1519527523620603,-0.0319192163307912,0.0643438576672043,0.0389244132034918,-0.1955113793837383,-0.0025063005302257,0.0486783269432,0.09093197102373,-0.1517218969799626,-0.0815052690575549,0.0905777328470437,0.0637969937379099,-0.0231669583787939,0.1056358244456364,-0.0805922387901038,0.0010428904093081,0.063987700696982,0.0014884863246692,-0.0898438986773357,-0.1786725000150639,0.0035996611492233,-0.1355037841152007,-0.0958736912189815,-0.0240457277887785,0.1357502408722818,0.083743721776371,0.1449778897218242,0.1226579337494463,0.18538291188449,-0.1130572724872845,0.2993925408640714,-0.1817180561204618,-0.1132621965552479,0.0350664836039935,-0.1191951752870564,0.0823695895723513,0.1206254887670792,0.0564657156885656,0.194179729039837,0.1059609966608937,-0.023742113772811,0.0288878087502231,0.0286207628236929,-0.1101071301079217,-0.1058993018222161,-0.0134712454646065,0,3149,7.692428,409.3635975533343,6.017043590003714
1400000US09001020800,-0.0067888534622209,-0.2078530546853429,0.0243166982983037,0.0294787493291931,0.0032894637063712,-0.2000631652175323,-0.0252379721616803,-0.0068810445773662,0.0529831010089463,-0.1767355048017151,0.1635393411512145,-0.0876117271371679,-0.2017225478006164,-0.1618103991622754,-0.1356031906291055,0.1137695521948775,-0.1142713409806837,0.1704366129095983,-0.0686469290500151,0.0118104690158151,0.0418557507215283,0.0580244713789805,-0.2025490606538554,0.0255381900457462,0.002879123041582,0.1628368621329897,-0.0297951392661439,-0.0848191952848353,0.0882400611592607,0.0250018374761741,-0.019058734152334,0.0932144538725117,-0.1586163324282815,0.0328332985195314,0.1115792785162501,-0.0202741625351477,-0.0976804240274693,-0.1419890276774708,-0.0106169573711709,-0.0648839560408203,-0.139254906059117,-0.0540599661369714,0.1343593233098836,0.0947636522078365,0.190870414527789,0.1207207693265379,0.0828696748239354,-0.0516614497898757,0.2666576147329466,-0.1814251300442541,-0.1065640115155215,-0.020028541198421,-0.1641631218189043,0.0948575827421628,0.1490624947113704,-0.0410214628956675,0.2050462603927879,0.1388160312408854,-0.0009407383451344536,0.0669998348227248,0.0346963059292447,-0.0645033317599344,-0.10148792511802,-0.0066692959889502,0,2589,2.308451,1121.5312779002024,7.023341483727268
