cb_2020_3,building_count,building_area_m2,building_density,coverage_ratio
1400000US17031283200,267.0,35448.16,1128.739743,0.149857
1400000US17031283800,103.0,70225.67,273.762884,0.186652
1400000US17031290900,1072.0,173475.94,1075.769496,0.174086
1400000US17031291200,407.0,56685.83,1236.563387,0.172225
1400000US17031291600,236.0,98584.43,1071.07198,0.44742
1400000US17031292200,722.0,85575.06,1831.743454,0.217107
1400000US17031292400,509.0,75919.42,1539.354862,0.229601
1400000US17031292500,1289.0,231125.45,1311.960623,0.235242
1400000US17031300500,659.0,78325.01,2431.45618,0.288989
1400000US17031300600,712.0,90848.93,2169.527884,0.276825
1400000US17031300700,961.0,104389.87,2919.845531,0.317172
1400000US17031300800,883.0,106869.81,2709.869079,0.327976
1400000US17031300900,883.0,106334.89,2697.838979,0.324886
1400000US17031301100,419.0,53276.69,1981.790233,0.251989
1400000US17031301200,792.0,121150.79,1642.454972,0.251243
1400000US17031301600,1178.0,109335.21,3574.929366,0.331804
1400000US17031301701,1064.0,112567.74,3216.707531,0.340317
1400000US17031301702,1047.0,94655.19,3163.247117,0.285977
1400000US17031301801,1076.0,132944.44,1548.341792,0.191304
1400000US17031301802,893.0,100262.68,2588.323271,0.290607
1400000US17031301803,1241.0,109863.19,3535.108959,0.312956
1400000US17031310200,388.0,67260.59,1210.332748,0.209814
1400000US17031310300,361.0,78687.22,1133.181824,0.247
1400000US17031310400,264.0,41816.56,2121.129341,0.335979
1400000US17031310500,358.0,49920.44,2210.722622,0.308269
1400000US17031310600,978.0,167531.55,1800.140256,0.308364
1400000US17031310700,292.0,52410.52,1824.589467,0.327492
1400000US17031310800,891.0,114557.41,2677.428467,0.344242
1400000US17031310900,1105.0,142057.25,2278.782779,0.292957
1400000US17031320101,65.0,59245.33,139.567042,0.127211
1400000US17031320102,107.0,162383.29,235.868813,0.357955
1400000US17031320400,99.0,168469.1,123.11534,0.209506
1400000US17031320600,86.0,111945.45,141.199109,0.183798
1400000US17031330101,136.0,456129.02,72.227436,0.242243
1400000US17031330102,244.0,151336.13,605.717577,0.375684
1400000US17031330103,383.0,199163.11,751.472533,0.390772
1400000US17031330200,605.0,106468.2,800.24338,0.140827
1400000US17031340300,444.0,51408.06,2078.690612,0.240679
1400000US17031340400,366.0,56488.0,1260.695242,0.194574
1400000US17031340500,349.0,50588.55,801.475266,0.116176
1400000US17031340600,58.0,54928.89,116.800316,0.110616
1400000US17031350100,9.0,9545.63,15.84853,0.016809
1400000US17031350400,25.0,21816.37,124.097809,0.108295
1400000US17031351000,139.0,62454.83,169.22678,0.076036
1400000US17031351100,58.0,29802.85,167.019423,0.085822
1400000US17031351400,184.0,47894.04,567.976614,0.147841
1400000US17031351500,62.0,18637.44,372.997395,0.112124
1400000US17031360200,77.0,32159.59,331.833618,0.138593
1400000US17031380100,385.0,66433.64,878.899116,0.151658
1400000US17031380200,188.0,42753.24,873.890206,0.198732
1400000US17031380600,442.0,123681.58,526.884207,0.147434
1400000US17031381200,267.0,54152.41,1032.670284,0.209444
1400000US17031381400,216.0,53986.04,682.052853,0.170469
1400000US17031381500,46.0,24161.63,423.272634,0.222325
1400000US17031381700,6.0,9543.15,30.487495,0.048491
1400000US17031381800,167.0,82215.91,522.907743,0.257433
1400000US17031381900,198.0,42017.36,1146.563206,0.243311
1400000US17031390100,309.0,54844.32,640.080207,0.113608
1400000US17031390200,441.0,72096.02,1451.655908,0.237321
1400000US17031390300,132.0,67337.74,403.606777,0.205894
1400000US17031390400,346.0,76369.8,1060.354391,0.234044
1400000US17031390500,257.0,70996.81,787.090491,0.217435
1400000US17031390600,348.0,79860.23,1071.992952,0.246005
1400000US17031390700,203.0,76138.14,333.648903,0.12514
1400000US17031400300,216.0,79623.21,155.894659,0.057467
1400000US17031400400,215.0,49885.23,657.604972,0.15258
1400000US17031400500,292.0,61193.71,895.296322,0.187625
1400000US17031400800,220.0,76688.99,445.960711,0.155456
1400000US17031410100,72.0,40458.41,325.937864,0.183152
1400000US17031410200,82.0,21820.32,1264.905055,0.336593
1400000US17031410500,356.0,80008.12,1353.555555,0.304201
1400000US17031410600,343.0,74001.79,1359.789094,0.293373
1400000US17031410700,258.0,75602.81,992.601655,0.290866
1400000US17031410800,223.0,81310.56,893.715935,0.325868
1400000US17031410900,186.0,74928.0,479.846449,0.193301
1400000US17031411000,126.0,94411.78,168.92526,0.126576
1400000US17031411100,333.0,66765.58,1175.332834,0.235651
1400000US17031411200,383.0,93139.58,950.395791,0.231121
1400000US17031420100,68.0,40948.71,89.350827,0.053806
1400000US17031420200,186.0,58990.17,670.848046,0.21276
1400000US17031420300,168.0,52649.35,685.381386,0.214791
1400000US17031420400,139.0,60940.75,567.050684,0.248608
1400000US17031420500,403.0,65962.42,1638.344581,0.268162
1400000US17031420600,443.0,66704.02,1818.487823,0.273816
1400000US17031420700,1179.0,146694.32,1812.368377,0.2255
1400000US17031420800,505.0,79026.94,1452.806794,0.227348
1400000US17031421200,515.0,68148.43,1580.971853,0.209205
1400000US17031430101,449.0,115909.05,1372.740252,0.354372
1400000US17031430102,134.0,67510.56,295.098285,0.148674
1400000US17031430200,868.0,173127.32,1312.470893,0.261779
1400000US17031430300,431.0,78102.43,1061.228711,0.192308
1400000US17031430400,953.0,129213.2,1739.908349,0.235907
1400000US17031430500,530.0,102474.95,1545.942193,0.298906
1400000US17031430600,501.0,94445.2,1502.884278,0.283314
1400000US17031430700,152.0,52026.78,802.322513,0.27462
1400000US17031430800,658.0,94941.63,2005.663408,0.289394
1400000US17031430900,460.0,89437.01,1366.940253,0.265772
1400000US17031431200,1558.0,179486.55,2377.555147,0.273902
1400000US17031431301,711.0,120159.0,1759.792092,0.297405
1400000US17031431302,565.0,126575.18,1291.667714,0.289368
1400000US17031431400,659.0,193890.29,607.380549,0.178703
1400000US17031440101,596.0,120993.2,1580.86831,0.32093
1400000US17031440102,896.0,145459.93,1427.874793,0.231806
1400000US17031440201,1348.0,176455.23,2536.437773,0.332024
1400000US17031440202,1229.0,178545.01,1572.218427,0.228407
1400000US17031440300,2642.0,292984.18,2039.98746,0.226224
1400000US17031440600,1500.0,134250.69,2250.160887,0.20139
1400000US17031440700,980.0,95463.18,2992.722798,0.291525
1400000US17031440800,476.0,60841.34,1705.341373,0.217973
1400000US17031440900,1428.0,153546.03,1922.895655,0.20676
1400000US17031450300,2168.0,283624.62,1586.220369,0.207514
1400000US17031460100,1280.0,137059.67,431.84084,0.046241
1400000US17031460200,858.0,100688.72,1429.328216,0.167736
1400000US17031460301,1402.0,133853.44,2887.078573,0.275639
1400000US17031460302,1452.0,155610.39,2237.867429,0.239832
1400000US17031460400,1609.0,165704.19,2465.805908,0.253943
1400000US17031460500,2959.0,347154.02,2316.735931,0.271803
1400000US17031460800,1141.0,142576.74,1669.998858,0.208679
1400000US17031461000,291.0,80477.43,517.923536,0.143234
1400000US17031470100,1428.0,290713.0,898.662579,0.18295
1400000US17031480100,1476.0,142703.64,2237.658766,0.216343
1400000US17031480200,681.0,67987.88,2380.220057,0.23763
1400000US17031480300,763.0,90599.72,1835.303739,0.217927
1400000US17031480400,4008.0,418464.48,2214.473529,0.231207
1400000US17031480500,1843.0,179469.29,1351.686344,0.131626
1400000US17031490200,2165.0,196804.08,2487.236399,0.226096
1400000US17031490500,1348.0,188639.68,946.55543,0.132461
1400000US17031490600,1044.0,101301.16,1528.293186,0.148293
1400000US17031490700,1772.0,159503.62,2769.567888,0.249298
1400000US17031490800,2335.0,199111.52,2159.971065,0.184186
1400000US17031490901,1419.0,171609.7,1678.39215,0.20298
1400000US17031490902,2852.0,260818.79,2384.483799,0.218064
1400000US17031491000,2225.0,246204.67,1741.036985,0.192652
1400000US17031491100,2821.0,283483.17,2133.970373,0.214443
1400000US17031491200,1301.0,155565.44,2003.103964,0.239519
1400000US17031491300,1176.0,128388.77,1820.340447,0.198734
1400000US17031491400,1039.0,173175.76,1252.004834,0.208678
1400000US17031500100,1784.0,499170.53,672.782044,0.188247
1400000US17031500200,836.0,269271.99,409.31956,0.13184
1400000US17031500300,963.0,135176.88,1357.921633,0.190612
1400000US17031510100,1678.0,208744.58,781.320571,0.097197
1400000US17031510200,1898.0,164775.34,1485.195775,0.128938
1400000US17031510300,3091.0,298800.81,1044.83989,0.101003
1400000US17031520100,793.0,165043.02,307.138392,0.063923
1400000US17031520200,1343.0,175310.53,1212.033699,0.158215
1400000US17031520300,2800.0,241869.08,2921.676124,0.25238
1400000US17031520400,2014.0,204405.79,2776.86625,0.281831
1400000US17031520500,2797.0,227167.81,2663.459469,0.216322
1400000US17031520600,1491.0,146989.48,1368.672186,0.13493
1400000US17031530100,840.0,109824.61,1292.432959,0.168977
1400000US17031530200,2398.0,247336.52,1848.393216,0.190649
1400000US17031530300,2556.0,298237.04,1953.838651,0.227976
1400000US17031530400,1337.0,162545.94,1019.005947,0.123886
1400000US17031530501,2652.0,266320.94,2045.518179,0.205416
1400000US17031530502,1068.0,93338.62,1512.208107,0.132161
1400000US17031530503,3477.0,326328.05,2175.181906,0.204148
1400000US17031530600,1471.0,156687.93,1522.391365,0.162162
1400000US17031540101,561.0,203456.01,167.098312,0.060601
1400000US17031540102,669.0,305745.56,126.296593,0.05772
1400000US17031550100,4327.0,506225.32,601.851092,0.070412
1400000US17031550200,2125.0,299612.02,417.162517,0.058817
1400000US17031560100,585.0,90878.09,843.07068,0.130969
1400000US17031560200,964.0,85822.97,1456.085577,0.129632
1400000US17031560300,1871.0,154991.96,2861.153759,0.237015
1400000US17031560400,852.0,80317.3,2508.590155,0.236483
1400000US17031560700,1730.0,177540.13,2616.300611,0.268496
1400000US17031560800,3440.0,316826.17,2603.796092,0.239811
1400000US17031560900,3755.0,323967.1,2846.292619,0.245567
1400000US17031561000,3739.0,329178.09,2814.975761,0.247828
1400000US17031561100,3765.0,327410.61,2847.97272,0.247664
1400000US17031570100,547.0,220653.35,358.984186,0.14481
1400000US17031570200,1056.0,658204.33,598.677806,0.373156
1400000US17031570300,2301.0,315804.07,2347.55914,0.322194
1400000US17031570400,586.0,141324.28,1264.593539,0.304979
1400000US17031570500,906.0,108049.72,2138.820297,0.255076
1400000US17031580100,1007.0,186684.89,1319.207637,0.244564
1400000US17031580200,1120.0,170736.61,1534.631284,0.233944
1400000US17031580300,788.0,125096.57,1672.965055,0.265587
1400000US17031580400,1609.0,185228.91,1222.5329,0.140739
1400000US17031580501,1426.0,138722.35,2897.6849,0.281889
1400000US17031580502,1447.0,155744.19,2926.685221,0.315006
1400000US17031580600,1504.0,141153.48,3052.009984,0.286437
1400000US17031580700,1792.0,145715.58,3257.494783,0.264882
1400000US17031580800,549.0,50527.22,2995.188059,0.275662
1400000US17031590500,596.0,78095.6,1041.764988,0.136505
1400000US17031590600,1215.0,108324.08,3491.559908,0.311292
1400000US17031590700,1015.0,219656.82,1166.894681,0.252528
1400000US17031600400,1168.0,120896.91,3569.365796,0.369457
1400000US17031600600,900.0,90337.21,2283.487342,0.229204
1400000US17031600700,926.0,95353.75,2070.425779,0.2132
1400000US17031600900,1084.0,117131.23,2835.313781,0.306369
1400000US17031610300,1122.0,474723.22,470.705307,0.199158
1400000US17031610400,398.0,56435.21,2439.02439,0.345846
1400000US17031610800,638.0,60937.41,1918.814305,0.183272
1400000US17031611200,648.0,75638.35,1981.421119,0.231283
1400000US17031611300,832.0,101529.1,2544.116883,0.310459
1400000US17031611400,892.0,92455.84,2731.01075,0.283069
1400000US17031611500,950.0,111276.44,1872.172035,0.219293
1400000US17031611600,653.0,56301.02,1946.7375,0.167846
1400000US17031611700,600.0,62271.01,1827.541044,0.189671
1400000US17031611800,700.0,76062.85,2135.389815,0.232034
1400000US17031611900,573.0,72694.15,935.691996,0.118707
1400000US17031612000,518.0,52030.73,1589.390969,0.159647
1400000US17031612100,391.0,41102.24,1198.074501,0.125943
1400000US17031612200,1038.0,143824.54,1155.800325,0.160147
1400000US17031620100,2013.0,183914.6,2403.343907,0.219578
1400000US17031620200,998.0,134897.18,1729.456209,0.233766
1400000US17031620300,2987.0,254174.88,3010.533339,0.256177
1400000US17031620400,2100.0,169610.24,3199.84397,0.258441
1400000US17031630300,1667.0,222969.83,1691.549457,0.226253
1400000US17031630400,2101.0,197061.52,3191.806128,0.299373
1400000US17031630500,1795.0,181589.78,2729.377991,0.276115
1400000US17031630600,974.0,311046.5,883.583758,0.282172
1400000US17031630800,2091.0,199897.39,3188.399167,0.304808
1400000US17031630900,1772.0,179137.41,2685.817007,0.271518
1400000US17031640100,521.0,54224.29,1705.641056,0.177519
1400000US17031640300,3710.0,337764.06,2800.75039,0.254985
1400000US17031640400,2078.0,418529.12,1556.618437,0.313518
1400000US17031640500,1764.0,181213.79,2664.986698,0.273771
1400000US17031640600,1776.0,191692.35,2691.9002,0.29055
1400000US17031640700,1901.0,138690.93,2893.049984,0.211068
1400000US17031640800,850.0,79008.3,2601.225942,0.241786
1400000US17031650100,1887.0,182454.93,2802.106257,0.270937
1400000US17031650200,3045.0,277689.46,3072.427561,0.280191
1400000US17031650301,2701.0,263075.35,2740.579448,0.26693
1400000US17031650302,1889.0,178575.54,2844.798116,0.268931
1400000US17031650400,3035.0,241416.88,2753.60123,0.219033
1400000US17031650500,1832.0,764127.53,564.36903,0.235398
1400000US17031660301,449.0,59440.82,2741.448999,0.362926
1400000US17031660302,1547.0,171970.29,3145.351,0.349649
1400000US17031660400,1935.0,188511.89,2996.998355,0.291974
1400000US17031660500,1695.0,179679.69,2579.170648,0.273407
1400000US17031660600,1894.0,229930.92,2875.762214,0.349117
1400000US17031660700,926.0,106815.5,1926.433539,0.222217
1400000US17031660800,1850.0,218948.55,2822.746761,0.334074
1400000US17031660900,1518.0,202478.67,838.015196,0.111779
1400000US17031661000,2595.0,233620.48,2319.105317,0.208782
1400000US17031661100,3114.0,304410.21,2403.026239,0.234909
1400000US17031670100,496.0,52093.72,1517.320705,0.159361
1400000US17031670200,427.0,52606.07,1307.641896,0.1611
1400000US17031670300,463.0,55220.48,1418.809181,0.169217
1400000US17031670400,664.0,72810.6,2034.201545,0.223059
1400000US17031670500,499.0,59110.07,801.614152,0.094957
1400000US17031670600,583.0,66514.39,1782.700164,0.203388
1400000US17031670700,481.0,60927.98,1472.16356,0.186478
1400000US17031670800,660.0,70639.17,2022.684716,0.216486
1400000US17031670900,509.0,56651.44,1559.957216,0.173622
1400000US17031671100,408.0,44263.37,1663.988515,0.180524
1400000US17031671200,412.0,45456.88,1682.1682,0.185597
1400000US17031671300,915.0,98191.24,1887.901953,0.202596
1400000US17031671400,778.0,79106.56,1569.732016,0.159609
1400000US17031671500,1213.0,133520.33,1636.433789,0.18013
1400000US17031671600,768.0,80953.11,1886.217839,0.198822
1400000US17031671800,691.0,64514.4,2131.170293,0.198974
1400000US17031671900,611.0,76728.25,1897.150238,0.238241
1400000US17031672000,1918.0,246694.86,1927.459974,0.247912
1400000US17031680500,464.0,46888.16,1419.585383,0.143452
1400000US17031680600,418.0,45629.64,1280.378355,0.139768
1400000US17031680900,510.0,152332.04,493.765485,0.147483
1400000US17031681000,1012.0,117685.48,1551.036298,0.18037
1400000US17031681100,1067.0,132787.81,1635.404437,0.203526
1400000US17031681200,660.0,114520.81,830.467591,0.1441
1400000US17031681300,673.0,97930.93,937.14448,0.136368
1400000US17031681400,1321.0,132256.27,2043.727412,0.204615
1400000US17031690300,292.0,51543.23,569.554947,0.100537
1400000US17031690400,1219.0,151020.62,1872.288139,0.231956
1400000US17031690500,364.0,53964.07,1126.373541,0.166988
1400000US17031690900,1610.0,176204.88,2456.226534,0.268819
1400000US17031691000,1257.0,160623.27,1937.79329,0.247617
1400000US17031691100,838.0,109943.55,1240.116435,0.1627
1400000US17031691200,764.0,187812.17,761.663217,0.187238
1400000US17031691300,1350.0,162473.39,2085.112758,0.250945
1400000US17031691400,1851.0,206514.67,2818.707323,0.314481
1400000US17031691500,672.0,111651.72,996.261056,0.165527
1400000US17031700100,1906.0,324938.97,824.451519,0.140554
1400000US17031700200,3336.0,355910.3,2066.823578,0.220505
1400000US17031700301,3029.0,288982.77,2374.369663,0.226528
1400000US17031700302,3177.0,346725.86,2407.458347,0.262741
1400000US17031700401,3430.0,325288.75,2313.614101,0.219415
1400000US17031700402,2299.0,234971.19,2000.967845,0.204511
1400000US17031700501,4346.0,383185.57,2601.865488,0.229406
1400000US17031700502,1821.0,210440.34,1056.896555,0.122138
1400000US17031710100,289.0,46606.45,1343.461202,0.216657
1400000US17031710200,1367.0,190988.84,1842.859492,0.257473
1400000US17031710300,460.0,78945.02,1404.232846,0.240994
1400000US17031710400,2623.0,253820.61,2616.568475,0.253198
1400000US17031710500,1443.0,201529.15,1928.103003,0.269279
1400000US17031710600,579.0,83263.38,2363.911764,0.339943
1400000US17031710700,1197.0,160519.45,2442.443423,0.327535
1400000US17031710800,1873.0,250788.11,2294.575467,0.307236
1400000US17031710900,871.0,136606.72,878.956313,0.137855
1400000US17031711000,1472.0,157047.09,2249.53313,0.240002
1400000US17031711100,1328.0,160588.33,2030.810826,0.245576
1400000US17031711200,2873.0,275850.84,2606.531662,0.250266
1400000US17031711300,756.0,76087.26,2159.882749,0.21738
1400000US17031711400,1339.0,148001.25,1796.936753,0.198618
1400000US17031711500,1485.0,134677.23,2287.096004,0.207421
1400000US17031720100,2025.0,261851.66,1030.37075,0.133237
1400000US17031720200,2205.0,269975.49,1318.406934,0.161423
1400000US17031720300,2421.0,292567.95,1914.207754,0.231324
1400000US17031720400,1375.0,124909.58,2073.018496,0.18832
1400000US17031720500,1343.0,134287.35,1288.66103,0.128854
1400000US17031720600,1065.0,122962.41,1828.72803,0.211141
1400000US17031720700,1298.0,179146.93,1236.356501,0.170639
1400000US17031730100,1736.0,156477.7,2642.510629,0.238188
1400000US17031730201,2321.0,248980.17,2323.714098,0.249271
1400000US17031730202,1817.0,179099.19,2082.063317,0.205226
1400000US17031730300,595.0,66931.94,2000.867603,0.225079
1400000US17031730400,2209.0,228736.13,1718.793281,0.177977
1400000US17031730500,2865.0,247206.97,2174.394812,0.187618
1400000US17031730600,2003.0,184559.87,1988.570929,0.18323
1400000US17031730700,1433.0,153786.58,1450.237523,0.155636
1400000US17031740100,2266.0,192715.0,2542.268296,0.216211
1400000US17031740200,3690.0,389272.93,1879.888857,0.198317
1400000US17031740300,3247.0,282481.34,2458.492589,0.213883
1400000US17031740400,2864.0,314906.65,1008.875569,0.110929
1400000US17031750100,2276.0,225932.72,1770.480122,0.175751
1400000US17031750200,1565.0,204148.5,1193.625051,0.155704
1400000US17031750300,1501.0,136547.1,2268.183625,0.206338
1400000US17031750400,2042.0,209812.4,2051.108975,0.210748
1400000US17031750500,2593.0,431291.84,983.62397,0.163605
1400000US17031750600,2323.0,234596.98,1764.728226,0.178218
1400000US17031760801,189.0,202821.87,145.37757,0.156009
1400000US17031760802,837.0,172266.9,135.227553,0.027832
1400000US17031760803,634.0,146740.4,831.073225,0.192353
1400000US17031770201,27.0,59442.79,9.601878,0.021139
1400000US17031770202,76.0,158220.11,6.933403,0.014434
1400000US17031770300,351.0,1288012.41,24.409713,0.089573
1400000US17031770400,621.0,881698.37,119.986344,0.170357
1400000US17031770500,339.0,1398773.09,50.195043,0.207113
1400000US17031770601,98.0,272552.94,35.405341,0.098468
1400000US17031770602,240.0,856327.66,44.525167,0.158867
1400000US17031770700,157.0,654056.1,33.565778,0.139834
1400000US17031770800,256.0,204786.73,65.219806,0.052172
1400000US17031770901,30.0,18435.07,24.211746,0.014878
1400000US17031770902,30.0,23287.66,25.803167,0.02003
1400000US17031800100,3.0,5236.87,0.946684,0.001653
1400000US17031800200,40.0,45789.68,5.750077,0.006582
1400000US17031800300,2.0,399.52,0.618446,0.000124
1400000US17031800400,16.0,58923.35,5.396925,0.019875
1400000US17031800500,33.0,29204.64,9.717088,0.0086
1400000US17031800600,8.0,9991.56,5.195558,0.006489
1400000US17031800700,60.0,80071.25,15.059428,0.020097
1400000US17031800800,16.0,25792.33,3.856912,0.006217
1400000US17031800900,21.0,43349.24,9.848068,0.020329
1400000US17031801000,26.0,48667.79,10.260972,0.019207
1400000US17031801100,38.0,38660.07,20.286531,0.020639
1400000US17031801200,27.0,36437.91,13.86741,0.018715
1400000US17031801300,47.0,38135.56,25.082746,0.020352
1400000US17031801400,6.0,11923.85,4.183252,0.008313
1400000US17031801500,68.0,168248.1,6.717398,0.01662
1400000US17031801601,196.0,609365.11,30.248594,0.094043
1400000US17031801603,79.0,147285.53,9.835317,0.018337
1400000US17031801605,22.0,50548.02,4.662548,0.010713
1400000US17031801606,53.0,71802.77,8.436437,0.011429
1400000US17031801607,24.0,114064.59,4.301907,0.020446
1400000US17031801608,40.0,151515.15,5.872971,0.022246
1400000US17031801701,0.0,0.0,0.0,0.0
1400000US17031801702,4.0,12625.13,1.199617,0.003786
1400000US17031801800,9.0,27284.13,0.839293,0.002544
1400000US17031801901,27.0,26797.08,6.903365,0.006851
1400000US17031801902,16.0,18885.95,5.038902,0.005948
1400000US17031802002,41.0,11333.06,12.666581,0.003501
1400000US17031802003,1.0,772.78,0.58403,0.000451
1400000US17031802004,2.0,2701.82,1.864001,0.002518
1400000US17031802100,11.0,6986.67,5.962027,0.003787
1400000US17031802200,48.0,58532.6,10.817301,0.013191
1400000US17031802300,187.0,147560.82,35.929893,0.028352
1400000US17031802402,61.0,205180.33,11.259831,0.037874
1400000US17031802403,0.0,0.0,0.0,0.0
1400000US17031802404,12.0,47538.04,4.702511,0.018629
1400000US17031802503,2.0,3993.23,1.036424,0.002069
1400000US17031802504,66.0,211601.37,19.389199,0.062163
1400000US17031802505,305.0,963447.2,43.239252,0.136586
1400000US17031802506,19.0,29786.49,5.129824,0.008042
1400000US17031802605,162.0,280979.8,30.851466,0.05351
1400000US17031802607,0.0,0.0,0.0,0.0
1400000US17031802608,5.0,36848.41,1.141518,0.008413
1400000US17031802609,45.0,95808.56,46.199667,0.098363
1400000US17031802610,2.0,3883.3,1.561037,0.003031
1400000US17031802701,26.0,86915.59,8.107303,0.027102
1400000US17031802702,93.0,358196.69,16.43235,0.06329
1400000US17031802801,121.0,73008.13,41.345032,0.024946
1400000US17031802802,15.0,77704.3,4.198655,0.02175
1400000US17031802900,77.0,97940.19,16.932529,0.021537
1400000US17031803005,8.0,16875.48,2.622441,0.005532
1400000US17031803007,4.0,2318.93,1.558067,0.000903
1400000US17031803008,4.0,13745.15,1.589504,0.005462
1400000US17031803010,10.0,21626.41,3.867634,0.008364
1400000US17031803012,13.0,79593.22,8.83922,0.054119
1400000US17031803013,5.0,44002.77,2.510111,0.02209
1400000US17031803014,12.0,20453.65,9.476802,0.016153
1400000US17031803015,1.0,261.4,0.302466,7.9e-05
1400000US17031803016,15.0,65597.96,14.566303,0.063701
1400000US17031803017,58.0,52785.14,19.532414,0.017776
1400000US17031803100,21.0,26932.97,12.081936,0.015495
1400000US17031803200,14.0,38707.07,5.046882,0.013954
1400000US17031803300,121.0,136234.54,60.882862,0.068548
1400000US17031803400,120.0,47318.12,38.998746,0.015378
1400000US17031803500,34.0,102740.68,11.51877,0.034807
1400000US17031803603,3.0,8145.4,0.296665,0.000805
1400000US17031803604,16.0,29450.19,6.352612,0.011693
1400000US17031803605,35.0,107169.46,10.966159,0.033578
1400000US17031803607,7.0,33296.54,2.765693,0.013155
1400000US17031803608,53.0,94417.81,3.411539,0.006078
1400000US17031803611,6.0,3015.02,5.360804,0.002694
1400000US17031803612,0.0,0.0,0.0,0.0
1400000US17031803613,27.0,35488.66,34.238802,0.045003
1400000US17031803614,37.0,53632.51,50.759611,0.073577
1400000US17031803615,4.0,3414.86,2.972548,0.002538
1400000US17031803616,7.0,16183.29,2.323354,0.005371
1400000US17031803701,15.0,25907.53,10.096067,0.017438
1400000US17031803702,47.0,42540.51,13.701873,0.012402
1400000US17031803800,29.0,64840.05,8.696883,0.019445
1400000US17031803901,40.0,151209.22,7.090684,0.026804
1400000US17031803902,10.0,33892.39,4.542032,0.015394
1400000US17031804000,24.0,64805.94,9.477801,0.025592
1400000US17031804102,220.0,185860.67,26.181366,0.022119
1400000US17031804104,374.0,134839.27,128.463623,0.046315
1400000US17031804105,26.0,19695.0,2.033981,0.001541
1400000US17031804106,434.0,173873.35,108.881876,0.043621
1400000US17031804108,27.0,13299.51,22.231737,0.010951
1400000US17031804109,16.0,16388.58,6.757884,0.006922
1400000US17031804202,91.0,217621.43,6.726094,0.016085
1400000US17031804203,25.0,33519.34,1.679215,0.002251
1400000US17031804204,84.0,276216.31,1.358179,0.004466
1400000US17031804305,159.0,112656.03,54.28257,0.038461
1400000US17031804306,32.0,32392.11,12.616565,0.012771
1400000US17031804308,23.0,56063.46,10.089746,0.024594
1400000US17031804309,20.0,43438.83,9.791241,0.021266
1400000US17031804312,5.0,7018.59,0.609674,0.000856
1400000US17031804313,607.0,98636.13,155.561091,0.025278
1400000US17031804314,19.0,14297.88,2.90699,0.002188
1400000US17031804315,182.0,46567.38,171.248183,0.043816
1400000US17031804316,79.0,61347.93,24.329589,0.018893
1400000US17031804403,271.0,69365.28,64.392571,0.016482
1400000US17031804404,45.0,13981.19,14.518115,0.004511
1400000US17031804405,27.0,17846.31,16.126624,0.010659
1400000US17031804406,6.0,30215.73,0.850813,0.004285
1400000US17031804505,52.0,101264.01,16.834717,0.032784
1400000US17031804506,29.0,61923.53,5.823701,0.012435
1400000US17031804508,13.0,31466.74,13.888295,0.033617
1400000US17031804509,18.0,27767.06,8.351909,0.012884
1400000US17031804510,15.0,6225.69,10.688534,0.004436
1400000US17031804511,2.0,10128.52,2.184133,0.011061
1400000US17031804512,12.0,4909.29,3.229139,0.001321
1400000US17031804513,4.0,7229.14,0.799854,0.001446
1400000US17031804514,16.0,103049.05,2.396202,0.015433
1400000US17031804603,472.0,1309273.81,39.800706,0.110403
1400000US17031804606,25.0,67176.02,4.99107,0.013411
1400000US17031804607,9.0,23487.31,2.472778,0.006453
1400000US17031804608,31.0,42378.44,11.422558,0.015615
1400000US17031804609,13.0,38873.14,3.370793,0.010079
1400000US17031804610,10.0,7075.18,6.107799,0.004321
1400000US17031804611,49.0,32708.55,19.160549,0.01279
1400000US17031804701,456.0,329059.32,36.208753,0.026129
1400000US17031804705,19.0,27816.08,9.889467,0.014478
1400000US17031804706,28.0,59099.56,16.584701,0.035005
1400000US17031804709,95.0,96700.69,31.194404,0.031753
1400000US17031804710,4.0,28411.93,1.814783,0.01289
1400000US17031804711,45.0,77048.75,21.579577,0.036948
1400000US17031804712,13.0,9047.13,5.485383,0.003817
1400000US17031804713,78.0,80515.02,47.675688,0.049213
1400000US17031804714,135.0,64097.68,58.873809,0.027953
1400000US17031804715,22.0,42657.38,25.911007,0.050241
1400000US17031804716,15.0,28768.42,6.531844,0.012527
1400000US17031804803,67.0,132247.76,11.840035,0.02337
1400000US17031804804,8.0,7432.44,1.651719,0.001535
1400000US17031804805,26.0,53164.33,7.872862,0.016098
1400000US17031804806,4.0,4450.62,3.438621,0.003826
1400000US17031804807,6.0,13230.67,2.537356,0.005595
1400000US17031804808,4.0,1127.19,2.612352,0.000736
1400000US17031804809,5.0,8186.13,2.180417,0.00357
1400000US17031804810,60.0,83877.71,19.70967,0.027553
1400000US17031804901,28.0,31600.81,9.789388,0.011048
1400000US17031804902,19.0,24168.77,7.263033,0.009239
1400000US17031805001,6.0,5645.14,1.937174,0.001823
1400000US17031805002,66.0,98313.3,34.988464,0.052119
1400000US17031805105,25.0,84230.15,8.527697,0.028732
1400000US17031805106,15.0,49483.64,8.811639,0.029069
1400000US17031805107,164.0,404791.37,51.662102,0.127514
1400000US17031805108,16.0,38992.16,10.649556,0.025953
1400000US17031805109,13.0,52448.04,5.052519,0.020384
1400000US17031805110,13.0,45343.85,6.703737,0.023383
