cb_2020_3,building_count,building_area_m2,building_density,coverage_ratio
1400000US34017017900,255.0,204197.08,231.219324,0.185154
1400000US34017018000,491.0,79454.64,2251.828751,0.364396
1400000US34017018100,524.0,85021.7,1884.187211,0.305719
1400000US34017018200,787.0,124488.38,1826.185222,0.288868
1400000US34017018301,25.0,84687.11,79.36382,0.268844
1400000US34017018302,31.0,55866.05,174.935669,0.315257
1400000US34017018401,344.0,52318.72,2480.548605,0.377265
1400000US34017018402,127.0,100515.67,298.059095,0.235902
1400000US34017018501,206.0,96622.28,772.027133,0.362112
1400000US34017018502,91.0,43560.5,975.839919,0.467122
1400000US34017018600,388.0,41582.07,4105.776658,0.440017
1400000US34017018701,375.0,72353.81,1280.768324,0.247116
1400000US34017018702,443.0,68037.21,2694.057262,0.413761
1400000US34017018800,549.0,64822.97,3299.972951,0.389643
1400000US34017018900,341.0,74290.15,1731.940332,0.37732
1400000US34017019000,257.0,72904.31,1159.752526,0.328992
1400000US34017019100,285.0,60870.91,1868.582893,0.399096
1400000US34017019200,289.0,95177.24,1052.11424,0.346496
1400000US34017019300,223.0,61289.92,1499.008503,0.411992
1400000US34017019400,235.0,49857.5,2167.696707,0.459898
1400000US34017019800,312.0,319973.05,72.516164,0.074369
1400000US34017019900,876.0,1313903.17,164.121042,0.246163
1400000US34017020000,1543.0,319668.54,1173.03435,0.243022
1400000US34017020100,67.0,550770.93,16.203281,0.133198
1400000US34017032400,850.0,130782.82,2506.310004,0.385626
1400000US34017980100,65.0,218326.33,21.758735,0.073085
1400000US34019010100,92.0,39580.89,1.122481,0.000483
1400000US34019010201,1.0,254.36,0.022137,6e-06
1400000US34019010202,55.0,34838.45,1.420827,0.0009
1400000US34019010300,224.0,36557.68,28.328422,0.004623
1400000US34019010400,42.0,37890.09,0.750233,0.000677
1400000US34019010500,66.0,22593.99,1.085805,0.000372
1400000US34019010600,463.0,194338.76,6.225318,0.002613
1400000US34019010701,88.0,44352.12,1.810627,0.000913
1400000US34019010702,9.0,34311.01,0.150854,0.000575
1400000US34019010801,61.0,31785.38,17.491581,0.009114
1400000US34019010802,29.0,33760.44,12.413076,0.014451
1400000US34019010900,58.0,30165.17,9.365095,0.004871
1400000US34019011001,46.0,105516.14,1.459633,0.003348
1400000US34019011003,11.0,3571.22,0.777628,0.000252
1400000US34019011004,25.0,44721.78,0.788667,0.001411
1400000US34019011100,482.0,196369.2,13.231118,0.00539
1400000US34019011202,371.0,94095.94,13.112622,0.003326
1400000US34019011203,44.0,36277.69,1.299316,0.001071
1400000US34019011204,18.0,7481.79,0.732056,0.000304
1400000US34019011301,1103.0,745151.27,25.315281,0.017102
1400000US34019011303,683.0,289136.33,101.937606,0.043154
1400000US34019011304,5.0,22457.58,0.457285,0.002054
1400000US34019011305,480.0,258788.21,38.787014,0.020912
1400000US34019011306,391.0,258480.67,16.640135,0.011
1400000US34019011400,1398.0,361187.25,500.95066,0.129426
1400000US34019011500,756.0,154918.87,8.078026,0.001655
1400000US34019011600,356.0,72908.95,3.694772,0.000757
1400000US34019011700,514.0,107549.73,6.974412,0.001459
1400000US34019011800,30.0,8048.72,0.535085,0.000144
1400000US34019011900,32.0,15403.04,11.394895,0.005485
1400000US34023000101,2.0,3361.47,1.12111,0.001884
1400000US34023000102,214.0,97588.38,72.793671,0.033195
1400000US34023000200,64.0,125054.34,14.846177,0.029009
1400000US34023000300,25.0,76063.16,9.087175,0.027648
1400000US34023000401,1.0,2117.85,0.448015,0.000949
1400000US34023000403,1.0,5877.03,0.448004,0.002633
1400000US34023000404,7.0,19865.16,2.880426,0.008174
1400000US34023000501,43.0,20580.54,17.20247,0.008233
1400000US34023000503,7.0,34288.24,4.734605,0.023192
1400000US34023000504,2.0,11795.12,2.293638,0.013527
1400000US34023000603,175.0,889268.14,16.428528,0.083482
1400000US34023000608,7.0,1386.67,9.771569,0.001936
1400000US34023000609,38.0,121074.41,16.031875,0.05108
1400000US34023000610,16.0,17553.89,5.916383,0.006491
1400000US34023000701,24.0,225613.68,5.577101,0.052428
1400000US34023000702,157.0,345732.1,19.921613,0.04387
1400000US34023000801,0.0,0.0,0.0,0.0
1400000US34023000802,6.0,6861.04,3.58391,0.004098
1400000US34023000901,12.0,34758.78,8.584858,0.024867
1400000US34023000902,20.0,21057.98,7.723949,0.008133
1400000US34023001001,78.0,123127.73,41.314391,0.065217
1400000US34023001003,233.0,707956.72,27.307911,0.082973
1400000US34023001004,141.0,455111.73,39.578747,0.12775
1400000US34023001100,178.0,108869.88,88.360623,0.054044
1400000US34023001200,213.0,74319.4,164.265536,0.057315
1400000US34023001300,205.0,60128.75,145.864285,0.042784
1400000US34023001409,3.0,3929.19,1.113623,0.001459
1400000US34023001410,7.0,21419.86,3.518651,0.010767
1400000US34023001411,5.0,9625.77,2.094,0.004031
1400000US34023001412,2.0,13878.83,0.454629,0.003155
1400000US34023001413,10.0,49769.16,2.948019,0.014672
1400000US34023001414,14.0,30304.81,4.415152,0.009557
1400000US34023001415,323.0,132504.27,60.124187,0.024665
1400000US34023001417,7.0,32766.39,4.191549,0.01962
1400000US34023001418,43.0,35412.94,24.500364,0.020177
1400000US34023001419,9.0,36902.72,10.973188,0.044993
1400000US34023001502,55.0,109552.08,15.00247,0.029883
1400000US34023001504,160.0,416569.26,44.127949,0.11489
1400000US34023001505,49.0,435542.96,29.347222,0.260857
1400000US34023001506,91.0,330886.81,25.302926,0.092004
1400000US34023001600,51.0,24794.53,35.873682,0.017441
1400000US34023001701,64.0,305924.33,17.113352,0.081803
1400000US34023001702,35.0,80005.15,21.66858,0.049531
1400000US34023001803,36.0,22642.39,16.54227,0.010404
1400000US34023001804,39.0,93152.86,18.595018,0.044415
1400000US34023001805,45.0,272651.89,11.009172,0.066704
1400000US34023001806,306.0,2313094.65,17.406953,0.131581
1400000US34023001901,56.0,205011.66,19.645842,0.071922
1400000US34023001902,68.0,18121.26,80.591064,0.021477
1400000US34023001903,38.0,33877.89,30.268948,0.026985
1400000US34023002000,267.0,209799.53,102.220755,0.080322
1400000US34023002101,82.0,24686.79,66.066855,0.01989
1400000US34023002102,279.0,70180.16,150.840082,0.037943
1400000US34023002200,72.0,42645.74,42.935449,0.025431
1400000US34023002301,7.0,9394.98,4.09584,0.005497
1400000US34023002302,9.0,8804.64,5.238009,0.005124
1400000US34023002401,58.0,14162.03,21.220182,0.005181
1400000US34023002402,13.0,20378.02,5.015678,0.007862
1400000US34023002500,25.0,11862.93,10.285128,0.00488
1400000US34023002603,7.0,10879.48,3.68228,0.005723
1400000US34023002604,131.0,106222.05,41.302107,0.03349
1400000US34023002605,2.0,10681.07,1.564177,0.008354
1400000US34023002701,42.0,75711.73,20.420348,0.036811
1400000US34023002703,15.0,14815.24,7.080819,0.006994
1400000US34023002805,609.0,74498.74,449.029609,0.05493
1400000US34023002901,592.0,131024.53,278.582205,0.061657
1400000US34023002902,558.0,97174.99,586.71809,0.102176
1400000US34023003001,447.0,75510.22,247.721736,0.041847
1400000US34023003002,54.0,245328.23,13.35132,0.060657
1400000US34023003101,40.0,85211.99,22.891716,0.048766
1400000US34023003102,28.0,49759.77,18.311521,0.032542
1400000US34023003201,3.0,1088.83,2.319079,0.000842
1400000US34023003203,81.0,43285.57,47.879726,0.025586
1400000US34023003300,77.0,136579.53,18.847096,0.03343
1400000US34023003401,981.0,177349.36,188.527025,0.034083
1400000US34023003500,41.0,346720.18,14.734929,0.124607
1400000US34023003601,1.0,2426.88,0.761136,0.001847
1400000US34023003700,3.0,13312.5,2.445345,0.010851
1400000US34023003801,0.0,0.0,0.0,0.0
1400000US34023003802,17.0,8702.06,41.177582,0.021078
1400000US34023004000,75.0,207863.62,35.981129,0.099722
1400000US34023004100,2.0,1485.84,3.673,0.002729
1400000US34023004200,8.0,12640.55,13.569281,0.02144
1400000US34023004300,2.0,12208.3,3.127654,0.019092
1400000US34023004400,1.0,4876.77,2.116801,0.010323
1400000US34023004501,2.0,13542.58,3.982556,0.026967
1400000US34023004502,15.0,25963.06,5.263247,0.00911
1400000US34023004600,18.0,46162.59,24.463103,0.062738
1400000US34023004700,18.0,37366.2,27.752338,0.057611
1400000US34023004800,37.0,53748.41,21.45598,0.031168
1400000US34023004900,22.0,13396.6,37.529661,0.022853
1400000US34023005000,12.0,11041.39,17.211482,0.015837
1400000US34023005100,733.0,221646.57,449.359402,0.135879
1400000US34023005200,115.0,29214.87,209.808071,0.0533
1400000US34023005300,56.0,77400.06,132.228283,0.182759
1400000US34023005500,86.0,363754.26,28.081944,0.118778
1400000US34023005601,13.0,11453.73,16.589949,0.014617
1400000US34023005602,48.0,29784.76,69.185499,0.042931
1400000US34023005700,18.0,11136.3,24.891962,0.0154
1400000US34023005800,149.0,23286.48,286.858419,0.044832
1400000US34023006001,20.0,14851.67,10.349208,0.007685
1400000US34023006002,196.0,181695.06,88.215014,0.081777
1400000US34023006101,82.0,140735.76,24.861564,0.04267
1400000US34023006103,48.0,164703.82,16.870323,0.057888
1400000US34023006104,16.0,198158.28,5.29226,0.065544
1400000US34023006204,6.0,6725.21,5.128166,0.005748
1400000US34023006205,113.0,120390.88,29.512339,0.031443
1400000US34023006206,43.0,102900.91,10.351424,0.024771
1400000US34023006207,91.0,101686.74,22.651212,0.025311
1400000US34023006208,12.0,63561.68,2.458701,0.013023
1400000US34023006209,11.0,45625.67,2.788538,0.011566
1400000US34023006300,26.0,54884.31,6.461538,0.01364
1400000US34023006403,49.0,130180.48,8.014018,0.021291
1400000US34023006500,21.0,36909.21,4.054852,0.007127
1400000US34023006601,2.0,1128.19,0.181995,0.000103
1400000US34023006604,832.0,119399.22,98.766722,0.014174
1400000US34023006605,44.0,51362.53,9.078925,0.010598
1400000US34023006606,12.0,21809.72,4.156669,0.007555
1400000US34023006607,2.0,8826.66,0.759976,0.003354
1400000US34023006608,77.0,68682.0,32.689991,0.029159
1400000US34023006701,29.0,133201.33,8.377399,0.038479
1400000US34023006703,31.0,41135.62,8.791029,0.011665
1400000US34023006800,12.0,105652.11,4.795283,0.042219
1400000US34023006900,0.0,0.0,0.0,0.0
1400000US34023007000,6.0,22234.59,1.601376,0.005934
1400000US34023007101,0.0,0.0,0.0,0.0
1400000US34023007102,0.0,0.0,0.0,0.0
1400000US34023007103,15.0,37714.3,1.682286,0.00423
1400000US34023007202,3.0,8485.79,1.106454,0.00313
1400000US34023007203,8.0,23181.33,3.700377,0.010722
1400000US34023007301,10.0,42249.15,3.299879,0.013942
1400000US34023007303,1.0,9051.29,1.015767,0.009194
1400000US34023007305,11.0,13053.72,6.656976,0.0079
1400000US34023007306,0.0,0.0,0.0,0.0
1400000US34023007402,8.0,7098.26,1.872789,0.001662
1400000US34023007500,1.0,173.26,0.447242,7.7e-05
1400000US34023007600,16.0,29571.76,9.159611,0.016929
1400000US34023007702,275.0,105985.47,9.872849,0.003805
1400000US34023007703,494.0,115063.37,149.32849,0.034782
1400000US34023007704,430.0,83302.17,226.734413,0.043924
1400000US34023007801,29.0,32946.44,1.989957,0.002261
1400000US34023007804,25.0,28145.03,4.741926,0.005338
1400000US34023007805,4.0,6756.91,2.120856,0.003583
1400000US34023007806,268.0,70162.1,125.190004,0.032775
1400000US34023007905,741.0,169479.91,426.845777,0.097627
1400000US34023007906,9.0,25794.62,5.57897,0.01599
1400000US34023007907,6.0,5736.36,2.066743,0.001976
1400000US34023007908,32.0,62126.01,12.3666,0.024009
1400000US34023007909,1.0,1737.05,0.154388,0.000268
1400000US34023007910,26.0,43556.94,4.139058,0.006934
1400000US34023007911,5.0,41373.21,0.861516,0.007129
1400000US34023007913,29.0,42103.23,7.511062,0.010905
1400000US34023007914,0.0,0.0,0.0,0.0
1400000US34023008001,7.0,10526.41,0.916379,0.001378
1400000US34023008101,28.0,58569.39,7.234402,0.015133
1400000US34023008102,4.0,21267.04,1.899683,0.0101
1400000US34023008103,2.0,5152.24,0.932254,0.002402
1400000US34023008204,10.0,23536.89,1.883974,0.004434
1400000US34023008205,1.0,6525.25,0.379617,0.002477
1400000US34023008206,26.0,429704.05,5.117406,0.084576
1400000US34023008207,5.0,7452.32,1.875232,0.002795
1400000US34023008209,4.0,8419.25,1.280005,0.002694
1400000US34023008210,6.0,360858.57,0.559782,0.033667
1400000US34023008211,187.0,49885.76,23.258923,0.006205
1400000US34023008212,1.0,26764.83,0.062594,0.001675
1400000US34023008213,18.0,27665.33,0.554566,0.000852
1400000US34023008214,11.0,25375.78,0.486155,0.001122
1400000US34023008300,35.0,21670.72,15.316027,0.009483
1400000US34023008403,24.0,52358.13,2.865682,0.006252
1400000US34023008404,63.0,13628.08,16.134096,0.00349
1400000US34023008405,17.0,9753.93,3.406288,0.001954
1400000US34023008406,7.0,7622.53,3.549204,0.003865
1400000US34023008501,33.0,66671.72,3.5555,0.007183
1400000US34023008502,151.0,3008349.81,2.758572,0.054959
1400000US34023008504,59.0,187294.11,4.185243,0.013286
1400000US34023008505,27.0,59869.57,5.229521,0.011596
1400000US34023008506,168.0,115441.36,62.998811,0.04329
1400000US34023008601,108.0,298753.74,8.950421,0.024759
1400000US34023008602,14.0,36244.38,1.767659,0.004576
1400000US34023008604,14.0,69495.61,1.685178,0.008365
1400000US34023008605,3.0,5534.86,2.670343,0.004927
1400000US34023008606,0.0,0.0,0.0,0.0
1400000US34023008700,78.0,1781523.1,2.267221,0.051783
1400000US34023008801,88.0,95394.46,14.193477,0.015386
1400000US34023009000,137.0,483506.27,24.003967,0.084716
1400000US34023009101,5.0,199508.51,2.205181,0.08799
1400000US34023009200,18.0,128190.36,1.912609,0.013621
1400000US34023009300,303.0,215308.49,299.046604,0.212499
1400000US34023009400,141.0,502741.64,23.476246,0.083706
1400000US34023980000,89.0,547954.94,20.526753,0.126379
1400000US34023980100,43.0,354871.74,9.109818,0.075182
1400000US34023980200,174.0,260731.11,82.69793,0.123919
1400000US34025800101,237.0,50728.86,191.761071,0.041046
1400000US34025800102,3.0,8258.73,4.404193,0.012124
1400000US34025800200,212.0,48382.71,64.754297,0.014778
1400000US34025800400,29.0,19509.28,5.497964,0.003699
1400000US34025800500,23.0,2940.21,4.988853,0.000638
1400000US34025800601,2.0,269.81,0.610857,8.2e-05
1400000US34025800602,2.0,507.39,0.903131,0.000229
1400000US34025800701,3.0,24370.26,0.993688,0.008072
1400000US34025800702,37.0,26547.72,10.004516,0.007178
1400000US34025800800,24.0,24519.82,4.315819,0.004409
1400000US34025800900,2.0,441.37,0.092142,2e-05
1400000US34025801000,30.0,61630.45,4.622883,0.009497
1400000US34025801100,100.0,140758.47,10.342146,0.014557
1400000US34025801200,6.0,28933.88,0.937628,0.004522
1400000US34025801300,4.0,13340.67,0.479373,0.001599
1400000US34025801400,3.0,10877.52,0.832607,0.003019
1400000US34025801500,54.0,124205.38,3.735063,0.008591
1400000US34025801600,1.0,647.57,0.567579,0.000368
1400000US34025801700,18.0,2126.83,16.873223,0.001994
1400000US34025801800,141.0,39424.19,30.557274,0.008544
1400000US34025801900,123.0,35549.29,91.251436,0.026373
1400000US34025802000,544.0,161170.44,243.999037,0.072289
1400000US34025802100,361.0,170492.73,69.46223,0.032806
1400000US34025802200,1.0,265.95,0.463467,0.000123
1400000US34025802300,77.0,109472.06,23.161851,0.03293
1400000US34025802400,175.0,105844.06,46.720414,0.028258
1400000US34025802500,18.0,20471.3,7.670535,0.008724
1400000US34025802600,63.0,54053.13,20.716256,0.017774
1400000US34025802700,797.0,198508.87,252.997882,0.063014
1400000US34025802800,115.0,81765.79,37.67363,0.026786
1400000US34025802900,28.0,11475.79,11.153308,0.004571
1400000US34025803000,89.0,59179.73,25.010088,0.01663
1400000US34025803100,52.0,17759.2,22.510589,0.007688
1400000US34025803201,56.0,161287.02,14.364142,0.041371
1400000US34025803202,33.0,41625.89,2.694958,0.003399
1400000US34025803300,124.0,144765.55,4.122304,0.004813
1400000US34025803400,13.0,13942.7,7.626423,0.008179
1400000US34025803500,3.0,9756.56,3.098169,0.010076
1400000US34025803601,43.0,35538.27,46.773092,0.038657
1400000US34025803602,12.0,10536.05,12.917073,0.011341
1400000US34025803700,17.0,8752.42,4.119131,0.002121
1400000US34025803800,3.0,2116.59,0.329541,0.000233
1400000US34025803900,3.0,944.59,0.746339,0.000235
1400000US34025804100,0.0,0.0,0.0,0.0
1400000US34025804200,10.0,21730.14,1.423667,0.003094
1400000US34025804600,10.0,33402.34,1.293792,0.004322
1400000US34025804801,9.0,3498.07,0.509265,0.000198
1400000US34025804802,3.0,55833.34,0.482719,0.008984
1400000US34025805001,1.0,949.28,0.397624,0.000377
1400000US34025805100,10.0,120927.1,1.32127,0.015978
1400000US34025805300,6.0,15614.85,0.9377,0.00244
1400000US34025805400,58.0,54263.08,27.504902,0.025733
1400000US34025805500,7.0,8531.34,4.394015,0.005355
1400000US34025805600,12.0,10616.84,19.628305,0.017366
1400000US34025805700,15.0,13631.06,14.664591,0.013326
1400000US34025805800,61.0,103480.18,47.662431,0.080854
1400000US34025805900,4.0,3761.88,2.736145,0.002573
1400000US34025806000,36.0,56531.24,19.127276,0.030036
1400000US34025806100,18.0,15604.96,5.434584,0.004711
1400000US34025806201,57.0,59579.02,18.584979,0.019426
1400000US34025806202,23.0,39595.42,5.31181,0.009144
1400000US34025806300,3.0,8704.44,0.837332,0.00243
1400000US34025806400,2.0,515.54,0.363408,9.4e-05
1400000US34025806501,0.0,0.0,0.0,0.0
1400000US34025806502,1.0,6872.32,0.28732,0.001975
1400000US34025806503,0.0,0.0,0.0,0.0
1400000US34025806504,14.0,109689.87,4.494884,0.035217
1400000US34025806600,4.0,731.84,0.775196,0.000142
1400000US34025807004,17.0,23097.36,29.304838,0.039816
1400000US34025807005,95.0,64864.38,155.147382,0.105932
1400000US34025807006,132.0,51139.03,200.447971,0.077657
1400000US34025807100,7.0,13973.72,7.592216,0.015156
1400000US34025807200,2.0,1456.8,5.32653,0.00388
1400000US34025807300,2.0,399.76,3.619104,0.000723
1400000US34025807401,8.0,5992.25,15.589983,0.011677
1400000US34025807402,1.0,2988.04,2.222706,0.006642
1400000US34025807500,71.0,8307.67,68.959824,0.008069
1400000US34025807600,27.0,12699.79,23.113569,0.010872
1400000US34025807700,22.0,87288.38,5.887857,0.023361
1400000US34025807800,0.0,0.0,0.0,0.0
1400000US34025807900,11.0,39369.76,2.320624,0.008306
1400000US34025808001,1.0,448.92,0.380948,0.000171
1400000US34025808002,2.0,1455.82,0.613013,0.000446
1400000US34025808100,2.0,413.09,0.861699,0.000178
1400000US34025808201,709.0,116371.48,730.116427,0.119837
1400000US34025808202,3.0,309.15,4.918073,0.000507
1400000US34025808300,6.0,4297.08,5.443787,0.003899
1400000US34025808401,26.0,25192.44,21.236295,0.020577
1400000US34025808402,16.0,10857.57,10.791721,0.007323
1400000US34025808501,2.0,3013.66,0.397069,0.000598
1400000US34025808502,3.0,5670.73,1.656876,0.003132
1400000US34025808600,12.0,10887.53,0.329684,0.000299
1400000US34025808701,66.0,52486.86,4.507097,0.003584
1400000US34025808702,411.0,101371.09,23.456866,0.005786
1400000US34025808800,46.0,41480.68,11.512174,0.010381
1400000US34025808901,6.0,9621.5,2.575417,0.00413
1400000US34025808902,1.0,452.66,0.97691,0.000442
1400000US34025809000,3.0,2051.67,4.601629,0.003147
1400000US34025809100,13.0,7907.33,3.7669,0.002291
1400000US34025809200,6.0,2014.23,2.184798,0.000733
1400000US34025809301,114.0,34570.44,68.258936,0.020699
1400000US34025809302,13.0,6374.04,6.829464,0.003349
1400000US34025809400,302.0,113462.59,66.420895,0.024955
1400000US34025809503,38.0,62339.23,2.537091,0.004162
1400000US34025809504,5.0,8311.44,0.373167,0.00062
1400000US34025809505,1.0,269.23,0.131066,3.5e-05
1400000US34025809506,7.0,7230.41,1.160393,0.001199
1400000US34025809600,28.0,23626.71,2.943333,0.002484
1400000US34025809701,15.0,39403.36,1.065619,0.002799
1400000US34025809703,1.0,2457.31,0.207855,0.000511
1400000US34025809704,1.0,872.2,0.12282,0.000107
1400000US34025809901,1.0,390.98,0.043326,1.7e-05
1400000US34025809902,10.0,9766.43,0.265255,0.000259
1400000US34025809903,26.0,33669.71,1.385058,0.001794
1400000US34025810001,3.0,6441.41,0.418222,0.000898
1400000US34025810002,3.0,4144.05,1.03789,0.001434
1400000US34025810003,28.0,24920.65,5.222847,0.004648
1400000US34025810004,4.0,4929.37,0.668614,0.000824
1400000US34025810101,403.0,108003.21,87.324587,0.023403
1400000US34025810102,8.0,32587.53,1.099986,0.004481
1400000US34025810201,3.0,7381.95,0.116402,0.000286
1400000US34025810202,2.0,30859.12,0.098434,0.001519
1400000US34025810300,10.0,7958.83,6.775706,0.005393
1400000US34025810401,7.0,23745.25,0.610213,0.00207
1400000US34025810402,2.0,5445.98,0.159505,0.000434
1400000US34025810501,20.0,10150.65,2.316561,0.001176
1400000US34025810503,17.0,176550.25,2.786112,0.028935
1400000US34025810504,7.0,59046.43,1.212899,0.010231
1400000US34025810505,62.0,19681.5,12.110425,0.003844
1400000US34025810600,35.0,40106.13,0.693409,0.000795
1400000US34025810700,1.0,5999.2,0.852629,0.005115
1400000US34025810800,2.0,4353.09,1.72867,0.003763
1400000US34025810900,4.0,3802.7,2.69553,0.002563
1400000US34025811000,3.0,887.09,2.519467,0.000745
1400000US34025811101,8.0,3436.34,1.085794,0.000466
1400000US34025811102,20.0,26994.94,0.408533,0.000551
1400000US34025811200,20.0,103368.25,0.595346,0.003077
1400000US34025811301,12.0,13353.67,1.326537,0.001476
1400000US34025811303,7.0,13641.87,1.570037,0.00306
1400000US34025811304,15.0,26492.04,2.323262,0.004103
1400000US34025811401,1.0,246.05,0.24095,5.9e-05
1400000US34025811402,6.0,16402.03,2.055177,0.005618
1400000US34025811501,3.0,3897.94,0.44161,0.000574
1400000US34025811502,12.0,12872.06,0.370839,0.000398
1400000US34025811600,33.0,9440.37,24.483019,0.007004
1400000US34025811900,30.0,103802.98,0.249228,0.000862
1400000US34025812000,178.0,37181.81,115.276985,0.02408
1400000US34025812100,264.0,109276.91,27.642914,0.011442
1400000US34025812200,51.0,52103.77,8.820331,0.009011
1400000US34025812300,11.0,10399.8,1.879553,0.001777
1400000US34025812400,64.0,26473.87,13.337107,0.005517
1400000US34025812501,0.0,0.0,0.0,0.0
1400000US34025812502,11.0,4618.78,0.216515,9.1e-05
1400000US34025812600,2.0,2225.13,0.209602,0.000233
1400000US34027040101,9.0,17898.31,1.188083,0.002363
1400000US34027040102,21.0,26692.63,2.334644,0.002968
1400000US34027040200,196.0,146847.69,27.051195,0.020267
1400000US34027040301,41.0,129058.09,5.68256,0.017887
1400000US34027040302,12.0,21313.6,3.850361,0.006839
1400000US34027040400,155.0,182758.28,29.535708,0.034825
1400000US34027040500,59.0,44919.16,35.90708,0.027338
1400000US34027040600,65.0,59323.0,17.935408,0.016369
1400000US34027040701,24.0,47276.37,1.093865,0.002155
1400000US34027040702,3.0,2397.12,0.121185,9.7e-05
1400000US34027040801,27.0,35485.96,1.223458,0.001608
1400000US34027040803,69.0,201279.24,6.562913,0.019145
1400000US34027040804,17.0,20775.75,3.227382,0.003944
1400000US34027040805,111.0,60559.28,10.678923,0.005826
1400000US34027040900,14.0,39123.9,0.664787,0.001858
1400000US34027041000,57.0,102271.09,14.206298,0.025489
1400000US34027041100,21.0,6900.94,10.311885,0.003389
1400000US34027041200,21.0,51100.98,3.069979,0.00747
1400000US34027041300,42.0,86201.92,3.376938,0.006931
1400000US34027041400,99.0,78932.96,16.033056,0.012783
1400000US34027041500,14.0,37114.68,1.124859,0.002982
1400000US34027041602,18.0,91831.05,4.10752,0.020955
1400000US34027041603,73.0,115080.22,16.42096,0.025887
1400000US34027041604,21.0,71087.94,3.720477,0.012594
1400000US34027041605,11.0,27983.08,1.34318,0.003417
1400000US34027041606,1.0,23408.73,0.533056,0.012478
1400000US34027041701,2.0,2737.25,1.256477,0.00172
1400000US34027041702,0.0,0.0,0.0,0.0
1400000US34027041704,56.0,107222.52,10.388863,0.019891
1400000US34027041705,39.0,74143.28,24.369319,0.046329
1400000US34027041706,67.0,86755.01,13.379286,0.017324
1400000US34027041801,154.0,41544.83,118.975237,0.032096
1400000US34027041802,42.0,186664.71,9.374908,0.041666
1400000US34027041803,283.0,414470.07,17.555423,0.025711
1400000US34027041901,11.0,6596.73,1.105623,0.000663
1400000US34027041902,94.0,352381.68,8.998186,0.033732
1400000US34027042000,51.0,174303.25,5.294865,0.018096
1400000US34027042100,34.0,116058.2,3.641996,0.012432
1400000US34027042200,44.0,151250.64,5.322783,0.018297
1400000US34027042301,37.0,21726.3,23.232611,0.013642
1400000US34027042302,24.0,72231.07,4.779921,0.014386
1400000US34027042500,14.0,21021.88,4.612242,0.006926
1400000US34027042601,23.0,94530.75,3.185413,0.013092
1400000US34027042602,35.0,106868.03,4.036657,0.012325
1400000US34027042700,55.0,35488.8,17.318356,0.011175
1400000US34027042800,39.0,31253.25,13.431033,0.010763
1400000US34027042900,504.0,105719.77,243.902675,0.051161
1400000US34027043000,217.0,74127.72,75.65966,0.025846
1400000US34027043100,85.0,34649.71,28.321608,0.011545
1400000US34027043200,280.0,127134.33,86.530079,0.039289
1400000US34027043301,24.0,42864.41,5.792156,0.010345
1400000US34027043302,84.0,64707.67,18.519449,0.014266
1400000US34027043303,20.0,66478.4,2.697143,0.008965
1400000US34027043401,21.0,23136.08,2.655393,0.002925
1400000US34027043402,32.0,23672.45,1.926097,0.001425
1400000US34027043500,33.0,18059.05,29.42131,0.016101
1400000US34027043601,218.0,116398.87,218.837711,0.116846
1400000US34027043602,16.0,57576.71,14.471296,0.052076
1400000US34027043700,97.0,61044.52,44.665552,0.028109
1400000US34027043801,145.0,66889.5,124.474631,0.057421
1400000US34027043802,104.0,81159.03,106.706175,0.083271
1400000US34027043900,77.0,31743.64,16.13567,0.006652
1400000US34027044000,27.0,20775.69,1.440715,0.001109
1400000US34027044101,95.0,17493.55,11.925231,0.002196
1400000US34027044102,104.0,96477.68,4.604339,0.004271
1400000US34027044200,52.0,25525.19,1.001156,0.000491
1400000US34027044300,26.0,55570.39,4.840297,0.010345
1400000US34027044401,45.0,31646.55,0.52594,0.00037
1400000US34027044403,18.0,33073.83,2.352869,0.004323
1400000US34027044404,4.0,15326.1,1.523722,0.005838
1400000US34027044502,37.0,40584.4,12.525915,0.013739
1400000US34027044503,30.0,25545.12,5.913264,0.005035
1400000US34027044504,27.0,179422.46,6.390601,0.042467
1400000US34027044601,7.0,15926.69,0.39753,0.000904
1400000US34027044602,18.0,35037.38,0.41937,0.000816
1400000US34027044701,9.0,1653.71,1.389997,0.000255
1400000US34027044702,78.0,53391.73,2.310872,0.001582
1400000US34027044800,28.0,48582.24,13.088283,0.022709
1400000US34027044900,8.0,21788.43,3.47336,0.00946
1400000US34027045000,44.0,157875.02,17.689054,0.06347
1400000US34027045100,47.0,202216.24,8.758067,0.037681
1400000US34027045200,0.0,0.0,0.0,0.0
1400000US34027045300,100.0,115695.11,5.097627,0.005898
1400000US34027045402,103.0,112587.31,12.480298,0.013642
1400000US34027045403,27.0,34546.69,9.052914,0.011583
1400000US34027045404,27.0,29717.67,10.546187,0.011608
1400000US34027045501,12.0,26126.46,1.525561,0.003321
1400000US34027045503,23.0,70973.21,4.169647,0.012867
1400000US34027045504,31.0,64676.2,2.430565,0.005071
1400000US34027045603,31.0,18567.92,8.849131,0.0053
1400000US34027045701,19.0,102032.73,0.941172,0.005054
1400000US34027045703,9.0,19221.85,1.831271,0.003911
1400000US34027045704,40.0,54071.49,3.634882,0.004914
1400000US34027045804,12.0,10959.55,0.260528,0.000238
1400000US34027045901,289.0,133815.23,70.078257,0.032448
1400000US34027045903,176.0,85928.9,4.502723,0.002198
1400000US34027045904,36.0,33191.02,0.990016,0.000913
