cb_2020_3,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,grassland_pct,B01003_001E,tract_area_sqkm,population_density,y_log_density
1400000US47009011403,-0.0973210380150568,0.0565719737107117,-0.0191056247721798,0.1136049423973454,0.062757148298047,-0.1417013981917448,-0.0010486025694824,0.1326568520315596,0.1592795642512239,-0.0639200054333908,0.0769942226349845,-0.0385843919256693,-0.2108230058268543,-0.0307193276339318,-0.0797076744235258,0.1257496919337296,-0.0562063302107739,0.048175042218204,-0.1726849202803697,-0.0954003895292592,0.0505603462980909,0.0338845227373427,-0.1078355107702145,0.1369013964332517,0.1383641265465014,0.0597263496079017,-0.2484552579561292,-0.1366230832754075,0.0162615206311982,0.0474720862908457,-0.1030163218172899,0.0944065322951599,-0.0145329325667447,-0.0004468094927543135,0.0145083165357047,-0.1775038542173509,-0.1829951682195114,-0.1903548858023713,0.0051723127337019,-0.0919727902706602,-0.0798166753883252,0.0467658143369515,0.1999572973999289,-0.0574787856926792,-0.0132917275188114,0.1029426228749377,0.1148294618136804,-0.0865858591040629,0.2045080600353786,-0.1106073578280444,-0.0930567648290511,0.0248591378070466,-0.0694496310101895,0.210871003813901,0.1419427934875899,0.1451019915508102,0.062438109383647,0.1214086191783242,-0.00017678566977408444,-0.0373016318912647,-0.0153178789674972,-0.1617035763158548,-0.0702770553486922,-0.0118332533054405,0.0142730271504694,2231,56.640243,39.38895530515291,3.6985563640551944
1400000US47001020100,-0.1264999817267638,-0.0539204505990713,-0.0079512168006884,0.1031291410593284,0.0776267810403225,-0.1169102106450739,-0.0130894341349163,0.024619308786205,0.1104753846229473,-0.1062861269090044,0.0619762589921997,-0.0536440279568299,-0.1972014831289719,-0.080186143105072,-0.0941545428228532,0.0887223967610856,-0.059081322919167,0.0728518771878056,-0.1798773835774633,-0.0173218526928933,0.016060356628127,0.0489809945974042,-0.1237890401080116,0.1050253970726453,0.0502852325411263,0.1143574119599917,-0.150405707589244,-0.1409366660669491,0.0225113186925679,0.0479861282082279,-0.1166849673108593,-0.0054942224212159,-0.0526300196945449,-0.0303879260091255,0.01710859483357,-0.1530815684303254,-0.1756777704166647,-0.1900460097560694,-0.0100804316253224,-0.0603183804092203,-0.0405919877251907,0.0361112990934845,0.1971071292049239,-0.0352670256919965,0.0404009927537925,0.1144673730184332,0.0863239659561391,-0.0863449118796755,0.1911489451401725,-0.1116656297748601,-0.1005933626594245,0.0725337502639521,-0.1017167482357202,0.1768466057068689,0.1497138654990223,0.105678065880341,0.0329255786336539,0.1248523514810183,0.03142150121133,-0.0453353964284833,-0.0187479181196947,-0.1578919032998176,-0.1217055850609355,-0.0277547623904377,0.9468460232467024,3199,13.799179,231.82538613347938,5.450288756877212
1400000US47001020201,-0.1143182838351546,-0.0274109373283306,-0.025563212906358,0.0988445438087235,0.0803587319065794,-0.1229336441002414,-0.0248682526501712,0.0607219704464084,0.1236192423797543,-0.0838288636763666,0.0533055406857903,-0.04101538157533,-0.188743029736239,-0.0691218750140947,-0.0895983016169211,0.0750011176266021,-0.0629721184994248,0.0549424636828804,-0.1989130739501383,-0.0323576627212387,0.0138786457972094,0.0423277410954108,-0.1091011101014157,0.1308252985938012,0.044931820374706,0.0792613394425867,-0.171715188972831,-0.1525280828658592,0.0261330230737616,0.0502761757507188,-0.1261189436630955,0.0442885302511656,-0.0210569659923608,-0.026554389725532,0.0018434734353171,-0.1426348428148747,-0.1482101571009301,-0.1833012755449145,0.0122641137012942,-0.0433767574605014,-0.0533109379828199,0.0346901171960818,0.211590365780441,-0.0346539022657992,0.0272588353229867,0.1310577182055644,0.0759901357506462,-0.0847293581409824,0.1698223469152711,-0.1307394839718514,-0.0893432906908102,0.0929705139979243,-0.0779969040876642,0.1691304375991665,0.1295558867551839,0.1004638568539547,0.0155201628491388,0.1312402469301354,0.0294332201133881,-0.0456779540505516,-0.0297796421172604,-0.1753263793322178,-0.1031653598837398,0.0014982823673894,0.6220540609869497,4091,25.523569,160.2832268480948,5.083161992421535
1400000US47001020901,-0.1270292267765289,0.0303555778106136,-0.0200547510672954,0.0885332693550379,0.0796805144501254,-0.1128162201222287,0.0024821586539987,0.0805002502683113,0.1412415177382689,-0.0929687002106625,0.030677830751854,-0.0509435199586273,-0.1823981265720506,-0.0496091010099946,-0.0992983944191414,0.1047639958026771,-0.0551840532885532,0.0666887348759961,-0.1931550142877574,-0.0383782414227428,0.019790200851255,0.0476233634558736,-0.1032467670745523,0.1325862509368758,0.0737785230603519,0.0503894307408009,-0.2049318467531161,-0.1988406042357756,0.0188848586886772,0.0514114914704175,-0.1448490144108538,0.0512780950430832,-0.0285448220098268,-0.0395122569218225,-0.0187941991761731,-0.135810296361506,-0.1711719415532824,-0.2012501989739589,-0.0130809643740085,-0.0838734814236842,-0.0130530216333819,0.0475207050956736,0.1954312406364538,-0.0461169475524678,0.0174132339852546,0.1152859893950954,0.0882679473778165,-0.0923809632912812,0.1644117012751063,-0.104531223783984,-0.0973908113107117,0.0786326142886247,-0.0660287294310646,0.1697181011334615,0.1185019743870706,0.1420086002818289,0.0161779845794733,0.1348342335103808,0.0125188623584773,-0.03976537068817,-0.0275837629064404,-0.1550254527644983,-0.1129088987171365,-0.0231346844870778,0.2219729336229324,5385,107.926498,49.89506840108905,3.929766030868211
1400000US47001020902,-0.1444513100476345,0.0118453755404861,-0.0036676495696026,0.1009694557095032,0.084280080090594,-0.0970176760216695,-0.0124962748909686,0.0627551208178636,0.1185029946628438,-0.1055660114289419,0.0126885573651062,-0.0518244866536622,-0.1950318502938799,-0.0201993145476057,-0.0824617716605143,0.0988448140967361,-0.0519375386957331,0.0853262733263363,-0.1637877077659986,-0.02703044000335,0.0141565712453924,0.0227706053738914,-0.0947489408244727,0.120121771524264,0.0574467008262555,0.0575076200544357,-0.2132807149048421,-0.232225858106111,0.0430324476590919,0.0452225505307205,-0.1485523326897409,0.0357324622454306,-0.0278575927401418,-0.0379010353203344,-0.0532841010154739,-0.1082563852485179,-0.1759209857285728,-0.195993458990083,-0.028357340642437,-0.0588825062819696,-0.0024800842956769,0.0655585710136479,0.17083662978236,-0.0260492647061067,0.0165200614386183,0.1071319842965533,0.0787819517040126,-0.0673723421524506,0.1775786200235001,-0.1066544916528006,-0.1054297113711309,0.0878951721682573,-0.0644036003660984,0.185179749721175,0.1375930841705962,0.1302402708921312,0.00020330491864095103,0.1479368982714556,0.0103340573133251,-0.0412717492671339,-0.0418112964261582,-0.1641855646785248,-0.1077009598756646,-0.0392168681212293,0.3009048562402955,6783,83.057296,81.66651608788229,4.4148146359776606
1400000US47145030302,-0.12588032051108,0.0347113242030575,-0.0388615249158745,0.0882664106616432,0.0708248706685501,-0.0907041500217888,0.0041908858264336,0.0781554487380033,0.1303750418646372,-0.0827636390643726,0.0036351953173155,-0.0531987130956683,-0.1798356865437271,-0.0495717570709336,-0.0783483488722802,0.103048285698622,-0.0690431166190301,0.0474201505642366,-0.177126074715816,-0.0129179240923396,0.0111003617153704,0.0367939655249893,-0.0769252134013861,0.1408193734573231,0.06676273476876,0.0583775008888582,-0.2021044753042335,-0.2034998944217487,0.0241589741505917,0.0748038484645816,-0.1552162770718646,0.0485196359551862,-0.0122019670507523,-0.0582301150999724,-0.0436410383649182,-0.1378566531566911,-0.1768614107092508,-0.2010075240787139,-0.0150187998150997,-0.0753727866559869,0.0014668317795812,0.0643132817078347,0.1921829590459124,-0.0579745322763215,0.0193879918019358,0.1244552537749897,0.0580967744600132,-0.1205353106746599,0.1471066823763435,-0.0938639345530637,-0.1105017074377916,0.0850595759637363,-0.0662358015144407,0.1781925228939709,0.0992897900827374,0.1535163844769279,-0.0104292588820613,0.1576748638123585,0.032794817948177,-0.0549498975058842,-0.0531567611051799,-0.1470421357736079,-0.1105800160650309,-0.0113096485156534,0.9190270219989768,2866,185.789891,15.426027673378632,2.798867130046804
1400000US47145030402,-0.127538448288364,-0.013669343550697,-0.0275271484104021,0.0901339292104139,0.0674545163526733,-0.0812582860934588,-0.0011024255797688,0.0606206816479442,0.1174824239540053,-0.0896290017980913,0.0351736835204471,-0.0678409832797694,-0.171293966121637,-0.0624096278559262,-0.0762296684458842,0.1033820112794666,-0.0491689197407877,0.0249649291804365,-0.1743882676436394,-0.0119712642814335,0.0076913697307186,0.0501775280313124,-0.0876120225665556,0.1338361929960694,0.0387883727561263,0.055159077034395,-0.1669707728234055,-0.1948631617962321,0.0315512079022734,0.0455275736778125,-0.1568760508195097,0.0481054223604654,-0.0261930766286747,-0.0624267925319207,-0.0436682294413907,-0.1431754102105537,-0.1544256408840634,-0.202817201110283,-0.0141574605259145,-0.0415954982401477,-0.0288647078956216,0.0381183264218963,0.2146214617767214,-0.0424673045930768,0.0135124998461553,0.1509704785182435,0.0379567914053786,-0.0835853347529148,0.1327207074518965,-0.1046247181949213,-0.0996626921252349,0.0881260352997427,-0.0907646587094432,0.1622183670570563,0.1057246275776566,0.1215246654444475,0.0008802965661276625,0.145774673655526,0.0379948127618706,-0.0556568257501857,-0.0392453142573902,-0.1530532793213271,-0.1175278349833427,0.0051005024979698,0.1159290215216618,3129,40.313147,77.61735892263633,4.364592526484105
1400000US47105060303,-0.1511628704068281,-0.0504630057166919,0.0383270406995629,0.1222658002389286,0.0868303446273552,-0.0482275136231405,-0.0137906728995483,0.0085135583148423,0.1025954328266182,-0.1607089887427665,-0.0167329718985486,-0.0518615736088734,-0.2234493172722551,0.0020716382205451,-0.0706253764630512,0.1181944191000929,-0.0614176851341231,0.1260166356233461,-0.0877136420484997,0.0285359028098099,0.0145398086488357,0.0107343407760903,-0.0549999603589983,0.1036454251435873,0.0209506014122177,0.0922419531595879,-0.1890327314100164,-0.2664986852240607,0.0863303910961802,0.027207834878558,-0.1523061620368349,0.0030271916124743,-0.0670178402632198,-0.0364488968183691,-0.0793234464217438,-0.0771144789606884,-0.1728878134072044,-0.22402464394135,-0.0636265230775521,-0.0004926130586870347,0.0073511988609831,0.0677518824774356,0.1528218453801598,8.741779622308373e-05,0.0101455064740979,0.097182467397325,0.0443180050749871,-0.0357835879571605,0.1667246250167063,-0.1213866612463999,-0.1234623308345482,0.0842486178406313,-0.1022208840227836,0.1862063954265433,0.1524043845616584,0.0906759584091883,-0.0085406541895409,0.1846925423675228,0.014786990712856,-0.042915811752529,-0.0539615399449746,-0.1552912744273366,-0.1230535411126176,-0.0682260670539902,0.0,3648,14.333797,254.50339501808207,5.543235697297482
1400000US47013950100,-0.083492378391463,0.0993526282011266,0.0064963006338322,0.0978240826873972,0.0817471088229374,-0.1829934726561557,-0.0191668887911556,0.1176474382750141,0.17009424182664,-0.0471794625427237,0.0868123942701675,-0.03948912367714,-0.1797921082934939,-0.0863294793463427,-0.1228224563461814,0.0907568189559574,-0.0542879966543479,0.0570764077409992,-0.2121217190910552,-0.0941002778091956,0.0355400443796811,0.0643793444707059,-0.1261788970130238,0.1168155151729097,0.1226832416626733,0.0371670724381706,-0.2443539203810692,-0.1365422426184455,0.0071653562090793,0.0405749533792647,-0.1037846688656658,0.1060967477149099,-0.0075377982699579,-0.0003326086564164464,0.0287123792458872,-0.1682400004136588,-0.1395760374778364,-0.1963332824804074,-0.0171106543772203,-0.1354108093102238,-0.0402964950224152,0.0544603946237538,0.1776519329958056,-0.0477066440530034,0.0074319229623196,0.1343420577722765,0.1482373200510347,-0.1400217655986758,0.2050350245443926,-0.1320890023908382,-0.0670420832781736,0.0383848072113925,-0.0510908844978954,0.1808703737296384,0.1060475032217979,0.1347862960214899,0.0849533137835495,0.0834398325395733,-0.0016858888551492,-0.0712888984493589,-0.0014448012528077,-0.128863798141226,-0.0788657182355402,-0.0249262447712776,2.0471730978093814,3534,439.251606,8.045502740859643,2.202267699487219
1400000US47013950601,-0.1109301512908647,-0.0206713324966933,0.044244926492402,0.104902153551257,0.1095911324674295,-0.1256689554867492,-0.0278529037580246,0.0368060756437247,0.1026647336292734,-0.1078866419514491,0.0302252373510779,-0.0381533381899142,-0.2003379852458239,-0.0754100876829029,-0.1253725203308389,0.0581973101573188,-0.05470718901461,0.0862007859473503,-0.174167536144441,0.01834986794998,0.0424341325409313,0.0396347271910576,-0.1242840865464244,0.1075096863079351,0.0643766428946501,0.0650949610681589,-0.1724538372944213,-0.177168038788772,0.0039659142469619,0.0035389748185036,-0.1153574146684625,0.0238480405085773,-0.0643526674149,-0.025632215660558,-0.001973243537331,-0.114121562751002,-0.1565263626771685,-0.2314519454749061,-0.0502194500621206,-0.038822896151644,-0.0329118454692357,0.0694967526845996,0.1532079602538735,-0.035065138016264,0.0125687616080629,0.1513942522374518,0.1246485385178303,-0.1129728141218238,0.1424983815712588,-0.1188064688141903,-0.0790953479821764,0.0767227122457868,-0.0847530605989054,0.1608655101205418,0.1250006212328526,0.0660202546585571,0.0409962061548663,0.124618858040326,-0.0125989951910514,-0.0594201238993613,0.0062692457755309,-0.14748211601553,-0.1681043756245974,-0.0772984102013981,0.0,2095,7.485214,279.8851175130063,5.63794575126486
1400000US47093000901,-0.0193249881917433,-0.2846239174016376,0.0345982978822866,0.0445975353887908,0.0930227476767003,-0.0885149580313853,-0.0394695379045424,-0.1202827853370093,-0.1111239078359557,-0.0754863555846922,0.0639537284020739,-0.0591114630473145,-0.1886668303149222,-0.1558673632498129,-0.1288170211203289,-0.0614492450277875,0.0262665868567996,0.1293008941835813,-0.1053312603482193,0.0354804766041071,0.0128789944875424,-0.0326002017162996,-0.1618022918104833,-0.0155035920764113,-0.0807333858038823,0.1983024942459642,-0.0134319425189266,-0.0563295583112065,0.0094999728206832,0.0012292616161775,-0.0479490432158528,-0.061258360884113,-0.035467587571805,-0.0223387374455632,0.0049783505394613,-0.1481000737119329,-0.1242361050237972,-0.1397092470250216,0.0115725753441784,0.1214532774081569,-0.1311834281166207,-0.0303632045833429,0.1026178507694503,0.0045864234579207,0.1002405750697604,0.1789406467791416,-0.0358854823797873,0.0360737797934596,0.1314859626660273,-0.1076503399257827,-0.0471259387316961,0.1168047408564473,-0.215175511620779,0.1430508682259193,0.2053154417731807,-0.1061746454100034,0.0456099119519543,0.1292066432217354,0.0939383952396777,-0.0583519215130788,0.0245835341930278,-0.1524683714763207,-0.1557048570666248,0.0167274569489856,0.0,2145,0.690041,3108.510943552629,8.042220739930782
1400000US47093001500,-0.0519167338080011,-0.2639657430456936,0.0439680212472702,0.1022283688287141,0.1061904266051014,-0.051217982291389,-0.0330267542959211,-0.1309005028513632,-0.0175162582398976,-0.116133919684721,0.0478078120294333,-0.0738144330673662,-0.2468075981632082,-0.1571289620231534,-0.1128766082399607,0.0082514724374838,-0.0240913778233162,0.1565641882619016,-0.0685687806592604,0.0198302525759595,0.0073881808463825,0.0256889049235527,-0.147253529079538,0.0198352669248902,-0.0395693223461204,0.246340393289805,-0.0543493489753655,-0.0863753022005233,0.0420703798411569,-0.0003792718860354941,-0.0660401277255562,-0.059321834819639,-0.1088292281454642,0.0033885210761797,0.0254953431183016,-0.1800923100696822,-0.1514640187331169,-0.1591066129611651,-0.0155467774413046,0.0814548121461524,-0.0916993918061729,-0.0112543735434997,0.1396951445293713,0.0091734938193338,0.1205336466412929,0.1388898923840977,0.0048597416761731,-0.0069073650905773,0.1762410696597425,-0.1307447484873004,-0.0607795600791351,0.0689756323838198,-0.2080357462843245,0.1890312482983486,0.1976901583021393,-0.0769982394394915,0.0494670289913826,0.1325866678993949,0.0659303935963338,-0.0510363493705072,0.0219606960809725,-0.1235623235982333,-0.1449273285146463,-0.0443243513658694,0.0,3396,3.294213,1030.8987305921019,6.939155811955297
1400000US47093001700,-0.0618370985403878,-0.2579165405127089,0.055854315538423,0.1152935008977799,0.1146536755949896,-0.0428437950754198,-0.0355281237874996,-0.1288998441061234,0.0006653563116218572,-0.1515221828851133,0.0482935194608955,-0.0643946573549567,-0.2664764015314277,-0.1478682322968012,-0.1006604037749582,0.0253390393186043,-0.02889803875309,0.1730104461870464,-0.0672828274267077,0.0319784760699669,0.0144932110669567,0.0348976297649161,-0.128494263267612,0.017006425243425,-0.0387569931589033,0.2438326811475977,-0.0632828912631815,-0.1042050548054567,0.0513017708124808,-0.008266209280847,-0.069562599480604,-0.0711033974268642,-0.1139508571849321,0.0229576280216262,0.0171249871406659,-0.1741690509178557,-0.1605953176138462,-0.1576815816507691,-0.0306248235443882,0.0829532806599222,-0.0836390403244551,-0.005387964005746,0.1492716990020718,0.0217198378639152,0.1185157596818167,0.139439831102057,0.0050968851355058,-0.0035400023530683,0.1991831502473369,-0.1363306109230727,-0.0509885162288817,0.0690927571537665,-0.197615806146049,0.1940591076003048,0.1959987789668808,-0.0676766822077641,0.056389483588741,0.1386695999566243,0.065250664955294,-0.0384825806238366,0.0204871174639156,-0.1161303942554697,-0.1445978964565215,-0.0625656240467507,0.0,2378,2.190361,1085.6657875117392,6.9908693766540395
1400000US47093003000,-0.101873590811189,-0.143510686474045,0.0265125711040457,0.1567688803282699,0.0922419571204834,-0.078527986996504,-0.0176048190334754,-0.0478355674114916,0.086457575525013,-0.1707035834798691,0.0534117048053766,-0.070954286851926,-0.2651722057069024,-0.087031080985398,-0.0839941299747807,0.1072887674484849,-0.0559906365121936,0.1218471788375711,-0.0930866299289333,0.0184847788662799,0.021591952518601,0.030632261276093,-0.094880817908965,0.0881160236969101,0.0193059617734401,0.16838522295419,-0.135310791647652,-0.1720808657568195,0.0621245490302925,0.0108091789689384,-0.1176059413275726,-0.0135406102992909,-0.1193207813536963,0.0290326143505045,-0.0069969940110977,-0.1454951879104476,-0.1546586865515243,-0.1972442913506523,-0.058967013712317,0.0156986304109641,-0.0547047503679937,0.03757600478863,0.1719824458918922,0.012306174092745,0.0444073278942611,0.1376878367971296,0.0473382320062194,-0.0508821213284779,0.1838308283065006,-0.1579650432326778,-0.089153385675601,0.0546141887936428,-0.1346518836481928,0.215177186878565,0.1842870145758194,0.0096928477842411,0.0676348443632383,0.1514644134537031,0.0343420346461584,-0.0460090341510927,-0.0075738586085722,-0.1328782582880834,-0.0976641895113548,-0.0728898328512728,0.0,5329,5.635161,945.6695203562064,6.85295005694338
1400000US47093003502,-0.1129838010324545,-0.0650497637755838,-0.0046330562715915,0.1152971173018402,0.0776588801122233,-0.1426884800288926,-0.0255172068742947,0.0532345345846006,0.1162652919752507,-0.1207815441605599,0.0843524398910444,-0.0418354287768462,-0.2160699649425492,-0.0715008656616724,-0.0965774885831056,0.075147610626663,-0.0527474817864372,0.0779220996627777,-0.2093551512806713,-0.0279291312744025,0.045558430010146,0.0353999558395265,-0.1270619878874937,0.1188146204427801,0.0480666164492116,0.0819303620486605,-0.1578205954073434,-0.136823731072385,0.020486717877827,0.0380746235630667,-0.1162339689122666,0.0317663563114565,-0.0485135606649815,-0.0124515440873861,0.0254333566903564,-0.1591511405468663,-0.156692539318656,-0.1860166748856903,0.0040285085192503,-0.0512448802715129,-0.0780389570968271,0.0116591417517009,0.1996306328589863,-0.0306141211841546,0.0274793781506801,0.1428771677128031,0.0869955927021139,-0.0428973995066011,0.1753446303726556,-0.1197367014592168,-0.0959969824748823,0.0855655644248703,-0.1081612972030404,0.1792866257782497,0.1573721959368237,0.0814139594808084,0.0526642285755529,0.1290335135116379,0.0231674214657714,-0.0257979578483957,-0.014696705127527,-0.1815147415358239,-0.0954900220763243,-0.0197438128766434,0.0168804861580013,1994,5.041424,395.5231696441323,5.982734474787878
1400000US47093004606,-0.121456574953712,-0.1168095373417226,0.0412464817110291,0.1443116405842388,0.0940769539917447,-0.078363082311995,-0.0353012252121934,-0.0400688630423981,0.1079953659063729,-0.1672509157542859,0.0266534791570207,-0.062328046295495,-0.2568579568480213,-0.0761712249100324,-0.0846924606036296,0.0883331443827013,-0.0524675329094364,0.1278505254301748,-0.1081444944274493,0.0202740110485036,0.0106193733748607,0.0294750496533143,-0.0824614459522734,0.097978333637001,0.0094593601804562,0.1694486998921683,-0.149215683092379,-0.1846693865798573,0.0773639086311761,0.019120037143607,-0.1270844264149211,-0.0047548807719141,-0.0945332745474637,0.0021880138002555,0.0119484337700984,-0.140484143348836,-0.163700843493602,-0.2000947782817163,-0.0475109482859783,0.00192908591823,-0.0496821767644311,0.0320910065848358,0.1747009228509682,0.0025877034211201,0.0488330984752462,0.1275139522263679,0.0301673450034942,-0.0411666127322546,0.1915635543365802,-0.146584759665789,-0.0886266181617988,0.0762282255542668,-0.1310607473677331,0.2002539757025304,0.1778957851609203,0.0177058198414194,0.0510129861743031,0.1451998548109757,0.0239733575620415,-0.0489399782411291,-0.0086124606954574,-0.1564628093954164,-0.1178730644457078,-0.0783307680944652,0.0213310580204778,7588,8.457615,897.1796422513911,6.800370095346003
1400000US47093004607,-0.1379205166100783,-0.0932442989024671,0.0423058187177167,0.1332297852973281,0.1047262338312268,-0.0596104788291184,-0.038617512002493,-0.0270847886056731,0.0890624541414017,-0.152447071115778,0.0124656804840366,-0.0571417042247237,-0.249660913160278,-0.0337134761863705,-0.0786809718030813,0.0702105330124004,-0.053056252849596,0.1259238863242547,-0.1087594081159452,0.0071216276708078,0.0135960283421184,-0.0034154071823798,-0.0724901500362616,0.1010960978632688,0.0024123581403195,0.1501509913814646,-0.1687178226705906,-0.2165277094655163,0.0778396425598415,0.0144138013869386,-0.139015431447729,8.886963192338935e-05,-0.0644536788777891,-0.0117511271445399,-0.0306554618857469,-0.1191778831495773,-0.1601534992315409,-0.1901489463271674,-0.0461077455155712,0.0214856747310147,-0.0301621693724735,0.0413667583659839,0.1536195970990035,0.0043904098059588,0.0338247722560021,0.1206135723614215,0.0359845827359506,-0.0250943944771515,0.1875211357517683,-0.1317532535070479,-0.0910017722711539,0.1001970314526895,-0.1180880514834933,0.2024152462976256,0.1816606490882284,0.0310660256713717,0.0147950056072745,0.1557986957857906,0.0215075794679728,-0.0564430956208192,-0.0227183634112524,-0.1701323364873687,-0.1056480759847724,-0.0776237940977408,0.0102933607822954,6136,8.7487,701.3613451141313,6.554448008224171
1400000US47093004610,-0.0843221365966917,-0.1998532991919006,0.0482718697608338,0.1173580248570109,0.0782594071738509,-0.0935099991229315,-0.0530100297919576,-0.1168399020187202,0.0341604297591547,-0.1579482304457571,0.06951387295531,-0.0522721506535558,-0.2482876756764236,-0.0953139884552128,-0.1103552193101668,0.0639255503089815,-0.0707698873045804,0.1318516425665007,-0.0892206649657622,0.0235128843118534,-0.0034011847424841,0.0279988769598805,-0.1141882380533458,0.058620511262312,-0.0588057181484283,0.193407795763454,-0.1107823137011097,-0.1420546607166347,0.0755748403759276,0.0310524693820844,-0.0750332405801874,-0.0675595150614334,-0.0784204693996429,-0.0131305570731582,-0.0051808822684118,-0.1390432912111047,-0.1467469443580655,-0.1640004367488177,-0.0239765130278861,0.0369096175811466,-0.1019562888433135,0.0126123055108331,0.1582463633612901,0.033204771769874,0.0862654508851057,0.133299031858047,0.0201174281145088,0.0027353899449022,0.2171861583378715,-0.1673117213624011,-0.0828476888929045,0.0671575819950037,-0.1679662609397351,0.1847035465986439,0.1953602247129596,-0.0209990902113734,0.0450017419477733,0.1350156379493678,0.0525931416460526,-0.0452634135035527,-0.0203816177900162,-0.1384160605194511,-0.1149878322597192,-0.0421087070215489,0.0,4695,3.558583,1319.345368648139,7.185648624273135
1400000US47093005000,-0.0915650958619134,-0.103776323368055,0.0184376691513325,0.1661598257348088,0.0951183079627874,-0.1057777029910261,0.0028043151778818,-0.011309306481879,0.1267419256532591,-0.1670559181853713,0.0688107808027641,-0.0604735434339342,-0.2682671663945733,-0.0825982778888367,-0.084590242119783,0.1184711601788233,-0.0688564523121715,0.1121094801515696,-0.123593628165124,0.01495641278959,0.0444060527784806,0.0555912123946857,-0.0947907440480785,0.1012832431822639,0.0456426943622105,0.1425728931149695,-0.1628077708998851,-0.1520551714256255,0.0618015114858404,0.0176914907625559,-0.1114988986984251,0.0097087995555985,-0.1209161405106224,0.0239042579183332,0.037435972721777,-0.1507337662521193,-0.1867366164241161,-0.2267795594973455,-0.0490610480689071,-0.0396934028143033,-0.0901841734020572,0.0332331051337947,0.1980325573219671,-0.0144364461233644,0.0239260884329418,0.1383794569162231,0.0672977308828392,-0.0752787802147181,0.1795180458868782,-0.1486018102960936,-0.0987473883949955,0.0425212639361162,-0.1329998237639281,0.1961783891415098,0.1754364010449369,0.0244974088889793,0.076301154959874,0.1546978084172064,0.0214347607527479,-0.0381805462257444,0.0047696523348078,-0.1507933360473052,-0.1090977967978052,-0.0851890471794038,0.0,4085,5.195256,786.2942653836501,6.668602086261506
1400000US47093005501,-0.1036418410015676,-0.01281776471452,-0.0241001623959601,0.1166889727680147,0.0871904614849736,-0.1094447726067046,-0.0094568833818689,0.0762554920130999,0.1325761716554999,-0.0845482145236844,0.0383754804286785,-0.0425452408651487,-0.2219436738481122,-0.0215598604111177,-0.0745917227210447,0.0677403343752726,-0.0729264620668893,0.0726225935499291,-0.1382452753040829,-0.0286191602318461,0.0295075541325814,0.0219796994311789,-0.0987349037245295,0.119893263097868,0.0783156255246695,0.1016452510485239,-0.2463483655369774,-0.1718093919939153,0.0634375477722884,0.0475198044732208,-0.0986325262335988,0.0630367806818589,-0.022060084456781,-0.008867359527059,-0.0217089257502592,-0.1268172741564917,-0.1968737105123662,-0.1975963656425347,0.0247974158250474,-0.0434466502649952,-0.059400274890163,0.0530381327112141,0.1906475393137313,-0.00872646313393,0.0036633142019628,0.0997957585564735,0.0886158215539273,-0.088086875487665,0.1821419833246979,-0.1479151430002885,-0.0881671313976734,0.0658973032298645,-0.0831565913412383,0.2130419580099619,0.1417938292316333,0.0959031607702175,0.0219305738592504,0.1658422084922489,0.0227527909769116,-0.052492594449613,-0.0427653504675078,-0.1904947533601794,-0.104395084676385,-0.026478529446733,0.0115304788992236,2418,22.939502,105.40769368053412,4.667277883320948
1400000US47093005502,-0.1317048732129171,0.0083924478127093,-0.0258131112828213,0.0943942881694701,0.080280846610135,-0.0995391395046709,-0.0034381326651887,0.0870628334904932,0.1206878937990971,-0.0940024972479558,0.0314424367574712,-0.0583092923862927,-0.1932252160253085,-0.0105349741930845,-0.0768311683304833,0.1023599428289062,-0.0638701785267599,0.0719877813909486,-0.1485208628399908,-0.0188490889110067,0.0216389699535605,0.0035339928986627,-0.0820250699743806,0.1225172504552678,0.0736654354663112,0.0620176278610941,-0.2193461719675837,-0.2084280805308936,0.0480411523892213,0.0411281775974365,-0.1383824162952449,0.0516876310592307,0.0009839055133790298,-0.0283964607083578,-0.0450430340115387,-0.1145075891840796,-0.1780081844657738,-0.1934794408628048,-0.0098900125916999,-0.0449495250516354,-0.0217742723830721,0.0656808318754404,0.1814418471332164,-0.0204534382921606,-0.0011745088356815,0.0883498876846355,0.0797944496173175,-0.0697018354734963,0.1751093450434444,-0.1172787420839175,-0.1072161579534019,0.0811322585165362,-0.0773466870662009,0.1977440384894942,0.140952315246339,0.1443854636437461,0.0043043135372728,0.1638807693860296,0.0246486598694495,-0.0428208180928548,-0.0499394256597528,-0.177834171172553,-0.1024084630798254,-0.0178385143635939,0.0021732988503249,3335,40.690596,81.9599693255906,4.418358194171813
