cb_2020_3,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,woody_wetlands_pct,B01003_001E,tract_area_sqkm,population_density,y_log_density
1400000US22033000100,-0.0495338953773711,-0.1479440916498662,0.0852954710654252,0.0598793191385088,-0.0650784076234845,0.0440826608692688,-0.0308596232742492,-0.068286253719352,-0.1013658476185314,-0.0251323983753833,0.0841518477938819,-0.0736251100795331,-0.2277876889855175,-0.0609592672935759,-0.0784475993520549,0.0550433199713313,-0.0575003736665138,0.0247805334687478,-0.0920758463901527,0.0729089374063735,-0.1075675994582677,0.1618489479489441,-0.152745981205976,-0.1022421632495328,-0.0908872546872242,0.3302070183303875,-0.0830295360962999,-0.1015657834122459,0.0027860375976434,0.1510123330606466,0.062947478202674,-0.1168577839146225,-0.0978992414822483,-0.0021957064355467,-0.1886959741320985,-0.0776907975193496,-0.0558727206008141,-0.0848640134256702,-0.0201476186015688,-0.0279027979672036,-0.0819587662309907,0.0279905552454131,0.1578306959974772,0.1011601256099702,0.0880753013720864,0.1518370804954808,0.0010601952516515,0.0093811721440955,0.2236004702715892,-0.0180564814435033,-0.1387434185032552,-0.0985316448972046,-0.1616654200667428,0.191526214310583,0.1339562730353309,-0.0706911636139151,-0.0661467898695462,0.0634073662946568,0.1039825438225804,-0.0673037234033338,0.0536855877183642,-0.1615373746834678,-0.1072489092718091,-0.0370445872834186,0.0,1866,1.916855,973.4695634255069,6.881893285443443
1400000US22033004029,-0.06486441170777,-0.2284232845031089,0.0855732836277288,0.0931857049513783,-0.0488355306339355,0.0797200849911902,-0.0355822105626122,-0.0943266213382847,-0.135434076371621,-0.0662276305848164,0.0865073373081756,-0.0691945745940667,-0.1730870806537192,-0.0535202618299818,-0.1058506740962605,0.0564671356547132,-0.0098270249989395,0.0552429358097437,-0.0391831639551901,0.1094562082250715,-0.1181041025659157,0.1394415998240194,-0.0871316501974751,-0.0567598110649009,-0.0689122222500501,0.415384618158571,0.0082682910777714,-0.0662985931537162,-0.0237513881516908,0.0965965582827972,-0.0120441475147043,-0.1523470329213801,-0.1799191206490209,-0.0192439295183239,-0.1099748306464925,-0.1223389695736062,-0.0500666987152554,-0.0898889077269232,-0.0186786247131121,0.0735165841249554,-0.0298629655721096,-0.0012879708067368,0.2092529301166876,0.0845960758343044,0.0873611619861053,0.1417609218894829,-0.0029450950286065,0.0159905265850477,0.2394736158638974,-0.0799692140225948,-0.1005934383935397,-0.0889875805993471,-0.1721686512471441,0.174017176495429,0.1834937703740926,-0.0683272273530589,-0.0482396962244986,0.0640858477530759,0.0726510488024415,-0.1065590342153469,0.0909984072645605,-0.0102952279168052,-0.1120096998441567,-0.0390490685762335,1.0976948408342482,3766,1.634396,2304.215135132489,7.74292928518927
1400000US22033003808,-0.0201160009216236,-0.242857981578071,0.0831907006245712,0.0954933710940493,-0.0400479405420706,-0.0015252064447877,-0.0500934258644476,-0.1265604532438483,-0.140362647780728,-0.0234114505492189,0.0740987858456822,-0.0503257863098176,-0.2174407688475698,-0.1202399380672866,-0.1208750249010241,0.0033283286249155,-0.0036666389855701,0.0847327703249864,-0.0489635009085739,0.0540285852424536,-0.0712174086586214,0.1292986463877403,-0.1603837440105323,-0.1028665911216575,-0.0874331951694095,0.3523702632942683,0.013674309900158,-0.0245968137411611,-0.0362710483032821,0.1095882009222069,0.0677528869837014,-0.1038076582531547,-0.129140267453725,-0.0104269353977772,-0.0900587075743908,-0.0842370814071508,-0.0623278487760472,-0.0753980132984883,-0.0083199159119938,0.0615754087944009,-0.0496176223728503,-0.0156391739059989,0.1425858621446925,0.0590024259979036,0.1328492501055881,0.1260095260937491,-0.011987276068557,0.0183198158155252,0.2085115294090461,-0.0721472878659904,-0.0733653208297854,-0.0393712590620545,-0.2135641108012192,0.1670819788230489,0.1655341470338753,-0.1556226778045243,-0.0136939768792656,0.0667669952718222,0.1183733639834728,-0.0975916294359683,0.0805432194536492,-0.0791280843949011,-0.1510860359118621,-0.0067556070831923,0.0,2610,2.021825,1290.912912838648,7.163879277147086
1400000US22033003506,-0.0618629917230567,-0.1637722828482358,0.101539799803405,0.0894990433579857,-0.0789123651998355,0.0410032363259438,-0.0216161372787537,-0.1233102196711011,-0.0796570839882145,-0.0560909591557455,0.080751844776251,-0.0562942762612621,-0.2252682894223063,-0.0676724410021776,-0.0941011417298703,0.0500064308939163,-0.0305651838952424,0.076565656744368,-0.0288274379784773,0.0627623478231267,-0.0787565170952397,0.1904345952535743,-0.1373372550143924,-0.0977216173438669,-0.1140996355088639,0.3375436706776057,-0.0027104759704984,-0.0818275942985534,-0.0242417295169099,0.1376905039837407,0.0745796473881456,-0.1066908626368604,-0.1109693253146662,0.0010852108256764,-0.1606437614815004,-0.0787048479763497,-0.0742553273561024,-0.0614716281450545,-0.0232239864661275,0.0085305508529042,-0.0498238709559965,0.0141990467204382,0.1422018614007848,0.088988155069271,0.1013148469243944,0.143488038711879,0.0096435623373294,0.0068235819985926,0.230735827802983,-0.0603405156435883,-0.0948216185433811,-0.0684926456380617,-0.1946477493083488,0.1550363800954652,0.1601819572027827,-0.0958767972987058,-0.065389311165236,0.0687590236507171,0.1292602932213349,-0.129063504963821,0.0623310986921892,-0.0868772475913266,-0.1324493319446287,-0.0432697935956878,0.6361173283072211,5265,7.635346,689.5561772839109,6.53749732693887
1400000US22033003201,-0.0910991321782666,-0.0595248038799575,0.0232018105950396,0.0863888740247808,-0.1088380095140997,0.0072541093338589,0.0263450674631144,-0.0135008279571636,-0.0628902556253249,-0.0124479504895025,0.0630808763837847,-0.0606551240531922,-0.2087952151857879,-0.00028318693775776504,-0.0803664307979252,0.0962482968541173,-0.0886068336913736,-0.0195774030019686,-0.096185219960211,0.0493467013353117,-0.1175496595366631,0.1642978363275333,-0.139906507516185,-0.0642028428779616,-0.0247619430878114,0.2776958570982858,-0.1149016222873977,-0.1335467600357931,-0.0062775057096714,0.1683717650305707,0.0297056275823301,-0.0972715150179168,-0.0966083609339625,-0.0413961456508861,-0.216053228093822,-0.0710589329462077,-0.0919809011842242,-0.1034844169311271,-0.0277813618573394,-0.0995252750978831,-0.0758609088838526,0.0538758265551753,0.1685958258085939,0.1040748988433169,0.0548413870965431,0.1294668380665261,0.0183737771013121,-0.034555874609363,0.24949539974686,-0.0383341037894553,-0.1967048442260155,-0.1296123720270096,-0.0850293039400055,0.1888839301230145,0.1141556280402757,0.0199145125350797,-0.0855163688550373,0.0870767700671236,0.0883718458954762,-0.0872422542278159,-0.0037295888045841,-0.1588319811804798,-0.0720167817479124,-0.0271555503093558,25.759454432734035,4364,8.689725,502.20231365204313,6.22099230325333
1400000US22033004010,-0.0299506272541197,-0.1782619179884167,0.0529516858993604,0.1431392999232902,-0.042186324533447,0.0454914900394064,-0.0120272116896127,-0.0420155425734018,-0.0674972012682057,-0.0308628604658856,0.0521327966684727,-0.0911600379757519,-0.2438752972057769,-0.0671222994662364,-0.0810005179613259,0.0855660270055877,-0.0473648517725509,0.0380113236787066,-0.0384007768705741,0.077083735304629,-0.112891709345083,0.1295138986667382,-0.1274568918580206,-0.0613856590201529,-0.0374298031812771,0.3775472112772715,-0.0637633299583344,-0.0906587281522398,0.0119432464458535,0.1447057135503964,0.0242421350812509,-0.0892704099027078,-0.1792800113376944,-0.0106616151613742,-0.137381832960401,-0.0799837995074934,-0.0804999265159991,-0.1216037020839872,-0.022536223596146,-0.0265463292133024,-0.0539552653031901,0.0127058771602927,0.1922219304077609,0.1012485977058642,0.1177609137416929,0.1514390708629619,-0.0203787506758116,-0.005495239554197,0.2036207013216635,-0.0757488825492492,-0.160578055543878,-0.1026421584469062,-0.1641917154448314,0.190514190985469,0.1609059472623673,-0.1108328668946086,-0.0455573931466247,0.0941334649045694,0.0995095084561149,-0.0816759845809525,0.0651123619621756,-0.082083582532098,-0.0931287662171044,-0.0326195655000693,0.4444444444444444,4843,4.258488,1137.2581066331525,7.03725439620416
1400000US22033003703,0.0028951067468763,-0.1857524885514478,0.1110463175423907,0.1018205640775278,-0.0590731383501103,0.0476002608737319,-0.0153187992795547,-0.0836412795507037,-0.0434947623302128,-0.0670397245142141,0.0809527912424045,-0.0772627983521209,-0.2396066911686294,-0.0821936485557258,-0.0637416635621453,0.0745729125624009,-0.0396859563742673,0.0735597730172067,-0.0125528376617468,0.0659573472764557,-0.0841379745947538,0.1865914169940458,-0.1137646954506129,-0.0511732292569243,-0.0762604027621259,0.3669462343408304,-0.0277583029163143,-0.0855266992671623,0.0298379356806988,0.1213905631129174,0.0575872682593491,-0.1082968525985942,-0.185716855867094,-0.0017580481763767,-0.1124098099481232,-0.0777842214654529,-0.1035902588011971,-0.0778090851909256,-0.0157134013457562,-0.0323628887646948,-0.0863416889328427,-0.0010402448322961,0.1516552105133029,0.0778704227482374,0.1278711156426061,0.1366732311640879,-0.0171892966442989,0.0127212108453972,0.20919862529409,-0.0377441900758478,-0.1201003392419091,-0.1110864758113992,-0.226708836537872,0.1658393688580358,0.163711589197566,-0.151219670442591,-0.041747540078692,0.0626129585786477,0.1096489359838458,-0.0795278890909202,0.0842072901046478,-0.0490489820659041,-0.1255821419752413,-0.038606327016558,0.0,6658,5.08331,1309.776503892149,7.1783749916503865
1400000US22033001102,-0.0481389323234125,-0.2206483902842904,0.0993540556002331,0.0815226075916127,-0.0515371845274285,-0.0007761116427014151,-0.060452488905332,-0.1601499134472492,-0.1304841174725896,-0.0268983653579454,0.0898124175617541,-0.0308177287632959,-0.2116686830159392,-0.1206109557707412,-0.1255928290520551,0.0052945117426176,0.0091236996977691,0.1152329126632883,-0.0353507742234948,0.0348532593951253,-0.0601332652913086,0.168945249065232,-0.1655906692380988,-0.1128220383066203,-0.1221504340737577,0.3216192696494316,0.0247415303849392,-0.0204768989438646,-0.0524295057565109,0.1215447760804337,0.0947727168803228,-0.1098314161530458,-0.0902863170454402,-0.0223408074533806,-0.1142963032834389,-0.0931760810788844,-0.0802998279986082,-0.0657545965032428,-0.009731469846497,0.0728230662880526,-0.0383851693862339,-0.0092200274285603,0.1190891455452319,0.0638733050422305,0.1221635241859057,0.1383107789814597,0.008403787092839,0.0229644583690574,0.2344931602417018,-0.0660513181982823,-0.0435245435700029,-0.0203586138249838,-0.2125844532533631,0.1590864422934935,0.1606793046889287,-0.1483934585552547,-0.0324798703826097,0.0585061879137089,0.1414429501522662,-0.1332526383175656,0.0692801157834116,-0.0805604680219586,-0.1553143027603792,-0.0396597349574087,0.0636739891754218,3972,2.820427,1408.2973961034977,7.250846558543376
1400000US22033004204,-0.0861837962587538,-0.0365718488137441,-0.025806046178671,0.052072013753863,-0.1271561443078383,-0.0184797027608352,0.0545973584451676,0.0303257681903899,-0.0638559524178963,0.0097662592678466,0.0546178522855946,-0.0425808372263731,-0.1851896238405787,0.0217067375766181,-0.0734254107964964,0.0780428362527167,-0.1170260139462338,-0.0612032803716207,-0.1221702768386019,0.0460415482141106,-0.1142410775501343,0.1483334049841793,-0.1251129307995933,-0.0534384726121193,0.0116558565759075,0.2524975859386338,-0.1265140689747607,-0.1206091043781296,-0.0095215292979569,0.1635608394174483,0.0269832202027014,-0.1027797255049604,-0.0935871888323583,-0.0754320389454497,-0.2155754271977144,-0.090563314585731,-0.110469991885827,-0.1096785104178668,-0.0030543386099592,-0.1246207240243768,-0.0812010327710259,0.0675184741657571,0.1878040341781293,0.0715418473479458,0.0473930540491058,0.110870677873359,0.0331343551343172,-0.0616285758561255,0.2618879206486801,-0.0229439354934877,-0.2170526117366606,-0.1469839224405106,-0.0479239561892416,0.1854941864799018,0.0838224642768871,0.0862145305934573,-0.0891239748352833,0.0739517864230806,0.0687848826605385,-0.0696303068679654,-0.0263137881109695,-0.1848642673562022,-0.0558131659287208,-0.0108988137858757,49.8870795197908,3986,15.138529,263.3016721769995,5.577091148404453
1400000US22033004302,-0.0816894598134265,-0.0277234955101652,0.0047182789338546,0.0831927862846629,-0.1133132395830466,0.0369668905889653,0.037323163270901,0.0244257078913082,-0.0447731198865278,0.0120071076477657,0.0246637570172052,-0.0496002123178714,-0.1887445403588956,0.0562070169537661,-0.0557545537512623,0.0751167795159977,-0.0932004577869629,-0.0390078652178491,-0.0774706203365569,0.0324980100899459,-0.137903521918512,0.1156915343989489,-0.1251874457119005,-0.0462106191069296,-0.0199617308884636,0.2630583565037682,-0.1427682366088259,-0.1531515113804117,0.0087886939290695,0.178000734171567,0.0256875086661169,-0.0870363009061489,-0.0819656383562286,-0.0575924853643088,-0.2640284639985696,-0.0206578940358086,-0.0968256871826863,-0.1022526877708132,-0.0152976935927888,-0.104847808594613,-0.0675191007728377,0.0845671943464154,0.1723590350990155,0.0941075437683718,0.0540466703006697,0.1187624654039259,0.0097364755281097,-0.0385102508232557,0.2231642540468422,-0.0371517693691744,-0.2288155657127372,-0.1306689247471493,-0.0381495834696416,0.1842713496517738,0.1106477918977456,0.0485951987960028,-0.1189857860348494,0.0886914887350151,0.1087217430573651,-0.1058240206776922,-0.0275908389737215,-0.1622988554944464,-0.0274143494637165,-0.0224879128797176,30.4025783105281,6287,31.683144,198.43358979778017,5.295481297692853
