cb_2020_3,PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
1400000US34003023602,4.745086789567764,-0.830507750695316,0.5624845510317633,0.16368800130319608,-1.5679910707751106,0.7073799340898361,0.08385442163564082,-1.4591490347079936,-0.1720237893365355,0.004832038545943659,-0.0005525315610509011,-0.3346101997512547,0.11028551468323707,-0.6579862470814011,-1.8797023876110437,-0.14270809846831434,1.313086100295288,0.8375403755277379
1400000US34003044202,0.06949851726922206,2.0938575368792143,-3.070351094708009,1.4593058786162527,0.13338764923327828,0.5030349546932581,0.06913732339715306,-0.15178920855799952,-0.45870400180182314,-0.5890551964442339,-0.33583428016394196,-0.6557501984836405,-0.2462998740492871,-0.9014864601801942,-0.5040563838513177,-0.7491038965305391,0.4309204675075686,0.5905689485992438
1400000US34003039100,-4.734484216469815,1.888218927056979,-0.9704819229021804,4.021724030148476,-0.9052450699416974,-1.0327814308171537,1.6815656266178007,1.0026139299618795,-1.4519691555670722,-0.457934674148703,-1.6095402267625558,0.28479891643909266,-1.8988731612240126,0.10595344618038462,-0.2368269970856051,-0.22729486856604228,-0.39101646825556874,-0.3985472634252042
1400000US34003022200,-1.2301533704264038,2.3539626127635533,-4.522589555923928,0.38370789875670847,0.4039430816810274,-0.016368814780323888,0.5246854185372021,-0.4098808405313088,1.3190581238982297,0.5837570310607245,-2.0504425589042485,-0.29359640409105164,0.2858239312235492,-0.5811184982271685,0.18992926650571829,-0.7687811477714497,-0.5305589063912409,0.5669375256135352
1400000US34003058200,-1.6687043231022083,3.0129882400320662,-3.558288202212825,0.751334111451766,-0.5793908925997587,0.37593867344721255,0.9111615799235212,-1.0735334521396827,0.6739944266097838,0.28568690245602296,-1.5843193882163091,-0.4975850261653592,0.6005999001478759,-0.9504592644071429,0.1427704942299976,-0.709049702689501,-0.4525415588520185,0.12898754130911172
1400000US34003050000,1.7092193082284632,1.8439511665119808,-2.5917471283710536,0.43439468495315686,-1.309504011933866,0.7840945860629892,0.9216324626459133,-0.8527610530040041,0.08442473011947035,1.302791606625541,-0.7316473394451787,0.32855726658352685,-0.8156165826006494,0.15720514235892796,0.6344710553584398,-0.04815370209178693,-0.030484735035554822,0.6590096082057929
1400000US34003031100,-0.7683797989743455,2.2396926627394285,1.5379694511349455,2.179620889857976,-1.1565693029161013,4.848503891605499,-1.4630551938554608,-1.5708368983008694,-0.5820160409037555,0.7063162375761107,-0.3658591978774778,-0.20683671042239904,-1.5007677158362398,0.7951296842481816,0.5005670627745253,0.33552055766481775,1.4365558507582272,0.10437327790070497
1400000US34003003300,1.956134388624175,1.8259294071365877,-4.163240121985941,0.06397400672148135,1.0828924042310382,0.18278567290484551,0.2883680446589203,-0.24620112779746023,0.7607173444117575,0.3633553777029836,-1.2765356097989589,0.6002232814798515,0.2307610060447005,-0.5753126301678387,-0.6522606832198855,-0.37339353419169397,0.18481014298114806,0.27615182719582254
1400000US34003047500,-1.9349737487503482,2.6317561184306832,-4.238849082090163,0.5307053980416724,-1.0535245225112835,-0.4930935051641105,1.6283191311777456,-1.14711599158957,1.0661095503013138,0.13163116924625715,-2.333650098234751,-0.08897502051512259,0.37189876044871295,-0.63783786052004,-0.06792821353118517,-0.8055818995127355,-0.357062651589353,0.506957421733055
1400000US34003054300,-0.8330803139849243,2.4293402900866563,-4.2898600439911725,0.5859217866019092,-1.0840129725626473,0.4971267473693133,1.5344734430326887,-0.6695608442823471,1.474566804836841,0.3019414629806805,-1.802055625001717,0.5417329823292485,-0.25418502146476474,0.09136052789410842,0.49429998453547774,-0.6416797773136604,-0.1256158736683198,0.24002763736413849
1400000US34003018200,2.898644685040873,0.6304976516342902,-0.242980004833686,0.11932512315467653,-1.3296403050072745,1.4019703589930013,1.4633324244138974,-0.5647110575242252,-0.05307358531894849,1.1989171985825609,1.6012527567794852,-0.9680720469517469,-0.0548470725654594,-0.24110388580453268,-1.097353052013097,0.41686314122575896,0.7024412767481799,-0.4537486332781682
1400000US34003055100,-3.185273062808809,1.7161302513459864,-2.0395266994323977,2.461766010237888,-1.0516089635892494,0.9711915777234666,1.2354945453756523,-0.5297343181611525,0.9549462441773404,-1.0533246146830149,-2.057091061627572,0.9882975841898989,-0.5687718684838767,-0.6308932991502681,-0.26739648072008165,-0.22226769051661016,-0.691423150276524,-0.11968017529469566
1400000US34003060001,3.6737075841505598,1.222049083693541,-1.4484835278703523,-0.3463655734727028,-2.447161746951712,1.6609413714538368,1.4932306955773154,-0.62554038068394,-0.26359043731422166,1.8323687008704423,1.5187947789887992,1.3554995610823606,-0.9627072637462625,0.4708557720925411,0.03720484283705544,0.4397458836271628,0.12508351884712587,0.42618291543785775
1400000US34003003500,-1.9533373603540902,2.4438458734432604,-3.4078772323360442,0.08659591295261171,0.8408555403596887,-0.2548820917495812,0.691292261238467,-1.274790100243131,1.8209214209731703,0.8667573802603896,-1.6321752676172383,-1.4233236446243442,1.1470007962141726,-0.6007255573195948,-0.6351144658214547,-0.5350679201613009,-1.5218694750916397,0.22530882327051013
1400000US34003054602,-1.0674954163776271,2.954438160680489,-2.5529839722921555,0.21382660642866613,-1.3647344152694085,1.2147211305518384,1.3059093565437956,-1.3616659804554907,0.8078707823914039,1.207284352951145,-0.7717674839649046,-0.9436951640372796,0.019015539850497643,0.6657151646571391,0.38325175579601034,-0.02107791291808636,-0.22368020270874595,0.7398485971609212
1400000US34003027000,-2.7350226918035725,2.7029902055391535,-4.310967376194954,1.3864302217504674,-0.5050283657684461,-0.39815743509044105,1.3215968371492692,-0.5058831965811968,0.6163054976663959,-0.7772229967862634,-1.4996616101890767,-0.2837177501101215,0.48586139313657495,-0.9880091917418894,-0.21404876218417168,-0.9493015374898345,-0.2411924946670111,0.23732383689154765
1400000US34003059200,-0.6054808570393396,2.8616969393123926,-3.927365063670499,0.41452088447570307,-1.108758493193952,0.19247877516567416,1.5931325604715032,-1.1359587591969074,0.7733757639463923,0.2747126913686338,-1.3552479688067496,-0.023548559655366265,-0.014921287092673152,-0.3292811685688848,0.28614812320164823,-0.7148117791048648,-0.058898200948979046,0.4911268792007831
