TRACT_ID,MSA_NAME,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
1400000US22005030102,Baton,-0.0880362766455713,-0.05031206633144414,0.07246581805768607,0.05613454579739021,-0.0939501510187231,0.09268654989601148,0.046780306358012204,-0.0035345297174646855,-0.051185181239130524,0.01811245828478095,0.04296992024973756,-0.08955601822587017,-0.19247221705111414,0.030817322389903867,-0.0517854907976657,0.1022493378514756,-0.07298375456846028,-0.004756924715726303,-0.07976009703753183,0.05893385218495016,-0.1481589562371737,0.15687824284624238,-0.14074209978276747,-0.05087845167235636,-0.042661059938483695,0.31650576562481797,-0.1377872435251621,-0.17522302503853948,0.011866416389722285,0.17871902692021874,0.02061203090509542,-0.1126836378478987,-0.10120928221791531,-0.05589875947312556,-0.2657390816969377,-0.03530511481649193,-0.10044738777398991,-0.10045832882696056,-0.015357236348331289,-0.08539040208458717,-0.04913219393797044,0.050199725928953,0.13937945572067775,0.11067500124048675,0.035056660827976815,0.12828147778926657,0.0035884560108054527,-0.01742062312472414,0.20023258726343957,0.011553183410331683,-0.19889297340630205,-0.13998723116095765,-0.09549835254480529,0.1859358063477388,0.11554692631637922,-0.00884630287163458,-0.12201256538371563,0.08507982524826876,0.08641085648528418,-0.09386787877310285,-0.00804412565604309,-0.13214133623052196,-0.10630241625312355,-0.05106469438329286
1400000US22005030404,Baton,-0.08664564265706884,-0.11435037174010727,0.09073108359036948,0.06691654811089037,-0.07566552633167412,0.08225066348112507,0.00849316848953717,-0.06541565474668141,-0.08473216890915632,-0.011434693744054354,0.06914652039731344,-0.08837993918927062,-0.20381603962669603,-0.030044067510316224,-0.07700329661679836,0.07385046044967501,-0.04902966559579572,0.02553495128875663,-0.08547602620794115,0.07083906956881889,-0.12231862274264164,0.1674468523333093,-0.15750138470459432,-0.073944287592136,-0.0813756061558104,0.3415706900164099,-0.08521029792062515,-0.1394432851120527,2.2376459767287947E-4,0.16054524129138614,0.022301686323099174,-0.12106567050728077,-0.11673553111158366,-0.04011900523500796,-0.21603872358221535,-0.07133757454203057,-0.08394641233216063,-0.09894261555944944,-0.011717188984007655,-0.029045676385901664,-0.05195877698809886,0.03180637647268732,0.14177679058334053,0.09284682289395885,0.059555573327403584,0.1515260380724217,-0.0012839459399375886,-3.061948124232292E-4,0.21561304763236178,-0.015187378141857083,-0.15914269934928763,-0.09155565089156427,-0.14025804379139206,0.1853990816383555,0.1295901441669606,-0.0585768109116824,-0.08618379987789118,0.0778033999888743,0.09310279683126164,-0.09355981812268893,0.029090133236556234,-0.11338509803967982,-0.13380253024895766,-0.04902609029208435
1400000US22005030302,Baton,-0.0745009287091574,-0.05484221811756494,0.011421583743525667,-0.04423221111269717,-0.12582386391668673,0.04038102481995811,0.08135542279091085,-0.013494891949418476,-0.12171523307299494,0.06462368600831468,0.06149392821918642,-0.06301366995558136,-0.1268905257899284,-0.019392237704593147,-0.0723586880284373,0.043521742679806096,-0.08570813756896876,-0.04896654802618617,-0.13107129856734148,0.048887797112251066,-0.14385135536142382,0.13373205965708163,-0.15547626804140272,-0.02826400734877055,-0.029429258968210963,0.2548989023871663,-0.10059705565510035,-0.11576719080104253,-0.003233002432829593,0.13433685693956168,0.003663598602612277,-0.08347067473237185,-0.0655901193754973,-0.05653986800543982,-0.19548123428392708,-0.05335068018551291,-0.034941455297761805,-0.07498365000478514,0.0469981516202107,-0.04088907308193713,-0.05249918430606169,0.03558541839902917,0.14199756517703827,0.03362286427032886,0.01571805340489198,0.1058577251361897,-0.010434670290686978,-0.044150831081188634,0.1818899945475043,0.038422170017399455,-0.1375026132447531,-0.0852802367306923,-0.0794839560645073,0.14288605023246145,0.0975403444696574,0.041039190904733756,-0.1010428839493996,0.04686879439253143,0.06020178397001391,-0.08244635862330876,-0.01140771776362059,-0.14112805409010998,-0.10679524389225431,0.03485674118537309
1400000US22005030106,Baton,-0.015250505735865609,-0.07975084925076747,-0.03611883695667782,0.008403380278996727,-0.14227783746638892,-0.0770934076799322,0.07173322425162183,2.870687597508265E-4,-0.10708537527337703,0.06155347139894366,0.0683488855287514,-0.05776257833859938,-0.16655249005892805,-0.017994519176947256,-0.06080240343862047,0.022131164734202614,-0.13456109911118966,-0.08461762847649752,-0.12128079619200481,0.01570776020391418,-0.11742460060001272,0.09993246244125736,-0.14803903241578917,-0.008829067966201844,0.03804245412808606,0.26007842208697773,-0.09420926894519563,-0.07835406620209846,0.03186996333718332,0.16539487497153052,0.07654217991062424,-0.09323616525988512,-0.1314595453703137,-0.04951457028002362,-0.17244577881158035,-0.06878964027407215,-0.11092484971461615,-0.07493023887311495,0.035542814012538775,-0.1530842547439934,-0.11421886861532918,0.04486108769145187,0.15970831991575724,0.05997918993569456,0.08081994487390803,0.0975724025625082,0.024025263679342167,-0.07602293015817296,0.24355920433971065,-0.02240155349625489,-0.20903928645516864,-0.17058381174986406,-0.038421918235798894,0.15785538906983887,0.08710115598174624,0.020675480403030317,-0.06551772415441533,0.03176800289974465,0.08073898765439962,-0.05666867227026563,-0.01292955481871467,-0.17136846881196693,-0.03911323364347578,0.026785546423516955
1400000US22005030215,Baton,-0.09588616191981437,-0.07842638950472354,0.10119061839656586,0.05557575841732889,-0.08610189197473327,0.10834523249258969,0.04068034522835376,-0.04619146955486992,-0.06172267098366173,-0.025863094887919318,0.054461156962585244,-0.10469329137271965,-0.20076104516361692,-0.002639877428857352,-0.05872229080677454,0.09890855785526458,-0.0417038168221045,0.02140874616359328,-0.07171682729206595,0.07918876343381079,-0.1303927477535529,0.17297530709024037,-0.1454814007257019,-0.062109304848351844,-0.07341390024009802,0.3307902790830395,-0.11064759575494178,-0.18619458759175256,-0.003822605254752389,0.1740390841700835,-0.0029974437900456823,-0.12861901833178424,-0.11280047770274326,-0.04445739531377483,-0.24815224746223982,-0.06956872969048059,-0.09330940489952333,-0.11124509083205641,-0.03494098097760176,-0.057004485946059086,-0.04108718519777901,0.03932713512383792,0.13578211971923929,0.10464264816818346,0.04342075275097586,0.1401457729203843,-0.008422424199146735,-0.011223261212384443,0.20340431289070116,0.012543532390786745,-0.17869789723401636,-0.10250284244749955,-0.1422858045836847,0.18055159699995302,0.13050725402717298,-0.015157899453902288,-0.1164154368193137,0.09495493333426368,0.09203366086690258,-0.08995911740355378,0.012941407058507695,-0.10521512823621934,-0.13869798675440018,-0.05090392962085225
1400000US22005031001,Baton,-0.07685781476769205,-0.032335459768250044,0.039835608668799954,-0.08374040202343128,-0.10504503005186053,0.12789038685952536,0.08266117921474024,-0.038604891502085986,-0.10246888332684177,0.04104910427675135,0.07676351326695897,-0.030699259086834452,-0.10046759978978623,-0.0018261963881302085,-0.061933654589895665,0.04618804119668606,-0.04847300998873492,-0.04371613971436868,-0.11189580032775463,0.06212214913052395,-0.1545766708407052,0.16475579973648816,-0.12070961239921155,-0.05818418086349758,-0.11039742953024301,0.27278340002604606,-0.05550209972960806,-0.09289141363363361,-0.0179711041280901,0.07587854084146546,0.021601304636171076,-0.09492168616917,-0.00729194915322293,-0.022880518765062145,-0.17397171803680775,-0.037709525405027575,0.01577768821169045,-0.07489670203022819,0.06296594212739857,0.06099050578120025,-0.01065147844798043,0.048989239963628646,0.1760965426504033,0.00947379338730219,-0.043955840717451275,0.11268899176555995,-0.005671261134482021,0.0055248651546003546,0.15049056500236707,0.06137926323565004,-0.056786816250931196,-0.07522275673784963,-0.11845781965692764,0.09618784574030768,0.1363732429548592,0.042641903608651874,-0.1365522885047503,0.028563777272721212,0.06044795265169896,-0.11762403480394754,0.021343167792874502,-0.1492355613470085,-0.1293414795184928,0.03112127970790337
1400000US22007050300,Baton,-0.005356611025061948,-0.02738350279089583,-0.011377184852992762,-0.12125978064079132,-0.17181080799098697,-0.02270000699939904,0.13767797218395975,-0.03726473313805132,-0.14741072214521334,0.07791602834297838,0.09466271062586132,-0.006413998799524976,-0.09095889096573112,-0.013682108465505485,-0.045107348240018566,0.03626999875737972,-0.14676840585227255,-0.09707156364766614,-0.1433819114421499,0.05321617384353765,-0.16015139641911713,0.12113128972033109,-0.140977812102453,-0.015966449656148102,0.03366478183615964,0.3199953249122037,-0.07830997629036791,-0.024206714400352942,0.011683809030886949,0.1185438326046736,0.061364332004713945,-0.11653572548664487,-0.12851010726552692,0.004204867943453583,-0.09436459887852558,-0.07776643484250371,-0.04556226151688784,-0.011669434330377811,0.08117319832051319,-0.07755947118602957,-0.06933511572603272,0.04777241127341564,0.15344497466781323,0.008196535120470578,0.00816763736763814,0.0596406604805482,0.03741510175983036,-0.09767516020356125,0.2417901000890214,0.07518293414164516,-0.11166081687613708,-0.1915085669113291,-0.04195741851914255,0.11224216466054467,0.11455303404839806,0.03937663586121126,-0.07434009410674264,-0.03984996777321454,0.006343303065409414,-0.07287461937103458,0.031063212055982063,-0.12425104144937699,-0.11311901098439084,0.019231202430575953
1400000US22009030900,Baton,-0.001204070815071682,-0.09934825122723374,-0.09657974495883215,0.010167058028011532,-0.08414758451514431,0.055446556686447816,0.10282509387322769,0.045119886525508614,-0.08081395083060372,0.06627929463265464,0.08989740433115685,-0.09609088116751432,-0.06963947455556205,-0.059686939757141115,-0.05066410578012745,0.08868097004909826,0.008720364696950962,-0.24664849013542217,-0.07116378674947925,-0.015382319943611491,-0.04957408029912843,0.0590801894217229,-0.07343235255124608,0.059163259353122055,-0.16777154475228934,0.017435992220950793,0.02550591042279564,-0.1963453157294587,0.028688814943713586,-0.0029304469466810037,-0.10545800173154764,0.08886401479522948,0.12088139017887835,-0.08166392190324465,-0.18478336526420455,-0.010963429436351068,0.17847295944839897,-0.12816283431402647,0.04719762865171359,0.22050761167859784,-0.18250193633698322,0.04061741273910834,0.3013382730048566,-0.04536337625694746,-0.1023394374785937,0.18954692839598566,-0.25831645991393914,0.14646912207136778,-0.054268551616257626,-0.14233699719455034,-0.007647799883772078,0.07956381355820943,-0.18694735117977343,0.027800496110379148,0.08053521532775249,0.022999907601684577,-0.06198806686386837,0.18163234648262022,0.17620879611685636,-0.12878867639415292,-0.0699656652924904,-0.20354290416893253,-0.059830098068284,0.30827324779839177
1400000US22029000500,Baton,-0.02746865522789256,-0.15888097165631437,-0.09010346493484578,-0.03992307858633253,-0.12095382249104558,-0.12249649184877288,0.09905507587209504,0.014133151889540174,-0.17050634604577528,-0.0026063268895278042,0.11241633980568598,-0.07870316267455696,-0.07309658656302652,-0.059834058917720784,-0.09264588796767899,0.020462752333744654,-0.13439718377017135,-0.1692504628837635,-0.18931914131678954,0.02475309073793667,-0.0753017169042967,0.08153712952075251,-0.11711701831559133,0.006223475822321321,-0.02791831863686658,0.14549928628669176,-0.01657601967094357,-0.026969803860799984,-0.006777320670566172,0.08933247861562864,-0.03412765197613544,-0.09495527782883043,-0.00628294745613019,-0.061599844502994286,-0.16540903428699788,-0.17756482439529392,0.01668534277140661,-0.0876520800073996,0.028979087186081484,-0.04137606370699461,-0.12957480973945734,0.05598452159656687,0.24731050277482944,-0.049343167533220114,0.038153879359168044,0.10949885285097744,-0.028688170137438122,-0.06247780691138468,0.16916828251133528,-0.03243010813775906,-0.16641388969972604,-0.03678576079591631,-0.1172429029848062,0.09224108239935142,0.07777624089698441,0.18447733793309387,-0.02839719867968159,0.03800820885128865,0.10632075543025912,-0.06785286871342446,-0.03230344442896964,-0.17611410926522889,-0.009165701964826124,0.17305225585482686
1400000US22033003809,Baton,-0.004003567901844934,-0.22804237622764031,0.06217761122335082,0.12076324408839892,-0.04849719895686965,0.017250200863631947,-0.028932188388785904,-0.08634615540077684,-0.08767840526918388,-0.0647144038456638,0.07052871332223466,-0.060277447127154195,-0.23904475194228134,-0.09416660797790134,-0.08146339677092346,0.07139627960162812,-0.03331833936991194,0.07583909093716944,-0.007303034632844124,0.060152252288514334,-0.06561449290992911,0.1383974825352031,-0.13479334331180323,-0.10544831958395658,-0.08211882510348888,0.34255998971138407,0.015785124796385254,-0.046410133780017876,-0.02952087934889596,0.1123591473626357,0.07735756590300742,-0.10001579166219424,-0.16976887809073438,0.030835547111968255,-0.11177982100328072,-0.06750486445400332,-0.06257871636449548,-0.08852310004394248,-0.03319364482371614,0.03957424289696358,-0.05391243401358444,0.00986474803293373,0.17228590312848593,0.06878705661790105,0.1321569388653753,0.12431465957177022,-0.009335690219426627,0.0037675558751453764,0.19550578040101216,-0.08777881685683288,-0.09805099677778167,-0.09721274047025431,-0.21652664631167082,0.1781686695149922,0.16392157556580272,-0.13823425564314448,-0.028905070022231118,0.09807833474076166,0.12876095538843527,-0.08675808914571355,0.07747028770066375,-0.08287676722419961,-0.10819782553962663,-0.022151692340883537
