cb_2020_3,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,herbaceous_wetlands_pct,B01003_001E,tract_area_sqkm,population_density,y_log_density
1400000US28049010501,-0.0833333308499265,-0.0019795348101599,-0.0598079074638204,0.0855006081762347,-0.0677017245371885,-0.0782618140332003,0.0623939746320804,0.0409824262489445,-0.0073260986539434,-0.0375918077293348,-0.0181201629071945,-0.0392605774131515,-0.1858204121044084,0.0195466279172566,-0.0832915293404576,0.0294173728949479,-0.1228382190496096,-0.0683865745614902,-0.139532538921449,0.002624051576551,-0.0832529928849071,0.0776426491967045,-0.1196364015379244,0.0019878838379816,0.0154290750985669,0.1739989754501367,-0.1593088875226173,-0.1227486667399385,0.0139995433048839,0.1729535723207177,-0.0288792321553559,-0.0618478085502222,-0.0306918658675459,-0.124582891141087,-0.204195387697735,-0.1104536260709928,-0.12525530142027,-0.1833795659841627,0.0358621801310006,-0.1119840751942014,-0.069767729232678,0.1037981076390558,0.2092812882583606,-0.0160105448725689,0.0793325187866277,0.1050885190840662,0.0015761123427399,-0.0983300167411281,0.2429665217579108,-0.0690344727850781,-0.2310726600026706,-0.0281580263557194,-0.0290180186950185,0.1441003407313521,0.0908691393013868,0.1597601962239855,-0.0656326781868196,0.0976711107014864,0.0562966111843731,-0.0985783850588829,-0.0520620522389381,-0.1441206546174471,0.0061309387017054,0.0462703691505235,0.0439815138018179,3954,134.257663,29.450832910744168,3.416113347172422
1400000US28049010502,-0.0902179904262241,0.0010281165321661,-0.0557023902496957,0.0907909743467071,-0.0598868408379317,-0.0652771986890881,0.0668123865486418,0.0565592677873994,0.0034602129735487,-0.047955438765765,-0.0317510204124767,-0.0196598890877818,-0.1830531653565531,0.0415067784186265,-0.0721838659147227,0.0384960240709241,-0.1166860308379443,-0.0423604862972317,-0.1143126435146532,-0.0126740630846856,-0.0743714614552807,0.069963755480952,-0.0943141471538199,0.0111919431333669,0.0084288433112905,0.1637072254717357,-0.15230124699533,-0.1220744804302794,0.0014372077589284,0.1475724858766882,-0.0378926136821608,-0.0533887739516705,-0.0124128681001341,-0.1203543001759754,-0.2123293945690745,-0.1009466028026769,-0.1263501179125131,-0.1857997894450665,0.0410076596055511,-0.0875552840539307,-0.0528381317642469,0.1076384122319701,0.206497912557249,-0.0302597495569161,0.0569431892368441,0.0906401843437299,-0.0036409234569058,-0.0938631019049071,0.2261531916644935,-0.0701603173850039,-0.2154711533014255,-0.0131947615338154,-0.0404663038278564,0.1479278032185352,0.1002961184187502,0.1671677231254837,-0.0742165229019795,0.1181767850844074,0.0592415388565586,-0.1146385500070742,-0.0561526651548993,-0.1423099493864833,0.0024473514064637,0.0409154532793436,0.0336856777790684,4051,252.64095,16.034613549386986,2.8352473651724233
1400000US28049010809,-0.0946067312456233,0.0119518778307095,-0.0353682630564956,0.1332259066553259,-0.0496028365884476,-0.0636625376758675,0.0355449732016178,0.0299484475696553,0.0370543559422189,-0.0542306393447167,-0.0070547717472711,-0.042302336667808,-0.2390917762351843,0.0013282830343115,-0.0883928499115656,0.0561467646482246,-0.1062145262797066,-0.0374049031603591,-0.1343598658129979,0.0123643125919239,-0.0722050162069511,0.101605857763926,-0.1326786582919454,0.0011459933933642,0.0020642115700588,0.1913779933005128,-0.1848035948449004,-0.152615294791844,0.0253473945420025,0.1879468821593859,-0.0320068561717744,-0.0281924371518729,-0.051267138229264,-0.1015256547288105,-0.1960874995117398,-0.1033487150236275,-0.1334955536461683,-0.1885894855133556,0.0093766288694941,-0.1268873923623844,-0.0772544772992747,0.0890058796823627,0.2067098485758763,0.0136471075599525,0.0839821118910037,0.1245394298976007,0.0064358329707365,-0.0763107728708742,0.2443671644940897,-0.0959029369162846,-0.2308582334371126,-0.0233782126649993,-0.0383219866793799,0.1765495609983589,0.0994527803889376,0.099735017104289,-0.049542056185143,0.1048932176983665,0.0589526694429424,-0.0914937010188429,-0.0354146769780618,-0.165568416797279,-0.0182169243190308,0.0153675551482655,0.0102569362531411,2822,17.544152,160.85131957361062,5.086678133404266
1400000US28049010901,-0.0787755341863551,-0.0179950475272421,-0.0299974298580056,0.1568424767169418,-0.0390586125462455,-0.0706953665333372,0.0107206370254627,0.0097231106007108,0.0279038941526648,-0.0544703188569297,-0.0068114161522671,-0.0410267238967604,-0.2539818427412366,-0.0173373170314013,-0.0831974459790089,0.0439539565889737,-0.0983455933958112,-0.0274536221046161,-0.1156600152785789,0.0178046290661755,-0.0845904137157646,0.0900570930141334,-0.1216088133108059,0.0068176046982402,-0.0236101647618816,0.2182645133821854,-0.1751537272236356,-0.1390732125902296,0.0373510147708698,0.1919592197356522,-0.0355656580619664,-0.0281880397948548,-0.0452052554705867,-0.0782209570093373,-0.1900962637611121,-0.0932217373171645,-0.1101021454147851,-0.1666048312943755,0.0046396206784497,-0.0919183042667712,-0.0767707332697239,0.0994875022841032,0.2054029820089047,0.0315122419912371,0.0994060810335178,0.131914340610475,-0.0136582806583995,-0.0622462681840695,0.2531866034096148,-0.1079036258835504,-0.213358691962641,-0.0028964627099559,-0.055839293870678,0.1811684306633489,0.1154063163822594,0.0510933108868733,-0.0523958597133746,0.0974395320830607,0.0698133986888874,-0.1016033317098073,-0.0297640066658112,-0.164073454828185,-0.0229710566786839,0.0172063724022442,0.0539422817585183,2836,9.930595,285.582082443197,5.658024995795649
1400000US28049010902,-0.071419477062664,-0.1203210942852558,0.0018425747471723,0.1663201730157716,-0.0211265250692075,-0.0576928520747806,-0.0243094212546631,-0.0657052448167883,0.0024507304424038,-0.0765576413677652,0.033892145954284,-0.0440302330826447,-0.2844447939655802,-0.0466376030529138,-0.0971719058359148,0.0081192561119465,-0.0829877269230705,0.0243380218982934,-0.1007869789638988,0.0163207569801121,-0.0606316601569384,0.0957237942744076,-0.1363652232693875,-0.0377220751094484,-0.0611937262943643,0.26665622514248,-0.1061201022572264,-0.1136366277033662,0.0248194741660039,0.1552011358753444,0.0034403650981735,-0.0413110813820684,-0.0735104271082239,-0.0498337170319175,-0.171807577802493,-0.110172395377707,-0.1095098898228939,-0.1598678282313076,0.0299121246160548,-0.0109631401669873,-0.0911109285493179,0.0610582095325082,0.1813515670851183,0.0354161725723497,0.1086102768591133,0.1249675636127166,-0.0030471365838823,-0.0265578428432935,0.262691324059066,-0.1341578979730228,-0.1450821832544538,0.0105608522932843,-0.1049687519992492,0.1916455410507317,0.1396507793561299,-0.0441632207639575,-0.0272648654852472,0.0894393911305047,0.0695537998520485,-0.1021272526745256,0.0173364917406328,-0.1455166691080076,-0.0635738757510934,-0.0049689446884474,0.0,1575,5.765413,273.18077646822525,5.613787656968968
1400000US28049011500,-0.0471910675756983,-0.2278201476253735,0.0739356257473183,0.1184197592576364,-0.0166277956863884,-0.001477096464624,-0.0050032092419782,-0.1411913707396341,-0.0479793613554612,-0.1027810852234944,0.0810423561892884,-0.0762019814606868,-0.2524442837818488,-0.1200080610204784,-0.0949315813373083,0.0202594806907917,-0.0390321434557353,0.0777665624295933,-0.0766295554387719,0.0480046639389565,-0.0299760198020192,0.1344756598132433,-0.1710877753768571,-0.0587342080528005,-0.1082255078600304,0.31596117040351,-0.008181820649652,-0.0891209861756371,0.0092213951933066,0.1061389141837493,0.0119686042300628,-0.1198923006358364,-0.1450652980737524,-0.0212514625614044,-0.1189240260750139,-0.154165115838189,-0.1004580492171653,-0.1405607557147804,-0.0098928157353789,0.0344618784087923,-0.0776009097302849,0.0287714018670141,0.159133598909479,0.0342473370977332,0.1412341115452376,0.1342078995433342,-0.0174483048590736,-0.0152044211413208,0.2284464647581469,-0.0918238266997192,-0.1092696312242036,-0.0022423556916143,-0.2201177584578924,0.1790641708620131,0.1631501092837422,-0.0854207112414586,-0.0208602028311187,0.0815279554440975,0.0930252303115043,-0.0852874455819407,0.0620853740931533,-0.0677153773910097,-0.1505431091587369,-0.0200685884891046,0.0,3294,1.878064,1753.9338382504536,7.470186436186751
1400000US28121020208,-0.0547246540774704,-0.1190791387944142,-0.0120030441429044,0.1886777195840041,-0.0287117547081024,-0.0222282305479825,-0.0137605591981852,-0.0369375329536936,0.0377927883057441,-0.0998270608001407,0.0150220673747284,-0.0565437192032022,-0.2890649077733292,-0.0194335229382357,-0.0837793232419265,0.068452733247026,-0.0786750626471576,0.0248520595764658,-0.0515078353348892,0.0291810958482279,-0.045742674495141,0.0847097109161275,-0.1006930773339875,-0.0085617653104518,-0.0483368580000462,0.2809379729956102,-0.121459083490102,-0.1159086367809126,0.0316330622362305,0.1525699305144417,-0.006346040244711,-0.0264409326489932,-0.121516897334706,-0.034123370693545,-0.1555337335879398,-0.0875396450456994,-0.1406361062359815,-0.161303636257347,0.0080878763899009,-0.0382595162711075,-0.1090769241276396,0.0538866307546591,0.201759610749562,0.0483616167027542,0.1074200031965037,0.1517699567952211,-0.0294110512934624,-0.0267232461425287,0.210396089350457,-0.1459067299003626,-0.176464445086225,-0.0144433659432207,-0.1108551291608788,0.1928253864622437,0.1597118838888778,-0.0400082656989998,-0.0288036279605305,0.1228798180366462,0.0956996538317904,-0.1044823157831783,0.0332365555386721,-0.122589078740116,-0.0248124596186812,-0.0175495317632617,0.0,6023,8.506345,708.0596895611453,6.563939711368097
1400000US28121020210,-0.009309166714052,-0.0669795868924391,-0.0994014561946025,0.0390533603098502,-0.0654072220658994,-0.0181529187891159,0.0382241768943518,0.0289060294671271,-0.0170506202879484,0.0004122708728926221,0.0394158559313771,-0.0448762853682973,-0.1358506856834256,-0.0126086567919215,-0.0304540620868042,0.0507277987877867,-0.0941766798110236,-0.1062348622052017,-0.0969570703269602,-0.0344727488589111,-0.0341650706541892,0.0505127222391129,-0.0662235178400004,0.0692141869749426,-0.0909815391449772,0.1312405158763762,-0.0256409676284282,-0.1408713385805681,0.0418707300268866,0.0730590926058084,-0.0548319109297765,0.0839245120733032,-0.0051499242591673,-0.0831708776940404,-0.1780448156429232,-0.0433327306383248,0.0520704578000029,-0.0931498764087502,0.064954309064851,0.0667596642359262,-0.1312203039865075,0.0208560624043766,0.238081252531033,-0.0166348130057803,0.0329110831265699,0.1782535154282899,-0.1054752207256641,0.0218145465432901,0.1108761638079117,-0.1238930603517088,-0.1065046778499721,0.0255218259562917,-0.09642222839902,0.0877397030795089,0.0994009576609628,0.0666361072086469,-0.075466481164962,0.1524488570995508,0.121993478928514,-0.1248841920807276,-0.0368352852792255,-0.1198026982741297,0.0142306062449578,0.1825668383163591,1.7431265351398464,4985,59.846514,83.29641388970458,4.434339324241809
1400000US28121020212,-0.0672791903555526,-0.0847497394411014,-0.0269940201842812,0.1615995007969688,-0.0416385874478709,-0.036427710657885,-0.0465852905847339,-0.0388977588770162,0.0320707905698058,-0.0809118842323116,-0.0243657292917547,-0.015229587261204,-0.2711330817662645,-0.0104720111080265,-0.0933061512478924,0.0026024891146274,-0.1031762590659369,0.010420826174034,-0.0748277939526048,-0.0158441909278735,-0.0624966873849768,0.0588384425310214,-0.0910996464513708,0.00041556391517535177,-0.0642323369101671,0.2597948307542559,-0.1236391919885522,-0.0906478741376115,0.0108164768956298,0.1797543500448869,0.0274285585661271,0.0037015567240655,-0.0313119574744089,-0.0386275879947096,-0.1799853352242274,-0.0667823732731929,-0.091537309956807,-0.1286131502749891,0.0678728779170783,-0.0131849717344225,-0.0825788515302538,0.0743824710960733,0.1908471727876114,0.038990448565104,0.1362288612299168,0.1402683138130376,-0.0225622173832257,-0.0489391065433732,0.238014098536369,-0.1631103438872593,-0.1424874685448125,0.0321120923983624,-0.0729243542593645,0.1606031046187168,0.1555216548730277,-0.0159023053671593,-0.0549435278601885,0.1163963347835519,0.0929615487362432,-0.1237590488295496,0.0062814919624951,-0.1337710740045695,0.0035206861032109,0.0206108528716115,0.0,3383,7.918957,427.202723793045,6.059596737165349
1400000US28121020215,-0.0781729473850975,-0.1380486307171708,0.0098174419174633,0.1624944303811653,-0.035925745470421,-0.0111118223175601,-0.0272839358334489,-0.0746638988746869,0.0050485040886968,-0.0798005529866001,-0.0014105931660986,-0.0460910267006001,-0.2758741271680731,-0.0293987447426106,-0.1001798551541,0.0098443874860074,-0.0859506112692904,0.0280749770377803,-0.0636671513359508,0.0126091488874316,-0.0425832129912583,0.0827464872346094,-0.1143487881708561,-0.0392009339953767,-0.0898605040667165,0.2778998096458128,-0.1124854568732929,-0.111095461207129,0.023873870274682,0.1650710791363083,0.0217251921180962,-0.0454879648102293,-0.0601827588303858,-0.0457597702163927,-0.1890745606809102,-0.0763164419982829,-0.1142181532649905,-0.139021959522105,0.0409213866734494,0.0024663262844422,-0.0965398421795073,0.0521804229578423,0.1654528807798792,0.0326886939074707,0.1319010903051237,0.1376995543982395,-0.0215180515746752,-0.0194046099237646,0.2178177397453814,-0.1429766702779943,-0.1387676722483984,0.0364202940332191,-0.1076715890487483,0.1723453547997516,0.1576948516138488,-0.0449825174785399,-0.0531762386069569,0.1177899592448115,0.106321480141559,-0.1232557936400916,0.0342601660977225,-0.1307623572412495,-0.0355513475282889,1.1618134017709402e-05,0.0328119873126982,4879,8.208029,594.4179778117256,6.389263642636623
1400000US28121020304,-0.0775581670327175,-0.091283218577009,-0.0369332671309307,0.0235636845387824,-0.1017312822968615,-0.0660195341369063,0.051058014126465,-0.0412686137636037,-0.1054717198844754,-0.0367749489052356,0.0368687665498106,-0.0502645192676377,-0.1789649804889422,-0.023308414198827,-0.1069046672744551,-0.0103627122548586,-0.1295783320124898,-0.0730323157813117,-0.162004989069032,0.0181783119090804,-0.0934601646732865,0.0737560676776064,-0.1619904634543996,-0.0306209987476715,-0.030073841768248,0.2426111964518772,-0.0786078085165046,-0.0852580731700304,0.0191669339232382,0.1457206567643391,0.0033938535548987,-0.0971183092244746,-0.0632560797477166,-0.0806563808570316,-0.1787957074890183,-0.134217430528595,-0.0616970362457066,-0.1463657779701378,0.0403268724355687,-0.0956613626895807,-0.1008391903013337,0.0781997880131898,0.2053003860900243,-0.0047341780667824,0.1063243315775418,0.1117211782079873,0.0058832242244951,-0.074560168294359,0.2481329406274734,-0.0530748007484408,-0.2129601380796052,-0.0440947310072497,-0.060783427548952,0.1257550372074985,0.1050387322836983,0.1187702519709711,-0.0747595505658729,0.0407628664969647,0.0944748253594405,-0.0632872711974018,-0.0232374785428446,-0.1505037605228542,-0.0364354686933988,0.0550239935808931,8.452196593039368,2656,43.019156,61.739937436243515,4.138998205571144
1400000US28121020803,-0.0635943646661421,-0.0186087888591635,-0.0744186581184286,0.112745658389596,-0.0666366717531634,-0.0841238246787898,0.0350798221754486,0.0516308209725856,0.0056857576809956,-0.0284647648010579,0.0054977861659969,-0.0245222128711066,-0.2206510893579648,0.0409304410798356,-0.0751498540925132,0.0412986871229728,-0.1279781134892822,-0.0752649080998805,-0.1046534555155988,-0.0336996454452047,-0.0575151997851074,0.049444018598486,-0.1140286932792155,0.0068343564885321,0.0253755542161459,0.1827192224902033,-0.1729757933905285,-0.0962522025153003,0.0101722659050653,0.1675886499404925,0.0035114357459375,-0.0286802935576582,-0.0592297960463871,-0.1046187013039497,-0.204359068403756,-0.0923674395201294,-0.1547530817919142,-0.1776340330638739,0.0555129841426549,-0.1047693725975885,-0.1110095875668188,0.0838154817266133,0.2077614325281997,0.0045566705113928,0.0758488124678787,0.1124547083009979,0.0040679096107914,-0.0752544029450652,0.2503585201302372,-0.1124212482416005,-0.2283734693699171,-0.053275625680142,-0.0226908889842888,0.1636297117979259,0.0931775806010814,0.111913352507183,-0.0496879345134265,0.1058645195122243,0.0593865704026634,-0.096449862420021,-0.0391762177279235,-0.1628985597144772,0.0318108924344198,0.0371662423879117,0.2699693849151127,2330,31.879798,73.08703775350145,4.305240587897616
1400000US28121021001,-0.0909014209297425,-0.0008873938888391339,-0.0367782029538143,0.1339631387899076,-0.0496152726376716,-0.0552355733973338,0.0307664256516702,0.0383322166928579,0.0402864910395413,-0.0377518775562646,-0.0185214780306618,-0.0347088228018686,-0.2283202202632778,0.0259597724285682,-0.0808436487839133,0.0660673697878181,-0.1024217863494319,-0.0353779759711939,-0.1050259412390798,-0.0083770033518347,-0.0599872178779744,0.0806520447869623,-0.1174250378920559,0.0106631774527762,-0.0008138150521070473,0.1762491155799497,-0.1854989190143986,-0.1516039371338624,0.0158357018289841,0.1790576657992289,-0.0276312571492483,-0.0236818895561879,-0.0481632406451301,-0.1124487344426026,-0.2170691537392818,-0.0799760165630974,-0.1560812183057211,-0.1852613115653219,0.0168222086609913,-0.1068092078240233,-0.0752990554076947,0.0831569243045997,0.1915274733093966,0.0169932772726824,0.0640806878632552,0.1195243264161659,-0.0065354073387143,-0.0724060913996841,0.2222933718723123,-0.1027947018374816,-0.2206998596373151,-0.0231662378149218,-0.0326268769993614,0.1776680021356774,0.0997613708818963,0.0909008213978535,-0.0525190011119193,0.1221440854707081,0.0682866350062605,-0.1103944640082055,-0.042919051291431,-0.1620322506052877,-0.006164187903854,0.0103168948657362,0.0701167103953677,5399,39.215985,137.67345127248493,4.93212189784205
1400000US28121021004,-0.074954648288759,0.000965098752383922,-0.0553357346158285,0.10947214718454,-0.069832699275402,-0.054351384420333,0.0424067150940829,0.0415916956000032,-0.0018749911155777,-0.0289275571285078,-0.0294936603969888,-0.0264787495524652,-0.2101542091385469,0.0441377316644312,-0.0753499271076849,0.0377629634256432,-0.1079035342794264,-0.0592106534429847,-0.0866914476836257,-0.0138261428275165,-0.0879695735105002,0.0490433252112101,-0.1053464809749095,0.0077334359845997,0.007450042098917,0.19186284235522,-0.182530285144439,-0.136243534945676,0.0237295934665444,0.1793758650073716,-0.0218007912534632,-0.0385022593606342,-0.0334491415644297,-0.1106676715603819,-0.243089614636475,-0.0747865313416165,-0.1329474370119777,-0.1775936469437792,0.0368616475510941,-0.0977280299450757,-0.0656787434077357,0.1106250386979364,0.1938028220988857,0.0151605401889632,0.0790004274349105,0.1046006735061797,-0.0154774251316462,-0.0872309510765014,0.2361050424594474,-0.0927020385602312,-0.2281520107272531,-0.0400216588186602,-0.0233890467099197,0.1658067198014514,0.0937326255368631,0.1144963628966065,-0.0743836058756225,0.1044121003839494,0.0727567491432243,-0.1158111813152744,-0.0540353364066858,-0.1397105744120475,0.0127710925193134,0.0307320453812208,0.2641718722634129,4896,62.494331,78.34310603308963,4.373781562707726
1400000US28089030208,-0.0486040504139037,-0.0473111187801484,-0.0716986156594904,0.0900568684821315,-0.0472638861749123,-0.0065547550828998,0.0350863678583977,0.0391291430717571,0.0027325862040038,-0.0210844737686999,0.0059031555818243,-0.0486980554785635,-0.1795567030573495,0.0072729004092801,-0.0570186851872929,0.0475739363794501,-0.078139023343593,-0.0775543481729365,-0.0801215309960233,-0.0142921283030216,-0.0433849934433216,0.0534223871512587,-0.0808064540520093,0.0327879851982707,-0.0587375586294835,0.1596836867221071,-0.1004057307932923,-0.1563880001361139,0.0334731020211416,0.1223047698056585,-0.0437676908373252,0.0485018596028204,-0.0147477164275453,-0.0867214123751966,-0.2022365522086961,-0.0474088039035712,-0.0325375477930625,-0.1384400440501875,0.0456926590094537,0.0195083024277797,-0.1069588831087456,0.0478941834671073,0.2268099562228444,0.0026332807127979,0.0533471249856164,0.1523028280435608,-0.0702080332060647,-0.00093211652514294,0.1443237035864223,-0.1283197294212987,-0.1528832393385507,0.0140547214943348,-0.0858244445435355,0.1241651813292471,0.1126274855678226,0.0674455640004061,-0.078763820534476,0.1558626192287767,0.1010933705073036,-0.1113109802532151,-0.0323790225325478,-0.1409844603605599,0.005991336967077,0.113834681453542,0.0772872186262196,5242,39.362767,133.17153237728436,4.899119073699001
1400000US28089031000,-0.0184201267705459,-0.0050013220599785,-0.097504441491506,0.1067331395782532,-0.0526787376035839,-0.0860645192708518,0.0431692743442236,0.0738496876994573,0.0289973067523422,-0.0270463420750343,-0.036963438103963,0.0073933584512946,-0.2083704611878398,0.056951334100425,-0.0597252007145358,0.0141853613441155,-0.1247260598738299,-0.079673218840503,-0.0556924733310032,-0.0434216371304852,-0.0611998149824467,0.021477568134921,-0.0655007779356234,0.0306098920774485,0.0390264959092123,0.1910361542991517,-0.1828557838113614,-0.0735638420041056,0.0224767475322981,0.1795185480288183,0.0090801034096272,0.0054336004697944,-0.0337363489050045,-0.0937196997433083,-0.1904082267669082,-0.0883258178303493,-0.1501986370504866,-0.16369322062725,0.0876546609839828,-0.0573722035423584,-0.0850559371685343,0.1165530219094107,0.2142214855007167,-0.0190804323408754,0.0873624024012845,0.0839274180689988,-0.0298316637937202,-0.1014942006894953,0.2432034465231288,-0.1193073907812301,-0.2173252727477124,-0.0422985476126628,-0.0298567043141401,0.1438539478917737,0.0922002570022589,0.124353640942063,-0.0585358747124995,0.1213930926922916,0.0479000351033676,-0.1114316165132728,-0.0448632381698296,-0.1284357113190065,0.0402950968410019,0.0627705299850737,0.0955303846958312,2259,455.787051,4.956261910126095,1.784443088019819
1400000US28051950100,-0.0546729816811338,0.0162731470878435,-0.0762018105806041,0.1004833901486292,-0.0370255500345803,-0.0765750228254102,0.056581606952526,0.0608178158506644,0.0372321643286735,-0.035174171994026,-0.0250143698681979,-0.0197446906186864,-0.212903053418624,0.007929803270553,-0.0866992521723144,0.0376041450604708,-0.1267266880833616,-0.0539641299144108,-0.1183112574305973,-0.0127024921959803,-0.0570144181115547,0.0615605527573444,-0.0965190267912685,0.0409540230861459,0.0357434046363169,0.1710718576146184,-0.1866181160193037,-0.0990983832153921,0.0292458417146806,0.170679256430953,-0.0303862630174795,0.001865070240357,-0.0234207652752308,-0.0903167487011414,-0.1638030474363911,-0.1188018851577496,-0.1388684540814301,-0.1803265872920795,0.0586595906479142,-0.0942167759419123,-0.0632218891650556,0.1083247153596727,0.2205525462733521,-0.0276684455503609,0.0979756233727449,0.095885084543855,-0.0069629963212895,-0.1115517841715482,0.2337231010709316,-0.0942770426338348,-0.2159773756703993,-0.016892102296629,-0.0390416736144779,0.1504688231032555,0.0772641437087047,0.1357751499686678,-0.0492855238587742,0.1001925289035773,0.0523027261466448,-0.0848944340417023,-0.0609299879397504,-0.1435176736474461,0.0024597200529977,0.0418201013193002,0.2052359275404644,4412,345.396756,12.773715801777826,2.622762123961904
1400000US28127950301,-0.0135200396655113,0.0208547641219158,-0.0797716473072841,0.1444629186842103,-0.0630473050159424,-0.0779112529321211,0.0114074330712134,0.0712872728602909,0.0400435574422052,-0.0154616316888215,-0.0499346571837913,0.0268939855028052,-0.236195029154446,0.0511844128434061,-0.0482882694351896,0.0242336069726371,-0.1253719018494097,-0.0611447628816097,-0.0375341374765521,-0.078539943439469,-0.0826991223163747,0.0225922723126932,-0.0699852352868573,0.0340774021519162,0.031204014490508,0.2053102478096097,-0.195921566827737,-0.0766805935809044,0.0246664471498197,0.1827678835044019,0.0315610185192356,0.0256618553355714,-0.0253904969976156,-0.0783758963118785,-0.2111165840961467,-0.0437456480787501,-0.1194862429065543,-0.1489340559458272,0.073665996191416,-0.0666593798017183,-0.0783310196965248,0.1114850899218445,0.1978622052047504,0.0085934767594838,0.1046025072882936,0.1025201155726091,-0.033780838098434,-0.0991995071618217,0.2368366564747191,-0.1213678601284487,-0.2045284733139737,-0.0518900825367375,-0.024579233927748,0.1573881085250437,0.0893855615135082,0.0701004924217601,-0.0490703082951866,0.1156222052573553,0.0669579427164786,-0.1341523674480265,-0.0412133749715617,-0.1247849694409536,0.0635796949324987,0.0482473105152921,0.0747361990118213,2366,304.082435,7.7807848388217495,2.172565793039475
1400000US28029950400,-0.0565273036578258,0.00014228014431236696,-0.0073119658237097,0.1881503295936124,-0.0322270535368686,-0.0734666803616782,0.0137388870374935,0.0213463237208077,0.0635369591949479,-0.0555489480560959,-0.0096059591438767,-0.0254266296563432,-0.2868935511309403,-0.0188473309670634,-0.0859911247529559,0.063123700128167,-0.104796439898348,0.0124272878177585,-0.0979732972318891,-0.0265468504361763,-0.0681848855828275,0.1137071588710533,-0.1115291428103764,-0.0031073157857979,-0.0136640821355598,0.194606049928737,-0.1802831201066385,-0.1307372034238273,0.028624629584625,0.1756346933644678,-0.0020716364119001,-0.0009028546707376598,-0.0305033678812847,-0.0695563830527757,-0.1979652284675073,-0.0834978616036445,-0.1172525656065994,-0.1739435715422401,-0.0028344026208515,-0.1074214432290025,-0.0727183715568533,0.06383133256852,0.1895088060379894,0.0283680025694781,0.0933902360174719,0.1377690591883823,-0.0158361240435082,-0.068110048754136,0.2358054800334785,-0.101251186905439,-0.185494071646143,-0.0105213748931772,-0.0698611235116492,0.1963965462028447,0.0982579749006776,0.0085082547379377,-0.0132454499527713,0.099535169166073,0.0755682809445055,-0.1165214742073908,-0.0160484188266789,-0.1663102127701805,0.001330742456705,-0.0070511779122176,0.00899401897738,4913,19.833642,247.7104305906096,5.516289290382676
1400000US28127950500,-0.0961167498788827,-0.0885880261297384,-0.0164442988890881,0.2182863693804059,-0.0724770981990821,-0.0755670617800954,-0.0051130535558548,-0.0157420442204611,0.0017153782139437,-0.0662743292761143,-0.0530518482648934,-0.0324664533058474,-0.2461162172096219,0.0446418795375481,-0.0781277730492301,0.0365942314689524,-0.0780712196922516,0.0291566257521176,-0.0243044429231011,-0.0397655749409334,-0.0756587294785044,0.0525670983489483,-0.0747950890810593,0.0089829747128071,-0.0258397474072724,0.1686829321583638,-0.1276913827680566,-0.1433162116409659,0.0226192124026555,0.1674582257598472,0.0272053745691861,-0.0438883294066082,-0.0527187419275536,-0.0769007934012741,-0.2452086439224087,-0.0142248006340445,-0.1304600851790717,-0.1345928219196945,-0.0339782337650449,-0.0588323267389501,-0.0434598098640636,0.0626349621187652,0.1278972766014885,0.0754986174883353,0.0837572228750682,0.111256447210119,-0.0473212632232675,-0.0794228418272325,0.2310814596208572,-0.1300616944433718,-0.2038206992385915,0.0008747656554720034,-0.0696857430616522,0.1611915019854168,0.1439432744546736,-0.0027674294360005,-0.0537657108953795,0.1381088788427914,0.1075144362255401,-0.185732469728572,-0.0165977841906836,-0.0978583938697609,0.0445860469697457,0.0272137102847526,0.0520041603328266,4336,22.490693,192.79085797845357,5.266779525890211
1400000US28049001600,0.0172318435569866,-0.2254251574456973,0.0535115476379378,0.0840866040424168,-0.0092481893299212,-0.0463793112806297,0.0277029451811737,-0.1566427485602432,-0.0405017647414433,-0.0985326817436937,0.0208360093201822,-0.0843172773843079,-0.2874366841626541,-0.1508355777830974,-0.1012451207043122,-0.0669683507654651,-0.0230714593009803,0.0709053039467586,-0.0749874553324933,0.0416952920474453,-0.0027005480827578,0.1126154893220336,-0.19840928482207,-0.0827144950834423,-0.082946805809108,0.2911626397308716,-0.0239939288079532,-0.0828571203385529,0.0253466415862992,0.0929403656812478,0.0718153650291185,-0.0795769262369874,-0.1224613156760792,-0.0069693580705109,-0.0625117987306002,-0.1125905392301456,-0.138283712557002,-0.1403751569190992,0.0273211614679303,-0.0133639536532706,-0.0924500728836194,0.0171069443115645,0.1122991715664682,0.0230096271956643,0.1307372808267565,0.0933580811703563,-0.0537172882301484,-0.0300970471788302,0.1502573197660275,-0.0641659662995998,-0.0914792884165238,0.0265632310168024,-0.2457274643153143,0.1722472969194874,0.1699783033909755,-0.1288658817756548,-0.0141426049118373,0.0973880162183196,0.0893686274794505,-0.0650037364868307,0.0849466687789028,-0.0893926871671861,-0.2082989938468122,0.0467757237687555,0.0,3766,2.886089,1304.8800643362003,7.174632471267277
