cb_2020_3,PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
1400000US37075920100,-6.470158825978254,-2.8146474890165183,1.2764800455288354,3.9844750887391966,-1.346514166429653,1.6582387583821134,0.5772287128947662,2.715756561259392,-0.1289756878568246,-2.486282199823365,-0.6819985695131112,-0.4937147136376166,-3.859027913102117,2.858977364285167,0.2406435163610002,-0.8707929668801204,1.589111493897303,-0.9535912935190508
1400000US47093000100,2.8240202995103956,-3.405452237819766,1.6234161543567271,-1.2602230476694893,-1.451080437646208,0.9817965898990367,0.20134029110276935,-0.10448806240128128,-1.1571375307884568,-0.8904035945957516,1.653757324031537,-1.7223959196526242,-0.996382398437053,-0.3633476522215385,-0.906522602805879,-1.7554986777090487,-0.2778859898387099,0.4889670047737272
1400000US47093000902,1.5962277448573292,-2.335103429342532,0.7247907158409488,-1.7319406968666098,-0.8271056049410866,1.8956844011605882,-0.18189602601307545,0.9095514891635686,-0.7379310165800793,0.06416801289785187,2.2325037253740576,-1.8166938197234026,-1.1513143335168425,0.551536586443972,-0.8394106705778002,-1.2237691492680005,-0.39759085461251265,0.10490148310352018
1400000US47093001400,-2.4425885200164252,-1.0301079757483245,-2.2295645450736568,-3.2474655678340913,0.05028371622792469,1.7202081552860162,1.119547791986779,1.8622184261005617,1.0306527322781602,0.5573621783177254,1.7654467352771133,-1.8907862533166095,-0.5978491105361362,1.0842255852644012,-1.480337325072743,-0.6669296657390982,-0.6281779108741538,-0.5246540579654457
1400000US47093002000,-3.6826305974106788,-1.4980424122366194,-3.0319088534691137,-2.4209914930011456,-0.33727754271755683,0.7288688292265378,1.1703995811809924,2.257680181455771,1.514824831078462,0.6613947244228406,0.8620236110505954,-1.3273625301051293,-0.862357182711277,1.1320654783093087,-0.37681284951984817,-0.5263020932805759,-0.7041608945254799,-0.4471600652048716
1400000US47093002100,-6.781032811325872,-1.805194282736681,0.07749390103068385,-0.6003265622262092,-0.5167599031283036,1.6395822919009946,0.575655526947796,2.5441810290811415,0.21473413371956146,0.5744457585979863,0.9614584563774821,-1.9966931715837468,-0.7434182348445356,1.3468805928837486,-1.633794046182786,0.8580317632370352,-0.5223388367434931,-0.11313479258386304
1400000US47093002800,-1.9514515017114076,-1.6584483713331801,-1.343745674915079,-1.5444723459383118,-0.6055738229513018,1.2096672114828502,0.8405415185008617,1.908431170989871,0.13500738642659496,-0.004526750629307436,1.4510387344754636,-1.6199777767275727,-1.466898416445998,0.8680327859145305,-1.0617175929647238,-0.8607653582875641,-0.2075059778910645,-0.4570006667894473
1400000US47093003400,-6.420294244078797,-1.3811567680578705,-1.9120946206067488,-0.22576483897545355,-0.38668415750262985,-0.09691255361353221,1.3517951148134402,3.0884034638562095,1.0511941532779399,0.07166302986669693,0.2787244584977098,-0.93106089239616,-0.8363562253543741,1.0451236912475255,-1.075088321566745,-0.08323941486847056,-0.4720599269130716,-0.23970279270529646
1400000US47093003501,-6.128107967647382,-1.834301148549282,-0.10682094568337204,-0.1475379222952714,-0.7272403406822879,2.3547617174788544,0.011016556210423417,2.3937244586900137,0.9955314823078066,-0.11570456019686487,0.3249690458746245,-1.234270287393192,-1.1718768509249402,0.9287591472751304,-1.181902781599639,0.13605782493003127,-0.572938416607507,0.033553797107638124
1400000US47093003802,-2.659425080903129,-1.4939649285500163,-0.9779181879720776,-1.6312414892244487,-0.6289696493425531,1.2751946673954915,0.47253137358658154,2.3481427073536794,-0.29957197485171705,0.29612907558835905,1.757128330699555,-1.8147230286629015,-0.8853114192514688,0.5530931857804935,-1.1581737578122349,-0.6751113076355553,-0.6626702158176478,-0.350497779287746
