component,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
PC21,0.12100956993556056,0.07695100831768509,0.020584426580959797,-0.056615964372308994,0.059289778771452376,0.06067425588907138,-0.16581565683932178,0.09449324740469095,0.13889815985212892,-0.029228529296972287,0.19714975737986098,0.11008040766212385,0.015823589088188067,0.051931242763900674,0.021249971457986086,0.01476502148210317,0.11413149243954979,0.0028110856559392904,-0.042731061710483915,0.14903261699538328,-0.04056391626660033,-0.13487333182881878,0.15756163047260535,0.016959525653592187,-0.10257479719748891,0.15865211257464526,-0.19927951173137823,-0.043862558601500956,0.2284671490369127,0.12811027632551933,0.10463318050463992,-0.1052895291369508,0.23839880786469528,-0.005545023712778915,0.04469396099444212,0.15348971306719342,-0.16561693728915725,-0.02390737310705433,0.03401046174048937,-0.26446081580636194,0.03527153956961807,-0.07854025952003546,0.3415282398998745,0.176059319120555,-0.11769787219876354,-0.0486892854734655,-0.06808403084547429,0.08156719746164083,-0.12171332450452652,-0.1471980269660465,0.10444430824902336,-0.027998521016745638,0.16649905053577313,0.028472328769651348,-0.020574763271313655,-0.02073350797208083,-0.0206450125709306,0.018588719656149756,0.2880924355259964,0.06720544813509827,0.16782747429916706,0.026290948420005178,-0.21650222108420258,-0.04227472868588381
PC22,-0.18139805068127265,-0.1882474030883149,0.003421763717150238,0.0003322412965064622,-0.12639202527943869,0.057801951791040224,-0.03263393463883235,0.1912494580881132,-0.013627435266274024,0.07047565137185616,0.14017993878827092,-0.23219022765316624,0.24093869448685068,0.08171439952278664,0.09697937895546696,-0.03546578699102062,-0.031127004714258985,0.036185904778928364,0.047398126049732106,0.042703748937696996,-0.026910591995783967,-0.060716739988571536,0.10300232294751696,0.1204269128709702,0.03424592359336093,0.03208359223919206,0.03860204304209296,0.0628263229758938,-0.23877604378181622,0.005043072533636672,0.0647739856721382,-0.13843901665505248,-0.05808558089785085,-0.12171944402608384,-0.010653102542894612,0.16157360613754376,-0.15475663985851448,0.29878150031912026,-0.06989125970747885,-0.15807690531222945,0.032029383493635155,-0.1559481637147085,-0.11449609326161236,0.0437481832547935,-0.18065159399429045,-0.030294257316497056,0.12837127940544343,-0.16196870490578885,-0.05426686206148901,0.017877267473318387,-0.1652869475458506,0.07707859177655413,-0.11879857597266016,-0.08553072062961714,0.1929402167359912,0.029903696732993985,-0.12763899340408008,0.34507131223243476,-0.11398895620487495,0.18399148163271115,0.11002025171818816,0.036883907079610076,-0.023930738316118545,0.01447938908190456
PC23,0.03810500548343889,0.0257649180852599,0.14978599451374863,0.10081886124611429,-0.1389442499279134,0.11329719480436545,-0.19759967938440232,0.21366635766558276,-0.0243122680830128,-0.015689492752231277,0.14050027108646593,0.1454188664832165,0.07573419082233829,0.021991090363773225,-0.017473192395317028,-0.2942151437237793,0.028714566979309606,0.0912636443364223,0.12401641915344208,0.1465201585047832,0.08648333288547544,0.12834809292627336,0.21502091025225462,-0.18688602519297934,-0.037390913741243516,0.15443339580000875,0.019654707884885457,0.016864701907029156,0.027282362596210013,0.11501030264724472,-0.13589665003071874,0.026049378476983923,0.010436047171086038,0.017331124887328735,-0.09485261067099765,0.011998936652480086,-0.020209860917693945,-0.3551441504981035,0.07266085993027474,-0.1137037397562451,0.0026641852396675093,0.026963792703771534,-0.04066298548232204,0.07818614070985763,-0.012996268368330231,0.18449236808285752,-0.029317528692824044,0.11043458407133976,0.14207886683703236,0.20948785474122286,-0.01597491988415803,0.15296369449446184,-0.053234033522737034,0.08144635552535623,-0.12149143152367338,0.003930328240061738,0.015391318441862353,0.15499456574370535,-0.29464759939943386,0.0008623965734743978,-0.2401679005346742,0.002234741922629773,0.05820870562247131,0.09645807381273168
PC24,-0.2776322445838837,-0.1550910758106459,-0.11937404702400045,0.07424256147028488,-0.039034424206090074,-0.011333887136541626,0.1846028546624679,-0.11462381817136552,-0.00829687456554054,0.10346848449061181,0.08132981772607892,-0.11098840678393745,0.029275316438561946,0.003962718381385066,-0.20419559643979956,0.017319571081506613,-0.0031681755834272983,-0.0420521883539569,-0.05855487167157943,0.18510946444955156,-0.0133129094261044,0.21585428021922673,0.2238721707365876,-0.06195433906752796,0.03916461109904111,-0.14457674071188226,-0.07260526717694371,-0.06986336361328843,0.13831012113781518,-0.040514947622718275,-0.07210230886803626,0.0323535071618997,0.031129387098772263,-0.05672436752324354,-0.015399838409292835,-0.05422110244387229,-0.05490424333011343,-0.13845270918317593,0.2331570339452252,0.09578639843078829,-0.08668413439066022,-0.3665967532131795,-0.07563568220828577,0.24272648331456487,-0.10425407745203835,-0.17326918214557419,0.09786028264775529,0.10202393638811769,0.08724568363884927,-0.0007389183404970731,0.05826935176921435,0.0046356789176004234,-0.08138644877266547,0.055433890586450624,-0.0724625220253386,-0.10174586451094987,-0.1875214765341116,-0.22685027217506815,-0.06952228377300887,-0.07871668463785399,0.2216974869739043,-0.11647721151782811,-0.01899146085883143,-0.016963741706932517
PC25,0.00895574755525141,-0.1870087169364904,-0.02966596886499241,0.022319272866529564,-0.10450226694571489,-0.023168303875321306,-0.08167690078514615,0.1237138246996374,0.09135030213729856,0.15553551936352444,-0.024824154250308476,0.1153912792184989,0.14445335090389932,0.009096146688544665,0.01513474119953183,0.1948570244668904,0.03467297335718489,-0.056055983612585014,-0.023670695605926953,0.047389984082179246,0.0007666610189845128,-0.03436307620639249,0.038299146612193205,-0.05153637736917565,-0.021593038420618913,0.0307469147346294,-0.010291108026173765,0.25269515891166827,0.12234682709994761,-0.09596383561041075,0.13333189776844606,0.14329788703870827,-0.3651219840099966,-0.3072414772508974,0.03582003439704557,0.1310669795938768,-0.01004442370307151,-0.2765130327966223,0.11181619476709576,0.20829314857770234,0.06644658396182096,0.0658815184088467,0.11228147230351271,-0.20769909409079088,0.03353483250021747,-0.09331126262968924,0.06457025618736498,-0.0454473550548158,-0.1234520946036144,-0.042640779241336066,-0.11513028736644437,-0.04885185516217447,-0.17533310271417393,0.03317877712949341,-0.14124771286630866,-0.10968855109864531,0.04078694259863691,0.03825794530637676,0.1642557955894957,0.14090466608473687,-0.13097316210234,-0.09732229563683041,-0.13461108219164156,-0.18379629026558789
PC26,0.03858997865826373,0.01333702395444647,0.10887370210452367,0.054293338417080235,-0.09491845306100138,-0.17945381081397116,0.1631072082517465,0.05642040035261197,-0.06306992143380684,0.019846316647747525,-0.2277833075659127,0.14177859197489054,0.012897980833015701,-0.006041675856285889,-0.050958263718666796,0.11986587201883878,0.030434000305715768,-0.20363818735024425,0.08922972820276256,0.11704020328426573,-0.18203946749168923,0.12808018197321228,0.16264203271043046,-0.00846591172679858,-0.018452464752950704,0.1530209141816855,-0.2590482867327686,0.08618348186195328,-0.04645030091368762,0.087778332817688,0.011542885634005316,0.10184698117265088,0.21685084257347198,-0.04718625569328162,0.21444798689736896,0.01894323774103411,0.115308117205286,0.0718413323685334,-0.15750575719017282,0.14161064356833797,-0.11736981423490178,0.24653816587351496,0.126415270549226,0.030165975342808998,-0.11070203988759426,0.0941731226221337,0.0887252323731108,-0.00990486390892217,0.07573324224628368,-0.0714547572331114,-0.049686735889799376,0.1728163517357925,-0.2720109828130579,-0.04394154742053759,0.13553473443185882,0.07937033405752023,0.12697250656532558,-0.017812354593465862,-0.15967823817441856,-0.014860414364700536,0.19486471754948254,-0.07446946587721057,-0.1515069576638508,0.1684411124402762
PC27,0.0006023637506630114,0.03406932793125185,-0.06939905914873412,-0.2704545998840522,-0.10503633413961094,-0.03172343160557645,0.09463214131384638,-0.09721572706238754,-0.08908943154733531,-0.13190499057136482,-0.1963485985175228,0.028825561348669385,-0.11483207559952587,-0.030142476527960933,-0.020162900964667704,0.02287799020063696,-0.20274888554641834,-0.194977686204779,0.1232872750259972,0.062421579108154907,0.03119466293879071,0.13472109880092836,-0.04075664573671123,-0.1508971906653656,-0.0767487347295599,0.021268367983203213,-0.054936078203006444,-0.017573929188591988,0.01155878066517477,-0.2496167301956504,-0.09141354977266487,-0.12337929544116473,-0.006820959982770783,-0.15364811820643487,-0.00848117673654342,0.055428309558291186,-0.10546163371836328,-0.14127281728747532,0.014874924574004841,-0.13152750509795846,-0.10267698182688491,-0.07150503666423012,-0.14783679905091118,-0.07789363833860319,0.04778572552985494,0.27831014864550974,0.1150283176851728,-0.08060137213514629,0.0270970383145641,-0.1748278882441558,0.04826125042622299,0.06157903646997436,0.18714374449577137,-0.03874350238949676,-0.2786345237339118,0.03495557606692333,-0.06797108586516497,0.33592329146463157,0.0690530238123178,-0.023091651906797715,0.17463070240156062,0.17178118207765886,-0.10568487366076575,-0.08963253200679475
PC28,-0.06458208038969125,0.038685931495817394,-0.03431787162463043,-0.15716434909914237,0.057320452247416276,0.21614282783978278,0.2622619391078824,-0.05788475700605674,0.0694356839752174,0.056291124237327225,0.04701383308488866,-0.061183269077850204,0.13248464587015452,-0.05800873978887047,0.10839832260565603,-0.01991129851752712,0.03414516814284318,0.041709691445575056,0.04941201446080525,0.022641241685878825,-0.005884246053902119,0.034538730455877846,-0.05354372969462322,0.058700697430590074,-0.06547277690731652,-0.03417226059992046,-0.10016205301664936,0.11680453554285097,0.048550473923686284,0.008673444347831169,0.31684054085431645,-0.1554397891095296,0.20769052906303556,0.14885548149104444,0.04359294732165379,-0.0002473353193697299,0.0010040934844741112,-0.19657521625715113,0.19366379467304448,0.205614239576759,0.03664492760641442,0.08539311405887247,-0.012580086105757483,0.11966838936528736,-0.04597190967811049,0.2560859062364849,-0.08331360936522804,-0.06808733130348277,-0.18578823634878053,-0.10237037943007513,-0.07896349964195323,0.05319168761261018,0.08033289153288062,-0.17677181494880936,0.16020462002333835,-0.05826906630277837,0.04944148356276595,-0.018721933015383645,-0.2598750583645912,-0.0125729350769418,-0.12677614117745706,0.011219488488735208,0.07778007975616089,-0.3581004322912902
PC29,-0.006581983231997873,0.0794596798416917,0.07644784798959506,0.06281328712646683,0.05668941706104216,-0.019409539895384714,0.0782739033295642,-0.08376351911765623,0.03129252947160482,0.11134946033611835,-0.03652878318539125,-0.1644826166478319,0.0472354967001778,-0.08116062778228275,0.09353739233513647,-0.1114243772393851,-0.17651662845519944,0.04916974766143807,0.08689394517222389,-0.26770411275992684,-0.28961814706721867,-0.0065028722691749564,-0.071496709808293,-0.02067550565360702,-0.08085186761099616,0.09412483664656991,-0.20086933233029275,0.15731995112024325,0.2616793970598114,-0.26921681356483884,-0.054768510900536596,0.023053594604826845,-0.009335873455426948,0.0468528346166853,0.05000253399931075,-0.03460899211178242,0.02462109681564045,0.027335435688058993,-0.08227341262488026,-0.22615018247401295,0.07879857339030877,-0.1788174060075058,0.002559287741729915,0.16029811573423808,0.011694110165478895,-0.08780542945956332,-0.00893050448285691,-0.04705710644346956,0.07169344458710064,0.0583577210182831,-0.09668236940152261,0.02961124224782674,-0.11988126115987813,0.03198006818723049,0.0324862991472936,-0.18232789560430895,0.10641454568088031,0.15201882165138894,0.0584678803553618,-0.30183132127797757,-0.26511287982648823,-0.17645030522532215,-0.17060269512619552,0.030363585949374168
PC30,-0.13560389049555188,-0.18338837972165667,-0.07659698552281449,-0.050758754739922085,-0.04432103967224839,0.16343074127330381,0.2164381698375994,0.0774937453560878,0.05808299637340571,0.08831845375087086,0.0955185416579746,-0.04181854098252434,-0.05430580114053994,-0.03909729802149604,0.06727947275522433,-0.1217365559855571,-0.07402064620232547,-0.07102902040972056,0.11166098945630704,-0.2444444653035014,0.16040519086946053,0.03906825152171679,-0.008082524192019349,-0.019186853430728054,0.04065580629120594,0.32075093385975406,0.06254501516416934,-0.111902595800186,0.1571717435975443,0.003119218224264253,-0.08795175766759986,-0.013911881477831043,0.08555329885780119,-0.01659745096089759,0.2537211482184768,-0.05192038137643942,0.24612567572462987,-0.01810032026147137,0.10967927447046773,0.022093759228349875,-0.10478367608198542,0.053945746483079204,0.0423190725127092,-0.043195533571451165,0.06399171510789946,-0.161246333469021,-0.02965823993876965,-0.01846784794979824,0.17827608928405003,0.035187815635467974,-0.0350860154787874,0.29176830464845505,0.03922895730412468,0.13486802253023505,0.11483300625766718,0.155003887274312,-0.029036769885754512,-0.012802103854276563,0.28507278021242466,0.23405044736854558,-0.0289639525402249,0.15938115092288677,0.08362358669905075,-0.06735947226061006
PC31,0.20402184996701858,-0.039627074511431735,-0.12358387255554552,-0.0059907128875039024,0.37167288197205084,-0.0640468601072578,0.04828122975902463,0.03028030974556492,0.03123932660692967,0.12558211428160443,0.3146859697587473,-0.018431542685376785,0.07525127130157624,-0.0918950886014014,-0.006584080561533888,-0.115696284494234,0.00047899554130423,-0.10541844257169747,0.3907433001900758,0.05158952367998627,-0.14676618653849732,0.26835301281509727,-0.04840519665730725,0.05913606635547447,-0.07137495904620941,-0.08627596322726862,0.11383060075753017,-0.07505876680495993,-0.11312470677468214,0.016406526125786726,-0.043952501393941294,0.007996573576155228,-0.006997076850215167,-0.006773849830881674,0.0364359607299808,0.11133186638198336,-0.16581259392619088,0.0279965836009159,-0.07505008570817848,-0.03784360471787372,0.0004292059558154357,0.2054410025909564,-0.0528448099453612,-0.0901908069372913,-0.08042306080384526,0.002895408715270033,0.1762424276775263,-0.03305557491041878,0.1060110000343963,-0.25173403064338656,-0.10707139358885728,0.027381446560415544,0.06161123699885268,0.10512334010937152,-0.10767108658171831,-0.13105468193544803,-0.08229112387783993,-0.18342285124296517,0.041774425838148894,0.046358596569745225,-0.0965185523698589,-0.11446201920051874,0.025331970013750343,0.03981444871337078
PC32,0.020584262965855048,-0.035288193246730826,-0.05744027988855473,0.01840759232306862,0.03872390676095011,-0.0831948847873925,-0.01361845167330604,0.009549500975486035,0.04268431781676405,-0.00030526816637046084,0.0044002173315288665,-0.0821774395765451,-0.1379051899905805,0.0512208116351338,-0.07939097043572321,0.06542813846828298,0.066981011822107,0.28468597191595113,0.09711758627570265,0.10981772911194579,0.003245351817821023,0.2279047969067296,-0.17438212013630114,-0.06556724705083478,-0.023599880135319454,-0.04912285056696816,-0.05241093412024383,-0.0013696491703760194,0.24645548279893525,-0.16596267305766033,0.2541325817670267,-0.07556437583627972,0.18799178088023263,-0.16791721689114972,-0.05683031122397022,-0.03629508468964142,0.04127934647588383,0.010172573747382348,-0.02976662697374207,0.08366785758957476,0.16394444629737553,-0.11725768450022137,0.23895144916173172,-0.2014294188234368,-0.06878906808722582,0.05413166382406023,0.31278307659077287,0.1047221352786623,0.025880340316824613,0.12446271868832595,-0.03358630160032571,-0.11249989406836888,0.019370739361206413,0.14729998205889028,0.15138266063671352,0.1567994069452053,0.04594183925602463,0.16734473489155677,-0.023914790689538508,0.022873383592471267,-0.01718394975133082,0.08456995591061052,0.2747281019850312,0.20249383243295313
PC33,0.07741969843798814,0.19166539257900783,-0.08149208298849663,0.158778143505574,-0.042939663595486045,-0.040497955214762626,0.2815063396353465,0.08368545534033942,-0.021448653818069784,0.08440668744568541,-0.018004850936750336,-0.022559459295752426,-0.1301462890120522,0.08584053835600607,-0.18300724863023413,0.17562437737296283,-0.030568799929384438,0.17641858256322715,-0.023935130839460344,0.17570025416307927,-0.037754145725757235,0.06766083953336542,0.014697422731594538,0.08092341861403937,-0.06027970013579414,0.1955298686830601,0.1110063251240564,-0.009814036033286046,-0.22215220719293324,0.07953885486511736,-0.0007688096841069678,0.050428592542966125,0.05044278150874624,-0.1156000098293095,0.2172238292836881,0.3427978934337247,0.06631348558272201,0.057633511838103495,-0.0022341727272548587,-0.08785287782959247,-0.18476544771003575,-0.1985319531215177,-0.08292551230681564,-0.10497377199367762,0.06866051605860934,-0.020176461675075506,-0.04308048404402439,0.13307853468980654,-0.09505769668969168,0.1021493578900114,0.20665163191607977,0.04345586500233308,0.16133029987163247,-0.09277769272104884,0.005298136007466765,-0.14903953798101738,0.08427315125301807,0.07537378996983923,0.04999735778838407,-0.041030882013681234,-0.25078734660653107,-0.13565586051409517,0.08400341787084145,-0.10680880895823858
PC34,0.16227855571413605,0.06606428161362637,-0.09163063661722454,-0.21507288315213313,-0.01044092050747976,-0.20422548211084732,0.1346391254558691,-0.10524637597927886,-0.010644025322554644,-0.07277266333665791,0.048621715655096764,-0.10511009067093105,0.2138413258280158,-0.04173032941733359,0.06002654979532812,0.13474464133140793,-0.0009552875260730384,0.13562256815497836,0.11251994210189736,-0.08806072710133846,0.040819188806698485,-0.11732168310961154,0.027993551785183854,-0.11361952101126638,-0.1915198483602427,0.17666313982588872,-0.17019134692258922,0.019207495593483895,0.033501652117440175,0.41290172754708593,-0.19382512020862974,0.004214586858358099,-0.1977470542255126,0.01565229539249114,0.0900579130056097,-0.0547722051354102,-0.0191912901160521,0.16216052619665827,0.09748033201374068,0.11123862065345161,0.26154493966017484,-0.13740798677934324,-0.06470954719662814,-0.018656076637084754,-0.07837337115838063,0.08682755828286964,0.04926784279776211,0.07799281173623256,-0.04929817618387761,0.05551033495637728,0.0349856300502419,0.004179841021553931,-0.0627286538380361,0.24675559285353657,-0.15066012844622292,0.16159253404747106,-0.00264181209554591,0.013378301356374814,-0.06296577312794677,-0.09193892529249492,0.06441566086719211,-0.023916669409471496,0.11965577281587268,-0.12720258102657242
PC35,-0.174520858127015,0.10029717108119925,0.16929476764899437,-0.10842519598800807,-0.10230038630569561,0.08799562745689825,0.0010411078922141041,-0.07237457584041893,-0.015732555991575865,-0.12574673513932005,-0.07488925147683906,0.19161175070568684,0.029267817542725796,0.1622469024070536,0.04935692598866767,-0.3102181710956835,0.09610167050390887,-0.00015991045760970976,-0.062337799532968835,0.021052276492065675,0.03733681364233423,0.07606509134550345,-0.11335289035704307,0.06148579227552814,-0.09015856692353316,0.12646384558385326,0.04958238992803379,0.03165701818170223,0.027444554843732788,0.029699241196742714,0.15051963330504112,0.24560804931928398,-0.1659254833037288,0.12132533033473447,0.32620432540827915,-0.02391705447191563,-0.18438637902175792,0.006713186497219772,-0.24344328490380923,0.2332166785042191,0.03837601379609028,-0.22177353805478728,-0.01313381195154734,0.028776209040459785,-0.14284171478325416,-0.03942939407204824,0.1601808009002786,-0.061074589483583054,-0.017441006245665594,-0.12010362153048466,-0.06252863772304393,-0.004827020828694725,0.2299639105158022,-0.07155251322545851,-0.0561934633681914,0.08625705079008848,-0.14886724958585096,-0.04892237877609845,0.0645590053625249,-0.019307505602272932,-0.09402847265893613,-0.13610126111468626,0.021483077295499302,0.13301563741335326
PC36,-0.1596865072871568,-0.12394453967219266,-0.03915635361440295,-0.09554599507726406,0.053838041088001796,-0.09957048550180483,-0.14658907299509416,0.1909678752410006,0.014196931882948956,0.07313082427929912,-0.3482010526300885,-0.018273698777377168,0.18462676637230602,-0.0384998282927156,-0.11619943647649222,0.09282288982889633,0.08290456777671704,0.05985988967610811,0.15553799969501714,-0.10810739733936303,0.09063951337648934,0.25094291826137427,0.01288604768051739,-0.14382534050589058,-0.12877245529282372,-0.05576940176233455,0.07815214654114637,0.15933041625420463,-0.024763043503282456,-0.06781583782380983,-0.07060739536407712,-0.10541662818964356,0.07152035663544816,0.15586172955315367,0.08978087526199183,-0.0816986737472997,0.07609673689613343,0.03821338184103937,-0.102138170964224,-0.20566480502336154,0.06902203417126027,-0.011910530518394916,0.03422846747457335,0.040561581857690744,0.07042229208320776,-0.10424581266350073,-0.24062954932375075,0.23813991718484723,-0.1277747228862689,-0.06041645179189922,-0.09198576556401154,-0.06980136240025553,0.194402854211881,-0.05742292918603304,-0.0592198101295216,0.11273353735731916,0.008664743334960923,-0.029395956065627116,-0.0563041343506857,0.2106731262886123,0.05238903651418064,-0.30436624086183106,0.04999830332326637,-0.05234445112611082
PC37,-0.044736507999157786,0.04580149760269585,0.16660544511994546,0.024674208785050358,0.06306442942593997,-0.07414488834607684,0.1301666206704362,0.03467763017036858,0.012957360379141747,-0.0009100661848173569,0.1172652936454049,-0.08509518092088236,-0.2527118829269991,0.247582933578183,-0.17219593745642078,0.14540912034030307,-0.03643218736046424,-0.13993235183312352,-0.07150606695610931,-0.203479830164285,0.0652612478921291,0.074155437656542,0.020143768707211972,-0.041001435532566737,-0.037174349973485184,0.1363548792538751,0.006704512481820191,0.009779810744149749,-0.006926288716328097,-0.13623544278402086,0.12651201212872348,-0.04741606974156113,-0.22855719836419522,-0.10677147293904393,-0.10604772937211963,-0.07252320761279213,-0.1714602257241332,0.2018846810072828,0.16180137419744686,0.05341936205538404,0.20370115455537102,0.059682806775896526,0.036613623503436735,0.1541871085437693,-0.13097266267837798,0.08680061800863292,-0.19428995809302996,0.25125319852659983,-0.013920644109349053,-0.16487863943255904,-0.01236631610730065,0.17291923470190435,0.07066237458450425,0.0009599067622233365,-0.060393345458708475,-0.035652808841859035,0.0715331029834606,-0.06660816122699723,-0.17978664867677546,0.1684885815149379,-0.16375983472655511,0.13763827247639934,-0.11219625129040106,0.18846973830458644
PC38,-0.08977851248613,0.027389803801472636,-0.01858968753144322,0.00937890137660613,-0.34398849705774864,-0.10633947034330914,-0.07745966883102412,-0.16333640532925967,-0.010109088081297884,0.08248659510659066,0.07195877386709132,-0.23868503237199842,0.07738833020948856,-0.08542911885488419,-0.1439099999360418,-0.030641037682608382,-0.03345505649878742,0.07810275400810611,0.1232225979431642,-0.1252573285892501,-0.15601820062914068,0.01197259908890768,0.13209624992334235,0.07031070014922264,0.186374437968588,-0.048412013628561235,0.08696607218320386,-0.11801309058724814,0.15529945260679295,0.11966270595283486,0.13030415456583874,-0.06781860258915204,-0.09810232294717615,0.2032541398848931,0.0083778072478829,-0.04214791899466105,-0.10743169807965725,-0.0815073786895063,-0.04140511308164606,0.0975028648261002,-0.023755749947479005,0.15921911892159202,0.054576406408495835,-0.34169020019324575,-0.22904769530946947,0.026269335563314608,-0.13200838599519732,0.03518093785415183,0.13087539540994014,0.020594418941255133,0.217983818096472,0.06757189531815191,0.2173499095968539,-0.042289257429900855,-0.0009527063845684476,-0.13965852971670029,0.15760552981999504,0.1284626270848267,0.02245000360212071,0.02692123063340344,0.11061207882322548,-0.12448265256098404,-0.1101540949705492,0.0252376425536278
PC39,-0.10225311349219851,-0.006536815051220602,0.22648882833826778,0.011156595046604892,0.08233272215523615,0.12831293755206713,0.04182637028157159,0.2012772413446816,0.013046493558927206,-0.11702071765393211,0.050623777116480057,-0.10111967158201877,0.18122130390595742,0.029683787387745277,-0.00025912118345953333,0.18341304425102675,0.10355997860339476,0.1286925768606879,0.04211149521407818,0.11432664918395163,-0.0824156140145432,0.19027527698365942,-0.19349973951756208,-0.14099592758636892,0.22606718494709782,-0.12249919027209574,-0.13529094519213647,0.0727091777812632,-0.00396251159021848,0.09936891487751975,-0.07829074190436458,-0.017374182980619712,-0.007394387938773877,0.18722779010122562,-0.12384160329138423,0.01644232156439754,-0.16878294386879833,0.16913136258217393,0.13222986798276992,0.2189844787036585,-0.2670107950041696,0.004199155847283552,0.04526237071963633,0.020159656363553304,0.17804504955580075,-0.08136858872876486,-0.011781858477597124,-0.04149039289957439,-0.02658974081923722,0.01297661362381089,-0.05023384474896547,0.2089217420728417,0.06053915103374531,-0.0016082729556406057,-0.20150853906431465,0.13515224591371497,0.15322951101921475,0.10133565351749418,0.22294294427341452,-0.15941167808744894,-0.07141940218601583,0.08454770159834711,-0.08575219048418256,0.06955202746113924
PC40,0.1243019110255792,-0.08115828867740925,0.21248526264135253,0.10171169897491136,-0.012181043924425445,-0.05686381768085189,-0.031120598011490593,-0.021485977750403097,-0.25818486396260176,0.25912334747185584,-0.10404262149864249,-0.09118701228101941,0.09588114619686006,0.0654337768558994,0.08973842616996307,-0.04024711832963065,-0.18555847371811413,0.07139760915296078,0.0387392858918901,0.20287542357109703,0.22965993268637036,0.007235959059964641,-0.2118685029160738,0.0954983365747881,-0.06552971756435282,0.053553470451036596,-0.09092542199475186,-0.15210523170828058,-0.03757482428249624,0.10450849421889691,0.06132150604337416,0.002254291802982533,0.024912497514052973,-0.012979748896940022,-0.09245079625104685,-0.2492835168793151,0.1588595334303586,-0.045183050700772644,-0.035146293490336024,-0.09757162666084032,-0.06736815865662038,-0.08593372862238052,0.1184617213829042,-0.0780773026898821,-0.2583504312784747,-0.24310822320299014,-0.019852274364530118,0.05327377648737894,0.013717916986884071,-0.3036618876270036,0.04176354445075942,0.03573169670116977,-0.0873865361163199,-0.16949369351919513,-0.1900499593910514,-0.018434823302951944,0.03279844176813486,0.015850414327957238,-0.04230250317580553,-0.05917133662056879,-0.09590161086757662,0.15561921491573852,0.026101447797060227,-0.135299567299026
PC41,0.03799300085497821,-0.21336044161650278,-0.1080562479696863,0.27197003404358616,-0.009113107460125017,-0.06608376830287194,0.13109016533369902,0.15090118457796511,-0.04742851595320317,0.023180385085519128,-0.15427772931433342,-0.018593043507245235,-0.02505839953900317,0.1316259063633184,0.013614795933634564,-0.13879534280687275,-0.007104567551570649,0.09164378634239712,0.11763975456970613,-0.07864184466345145,0.07860654144177753,-0.054144481869076874,-0.07905748631661244,0.15652066584217467,-0.0069942226600866395,0.03909186072943433,-0.06944730094682583,0.02362656766352072,0.16804174011205325,0.07597337583178007,-0.12901179004088814,-0.1908416090003916,-0.08917219471887419,0.00694807950823699,-0.04847359116312326,-0.08401428313814999,-0.13001804859841581,0.07241425317133185,0.04425650793440668,0.06407101869745521,0.04625432076172059,0.1318862003013834,0.12066724027218763,0.18680247644658202,0.16363441162755718,0.23738799825463222,0.2449939587172106,-0.1263214830979019,0.009208349310572524,0.07777016878653255,0.37504416981900685,-0.08104807829062075,0.0021109083907892116,-0.29589471792514593,-0.08923473167731956,0.02763151432377762,-0.13876327227681232,-0.05555074972214408,0.05841046278429009,0.1110214141625946,-0.05982114784651614,-0.15970685883978575,-0.07455335564165759,0.014079439762094678
PC42,0.1360023698287695,0.16799033766550675,0.011059027980867046,-0.024210442314467166,0.16836465749135648,0.15124661765323355,-0.22151495043907438,-0.17108559470933343,-0.19198359217230238,0.19806532942219168,0.050304123062822885,0.1489111378932525,-0.0682557874179552,0.13221697782151093,-0.19622240437494037,0.16115459569990465,-0.19494462888401937,-0.0184819620642395,0.07449433716309808,-0.1311205387998715,0.04076568188658615,0.11477836827634313,0.0015716423748179248,0.1997057428441196,0.02863424552101669,-0.18551596874716614,-0.12162412274992895,0.13130275717883527,0.07358335116210878,0.14809959617654583,-0.0751397349417256,-0.18478550749003758,-0.18473331106268226,0.16106588627379292,0.16789354940093182,0.12409626293616303,0.1473591904378569,-0.13002582394732473,0.04634602510677839,0.07746715847812999,-0.012900870035965545,-0.0007610486293066719,-0.05111147822744666,0.10553574944285617,-0.06368037008010094,-0.04821078387249849,0.10425923206236107,0.10382162578368415,-0.07897632773744293,0.20494097230988384,-0.13256465402261272,0.09462521420911998,-0.003448784723887127,-0.1557264748548249,0.09336495331360065,0.04901856801235355,-0.16527885060508957,0.15914647155534448,0.07514184911351943,0.055805041597042054,0.08136913915863389,0.07775411962011061,-0.0208837868940156,0.09143808948439966
