cb_2020_3,cbsa_code,cbsa_title,group,elev_mean,slope_mean,ndvi_mean,tcc_mean,dist_water_m,poi_edu,poi_comm,poi_med,poi_trans,poi_pub,poi_food,poi_finance,poi_total_all,poi_diversity,minor_ratio,elderly_ratio,sex_ratio
1400000US36001000100,10580,"Albany-Schenectady-Troy, NY",medium,10.151410899072358,2.014119249106916,0.27908059877692826,18.302703881141884,530.1556647762652,0.0,0.422394,0.0,0.0,0.422394,0.422394,0.0,5.068732,1.098612,0.278462,0.137999,78.1387
1400000US36001000201,10580,"Albany-Schenectady-Troy, NY",medium,43.42743607961705,4.457643650667111,0.37287658874089824,18.363048087228,780.3342836733099,0.0,1.623727,0.0,0.0,1.623727,8.118636,1.623727,40.59318,1.073543,0.190929,0.062519,77.7233
1400000US36001000202,10580,"Albany-Schenectady-Troy, NY",medium,45.000347536043016,6.468748682853374,0.3770448756665421,25.343550418883382,723.8453044614514,0.693727,1.387453,0.0,0.0,0.0,0.693727,0.0,9.018446,1.039721,0.324199,0.064097,96.8007
1400000US36001000301,10580,"Albany-Schenectady-Troy, NY",medium,73.22879264271107,2.1908035614383885,0.4143471231738868,17.640589860566728,1327.3497870545389,0.0,0.0,0.0,0.0,0.0,1.516303,0.0,19.711933,-0.0,0.326923,0.075928,80.707
1400000US36001000302,10580,"Albany-Schenectady-Troy, NY",medium,73.74633382416408,3.350081471799008,0.4294414184553333,27.034572271628438,1293.235860728153,0.196158,1.373104,0.0,0.0,0.0,1.569262,0.392315,9.023254,1.132416,0.14159,0.203002,78.2847
1400000US36001000401,10580,"Albany-Schenectady-Troy, NY",medium,92.42317350140304,2.8871395610132122,0.5313468128581139,37.35192972898199,1445.7422210884486,0.11065,0.55325,0.0,0.11065,0.2213,0.4426,0.0,1.549101,1.412745,0.060788,0.454623,56.2542
1400000US36001000403,10580,"Albany-Schenectady-Troy, NY",medium,74.8344340958363,2.062552003017273,0.41908157145804925,19.359856954783094,1109.8138991213962,0.0,3.823239,0.318603,0.0,0.0,3.186032,0.637206,14.337146,1.049635,0.099402,0.155456,74.6736
1400000US36001000404,10580,"Albany-Schenectady-Troy, NY",medium,79.74887082227403,2.704632519939497,0.4019104294525385,23.241717729293637,504.63375762399295,1.070018,0.0,0.0,0.535009,0.0,0.0,0.0,3.210053,0.636514,0.012091,0.002577,83.6549
1400000US36001000501,10580,"Albany-Schenectady-Troy, NY",medium,73.39061153986712,1.0877378072801307,0.3557499975954782,12.33620453030442,1335.2721254745647,0.0,5.481555,0.0,0.0,0.0,3.65437,0.0,29.234958,0.673012,0.209384,0.132845,98.0256
1400000US36001000502,10580,"Albany-Schenectady-Troy, NY",medium,67.75406756741714,0.8305097204549423,0.47622142094847497,18.725682314287127,1262.5638321862475,2.572496,0.0,0.0,0.0,0.0,1.286248,1.286248,18.007473,1.039721,0.066225,0.039735,68.5702
1400000US36001000600,10580,"Albany-Schenectady-Troy, NY",medium,68.38884562605162,0.7971395634195463,0.2764010334675762,6.246116278584398,633.254406146504,3.945699,15.782797,0.0,0.0,3.945699,19.728496,0.0,47.348391,1.162226,0.22767,0.022794,94.1843
1400000US36001000700,10580,"Albany-Schenectady-Troy, NY",medium,61.58352196508853,2.8743229680800724,0.4378946733430258,27.429967419529756,688.8943962332302,0.0,0.627378,0.0,0.0,0.0,0.627378,0.0,15.684454,0.693147,0.261977,0.173359,69.9294
1400000US36001000800,10580,"Albany-Schenectady-Troy, NY",medium,62.51194482495682,2.0749821977862677,0.27719044281871014,7.420520555204533,773.6071767295849,5.806999,5.806999,0.0,0.0,0.0,11.613997,5.806999,43.552489,1.332179,0.367745,0.127973,69.79
1400000US36001001100,10580,"Albany-Schenectady-Troy, NY",medium,17.03626937107983,2.6820321536006433,0.14848598791419768,5.131152483605941,272.00661944002616,0.0,9.194409,0.574651,0.574651,1.149301,41.949491,7.470457,115.504762,0.962537,0.09823,0.186179,140.192
1400000US36001001400,10580,"Albany-Schenectady-Troy, NY",medium,62.01393976363429,1.9647000369174363,0.4722418488011394,20.857122091042477,392.85142642321625,5.313588,3.985191,0.0,0.0,2.656794,11.955573,0.0,35.866719,1.223576,0.059701,0.1257,132.0346
1400000US36001001500,10580,"Albany-Schenectady-Troy, NY",medium,63.367204702267834,1.2255594504985674,0.43011229592858313,17.250348683492426,576.7217372469562,1.717027,13.736217,1.717027,0.0,0.0,22.321352,0.0,54.944866,0.962456,0.132655,0.070548,111.4874
1400000US36001001600,10580,"Albany-Schenectady-Troy, NY",medium,65.74193200819849,1.184983628882805,0.4851185721974915,21.239408476299,1175.0966134531834,0.0,3.277872,0.0,0.0,0.0,9.833615,2.185248,32.778717,0.892118,0.127767,0.061116,78.9836
1400000US36001001700,10580,"Albany-Schenectady-Troy, NY",medium,69.01425092899872,2.0202389661162465,0.5254336506680766,29.361828489623587,780.3549312855074,0.0,4.385837,0.0,0.0,1.461946,10.964592,1.461946,48.244203,1.05312,0.148973,0.165553,85.1971
1400000US36001001802,10580,"Albany-Schenectady-Troy, NY",medium,63.30584090574982,3.656805626613914,0.5714886255610712,38.73953311504662,936.8901797967968,0.523565,1.04713,0.0,0.0,0.0,0.0,0.523565,4.188521,1.039721,0.137922,0.22733,81.5122
1400000US36001001803,10580,"Albany-Schenectady-Troy, NY",medium,71.33426681203214,2.3883182484903975,0.5977649316835155,36.2742202736772,644.7303301464578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.825933,0.0,0.130926,0.325339,75.8809
1400000US36001001804,10580,"Albany-Schenectady-Troy, NY",medium,55.73311144309002,5.238502991015908,0.6491810985903597,42.48256453798987,1253.5059855990437,0.159351,0.0,0.159351,0.0,0.0,0.318702,0.159351,2.071566,1.332179,0.138253,0.295448,70.7871
1400000US36001001901,10580,"Albany-Schenectady-Troy, NY",medium,67.66710970190402,1.0672240682950482,0.5454268149042022,23.870768931740052,1248.142442013683,1.148112,0.0,0.0,0.0,0.0,0.0,0.0,3.444337,-0.0,0.178686,0.183894,104.4226
1400000US36001001902,10580,"Albany-Schenectady-Troy, NY",medium,65.87994919364509,1.7571070914389202,0.5663142172910768,28.22845301454486,1069.4702679950717,1.705406,0.0,0.0,0.0,0.0,0.0,0.0,4.263516,-0.0,0.111062,0.183933,85.3539
1400000US36001002000,10580,"Albany-Schenectady-Troy, NY",medium,52.785530325444896,4.412646194613036,0.5304782324876808,39.16928016135261,611.9525062454843,1.037687,2.421269,0.345896,0.0,0.691791,2.767165,0.345896,10.376867,1.502905,0.315642,0.074996,80.7807
1400000US36001002100,10580,"Albany-Schenectady-Troy, NY",medium,61.24377196821191,2.114465350811019,0.38846199595025593,14.021738553865365,495.8852493240117,2.053959,1.369306,1.369306,0.0,0.684653,4.792571,2.738612,28.070771,1.616282,0.119723,0.067108,122.2689
1400000US36001002200,10580,"Albany-Schenectady-Troy, NY",medium,56.3520550877503,2.7344668071736065,0.313556891786172,10.133497040496229,352.6882241592727,0.0,0.0,0.0,0.0,0.0,12.077732,0.0,28.181375,-0.0,0.150169,0.100489,90.8764
1400000US36001002300,10580,"Albany-Schenectady-Troy, NY",medium,36.83051090284075,5.033232211688732,0.5046290068501046,20.289800537247512,347.2590820543327,1.56158,1.56158,0.0,0.0,0.0,6.246321,0.0,20.300542,0.867563,0.122079,0.123248,89.1713
1400000US36001002500,10580,"Albany-Schenectady-Troy, NY",medium,7.759474419993619,1.6731189091376677,0.1521488601576213,7.934844218202819,351.8663557756314,0.0,4.495399,1.498466,0.0,1.498466,1.498466,0.0,25.473927,1.242453,0.323539,0.061378,75.2288
1400000US36001002600,10580,"Albany-Schenectady-Troy, NY",medium,21.899592314972804,3.1828933635612593,0.3382809994953135,20.97398879550117,505.3839622951135,0.0,0.479273,0.0,0.239636,0.0,1.198181,0.0,5.032362,0.900256,0.210232,0.163146,133.1751
1400000US36001012700,10580,"Albany-Schenectady-Troy, NY",medium,9.950019007932598,2.5417334585420206,0.3190105031191999,18.86681665484254,91.6372236018342,2.640029,1.320014,0.0,0.0,0.0,0.660007,0.0,7.260079,0.9557,0.190833,0.106018,84.2045
1400000US36001012800,10580,"Albany-Schenectady-Troy, NY",medium,18.86761240384537,3.17389505395871,0.32963125721624037,20.47093989945334,305.29217732380494,0.614431,1.228862,0.614431,0.0,1.228862,1.843293,0.614431,12.28862,1.695743,0.290332,0.106039,71.5467
1400000US36001012900,10580,"Albany-Schenectady-Troy, NY",medium,46.87881213010658,5.415384827781704,0.2785632550443539,28.35961700766525,221.80885579919155,1.333764,0.666882,0.0,0.0,1.333764,1.333764,0.0,10.67011,1.351784,0.166066,0.145646,121.4096
1400000US36001013000,10580,"Albany-Schenectady-Troy, NY",medium,77.23993175877119,3.6829262576282487,0.5339481186690708,36.475442024528405,717.8626966030834,0.974835,0.0,0.0,0.0,0.0,0.0,0.0,2.534571,-0.0,0.122216,0.308549,64.4962
1400000US36001013100,10580,"Albany-Schenectady-Troy, NY",medium,6.710366007560781,2.036018541931534,0.2971346855645351,16.843791846803718,184.34610476763098,1.0303,0.0,0.0,0.0,2.0606,1.54545,0.51515,9.272701,1.279854,0.199093,0.173026,85.8848
1400000US36001013200,10580,"Albany-Schenectady-Troy, NY",medium,8.450960278452113,1.300924685670504,0.2624874046236016,10.547849844545455,276.94292287626683,1.162731,4.650925,0.0,2.325462,1.162731,2.325462,0.0,19.766431,1.470808,0.237253,0.215444,65.593
1400000US36001013300,10580,"Albany-Schenectady-Troy, NY",medium,19.30662611032485,2.3164100918617976,0.40074264859611947,20.715492229686085,580.9589217447804,3.606765,0.721353,0.0,0.0,0.0,0.0,0.0,7.213529,0.450561,0.125563,0.136159,115.9611
1400000US36001013400,10580,"Albany-Schenectady-Troy, NY",medium,9.422599961051393,1.3670384836279705,0.2803668339736944,12.96167676420809,273.2177417980273,1.618808,1.618808,0.0,0.0,0.0,0.0,0.0,11.331656,0.693147,0.212963,0.112179,93.6552
1400000US36001013503,10580,"Albany-Schenectady-Troy, NY",medium,78.78970119869247,3.2041537681978225,0.49894794314421603,31.80116587974263,1023.104825039721,0.0,0.173033,0.346067,0.0,0.0,0.25955,0.0,1.211234,1.060857,0.249503,0.12505,92.499
1400000US36001013505,10580,"Albany-Schenectady-Troy, NY",medium,94.86463243384993,3.0170986015005385,0.5766362997406107,33.75592673625121,984.2473348733932,0.0,0.336677,0.0,0.0,0.0,0.0,0.0,0.673354,-0.0,0.159826,0.231021,126.398
1400000US36001013507,10580,"Albany-Schenectady-Troy, NY",medium,91.09989271063546,2.0302184512357444,0.5144140907600357,34.54466295496378,2441.606014475152,0.0,1.074081,0.179014,0.0,0.179014,1.253095,0.179014,3.580271,1.249343,0.205455,0.125825,94.94
1400000US36001013509,10580,"Albany-Schenectady-Troy, NY",medium,56.96226420384587,3.531640933596914,0.5216371511523208,40.16768926385188,975.1155427266473,0.18219,0.364379,0.0,0.0,0.18219,0.0,0.0,1.639706,1.039721,0.194498,0.149764,73.3622
1400000US36001013510,10580,"Albany-Schenectady-Troy, NY",medium,96.89523458380872,2.645378537344854,0.5610840304705174,33.89703832192128,1790.7293394207948,0.377004,1.88502,0.0,0.0,0.0,0.0,0.0,2.262024,0.450561,0.184691,0.148733,107.4011
1400000US36001013511,10580,"Albany-Schenectady-Troy, NY",medium,84.59919715984566,3.5707525911714804,0.4617782299334639,36.16476001589527,998.5116605416823,0.118165,3.072296,0.0,0.0,0.0,1.299818,0.354496,5.553767,0.923738,0.233949,0.138376,96.1472
1400000US36001013512,10580,"Albany-Schenectady-Troy, NY",medium,80.40089199360389,4.481992533261724,0.5624799656228046,47.45743215617162,724.1435907066713,0.0,0.419794,0.104949,0.0,0.0,0.209897,0.0,1.994023,0.9557,0.196084,0.261543,96.1032
1400000US36001013602,10580,"Albany-Schenectady-Troy, NY",medium,26.398718259456885,2.7466384902031735,0.4208929273470891,37.034374337990165,474.33215752871007,0.0,0.0,0.0,0.0,0.0,0.0,0.126104,2.77428,-0.0,0.306248,0.112882,99.8458
1400000US36001013603,10580,"Albany-Schenectady-Troy, NY",medium,60.780144187331075,3.214727919744137,0.5675135331399812,42.40774269628924,796.6230091126355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5242,0.0,0.169107,0.156259,109.3183
1400000US36001013604,10580,"Albany-Schenectady-Troy, NY",medium,74.68509986114184,3.9757788581441473,0.576955716219304,41.24198293737118,737.4950037743041,0.277229,1.386143,0.0,0.138614,0.277229,0.0,0.138614,3.049515,1.160186,0.107849,0.138752,96.1807
1400000US36001013703,10580,"Albany-Schenectady-Troy, NY",medium,94.44595006840665,1.8048217802463626,0.5239352600710576,32.62585156183745,766.4052668086803,0.061984,0.681825,0.123968,0.0,0.0,0.867777,0.123968,2.60333,1.197989,0.140424,0.222268,167.7419
1400000US36001013706,10580,"Albany-Schenectady-Troy, NY",medium,111.4296118357131,2.4049697480326233,0.5908381529809534,44.81115686171001,714.2355359916335,0.364653,0.0,0.0,0.0,0.0,0.0,0.0,1.09396,-0.0,0.252327,0.175894,80.7795
1400000US36001013707,10580,"Albany-Schenectady-Troy, NY",medium,105.88416451153297,2.4359886191080506,0.6424011412385509,47.41589374991654,1245.2638808273575,0.36864,2.826241,0.24576,0.0,0.0,1.351681,0.36864,5.652483,1.202641,0.225247,0.254338,93.2917
1400000US36001013708,10580,"Albany-Schenectady-Troy, NY",medium,91.0223930574455,1.4403421823823426,0.5120843553748314,25.456622442520686,786.4026326575467,0.446595,0.669892,0.0,0.0,0.223297,1.78638,0.669892,5.582437,1.38536,0.114431,0.396376,89.6323
1400000US36001013709,10580,"Albany-Schenectady-Troy, NY",medium,79.4304542429332,3.369106465494413,0.531139373832693,42.16366325495175,1047.2523824925097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21242,0.144904,75.2232
1400000US36001013802,10580,"Albany-Schenectady-Troy, NY",medium,111.38819706319173,3.78434575045153,0.6364258508037484,52.62450931230934,2061.3039086583894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183298,0.0,0.175546,0.188688,96.6313
1400000US36001013803,10580,"Albany-Schenectady-Troy, NY",medium,98.75861834137,1.5678272431780547,0.6398848906509869,41.38291061573341,2329.9306984150635,0.331827,0.331827,0.0,0.0,0.0,0.165913,0.0,1.161393,1.05492,0.157463,0.218365,117.0548
1400000US36001013804,10580,"Albany-Schenectady-Troy, NY",medium,100.24684042641756,1.2490612831717283,0.6322576315612206,47.912148924829516,1461.6619774569072,0.067043,0.201129,0.0,0.0,0.0,0.335215,0.067043,0.804515,1.168282,0.171995,0.282032,89.3477
1400000US36001013901,10580,"Albany-Schenectady-Troy, NY",medium,93.19399387351766,1.7096743688212617,0.4652076054649305,31.59061321811403,1009.7533990527419,0.0,5.162516,0.0,0.0,0.0,1.806881,0.516252,9.034403,0.783768,0.111894,0.217621,93.1915
1400000US36001013902,10580,"Albany-Schenectady-Troy, NY",medium,95.73262054382519,1.450779354810544,0.5272373223395741,36.3173570676243,1127.0127532916758,0.663482,0.442321,0.0,0.0,0.221161,0.442321,0.221161,3.096247,1.522955,0.206979,0.188516,110.0039
1400000US36001014001,10580,"Albany-Schenectady-Troy, NY",medium,82.8279203188421,1.7190439420843613,0.3650984158716524,15.729010308911368,908.4369302655829,0.966866,6.526344,0.0,0.0,0.241716,1.450299,0.0,13.294404,0.866972,0.136183,0.181311,116.4943
1400000US36001014002,10580,"Albany-Schenectady-Troy, NY",medium,74.34173562533799,1.8556603412628796,0.49448176173044933,27.13409369121906,2037.5293599779418,0.840344,0.420172,0.0,0.0,0.0,0.0,0.0,4.621891,0.636514,0.276519,0.109693,91.5026
1400000US36001014100,10580,"Albany-Schenectady-Troy, NY",medium,56.63000333109372,5.684093100003693,0.6959169213455207,60.54346114159934,2321.405053425762,0.06094,0.487521,0.0,0.0,0.0,0.365641,0.365641,1.523503,1.228492,0.166122,0.245643,88.7594
1400000US36001014201,10580,"Albany-Schenectady-Troy, NY",medium,50.671475120804075,4.486331058094202,0.6351669505923472,52.27320398590634,1096.420429468556,0.079608,1.512545,0.0,0.0,0.159215,0.955291,0.398038,4.059989,1.222621,0.253243,0.171078,91.4872
1400000US36001014202,10580,"Albany-Schenectady-Troy, NY",medium,68.01549566095835,2.5054088156111827,0.7104427255813343,51.309097405025916,2310.200467140736,0.257051,0.89968,0.257051,0.0,0.385577,1.670834,0.514103,5.912181,1.544332,0.207231,0.189482,99.5082
1400000US36001014203,10580,"Albany-Schenectady-Troy, NY",medium,62.47366302905611,2.5785330396521546,0.6875523849334383,45.82082819280679,2807.9342137107305,0.361957,0.090489,0.0,0.090489,0.0,0.0,0.0,1.176359,0.867563,0.225368,0.206439,92.7948
1400000US36001014301,10580,"Albany-Schenectady-Troy, NY",medium,34.31016711908499,2.809305300701288,0.5434744625652361,44.95618907068362,840.5320488736755,0.062141,0.093212,0.0,0.0,0.0,0.0,0.0,0.372847,0.673012,0.146243,0.208606,83.9931
1400000US36001014303,10580,"Albany-Schenectady-Troy, NY",medium,55.624379321950215,1.7578171722862639,0.6718134754913524,44.2187099120638,1646.5544234827437,0.0,1.06796,0.133495,0.0,0.133495,0.80097,0.133495,2.669899,1.222267,0.236868,0.150698,105.0424
1400000US36001014304,10580,"Albany-Schenectady-Troy, NY",medium,62.84833593444449,3.3275191153069863,0.6389775716152951,39.6573305077949,1568.9977258592307,0.0,0.0,0.0,0.0,0.050619,0.0,0.0,0.075929,-0.0,0.171194,0.144346,89.3541
1400000US36001014401,10580,"Albany-Schenectady-Troy, NY",medium,163.2446034223923,5.929358969999855,0.6726957521925288,60.034290170874925,850.2027666615955,0.007926,0.015852,0.0,0.0,0.015852,0.0,0.007926,0.110964,1.329661,0.17677,0.171435,105.3785
1400000US36001014402,10580,"Albany-Schenectady-Troy, NY",medium,59.06009470147575,3.700729543238474,0.6150133044963229,38.631896593829815,844.2104604628265,0.263018,1.31509,0.526036,0.0,0.526036,0.526036,0.0,3.419234,1.467734,0.153097,0.13895,105.2258
1400000US36001014501,10580,"Albany-Schenectady-Troy, NY",medium,194.9600453235064,6.1856936480379145,0.7203069033156003,54.25216390187098,1120.8932198169211,0.036214,0.018107,0.0,0.0,0.018107,0.036214,0.0,0.362139,1.329661,0.164768,0.199349,115.2364
1400000US36001014502,10580,"Albany-Schenectady-Troy, NY",medium,185.32354063739848,5.5709780927929256,0.7094402328412805,56.13528961496439,964.1328194769285,0.022687,0.022687,0.0,0.0,0.011343,0.0,0.0,0.17015,1.05492,0.166764,0.235689,89.5903
1400000US36001014503,10580,"Albany-Schenectady-Troy, NY",medium,105.97823844679519,2.8069239883848787,0.7040470093638299,51.26348502104605,928.1983820522433,0.180524,0.180524,0.0,0.0,0.361047,0.180524,0.0,2.166284,1.332179,0.210111,0.200789,94.3554
1400000US36001014606,10580,"Albany-Schenectady-Troy, NY",medium,97.21136531760261,1.8321300043289857,0.6991957867930245,41.66489244289453,1102.1348649564993,0.113037,0.056518,0.0,0.0,0.0,0.113037,0.0,0.565184,1.05492,0.202241,0.157967,106.0248
1400000US36001014608,10580,"Albany-Schenectady-Troy, NY",medium,80.38770533887543,2.720933231615412,0.5061914876853453,32.908932403903044,1153.634541490846,0.249153,13.205122,0.498307,0.0,0.498307,4.983065,0.249153,21.178026,0.912325,0.077547,0.166309,99.9523
1400000US36001014609,10580,"Albany-Schenectady-Troy, NY",medium,65.4267510350013,3.705144992369244,0.6380326289834433,53.27131033745096,1100.7675158867905,0.154386,0.154386,0.0,0.0,0.0,0.308772,0.0,1.080703,1.039721,0.144411,0.156155,129.7851
1400000US36001014611,10580,"Albany-Schenectady-Troy, NY",medium,93.3199506243357,4.649396026913303,0.76537779724309,52.3874472665798,914.2147447481187,0.0,0.0,0.0,0.0,0.0,0.063067,0.0,0.126134,-0.0,0.199737,0.157594,90.6276
1400000US36001014612,10580,"Albany-Schenectady-Troy, NY",medium,139.86989611802684,4.303184777341539,0.7156754498805235,46.9731594591419,2216.680587023127,0.304958,0.304958,0.0,0.0,0.304958,0.609915,0.0,2.134703,1.332179,0.237172,0.198974,87.9957
1400000US36001014613,10580,"Albany-Schenectady-Troy, NY",medium,148.75402888459783,4.0861132771415285,0.7179730595910614,46.48574190007902,1076.6669440800906,0.029566,0.044349,0.0,0.0,0.0,0.014783,0.0,0.192177,1.011404,0.165734,0.225524,105.6075
1400000US36001014614,10580,"Albany-Schenectady-Troy, NY",medium,67.00480989183563,4.325845322351965,0.6726994657789043,54.179920474606405,885.2517330384907,0.290722,0.0,0.0,0.0,0.0,0.0,0.0,0.726806,-0.0,0.214487,0.158754,117.4215
1400000US36001014615,10580,"Albany-Schenectady-Troy, NY",medium,63.52865252907291,4.328944977810314,0.7253295996443427,44.24976693760652,727.770462624279,0.0,0.510829,0.0,0.0,0.0,0.681105,0.170276,2.894697,0.974315,0.19285,0.260571,92.7767
1400000US36001014616,10580,"Albany-Schenectady-Troy, NY",medium,93.01415378279087,3.6694539614565778,0.6683878302789166,51.96544321425362,2020.7488127039978,0.0,0.121463,0.0,0.0,0.0,0.121463,0.121463,0.485851,1.098612,0.239563,0.210809,91.476
1400000US36001014617,10580,"Albany-Schenectady-Troy, NY",medium,91.34088701899239,4.075071736062674,0.6709361828263614,57.14143474414934,1295.3942569613803,0.0,0.0,0.0,0.0,0.071323,0.071323,0.0,0.213968,0.693147,0.189677,0.177507,100.4205
1400000US36001014700,10580,"Albany-Schenectady-Troy, NY",medium,363.18326078674164,4.044750447113497,0.7349358894132713,42.855525464123055,1014.3849498699796,0.0,0.0,0.0,0.0,0.0,0.01849,0.0,0.138678,-0.0,0.206355,0.150475,113.5725
1400000US36001014801,10580,"Albany-Schenectady-Troy, NY",medium,448.5198731902262,6.645654956060587,0.7331271372560747,59.83464800787727,914.3571422175513,0.00603,0.01206,0.0,0.0,0.01809,0.01206,0.0,0.13266,1.320888,0.181459,0.215595,106.6073
1400000US36001014802,10580,"Albany-Schenectady-Troy, NY",medium,433.6399222398972,7.4862642113334354,0.7826097198937748,59.77096993406388,1294.8622450767593,0.0,0.0,0.0,0.0,0.018845,0.025127,0.0,0.131916,0.682908,0.141728,0.294184,95.2591
1400000US36001014803,10580,"Albany-Schenectady-Troy, NY",medium,354.4412151832081,4.658550239922926,0.7276337461429355,54.83548381868746,765.1604565917482,0.0,0.0,0.0,0.0,0.006681,0.013362,0.0,0.060127,0.636514,0.190462,0.197706,118.8243
1400000US36083040100,10580,"Albany-Schenectady-Troy, NY",medium,17.84870581709519,3.1485912663062394,0.4321623338991898,30.059964891078078,287.36588114592996,1.147321,4.015622,0.0,0.0,0.57366,1.720981,0.57366,10.325885,1.331664,0.28249,0.093134,92.3675
1400000US36083040200,10580,"Albany-Schenectady-Troy, NY",medium,10.816800536849906,1.5959641103437083,0.35532423241181754,17.473155002913924,354.04855925541193,1.613651,0.0,0.0,0.0,0.806826,0.0,0.0,12.102386,0.636514,0.266339,0.096358,88.5533
1400000US36083040300,10580,"Albany-Schenectady-Troy, NY",medium,9.078576586883964,1.6085389374043497,0.3012632333320477,14.491026089045667,200.10346200218186,1.997038,0.0,0.0,0.0,0.0,0.0,0.0,3.994077,-0.0,0.210562,0.122085,101.9391
1400000US36083040400,10580,"Albany-Schenectady-Troy, NY",medium,9.01785229960168,2.239824771295954,0.2611740727420842,12.512683719242109,189.85502389384555,1.315,2.630001,0.0,0.0,1.315,0.0,0.0,26.300009,1.039721,0.328281,0.096929,84.882
1400000US36083040500,10580,"Albany-Schenectady-Troy, NY",medium,49.821639292362335,7.306757995474206,0.5836355876615262,40.55108542321428,491.20710866382797,2.401044,0.0,0.0,0.0,0.0,0.0,0.0,6.00261,-0.0,0.32618,0.092811,75.5179
1400000US36083040600,10580,"Albany-Schenectady-Troy, NY",medium,58.83657832878404,5.770202651610873,0.42962963724295694,19.850672118819325,794.7818917066745,5.3221,3.991575,0.0,0.0,0.0,2.66105,1.330525,29.271551,1.279854,0.102032,0.0307,113.3911
1400000US36083040701,10580,"Albany-Schenectady-Troy, NY",medium,9.788603777628115,2.9826854567566676,0.17978567307694465,7.1001932715301175,202.17158117788594,3.357218,24.619599,1.119073,1.119073,4.476291,39.167544,2.238145,101.835615,1.239104,0.074608,0.099478,106.3109
1400000US36083040702,10580,"Albany-Schenectady-Troy, NY",medium,54.423036272002946,10.87678789324236,0.6319398883114796,49.312017332928455,785.8863776781609,1.176696,1.176696,0.0,0.0,0.0,3.530089,0.0,11.766962,0.950271,0.195626,0.04192,126.0989
1400000US36083040800,10580,"Albany-Schenectady-Troy, NY",medium,7.069842177110286,1.5549832718035923,0.22739132400023263,6.57208823500015,366.9085549801984,3.171381,0.0,0.0,0.0,3.171381,3.171381,0.0,28.542433,1.098612,0.081594,0.132195,131.8182
1400000US36083040900,10580,"Albany-Schenectady-Troy, NY",medium,22.60297763195157,5.085817020612429,0.4485010496386639,27.89143431915733,633.4739451438599,2.022533,0.0,0.0,0.0,0.0,1.011267,0.0,10.112665,0.636514,0.221451,0.107571,90.162
1400000US36083041000,10580,"Albany-Schenectady-Troy, NY",medium,34.895515649002874,6.26025299652185,0.49324544172231943,37.68523670974636,534.5751090367097,0.0,1.584189,0.396047,0.396047,0.0,1.584189,0.396047,9.505135,1.389681,0.217391,0.10494,100.0455
1400000US36083041101,10580,"Albany-Schenectady-Troy, NY",medium,92.3354731355093,4.453164310831878,0.6423396085153443,39.99164613498164,1753.0343380234178,0.969861,0.0,0.0,0.0,0.323287,0.969861,0.0,5.17259,1.004242,0.162112,0.183077,79.6234
1400000US36083041102,10580,"Albany-Schenectady-Troy, NY",medium,78.26448267640606,5.873683172594307,0.6805437465842898,43.7123688505479,1061.7588500162624,1.406523,2.109785,0.0,0.0,0.0,1.406523,0.0,9.142401,1.078992,0.297105,0.109131,50.0668
1400000US36083041200,10580,"Albany-Schenectady-Troy, NY",medium,98.10867276774296,5.5664822438478065,0.6887323748937708,49.58923415534623,1086.9269268951361,1.123318,0.748879,0.0,0.0,0.374439,0.374439,0.0,4.867712,1.277034,0.135006,0.141042,93.9618
1400000US36083041300,10580,"Albany-Schenectady-Troy, NY",medium,100.2132100733051,5.007941710472296,0.5862864754587502,34.433367215542745,876.2147225286591,0.3351,1.005299,0.3351,0.0,0.0,0.3351,0.6702,6.031796,1.494175,0.114326,0.112696,106.4367
1400000US36083041400,10580,"Albany-Schenectady-Troy, NY",medium,88.17207220329065,6.823544261409084,0.6200819191545117,44.38074870207021,468.4825349109914,0.210347,0.210347,0.0,0.0,0.0,0.420695,0.0,3.36556,1.039721,0.129853,0.242222,113.2127
1400000US36083051500,10580,"Albany-Schenectady-Troy, NY",medium,9.51157083411223,2.8131742929823043,0.25080337406125847,23.02132679916507,445.49780328280826,0.554417,0.554417,0.0,1.663251,0.831626,1.108834,0.554417,8.316257,1.694415,0.217494,0.115051,103.3654
1400000US36083051601,10580,"Albany-Schenectady-Troy, NY",medium,25.897085385321667,6.857068406351373,0.3952284412177534,39.21702574176137,463.0492465589352,1.899237,0.0,0.0,0.0,0.633079,0.0,0.0,8.230025,0.562335,0.173116,0.180584,108.1979
1400000US36083051602,10580,"Albany-Schenectady-Troy, NY",medium,46.59987199354228,7.515125727037162,0.5882153629117234,54.143234384059404,1059.5457475505548,0.328361,0.0,0.0,0.0,0.328361,0.0,0.0,1.313444,0.693147,0.129179,0.262102,109.9382
1400000US36083051701,10580,"Albany-Schenectady-Troy, NY",medium,225.9688382667402,7.470501364634634,0.7665821815326094,46.257010419319485,1199.52547602863,0.018854,0.012569,0.0,0.0,0.012569,0.012569,0.0,0.144547,1.368922,0.236749,0.195524,103.11
1400000US36083051702,10580,"Albany-Schenectady-Troy, NY",medium,154.61915590547508,5.3179789815148535,0.6791551699571646,34.63834026156639,472.8621385871759,0.0,0.241927,0.241927,0.0,0.483855,1.209637,0.0,3.628911,1.14906,0.233264,0.235644,76.9879
