cb_2020_3,cbsa_code,cbsa_title,group,elev_mean,slope_mean,ndvi_mean,tcc_mean,dist_water_m
1400000US36001000100,10580,"Albany-Schenectady-Troy, NY",medium,10.151410899072358,2.014119249106916,0.27908059877692826,18.302703881141884,530.1556647762652
1400000US36001000201,10580,"Albany-Schenectady-Troy, NY",medium,43.42743607961705,4.457643650667111,0.37287658874089824,18.363048087228,780.3342836733099
1400000US36001000202,10580,"Albany-Schenectady-Troy, NY",medium,45.000347536043016,6.468748682853374,0.3770448756665421,25.343550418883382,723.8453044614514
1400000US36001000301,10580,"Albany-Schenectady-Troy, NY",medium,73.22879264271107,2.1908035614383885,0.4143471231738868,17.640589860566728,1327.3497870545389
1400000US36001000302,10580,"Albany-Schenectady-Troy, NY",medium,73.74633382416408,3.350081471799008,0.4294414184553333,27.034572271628438,1293.235860728153
1400000US36001000401,10580,"Albany-Schenectady-Troy, NY",medium,92.42317350140304,2.8871395610132122,0.5313468128581139,37.35192972898199,1445.7422210884486
1400000US36001000403,10580,"Albany-Schenectady-Troy, NY",medium,74.8344340958363,2.062552003017273,0.41908157145804925,19.359856954783094,1109.8138991213962
1400000US36001000404,10580,"Albany-Schenectady-Troy, NY",medium,79.74887082227403,2.704632519939497,0.4019104294525385,23.241717729293637,504.63375762399295
1400000US36001000501,10580,"Albany-Schenectady-Troy, NY",medium,73.39061153986712,1.0877378072801307,0.3557499975954782,12.33620453030442,1335.2721254745647
1400000US36001000502,10580,"Albany-Schenectady-Troy, NY",medium,67.75406756741714,0.8305097204549423,0.47622142094847497,18.725682314287127,1262.5638321862475
1400000US36001000600,10580,"Albany-Schenectady-Troy, NY",medium,68.38884562605162,0.7971395634195463,0.2764010334675762,6.246116278584398,633.254406146504
1400000US36001000700,10580,"Albany-Schenectady-Troy, NY",medium,61.58352196508853,2.8743229680800724,0.4378946733430258,27.429967419529756,688.8943962332302
1400000US36001000800,10580,"Albany-Schenectady-Troy, NY",medium,62.51194482495682,2.0749821977862677,0.27719044281871014,7.420520555204533,773.6071767295849
1400000US36001001100,10580,"Albany-Schenectady-Troy, NY",medium,17.03626937107983,2.6820321536006433,0.14848598791419768,5.131152483605941,272.00661944002616
1400000US36001001400,10580,"Albany-Schenectady-Troy, NY",medium,62.01393976363429,1.9647000369174363,0.4722418488011394,20.857122091042477,392.85142642321625
1400000US36001001500,10580,"Albany-Schenectady-Troy, NY",medium,63.367204702267834,1.2255594504985674,0.43011229592858313,17.250348683492426,576.7217372469562
1400000US36001001600,10580,"Albany-Schenectady-Troy, NY",medium,65.74193200819849,1.184983628882805,0.4851185721974915,21.239408476299,1175.0966134531834
1400000US36001001700,10580,"Albany-Schenectady-Troy, NY",medium,69.01425092899872,2.0202389661162465,0.5254336506680766,29.361828489623587,780.3549312855074
1400000US36001001802,10580,"Albany-Schenectady-Troy, NY",medium,63.30584090574982,3.656805626613914,0.5714886255610712,38.73953311504662,936.8901797967968
1400000US36001001803,10580,"Albany-Schenectady-Troy, NY",medium,71.33426681203214,2.3883182484903975,0.5977649316835155,36.2742202736772,644.7303301464578
1400000US36001001804,10580,"Albany-Schenectady-Troy, NY",medium,55.73311144309002,5.238502991015908,0.6491810985903597,42.48256453798987,1253.5059855990437
1400000US36001001901,10580,"Albany-Schenectady-Troy, NY",medium,67.66710970190402,1.0672240682950482,0.5454268149042022,23.870768931740052,1248.142442013683
1400000US36001001902,10580,"Albany-Schenectady-Troy, NY",medium,65.87994919364509,1.7571070914389202,0.5663142172910768,28.22845301454486,1069.4702679950717
1400000US36001002000,10580,"Albany-Schenectady-Troy, NY",medium,52.785530325444896,4.412646194613036,0.5304782324876808,39.16928016135261,611.9525062454843
1400000US36001002100,10580,"Albany-Schenectady-Troy, NY",medium,61.24377196821191,2.114465350811019,0.38846199595025593,14.021738553865365,495.8852493240117
1400000US36001002200,10580,"Albany-Schenectady-Troy, NY",medium,56.3520550877503,2.7344668071736065,0.313556891786172,10.133497040496229,352.6882241592727
1400000US36001002300,10580,"Albany-Schenectady-Troy, NY",medium,36.83051090284075,5.033232211688732,0.5046290068501046,20.289800537247512,347.2590820543327
1400000US36001002500,10580,"Albany-Schenectady-Troy, NY",medium,7.759474419993619,1.6731189091376677,0.1521488601576213,7.934844218202819,351.8663557756314
1400000US36001002600,10580,"Albany-Schenectady-Troy, NY",medium,21.899592314972804,3.1828933635612593,0.3382809994953135,20.97398879550117,505.3839622951135
1400000US36001012700,10580,"Albany-Schenectady-Troy, NY",medium,9.950019007932598,2.5417334585420206,0.3190105031191999,18.86681665484254,91.6372236018342
