cb_2020_3,minor_ratio,elderly_ratio,sex_ratio
1400000US28049011300,0.210413,0.19059,125.836
1400000US28049011400,0.226117,0.080631,115.69
1400000US28049011500,0.045537,0.056163,60.214
1400000US28049011600,0.217744,0.180881,95.7798
1400000US28051950100,0.290118,0.166591,96.0018
1400000US28051950200,0.265347,0.186747,117.061
1400000US28051950300,0.244781,0.133442,74.0028
1400000US28051950400,0.223671,0.160983,82.4337
1400000US28051950501,0.262654,0.119444,71.3379
1400000US28051950502,0.186514,0.120174,122.37
1400000US28089030104,0.150272,0.185433,98.5869
1400000US28089030105,0.221543,0.085531,92.689
1400000US28089030107,0.103241,0.201281,77.234
1400000US28089030108,0.317268,0.037192,78.2815
1400000US28089030109,0.220154,0.19856,92.7751
1400000US28089030110,0.22775,0.234856,98.1891
1400000US28089030111,0.169981,0.082927,73.3897
1400000US28089030112,0.151829,0.103066,81.1914
1400000US28089030202,0.307094,0.092564,97.0105
1400000US28089030203,0.23159,0.096696,93.992
1400000US28089030204,0.271078,0.132843,82.3871
1400000US28089030205,0.166049,0.113272,98.4078
1400000US28089030206,0.178229,0.288776,78.191
1400000US28089030207,0.277354,0.1274,74.8002
1400000US28089030208,0.292827,0.087562,99.6952
1400000US28089030301,0.282125,0.132613,88.5731
1400000US28089030302,0.239379,0.137897,99.5775
1400000US28089030401,0.197152,0.138867,96.3372
1400000US28089030402,0.333779,0.051864,111.6997
1400000US28089030403,0.059384,0.323314,70.9273
1400000US28089030501,0.446312,0.054466,139.4188
1400000US28089030502,0.335509,0.185379,52.5289
1400000US28089030600,0.211235,0.201051,65.5247
1400000US28089030900,0.253499,0.148294,112.5334
1400000US28089031000,0.171315,0.225321,109.7493
1400000US28089031100,0.239672,0.156393,112.9888
1400000US28121020101,0.233821,0.119036,93.5101
1400000US28121020103,0.303488,0.14108,87.3075
1400000US28121020104,0.307313,0.086537,75.6579
1400000US28121020105,0.249017,0.206204,83.5605
1400000US28121020208,0.150257,0.29487,84.9816
1400000US28121020209,0.165344,0.194781,89.7781
1400000US28121020210,0.245938,0.154062,96.9577
1400000US28121020212,0.31008,0.14159,73.6653
1400000US28121020213,0.227975,0.137558,101.8721
1400000US28121020214,0.220936,0.097826,117.137
1400000US28121020215,0.323222,0.080959,82.6657
1400000US28121020216,0.176803,0.162659,62.156
1400000US28121020217,0.159856,0.218372,89.4118
1400000US28121020218,0.223006,0.134341,91.0491
1400000US28121020219,0.172679,0.25363,92.9542
1400000US28121020301,0.227202,0.146903,84.8677
1400000US28121020303,0.217958,0.102459,86.9732
1400000US28121020304,0.131401,0.055723,101.0598
1400000US28121020401,0.248541,0.163605,106.6548
1400000US28121020402,0.252653,0.162708,91.6398
1400000US28121020500,0.042011,0.111508,313.586
1400000US28121020601,0.334754,0.111318,103.7439
1400000US28121020602,0.230769,0.135346,70.174
1400000US28121020703,0.197838,0.276786,75.5776
1400000US28121020705,0.203279,0.159663,87.0199
1400000US28121020801,0.161329,0.213371,115.3448
1400000US28121020803,0.215451,0.139485,117.1482
1400000US28121020804,0.311817,0.082522,93.7609
1400000US28121020805,0.205266,0.059971,91.3246
1400000US28121020806,0.310498,0.10633,91.642
1400000US28121020901,0.23888,0.176936,124.3163
1400000US28121020902,0.227132,0.217563,73.9961
1400000US28121021001,0.187627,0.256899,84.015
1400000US28121021003,0.2732,0.125065,83.4819
1400000US28121021004,0.290441,0.10723,129.7513
1400000US28121021005,0.173701,0.25974,94.4751
1400000US28121980000,0.109375,0.078125,93.9394
1400000US28127950101,0.212836,0.187353,91.4182
1400000US28127950102,0.261254,0.123258,103.7118
1400000US28127950200,0.30823,0.206522,70.7468
1400000US28127950301,0.210482,0.152156,66.6197
1400000US28127950302,0.219621,0.211468,119.0092
1400000US28127950401,0.120153,0.198798,88.5685
1400000US28127950402,0.129305,0.168941,72.5336
1400000US28127950403,0.301022,0.179312,98.3415
1400000US28127950500,0.237546,0.170203,117.5615
1400000US28163950100,0.113599,0.098598,318.5168
1400000US28163950200,0.266931,0.185159,90.2673
1400000US28163950300,0.338108,0.109458,75.5319
1400000US28163950400,0.258082,0.171683,114.3369
1400000US28163950500,0.309632,0.115643,101.6775
1400000US28163950601,0.21773,0.175177,88.5027
1400000US28163950602,0.315273,0.168,88.744
1400000US34003001001,0.298343,0.164211,93.4679
1400000US34003001002,0.310089,0.13661,75.2128
1400000US34003002100,0.237834,0.300206,87.0513
1400000US34003002200,0.226398,0.18324,102.1447
1400000US34003002300,0.230264,0.200726,80.5677
1400000US34003003100,0.191887,0.180423,102.5
1400000US34003003200,0.162464,0.15647,78.9863
1400000US34003003300,0.173767,0.142118,102.4022
1400000US34003003401,0.285608,0.145787,88.7403
1400000US34003003402,0.401997,0.12582,84.6681
1400000US34003003500,0.204268,0.16997,94.3704
1400000US34003004001,0.217485,0.144887,80.1336
1400000US34003004002,0.187038,0.156092,86.8364
1400000US34003005000,0.160279,0.15492,114.415
1400000US34003006101,0.125304,0.167794,84.6577
1400000US34003006102,0.259072,0.126854,104.0567
1400000US34003006201,0.165307,0.286081,101.0783
1400000US34003006202,0.163686,0.287519,93.1656
1400000US34003006301,0.281715,0.083093,83.5644
1400000US34003006302,0.140937,0.22745,80.0859
1400000US34003007001,0.261427,0.141717,105.2109
1400000US34003007002,0.273324,0.136096,107.3239
1400000US34003008001,0.229773,0.198409,94.4322
1400000US34003008002,0.275982,0.173216,74.7664
1400000US34003009100,0.272246,0.158216,100.7768
1400000US34003009200,0.286176,0.184412,105.0663
1400000US34003010100,0.162483,0.213549,101.8743
1400000US34003010200,0.197557,0.143775,86.9792
1400000US34003010300,0.172636,0.145327,102.4729
1400000US34003011100,0.215765,0.203518,76.7414
1400000US34003011200,0.228877,0.119572,80.1541
1400000US34003011300,0.247768,0.128674,79.4842
1400000US34003011400,0.185463,0.19984,85.2071
1400000US34003012001,0.150117,0.232976,82.2127
1400000US34003012002,0.209613,0.13271,85.9484
1400000US34003013002,0.193537,0.099964,89.1202
1400000US34003013003,0.14775,0.101597,85.2151
1400000US34003013004,0.153947,0.110149,141.7882
1400000US34003014000,0.196161,0.226137,87.0635
1400000US34003015100,0.290895,0.173039,102.96
1400000US34003015200,0.195279,0.25071,73.4837
1400000US34003015300,0.210584,0.12573,83.0939
1400000US34003015401,0.180399,0.146049,79.0538
1400000US34003015402,0.125148,0.110355,108.0
1400000US34003015500,0.286133,0.180218,84.7381
1400000US34003016000,0.227893,0.239297,102.3071
1400000US34003017101,0.252566,0.191555,104.7997
1400000US34003017102,0.22157,0.300053,88.8105
1400000US34003017200,0.180411,0.155924,90.3759
1400000US34003017301,0.244345,0.177764,79.7824
1400000US34003017302,0.16724,0.236407,63.9955
1400000US34003017400,0.258149,0.199888,99.9251
1400000US34003017501,0.280827,0.146958,80.4807
1400000US34003017502,0.24137,0.177743,111.3228
1400000US34003018101,0.1636,0.170071,116.6959
1400000US34003018102,0.140917,0.073394,139.4552
1400000US34003018200,0.152718,0.140195,93.2133
1400000US34003019102,0.213428,0.215699,76.474
1400000US34003019103,0.14162,0.15941,112.326
1400000US34003019104,0.185894,0.208434,90.0507
1400000US34003019202,0.223494,0.083137,124.3958
1400000US34003019203,0.119003,0.368847,75.9868
1400000US34003019204,0.174926,0.320059,79.8408
1400000US34003019303,0.198193,0.15542,95.6004
1400000US34003019304,0.155744,0.136469,95.9215
1400000US34003019305,0.10113,0.449286,95.8066
1400000US34003019306,0.215715,0.263055,101.4749
1400000US34003020100,0.225263,0.239677,89.7543
1400000US34003020200,0.256798,0.15451,112.6338
1400000US34003021101,0.193731,0.19703,111.3048
1400000US34003021102,0.142388,0.102995,99.4272
1400000US34003021200,0.173927,0.107835,99.2409
1400000US34003021300,0.184405,0.215998,97.9157
1400000US34003021400,0.169438,0.140736,86.0773
1400000US34003021500,0.235271,0.126328,89.2178
1400000US34003021600,0.279156,0.077208,87.115
1400000US34003022100,0.318334,0.132682,113.3297
1400000US34003022200,0.32731,0.12255,95.1813
1400000US34003023100,0.152793,0.107263,103.8724
1400000US34003023201,0.159201,0.16234,99.829
1400000US34003023202,0.076873,0.166721,63.7281
1400000US34003023301,0.161583,0.18337,95.7356
1400000US34003023303,0.132293,0.174695,58.4946
1400000US34003023304,0.099415,0.341839,88.1
1400000US34003023401,0.237092,0.160801,97.6142
1400000US34003023402,0.182858,0.185676,82.0706
1400000US34003023501,0.180519,0.138168,98.4244
1400000US34003023502,0.182315,0.129221,77.5121
1400000US34003023601,0.126123,0.157384,80.0129
1400000US34003023602,0.213208,0.118834,131.306
1400000US34003024100,0.26688,0.183997,102.7379
1400000US34003024200,0.248786,0.195987,89.9318
1400000US34003025100,0.21617,0.16803,85.8085
1400000US34003025200,0.185392,0.183228,101.2704
1400000US34003026100,0.216547,0.204322,96.2725
1400000US34003026200,0.235704,0.11698,88.0656
1400000US34003027000,0.299316,0.138428,94.0313
1400000US34003028001,0.244164,0.146192,80.6429
1400000US34003028002,0.196974,0.240282,100.2612
1400000US34003029100,0.100212,0.153973,103.113
1400000US34003029200,0.185123,0.168098,102.2333
1400000US34003030100,0.208184,0.149929,73.2508
1400000US34003030201,0.199746,0.179416,103.5696
1400000US34003030202,0.199648,0.154727,85.8156
1400000US34003030300,0.217982,0.164942,93.8153
1400000US34003030401,0.185604,0.090704,68.7364
1400000US34003030402,0.178687,0.183262,90.174
1400000US34003031100,0.217909,0.091092,121.9705
1400000US34003031200,0.16847,0.159134,87.5448
1400000US34003031300,0.180369,0.170736,92.2414
1400000US34003031400,0.132305,0.216638,94.9165
1400000US34003032102,0.2217,0.223806,72.1494
1400000US34003032103,0.163201,0.299097,91.5125
1400000US34003032104,0.129846,0.079402,88.3026
1400000US34003032201,0.219982,0.186207,93.3333
1400000US34003032202,0.272608,0.145927,92.726
1400000US34003033100,0.194486,0.20616,104.4693
1400000US34003033200,0.161918,0.256885,92.5046
1400000US34003033300,0.19004,0.20893,75.843
1400000US34003034001,0.114296,0.262472,115.5698
1400000US34003034002,0.245599,0.182218,97.9094
1400000US34003035100,0.225463,0.197587,87.2368
1400000US34003035200,0.269877,0.146162,78.9086
1400000US34003036100,0.198675,0.144916,113.7386
1400000US34003036200,0.271186,0.145173,85.3825
1400000US34003037100,0.264033,0.139793,109.5131
1400000US34003037201,0.203025,0.160984,88.4541
1400000US34003037203,0.247111,0.24563,81.3541
1400000US34003037204,0.202661,0.115054,96.3527
1400000US34003038100,0.169416,0.168878,98.7175
1400000US34003038200,0.153633,0.134717,109.2181
1400000US34003038300,0.16973,0.201283,96.5247
1400000US34003039100,0.225845,0.173013,80.1887
1400000US34003039200,0.241608,0.121315,99.1517
1400000US34003039300,0.223109,0.193963,100.6964
1400000US34003040001,0.227512,0.192914,95.2973
1400000US34003040002,0.278086,0.143807,112.5765
1400000US34003041100,0.145938,0.15394,95.4777
1400000US34003041200,0.14425,0.171881,86.9351
1400000US34003041301,0.138446,0.12666,101.6739
1400000US34003041302,0.118559,0.132316,83.0586
1400000US34003042101,0.178992,0.297249,99.9286
1400000US34003042102,0.224622,0.238674,99.7486
1400000US34003042301,0.162064,0.24785,95.0552
1400000US34003042302,0.121558,0.342571,112.486
1400000US34003042400,0.223104,0.179697,80.878
1400000US34003042500,0.21796,0.218186,118.1102
1400000US34003043001,0.20064,0.23486,105.8794
1400000US34003043002,0.184804,0.2346,98.0025
1400000US34003044100,0.273426,0.140972,99.5667
1400000US34003044201,0.318229,0.114966,92.1393
1400000US34003044202,0.212199,0.182392,105.4339
1400000US34003045101,0.167775,0.135255,126.1281
1400000US34003045102,0.185228,0.104654,77.0082
1400000US34003045200,0.196397,0.143765,76.827
1400000US34003046100,0.210103,0.123827,82.4633
1400000US34003046200,0.19808,0.133401,105.2905
1400000US34003046300,0.27847,0.120107,111.179
1400000US34003047100,0.286145,0.175052,81.585
1400000US34003047200,0.307969,0.13575,121.8781
1400000US34003047300,0.342286,0.136587,100.3281
1400000US34003047400,0.230684,0.132487,99.6
1400000US34003047500,0.309688,0.125751,91.6573
1400000US34003048100,0.228696,0.148108,94.0306
1400000US34003048200,0.246268,0.147633,93.3629
1400000US34003049001,0.269239,0.168414,117.0944
1400000US34003049002,0.262366,0.181192,101.4234
1400000US34003050000,0.144444,0.259677,82.4126
1400000US34003051100,0.19635,0.123513,92.2619
1400000US34003051200,0.228628,0.191252,101.0392
1400000US34003051300,0.185064,0.156107,102.9607
1400000US34003051400,0.240109,0.1374,97.8789
1400000US34003052100,0.188344,0.201856,95.6475
1400000US34003052200,0.191608,0.155866,97.2716
1400000US34003053100,0.171069,0.257547,92.029
1400000US34003053201,0.237269,0.174116,104.9681
1400000US34003053202,0.29809,0.084746,114.7314
1400000US34003054101,0.26241,0.144039,111.8652
1400000US34003054102,0.212747,0.157989,118.4314
1400000US34003054200,0.199382,0.173493,95.5421
1400000US34003054300,0.242603,0.164704,106.6771
1400000US34003054400,0.236532,0.138301,106.5891
1400000US34003054500,0.257434,0.135579,103.8576
1400000US34003054601,0.21632,0.27296,104.3819
1400000US34003054602,0.179497,0.239777,64.894
1400000US34003055100,0.294913,0.124829,107.7287
1400000US34003055201,0.320583,0.130107,96.372
1400000US34003055202,0.365842,0.109413,98.8423
1400000US34003056100,0.278897,0.12478,88.5324
1400000US34003056200,0.254354,0.232078,94.0275
1400000US34003057101,0.135266,0.144686,92.3792
1400000US34003057102,0.152565,0.214701,95.4522
1400000US34003057200,0.20325,0.119802,107.6043
1400000US34003058100,0.188602,0.301493,88.491
1400000US34003058200,0.233207,0.183777,112.0154
1400000US34003059100,0.185605,0.239347,109.9114
1400000US34003059200,0.229018,0.182807,98.1151
1400000US34003060001,0.139071,0.220071,87.8076
1400000US34003060002,0.166922,0.067791,99.2872
1400000US34003061100,0.229829,0.188751,103.1237
1400000US34003061200,0.264751,0.182885,98.3456
1400000US34003061300,0.256423,0.255668,81.6102
1400000US34003061400,0.255345,0.205994,84.8227
1400000US34013000100,0.189441,0.135225,94.6916
1400000US34013000200,0.309064,0.094152,98.9529
1400000US34013000300,0.194673,0.081893,98.705
1400000US34013000400,0.178218,0.125884,141.0227
1400000US34013000500,0.321172,0.079137,104.4118
1400000US34013000600,0.138501,0.166408,103.3631
1400000US34013000700,0.308679,0.063981,78.9793
1400000US34013000800,0.247484,0.112182,106.4987
1400000US34013000900,0.243425,0.152542,76.939
1400000US34013001000,0.225746,0.128198,108.4444
1400000US34013001100,0.161094,0.033435,114.0534
1400000US34013001300,0.25,0.178478,102.122
1400000US34013001400,0.264746,0.071674,96.496
1400000US34013001500,0.42154,0.04386,48.588
1400000US34013001600,0.264503,0.156342,94.2693
1400000US34013001700,0.31411,0.088344,78.0772
1400000US34013001800,0.263182,0.130191,58.0383
1400000US34013001900,0.39085,0.043262,56.3764
1400000US34013002000,0.143846,0.145385,59.7706
1400000US34013002100,0.255799,0.151891,78.6039
1400000US34013002202,0.227633,0.095759,129.5854
1400000US34013002203,0.272988,0.098686,116.0844
1400000US34013002204,0.099188,0.243012,107.6779
1400000US34013002300,0.195878,0.153313,81.1584
1400000US34013002400,0.23535,0.094518,70.0965
1400000US34013002500,0.254902,0.137255,75.1157
1400000US34013002600,0.261905,0.119048,64.8598
1400000US34013002800,0.305062,0.04788,86.0051
1400000US34013003100,0.319515,0.035895,52.9776
1400000US34013003500,0.403025,0.066541,86.662
1400000US34013003700,0.236125,0.084226,66.1812
1400000US34013003800,0.232505,0.082873,110.4651
1400000US34013003900,0.432133,0.117036,81.407
1400000US34013004100,0.391975,0.108586,80.5471
1400000US34013004200,0.214994,0.079707,51.8979
1400000US34013004300,0.230521,0.111021,85.6822
1400000US34013004400,0.34148,0.058659,97.5172
1400000US34013004500,0.212473,0.149746,93.8159
1400000US34013004600,0.199234,0.119819,61.2921
1400000US34013004700,0.144424,0.117408,90.8879
1400000US34013004801,0.294538,0.067647,83.359
1400000US34013004802,0.113602,0.130413,167.9863
1400000US34013004900,0.265239,0.146001,82.7717
1400000US34013005000,0.314295,0.094648,99.2198
1400000US34013005100,0.191651,0.088235,68.2362
1400000US34013005200,0.364525,0.125,83.8254
1400000US34013005300,0.273302,0.113349,72.1278
1400000US34013005400,0.39759,0.050361,66.3994
1400000US34013005700,0.221635,0.079808,119.8732
1400000US34013006200,0.353363,0.100331,77.8431
1400000US34013006400,0.138017,0.115702,62.6344
1400000US34013006600,0.18112,0.123561,64.5202
1400000US34013006700,0.174561,0.238425,119.5093
1400000US34013006800,0.278535,0.057512,99.8232
1400000US34013006900,0.220723,0.04067,125.6919
1400000US34013007000,0.243518,0.112002,86.3048
1400000US34013007100,0.289204,0.092574,77.7681
1400000US34013007200,0.234683,0.115876,101.2869
1400000US34013007300,0.210723,0.125491,109.8063
1400000US34013007400,0.13186,0.042053,263.2362
1400000US34013007501,0.289669,0.094756,97.4667
1400000US34013007502,0.290096,0.068736,89.0985
1400000US34013007600,0.222474,0.069807,119.5639
1400000US34013007700,0.244602,0.12531,90.3639
1400000US34013007800,0.164254,0.127506,96.8219
1400000US34013007900,0.186253,0.10837,122.3044
1400000US34013008000,0.238592,0.091699,118.5185
1400000US34013008100,0.240069,0.198865,86.5163
1400000US34013008200,0.309735,0.074988,78.1743
1400000US34013008700,0.249066,0.031445,128.938
1400000US34013008800,0.295876,0.073196,88.716
1400000US34013008900,0.225359,0.064168,125.9861
1400000US34013009000,0.2523,0.148489,105.3981
1400000US34013009100,0.305679,0.094856,90.5382
1400000US34013009200,0.232661,0.136822,103.856
1400000US34013009300,0.233036,0.118845,97.7003
1400000US34013009400,0.215063,0.163068,103.1941
1400000US34013009500,0.248911,0.137925,94.326
1400000US34013009600,0.321977,0.083318,114.0706
1400000US34013009700,0.292931,0.064696,88.4123
1400000US34013009900,0.164844,0.333594,81.6891
1400000US34013010000,0.197039,0.132895,122.5476
1400000US34013010100,0.256356,0.114407,71.3871
1400000US34013010200,0.187862,0.295576,65.4657
1400000US34013010300,0.168879,0.127648,86.6632
1400000US34013010400,0.252525,0.109275,83.7199
1400000US34013010500,0.224473,0.144304,94.4217
1400000US34013010600,0.278351,0.100281,92.9476
1400000US34013010700,0.22083,0.087445,103.6683
1400000US34013010800,0.402369,0.067839,90.0409
1400000US34013010900,0.238938,0.106616,92.6136
1400000US34013011100,0.275601,0.171891,88.6644
1400000US34013011200,0.193892,0.114619,78.5539
1400000US34013011300,0.187472,0.065548,100.1791
1400000US34013011400,0.191319,0.183114,79.2877
1400000US34013011500,0.244305,0.103171,90.2294
1400000US34013011600,0.325113,0.077594,73.9017
1400000US34013011700,0.184621,0.130214,75.1588
1400000US34013011800,0.245895,0.121867,69.7726
1400000US34013011900,0.191004,0.083179,100.8663
1400000US34013012000,0.283046,0.098213,96.1781
1400000US34013012100,0.183862,0.136508,80.9478
1400000US34013012200,0.2275,0.167007,115.56
1400000US34013012300,0.234339,0.108139,106.5156
1400000US34013012400,0.20378,0.133609,85.6048
1400000US34013012500,0.209753,0.133832,97.6451
1400000US34013012600,0.252454,0.175767,56.3549
1400000US34013012700,0.325939,0.104109,88.0986
1400000US34013012800,0.255613,0.043754,101.9767
1400000US34013012900,0.340986,0.109053,75.5841
1400000US34013013000,0.20155,0.131783,88.3212
1400000US34013013100,0.269033,0.100513,70.284
1400000US34013013200,0.27655,0.139575,108.7783
1400000US34013013300,0.268513,0.110806,113.7163
1400000US34013013400,0.183529,0.186928,101.9535
1400000US34013013500,0.25315,0.139991,117.6739
1400000US34013013600,0.234787,0.065244,97.0764
1400000US34013013700,0.191418,0.20209,82.0316
1400000US34013013800,0.19907,0.282326,93.3453
1400000US34013013900,0.161612,0.155227,92.0307
1400000US34013014000,0.152985,0.204158,103.5811
1400000US34013014100,0.186263,0.18248,78.3083
1400000US34013014200,0.209066,0.15148,113.0049
1400000US34013014300,0.245948,0.11396,97.5172
1400000US34013014400,0.231238,0.078926,82.4659
1400000US34013014500,0.159772,0.176616,110.5895
1400000US34013014600,0.181745,0.084006,100.4858
1400000US34013014700,0.166127,0.181333,77.8481
1400000US34013014800,0.223986,0.185185,110.7807
1400000US34013014900,0.271255,0.152568,96.442
1400000US34013015000,0.209199,0.127003,86.497
1400000US34013015100,0.178761,0.179425,105.3612
1400000US34013015200,0.180715,0.151368,94.9247
1400000US34013015300,0.258759,0.122993,98.2634
1400000US34013015400,0.165038,0.10188,96.5275
1400000US34013015500,0.202652,0.133523,84.6154
1400000US34013015600,0.177083,0.202793,89.6595
1400000US34013015700,0.252904,0.103664,91.1187
1400000US34013015800,0.199901,0.133597,107.3884
1400000US34013015900,0.215961,0.078502,90.5057
1400000US34013016000,0.316893,0.109851,91.7805
1400000US34013016100,0.299558,0.141082,103.712
1400000US34013016200,0.305181,0.144355,96.2963
1400000US34013016300,0.294727,0.145438,105.1033
1400000US34013016400,0.315958,0.133921,114.384
1400000US34013016500,0.335952,0.123069,96.1479
1400000US34013016600,0.216391,0.114351,96.374
1400000US34013016700,0.13895,0.140429,88.8346
1400000US34013016800,0.194212,0.137138,98.3369
1400000US34013016900,0.266117,0.149355,86.1333
1400000US34013017000,0.225337,0.166075,96.6504
1400000US34013017100,0.3,0.089121,85.2713
1400000US34013017200,0.262704,0.109024,70.4462
1400000US34013017301,0.218726,0.295868,83.3218
1400000US34013017302,0.135814,0.244412,85.467
1400000US34013017400,0.151532,0.176396,109.7506
1400000US34013017500,0.151959,0.258363,92.1053
1400000US34013017600,0.222802,0.151884,91.5248
1400000US34013017700,0.28782,0.093628,90.4251
1400000US34013017800,0.243107,0.156019,83.5802
1400000US34013017900,0.252549,0.197386,108.4469
1400000US34013018000,0.23451,0.158106,107.3211
1400000US34013018100,0.198699,0.122122,72.5389
1400000US34013018200,0.264856,0.118629,90.5428
1400000US34013018300,0.297246,0.067901,76.8262
1400000US34013018400,0.285942,0.183024,49.1297
1400000US34013018600,0.282507,0.074836,74.7446
1400000US34013018700,0.265422,0.202792,90.0681
1400000US34013018800,0.226352,0.174271,72.8077
1400000US34013018900,0.306748,0.077965,69.424
1400000US34013019000,0.282151,0.1746,95.7885
1400000US34013019100,0.246447,0.122421,96.2213
1400000US34013019200,0.099555,0.072442,78.0166
1400000US34013019300,0.132034,0.119459,102.8699
1400000US34013019400,0.308435,0.096855,90.2107
1400000US34013019500,0.31438,0.130801,102.3736
1400000US34013019600,0.216925,0.126169,71.7031
1400000US34013019700,0.278371,0.081901,104.9175
1400000US34013019800,0.283657,0.145068,116.6927
1400000US34013019900,0.298682,0.175141,99.0255
1400000US34013020000,0.339523,0.125553,98.6301
1400000US34013020100,0.340447,0.132927,96.8788
1400000US34013020200,0.294166,0.16023,93.0214
1400000US34013020300,0.2881,0.098922,96.1443
1400000US34013020400,0.260519,0.164486,97.6522
1400000US34013020500,0.302649,0.176501,93.357
1400000US34013020600,0.288061,0.211843,93.031
1400000US34013020700,0.249006,0.187362,114.0965
1400000US34013020800,0.235821,0.182479,86.9692
1400000US34013020901,0.291605,0.178694,92.7152
1400000US34013020902,0.212464,0.230269,86.9718
1400000US34013021000,0.238512,0.225116,93.3453
1400000US34013021100,0.245916,0.237641,76.9808
1400000US34013021200,0.252802,0.166667,103.726
1400000US34013021300,0.181468,0.274129,87.7911
1400000US34013021400,0.197736,0.238491,68.1045
1400000US34013021601,0.210234,0.284675,86.3726
1400000US34013021602,0.246687,0.251807,93.3042
1400000US34013021701,0.233054,0.140697,101.469
1400000US34013021702,0.164518,0.14741,96.7266
1400000US34013021801,0.172944,0.111739,90.0955
1400000US34013021802,0.172414,0.273116,79.8573
1400000US34013021803,0.252665,0.169199,85.4859
1400000US34013022700,0.348082,0.117871,85.5677
1400000US34013022800,0.244098,0.223004,90.3442
1400000US34013022900,0.074832,0.055543,98.8447
1400000US34013023000,0.261632,0.158912,90.7167
1400000US34013023100,0.272059,0.071078,79.0783
1400000US34013023200,0.26414,0.067308,75.1362
1400000US34013980100,0.0,0.07053,
1400000US34013980200,,,
1400000US34017000101,0.1251,0.105854,96.0692
1400000US34017000102,0.197178,0.100066,84.7273
1400000US34017000200,0.225834,0.146897,97.7462
1400000US34017000300,0.202399,0.075549,121.7317
1400000US34017000400,0.237684,0.139716,81.832
1400000US34017000500,0.236262,0.151314,121.458
1400000US34017000600,0.213404,0.085636,100.9846
1400000US34017000700,0.218022,0.132749,101.6463
1400000US34017000800,0.117847,0.05846,108.9851
1400000US34017000902,0.149626,0.222087,103.7984
1400000US34017001000,0.208644,0.128167,121.696
1400000US34017001100,0.205936,0.100949,119.3534
1400000US34017001201,0.174071,0.169991,106.7479
1400000US34017001202,0.218209,0.17833,129.9308
1400000US34017001300,0.152361,0.111946,128.8052
1400000US34017001400,0.200455,0.114004,93.6368
1400000US34017001701,0.298648,0.040352,100.2461
1400000US34017001800,0.218385,0.085813,85.0541
1400000US34017001900,0.123572,0.094496,138.3663
1400000US34017002001,0.118033,0.126557,119.4245
1400000US34017002002,0.19856,0.135279,82.8829
1400000US34017002200,0.113665,0.091925,97.3039
1400000US34017002300,0.127703,0.048552,116.7109
1400000US34017002400,0.16886,0.044378,118.6678
1400000US34017002700,0.297243,0.13125,107.8716
1400000US34017002800,0.173777,0.133689,83.4064
1400000US34017002900,0.140371,0.088445,122.9644
1400000US34017003000,0.13161,0.276342,142.0597
1400000US34017003101,0.103448,0.152778,121.6561
1400000US34017003102,0.146928,0.124129,170.6084
1400000US34017003500,0.177026,0.091,104.9949
1400000US34017004000,0.173701,0.132937,101.6733
1400000US34017004102,0.182218,0.098812,94.0222
1400000US34017004103,0.172471,0.160862,76.1441
1400000US34017004104,0.335055,0.097052,118.6824
1400000US34017004200,0.303849,0.088453,95.3665
1400000US34017004300,0.281519,0.080266,105.1406
1400000US34017004400,0.345528,0.146341,50.0915
1400000US34017004500,0.302919,0.072,80.8053
1400000US34017004600,0.239796,0.104003,95.249
1400000US34017004700,0.189059,0.062751,98.2456
1400000US34017004800,0.280746,0.095766,107.7487
1400000US34017004900,0.217371,0.13167,79.1063
1400000US34017005200,0.272152,0.155172,89.4955
1400000US34017005300,0.326426,0.12319,109.453
1400000US34017005400,0.268385,0.127108,73.8855
1400000US34017005500,0.373744,0.114636,79.887
1400000US34017005600,0.279891,0.11979,91.0792
1400000US34017005801,0.249772,0.127256,95.2652
1400000US34017005802,0.245884,0.080681,80.0395
1400000US34017005901,0.136122,0.136502,112.0968
1400000US34017005902,0.185078,0.184249,95.1072
1400000US34017006000,0.236378,0.093928,105.7662
1400000US34017006101,0.268542,0.194126,86.0185
1400000US34017006102,0.241907,0.139788,100.2357
1400000US34017006200,0.199241,0.172152,84.0634
1400000US34017006300,0.255309,0.120576,89.5349
1400000US34017006400,0.132497,0.066946,101.122
1400000US34017006500,0.18272,0.075543,88.2667
1400000US34017006600,0.209985,0.19163,118.6196
1400000US34017006700,0.295235,0.117058,56.1186
1400000US34017006800,0.211197,0.04149,88.371
1400000US34017006900,0.253333,0.053333,97.3684
1400000US34017007001,0.149698,0.165795,104.5267
1400000US34017007002,0.12777,0.036304,107.3314
1400000US34017007100,0.190044,0.176962,113.6646
1400000US34017007200,0.217273,0.12316,118.2587
1400000US34017007300,0.10111,0.011701,87.6689
1400000US34017007400,0.156677,0.038817,114.4028
1400000US34017007500,0.17167,0.147169,90.864
1400000US34017007601,0.105032,0.01486,117.7206
1400000US34017007602,0.14507,0.007324,104.9654
1400000US34017007701,0.104921,0.035433,141.6746
1400000US34017007702,0.168586,0.016754,108.5153
1400000US34017007703,0.077071,0.056924,82.3324
1400000US34017007800,0.106958,0.155865,156.371
1400000US34017010100,0.261536,0.115957,107.6662
1400000US34017010200,0.189316,0.136561,111.6608
1400000US34017010300,0.251124,0.180906,82.3975
1400000US34017010400,0.209065,0.187708,84.9057
1400000US34017010500,0.167444,0.149897,118.0301
1400000US34017010601,0.221402,0.302583,82.7993
1400000US34017010602,0.229395,0.144558,105.4664
