cb_2020_3,poi_edu,poi_comm,poi_med,poi_trans,poi_pub,poi_food,poi_finance,poi_total_all,poi_diversity
1400000US01001020100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916002,0.0
1400000US01001020200,0.301131,0.0,0.0,0.0,0.301131,0.0,0.0,3.613568,0.693147
1400000US01001020300,0.0,0.186941,0.0,0.0,0.0,0.186941,0.0,1.869414,0.693147
1400000US01001020400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.939808,0.0
1400000US01001020501,0.322391,0.0,0.0,0.0,0.0,0.0,0.0,0.644781,-0.0
1400000US01001020502,0.0,0.476783,0.0,0.0,0.0,0.0,0.0,0.953566,-0.0
1400000US01001020503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965306,0.0
1400000US01001020600,0.124353,0.0,0.0,0.0,0.0,0.0,0.0,0.746119,-0.0
1400000US01001020700,0.133858,0.0,0.0,0.0,0.0,0.0,0.0,0.758527,-0.0
1400000US01001020801,0.016094,0.0,0.0,0.0,0.0,0.0,0.0,0.112656,-0.0
1400000US01001020803,0.00775,0.00775,0.0,0.0,0.0,0.0,0.0,0.155003,0.693147
1400000US01001020804,0.07582,0.0,0.0,0.0,0.0,0.0,0.0,0.15164,-0.0
1400000US01001020805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25397,0.0
1400000US01001020901,0.009501,0.0,0.0,0.0,0.0,0.0,0.0,0.123513,-0.0
1400000US01001020902,0.005333,0.0,0.0,0.0,0.0,0.0,0.0,0.101331,-0.0
1400000US01001021000,0.007755,0.0,0.0,0.0,0.00517,0.0,0.0,0.074961,0.673012
1400000US01001021100,0.004183,0.0,0.0,0.0,0.0,0.0,0.0,0.07529,-0.0
1400000US01051030101,0.013103,0.0,0.0,0.0,0.0,0.0,0.0,0.157239,-0.0
1400000US01051030102,0.034278,0.0,0.0,0.0,0.0,0.0,0.0,0.068557,-0.0
1400000US01051030103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152206,0.0
1400000US01051030200,0.010683,0.0,0.0,0.0,0.0,0.0,0.0,0.106826,-0.0
1400000US01051030300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158488,0.0
1400000US01051030401,0.004188,0.0,0.0,0.0,0.0,0.0,0.0,0.117261,-0.0
1400000US01051030402,0.025617,0.012808,0.0,0.0,0.0,0.0,0.0,0.1537,0.636514
1400000US01051030500,0.018145,0.0,0.0,0.0,0.030242,0.0,0.0,0.205647,0.661563
1400000US01051030600,0.02292,0.0,0.0,0.0,0.0,0.0,0.0,0.145161,-0.0
1400000US01051030701,0.010794,0.0,0.0,0.0,0.0,0.0,0.0,0.14032,-0.0
1400000US01051030702,0.0,0.037827,0.02837,0.0,0.0,0.02837,0.018914,0.226963,1.357978
1400000US01051030801,0.77489,0.309956,0.0,0.0,0.309956,1.859735,0.0,6.509074,1.109348
1400000US01051030802,0.042128,0.0,0.0,0.0,0.0,0.0,0.0,0.210639,-0.0
1400000US01051030901,0.036881,0.0,0.0,0.0,0.0,0.0,0.0,0.147526,-0.0
1400000US01051030902,0.035017,0.0,0.0,0.0,0.0,0.0,0.0,0.31515,-0.0
1400000US01051031001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368226,0.0
1400000US01051031002,0.0,0.0,0.0,0.0,0.100531,0.301593,0.0,0.603185,0.562335
1400000US01051031100,0.284275,0.0,0.0,0.0,0.0,0.0,0.0,0.473792,-0.0
1400000US01051031200,0.040387,0.0,0.0,0.0,0.040387,0.0,0.0,0.262516,0.693147
1400000US01051031300,0.0,0.031302,0.0,0.0,0.062604,0.125208,0.0,0.563435,0.9557
1400000US01085780800,0.027381,0.002489,0.0,0.0,0.007467,0.004978,0.0,0.144371,1.006215
1400000US01085781000,0.015798,0.0,0.0,0.0,0.003511,0.0,0.0,0.138671,0.474139
1400000US01085781100,0.017144,0.0,0.0,0.0,0.0,0.0,0.0,0.100417,-0.0
1400000US01085781200,0.010528,0.0,0.0,0.0,0.004211,0.002106,0.0,0.08633,0.900256
1400000US01101000100,1.781106,1.781106,0.0,0.0,0.0,8.460256,0.890553,23.154384,1.007951
1400000US01101000200,1.707107,0.0,0.0,0.0,0.0,0.0,0.569036,5.690357,0.562335
1400000US01101000300,0.085045,0.0,0.0,0.0,0.0,0.0,0.0,0.552795,-0.0
1400000US01101000400,0.197644,0.0,0.0,0.0,0.0,0.0,0.0,1.976438,-0.0
1400000US01101000500,0.585637,0.0,0.0,0.0,0.0,0.0,0.0,4.09946,-0.0
1400000US01101000600,1.18661,0.0,0.0,0.0,0.0,0.0,0.0,8.306269,-0.0
1400000US01101000700,1.451883,0.0,0.0,0.0,0.0,0.0,0.0,8.711301,-0.0
1400000US01101000900,0.112763,0.0,0.0,0.0,0.112763,0.0,0.0,1.804212,0.693147
1400000US01101001000,0.501395,0.0,0.0,0.0,0.250697,0.0,0.0,2.506974,0.636514
1400000US01101001100,0.842253,0.0,0.0,0.0,0.0,0.0,0.0,8.422535,-0.0
1400000US01101001200,1.604145,0.802073,0.0,0.0,0.802073,0.802073,0.0,8.822798,1.332179
1400000US01101001300,0.886434,0.886434,0.0,0.0,0.0,0.886434,0.0,5.761824,1.098612
1400000US01101001400,0.699315,0.349657,0.0,0.0,0.0,0.0,0.0,3.146916,0.636514
1400000US01101001500,1.26041,0.0,0.0,0.0,0.0,0.0,0.0,5.041642,-0.0
1400000US01101001600,1.0799,0.359967,0.359967,0.0,0.0,0.359967,0.0,6.4794,1.242453
1400000US01101001700,0.396824,0.198412,0.0,0.0,0.0,0.0,0.0,5.753941,0.636514
1400000US01101001800,0.439015,0.219508,0.219508,0.0,0.439015,0.0,0.0,2.853598,1.329661
1400000US01101001900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.270655,0.0
1400000US01101002000,0.342181,0.0,0.0,0.0,0.17109,0.0,0.0,1.368722,0.636514
1400000US01101002100,0.311168,0.0,0.0,0.0,0.0,0.0,0.0,1.867009,-0.0
1400000US01101002201,0.320403,0.0,0.0,0.0,0.0,0.0,0.0,0.640806,-0.0
1400000US01101002202,0.691644,0.0,0.0,0.0,0.0,0.0,0.0,3.112398,-0.0
1400000US01101002300,0.0,0.0,0.313905,0.0,0.0,0.0,0.0,2.197333,-0.0
1400000US01101002400,0.269613,0.0,0.269613,0.0,0.0,0.0,0.0,2.156905,0.693147
1400000US01101002500,0.222813,0.0,0.0,0.0,0.0,0.0,0.0,1.336877,-0.0
1400000US01101002600,0.402801,0.0,0.0,0.0,0.0,0.0,0.0,1.007003,-0.0
1400000US01101002700,0.137539,0.137539,0.0,0.0,0.0,0.0,0.0,1.375389,0.693147
1400000US01101002800,0.28658,0.28658,0.0,0.0,0.28658,0.0,0.0,2.006063,1.098612
1400000US01101002901,0.712822,0.0,0.0,0.0,0.0,0.0,0.0,2.138466,-0.0
1400000US01101002902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558064,0.0
1400000US01101003000,0.189192,0.0,0.0,0.0,0.0,0.0,0.0,1.040559,-0.0
1400000US01101003100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36365,0.0
1400000US01101003200,0.105229,0.0,0.0,0.0,0.0,0.0,0.0,1.262747,-0.0
1400000US01101003301,0.530245,0.265123,0.0,0.0,0.0,1.06049,0.0,3.18147,0.9557
1400000US01101003303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309825,0.0
1400000US01101003304,0.502342,0.0,0.0,0.0,0.0,0.753514,0.251171,6.028109,1.011404
1400000US01101005101,0.013885,0.0,0.0,0.0,0.0,0.0,0.0,0.152734,-0.0
1400000US01101005102,0.139044,0.0,0.0,0.0,0.139044,0.0,0.0,0.69522,0.693147
1400000US01101005301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.651642,0.0
1400000US01101005302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528854,0.0
1400000US01101005402,0.185624,0.371248,0.0,0.0,0.0,0.185624,0.0,0.92812,1.039721
1400000US01101005403,0.0,1.354988,0.0,0.0,0.0,0.0,0.0,4.60696,-0.0
1400000US01101005407,0.113211,0.0,0.0,0.0,0.0,0.0,0.0,2.603843,-0.0
1400000US01101005409,0.0,0.0,0.0,0.0,0.0,0.421539,0.0,2.529235,-0.0
1400000US01101005410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.149027,0.0
1400000US01101005411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US01101005412,0.09495,1.519193,0.0,0.0,0.0,0.284849,0.0,2.468689,0.612869
1400000US01101005413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US01101005414,0.086758,0.043379,0.0,0.0,0.0,0.0,0.0,0.390413,0.636514
1400000US01101005501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137918,0.0
1400000US01101005502,0.061603,0.0,0.0,0.0,0.0,0.123207,0.0,0.492828,0.636514
1400000US01101005503,0.052979,0.0,0.0,0.0,0.0,0.0,0.0,0.529789,-0.0
1400000US01101005504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185742,0.0
1400000US01101005604,0.010262,0.0,0.0,0.0,0.005131,0.0,0.0,0.125711,0.636514
1400000US01101005605,0.550409,0.0,0.0,0.0,0.0,0.0,0.0,0.733878,-0.0
1400000US01101005606,0.393917,0.0,0.0,0.0,0.0,0.0,0.0,1.181751,-0.0
1400000US01101005607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.730093,0.0
1400000US01101005608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10368,0.0
1400000US01101005609,0.0,0.0,0.0,0.0,0.0,0.387251,0.0,0.645418,-0.0
1400000US01101005610,0.069711,0.0,0.0,0.0,0.0,0.0,0.0,0.209134,-0.0
1400000US01101005611,0.118504,0.0,0.0,0.0,0.0,0.0,0.0,0.592521,-0.0
1400000US01101005612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US01101005613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986038,0.0
1400000US01101005614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.173491,0.0
1400000US01101005700,0.0,0.0,0.0,0.0,0.003098,0.0,0.0,0.092932,-0.0
1400000US01101005800,0.015105,0.0,0.0,0.0,0.007553,0.0,0.0,0.105735,0.636514
1400000US01101005902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.767991,0.0
1400000US01101005903,0.029836,0.0,0.0,0.0,0.0,0.005967,0.0,0.161113,0.450561
1400000US01101005904,0.009181,0.0,0.0,0.0,0.00459,0.036722,0.0,0.179022,0.759547
1400000US01101006000,0.026452,0.0,0.0,0.0,0.0,0.0,0.0,0.193982,-0.0
1400000US01101006100,0.137115,0.0,0.0,0.0,0.0,0.0,0.0,0.685574,-0.0
1400000US06099000101,0.004653,0.002327,0.0,0.0,0.002327,0.002327,0.0,0.039551,1.332179
1400000US06099000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022415,0.0
1400000US06099000201,0.488258,1.464774,0.0,0.0,0.244129,0.488258,0.244129,5.12671,1.357978
1400000US06099000202,0.427359,0.21368,0.0,0.0,0.427359,0.427359,0.427359,5.128314,1.581094
1400000US06099000204,0.250999,2.509988,0.250999,0.0,0.0,2.007991,0.752997,8.533961,1.267789
1400000US06099000205,0.146666,1.173331,0.146666,0.0,0.0,1.906663,0.0,4.83999,0.962456
1400000US06099000301,0.839271,0.839271,0.0,0.0,2.517814,1.678542,0.0,10.071254,1.277034
1400000US06099000302,0.739162,1.478323,0.0,0.0,0.0,1.478323,0.739162,5.913293,1.329661
1400000US06099000303,0.0,0.390363,0.0,0.0,0.0,0.780725,0.0,1.171088,0.636514
1400000US06099000304,0.383617,0.0,0.0,0.0,0.0,0.0,0.0,1.150852,-0.0
1400000US06099000403,0.25563,0.25563,0.0,0.0,0.0,0.511259,0.0,1.278148,1.039721
1400000US06099000404,0.254227,0.254227,0.0,0.0,0.0,0.0,0.0,0.762681,0.693147
1400000US06099000405,0.0,0.0,0.0,0.0,0.0,0.039043,0.0,0.039043,-0.0
1400000US06099000406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US06099000407,0.0,0.467692,0.0,0.0,0.0,0.200439,0.0,0.734944,0.610864
1400000US06099000501,0.052769,0.026384,0.026384,0.0,0.026384,0.158306,0.0,0.342996,1.294545
1400000US06099000503,0.0,7.560408,0.0,0.0,0.420023,3.360181,0.420023,13.440725,0.879982
1400000US06099000505,0.0,0.0,0.0,0.0,0.0,0.566045,0.283023,1.981159,0.636514
1400000US06099000506,0.256714,0.513428,0.0,0.513428,0.0,0.513428,0.0,2.053713,1.351784
1400000US06099000511,0.0,0.308664,0.0,0.0,0.308664,0.308664,0.308664,1.234657,1.386294
1400000US06099000512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US06099000513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161472,0.0
1400000US06099000514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US06099000601,0.223351,0.0,0.0,0.0,0.0,0.0,0.0,0.335026,-0.0
1400000US06099000602,0.0,0.255364,0.0,0.0,0.0,0.0,0.0,0.766093,-0.0
1400000US06099000801,0.898709,1.497848,0.0,0.0,0.0,0.29957,0.599139,4.493545,1.240684
1400000US06099000803,0.0,1.469973,0.0,0.0,0.0,0.979982,0.0,4.409919,0.673012
1400000US06099000805,1.001845,0.500923,0.0,0.0,0.0,0.0,0.0,2.003691,0.636514
1400000US06099000806,0.707884,3.539422,0.0,0.707884,0.0,2.831538,0.0,9.202497,1.162226
1400000US06099000807,0.0,0.76019,0.0,0.0,0.0,2.280569,0.76019,3.800949,0.950271
1400000US06099000905,0.815593,0.0,0.0,0.0,0.0,0.0,0.0,1.22339,-0.0
1400000US06099000906,0.402408,0.0,0.0,0.0,0.0,0.0,0.0,0.804815,-0.0
1400000US06099000907,1.030106,0.0,0.0,0.0,0.0,0.0,0.0,1.54516,-0.0
1400000US06099000908,0.531398,0.531398,0.531398,0.0,0.0,0.531398,0.0,2.125591,1.386294
1400000US06099000909,0.594734,0.0,0.0,0.0,0.0,0.0,0.0,1.189467,-0.0
1400000US06099000910,0.530233,2.651165,0.0,0.0,0.0,1.590699,0.530233,7.423263,1.168282
1400000US06099000911,0.0,0.74887,0.0,0.0,0.0,2.995481,0.0,4.493221,0.500402
1400000US06099000913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763565,0.0
1400000US06099000914,0.515967,0.0,0.0,0.0,0.0,0.0,0.0,1.031935,-0.0
1400000US06099000915,0.0,0.0,0.521661,0.0,0.0,0.0,0.0,2.086644,-0.0
1400000US06099001001,0.384207,0.0,0.0,0.0,0.384207,1.152622,0.0,2.689452,0.950271
1400000US06099001002,0.512233,0.0,0.512233,0.0,0.0,0.0,0.0,2.048932,0.693147
1400000US06099001100,1.110065,0.0,0.0,0.0,0.0,0.555033,0.0,2.775163,0.636514
1400000US06099001200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.955051,0.0
1400000US06099001300,0.0,0.0,0.0,0.274901,0.549802,0.274901,0.0,1.374504,1.039721
1400000US06099001400,0.348031,0.0,0.0,0.0,0.0,0.0,0.0,0.696062,-0.0
1400000US06099001500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273971,0.0
1400000US06099001601,0.629349,0.0,0.0,0.0,0.0,0.0,0.0,0.629349,-0.0
1400000US06099001603,0.774796,0.0,0.0,0.0,0.0,0.0,0.0,1.162195,-0.0
1400000US06099001604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US06099001700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.907349,0.0
1400000US06099001800,0.375247,0.750494,0.375247,0.750494,1.125741,2.626728,0.375247,15.76037,1.67499
1400000US06099001900,0.702249,0.0,0.0,0.0,0.0,0.0,0.0,3.16012,-0.0
1400000US06099002002,0.262585,0.0,0.0,0.0,0.105034,0.0,0.0,0.420136,0.59827
1400000US06099002004,0.957327,0.0,0.0,0.0,0.0,0.0,0.0,1.595545,-0.0
1400000US06099002005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US06099002006,0.852977,0.0,0.0,0.0,0.0,0.0,0.0,0.852977,-0.0
1400000US06099002100,0.417505,0.0,0.0,0.0,0.208752,0.0,0.0,1.67002,0.636514
1400000US06099002200,0.0,0.0,0.0,0.0,0.331211,0.0,0.0,2.318474,-0.0
1400000US06099002302,0.519067,0.519067,0.0,0.0,0.0,0.0,0.0,2.076269,0.693147
1400000US06099002303,0.0,0.759147,0.0,0.0,0.0,0.379574,0.0,1.518294,0.636514
1400000US06099002304,0.0,2.346322,0.0,0.0,0.0,0.782107,0.0,3.910536,0.562335
1400000US06099002401,0.0,0.0,0.0,0.0,0.0,1.262257,0.0,2.524513,-0.0
1400000US06099002402,1.007923,0.0,0.0,0.0,0.0,0.0,0.0,3.02377,-0.0
1400000US06099002503,0.621159,0.0,0.0,0.0,0.0,0.0,0.0,1.863478,-0.0
1400000US06099002504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US06099002505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765693,0.0
1400000US06099002506,0.0,0.258054,0.0,0.0,0.0,0.258054,0.0,1.548327,0.693147
1400000US06099002602,1.11952,1.11952,0.0,0.0,1.11952,1.492693,0.373173,7.836637,1.536722
1400000US06099002603,0.772461,0.0,0.0,0.0,0.0,1.544923,0.0,3.089846,0.636514
1400000US06099002604,1.128528,0.0,0.564264,0.0,0.0,0.0,0.0,1.692792,0.636514
1400000US06099002605,1.21486,0.0,0.0,0.0,0.0,2.42972,0.0,5.466871,0.636514
1400000US06099002701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US06099002702,0.909329,0.0,0.0,0.0,0.0,0.454665,0.0,1.363994,0.636514
1400000US06099002801,0.003631,0.0,0.0,0.0,0.007262,0.0,0.0,0.014524,0.636514
1400000US06099002802,0.010782,0.0,0.0,0.0,0.0,0.010782,0.0,0.032347,0.693147
1400000US06099002803,0.0,0.0,0.0,1.409338,0.0,0.0,0.0,0.0,-0.0
1400000US06099002901,0.009662,0.003221,0.0,0.0,0.009662,0.0,0.0,0.051533,1.004242
1400000US06099002903,0.073047,0.0,0.0,0.0,0.219141,0.0,0.0,0.365235,0.562335
1400000US06099002904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US06099003002,0.0,0.041753,0.0,0.0,0.041753,0.0,0.0,0.167014,0.693147
1400000US06099003003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889882,0.0
1400000US06099003004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130648,0.0
1400000US06099003100,0.013009,0.0,0.0,0.0,0.006505,0.0,0.0,0.052037,0.636514
1400000US06099003201,0.0,0.142787,0.0,0.0,0.0,0.0,0.142787,0.428362,0.693147
1400000US06099003203,0.0,0.119758,0.0,0.0,0.0,0.119758,0.0,0.47903,0.693147
1400000US06099003204,1.75535,0.585117,0.0,0.0,2.925583,0.0,1.75535,12.287449,1.265001
1400000US06099003205,0.521213,1.042426,0.0,0.0,0.0,1.042426,0.0,2.606064,1.05492
1400000US06099003206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US06099003300,0.001561,0.001561,0.0,0.0,0.0,0.004682,0.0,0.028091,0.950271
1400000US06099003400,0.001103,0.001103,0.0,0.0,0.0,0.0,0.0,0.005516,0.693147
1400000US06099003501,0.0,0.0,0.0,1.324058,0.0,0.0,0.0,6.861029,-0.0
1400000US06099003502,0.0,1.485627,0.0,2.28558,0.0,0.571395,0.114279,10.513669,1.065967
1400000US06099003603,0.007394,0.066547,0.0,0.0,0.0,0.022182,0.0,0.133094,0.790268
1400000US06099003607,0.011771,0.0,0.0,0.0,0.0,0.0,0.0,0.023543,-0.0
1400000US06099003608,0.263249,0.0,0.0,0.263249,0.263249,0.08775,0.0,1.316243,1.313834
1400000US06099003609,0.0,0.0,0.0,0.0,0.757499,0.0,0.0,1.514999,-0.0
1400000US06099003610,0.0,1.680936,0.0,0.0,0.0,0.840468,0.0,20.591471,0.636514
1400000US06099003611,0.746679,0.0,0.0,0.0,0.0,0.0,0.0,2.240036,-0.0
1400000US06099003612,0.0,0.645542,0.0,0.0,0.0,0.0,0.0,1.291083,-0.0
1400000US06099003700,0.0,0.049488,0.024744,0.0,0.0,0.123719,0.0,0.272182,0.900256
1400000US06099003802,0.0,0.0,0.0,0.0,0.0,0.411107,0.0,6.988827,-0.0
1400000US06099003803,0.0,0.566774,0.0,0.0,0.0,0.566774,0.0,2.267097,0.693147
1400000US06099003804,0.0,0.0,0.0,0.0,0.679078,0.0,0.0,3.055851,-0.0
1400000US06099003805,0.0,14.783578,0.0,0.0,0.461987,7.853776,0.0,24.485301,0.730659
1400000US06099003904,0.540627,0.0,0.0,0.0,0.540627,1.081255,0.0,6.217216,1.039721
1400000US06099003905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.268636,0.0
1400000US06099003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.941707,0.0
1400000US06099003907,0.270954,0.812863,0.270954,0.0,0.270954,1.625725,0.270954,4.877175,1.484458
1400000US06099003908,0.0,0.990288,0.990288,0.0,0.0,1.980576,0.0,3.961153,1.039721
1400000US06099003909,0.0,1.971696,0.0,0.0,0.0,2.760374,0.0,5.520749,0.679193
1400000US06099004000,0.012827,0.0,0.0,0.0,0.0,0.0,0.0,0.025654,-0.0
1400000US09001010101,0.0,0.0,0.0,0.0,0.03052,0.03052,0.0,0.427277,0.693147
1400000US09001010102,0.061313,0.0,0.0,0.0,0.030656,0.0,0.0,0.275908,0.636514
1400000US09001010201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088849,0.0
1400000US09001010202,0.101565,0.20313,0.0,0.0,0.0,0.40626,0.0,1.117214,0.9557
1400000US09001010300,0.103773,0.0,0.0,0.0,0.103773,0.0,0.0,0.726412,0.693147
1400000US09001010400,0.0,0.0,0.0,0.0,0.0,0.370428,0.0,0.740856,-0.0
1400000US09001010500,0.521809,0.521809,0.0,0.0,0.521809,0.0,0.0,3.130856,1.098612
1400000US09001010600,0.0,2.264547,0.0,1.132273,2.264547,3.39682,0.0,15.851826,1.320888
1400000US09001010700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000US09001010800,0.0,0.538231,0.538231,1.076463,1.614694,3.229388,1.614694,13.994016,1.602056
1400000US09001010900,0.0,1.156037,0.385346,0.0,0.0,0.0,0.0,1.926729,0.562335
1400000US09001011000,0.223535,0.223535,0.0,0.447071,0.223535,0.0,0.0,4.470705,1.332179
1400000US09001011100,0.0,0.0,0.0,0.457591,0.0,0.0,0.0,1.372772,-0.0
1400000US09001011200,0.0,0.0,0.0,0.203928,0.0,0.0,0.0,8.36103,-0.0
1400000US09001011300,0.0,0.0,0.0,0.0,0.0,0.520927,0.520927,3.125562,0.693147
1400000US09001020101,0.0,22.601497,0.0,0.0,3.228785,58.118135,0.0,109.778699,0.733171
1400000US09001020102,1.566524,1.566524,0.0,1.566524,1.566524,9.399144,1.566524,45.429196,1.420572
1400000US09001020200,0.05169,0.0,0.0,0.0,0.0,0.0,0.0,0.206761,-0.0
1400000US09001020301,0.169562,0.0,0.0,0.0,0.169562,0.0,0.0,0.593469,0.693147
1400000US09001020302,0.126913,0.0,0.0,0.0,0.126913,0.0,0.0,0.761477,0.693147
1400000US09001020400,0.320715,0.0,0.0,0.0,0.106905,0.0,0.0,2.672627,0.562335
1400000US09001020500,0.0,0.0,0.0,0.108266,0.216533,0.0,0.0,1.19093,0.636514
1400000US09001020600,0.0,0.0,0.0,0.879797,0.0,0.0,0.0,0.293266,-0.0
1400000US09001020700,0.516799,0.0,0.0,0.0,0.172266,0.344533,0.0,2.067196,1.011404
1400000US09001020800,1.732764,0.0,0.0,0.0,0.0,0.0,0.0,2.599145,-0.0
1400000US09001020900,1.219349,0.609674,0.0,0.0,1.219349,0.609674,0.0,8.53544,1.329661
1400000US09001021000,0.505917,0.505917,0.0,1.011835,0.0,0.0,0.0,1.517752,1.039721
1400000US09001021100,0.0,0.537935,0.0,1.075871,0.537935,0.0,0.0,4.303484,1.039721
1400000US09001021200,0.0,1.250014,0.416671,0.0,1.250014,0.416671,0.0,5.416725,1.255482
1400000US09001021300,0.0,0.437189,0.0,0.0,0.0,0.0,0.0,3.497511,-0.0
1400000US09001021401,0.0,1.8393,0.0,0.0,1.8393,0.0,0.0,7.357201,0.693147
1400000US09001021402,0.0,1.784707,0.0,0.0,0.0,0.0,0.0,4.461768,-0.0
1400000US09001021501,2.513782,2.513782,0.0,0.0,2.513782,0.0,0.0,20.110254,1.098612
1400000US09001021502,2.887711,0.0,0.0,0.0,0.0,2.887711,0.0,25.989402,0.693147
1400000US09001021601,2.175398,2.175398,0.0,6.526194,2.175398,2.175398,0.0,17.403184,1.475076
1400000US09001021602,3.07698,0.0,0.0,0.0,3.07698,0.0,0.0,15.384899,0.693147
1400000US09001021701,0.0,3.846746,0.0,0.0,0.0,7.693491,0.0,11.540237,0.636514
1400000US09001021702,0.0,0.0,0.0,0.0,1.978243,0.0,1.978243,11.86946,0.693147
1400000US09001021801,3.870576,0.0,0.0,0.0,0.967644,0.0,0.0,8.708795,0.500402
1400000US09001021802,0.0,0.0,0.0,0.0,0.0,0.715626,0.0,4.293756,-0.0
1400000US09001021900,0.463945,0.0,0.0,0.0,0.0,0.92789,0.0,17.165972,0.636514
1400000US09001022000,0.0,0.0,0.0,0.0,0.0,1.357891,0.0,4.073674,-0.0
1400000US09001022101,3.531024,1.765512,0.0,0.0,0.0,1.765512,0.0,10.593071,1.039721
1400000US09001022102,0.0,1.393473,0.0,0.0,0.696736,0.696736,0.696736,15.328201,1.332179
1400000US09001022201,3.342084,3.342084,0.0,8.35521,3.342084,6.684168,0.0,28.407714,1.524634
1400000US09001022202,1.187199,0.0,1.187199,0.0,0.0,7.123192,0.0,23.743973,0.735622
1400000US09001022300,0.367023,0.367023,0.0,0.0,0.0,0.0,0.0,9.542587,0.693147
1400000US09001022400,1.152798,0.0,0.0,0.0,0.0,0.576399,0.0,2.305595,0.636514
1400000US09001030100,0.089853,0.0,0.0,0.0,0.0,0.0,0.0,1.078233,-0.0
1400000US09001030200,0.228318,0.684953,0.228318,0.456635,0.0,2.283177,0.0,5.479626,1.203332
1400000US09001030300,0.35599,0.237327,0.0,0.0,0.0,0.237327,0.0,1.305298,1.078992
1400000US09001030400,0.294834,1.47417,0.294834,0.294834,1.47417,2.358672,0.0,9.434688,1.485955
1400000US09001030500,0.183609,0.183609,0.0,0.183609,0.183609,0.0,0.183609,1.652478,1.609438
1400000US09001035101,0.0,1.363247,0.0,0.0,0.908831,2.272078,0.454416,7.270649,1.240684
1400000US09001035102,0.460093,1.150232,0.460093,0.230046,0.690139,0.0,0.0,5.291067,1.479133
1400000US09001035200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229875,0.0
1400000US09001035300,0.148757,0.0,0.0,0.074378,0.0,0.0,0.0,0.892541,0.636514
1400000US09001035400,0.14932,0.0,0.0,0.0,0.0,0.0,0.0,0.298641,-0.0
1400000US09001042500,0.159931,0.639726,0.0,0.0,0.0,0.319863,0.0,2.239041,0.9557
1400000US09001042600,0.0,0.0,0.340017,0.0,0.0,0.0,0.0,1.020051,-0.0
1400000US09001042700,0.486952,0.243476,0.486952,0.486952,0.0,0.486952,0.0,2.921714,1.581094
1400000US09001042800,0.819511,0.0,0.0,0.0,0.0,0.0,0.0,1.229266,-0.0
