TRACT_ID,MSA_NAME,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
1400000US06037300601,losangeles,0.22403041849835842,-0.2869742773203397,0.15140946735282126,0.12965872870448011,0.14790341130885176,-0.07541493904144558,-0.036827613058457116,-0.012252122263922385,-0.08711937326709869,-0.0725418309403557,0.048559970450812937,-0.013121967810653154,-0.2176030353841105,-0.24289115048868037,-0.06216758273290356,0.02940348905680256,0.0633543940297656,0.0895714557948919,0.06654296925734209,0.002744141536510124,0.011892227932642682,-0.015432957799001312,-0.047921619791612906,-0.008757353842285577,0.007066985822818266,0.24953281212668718,-0.13298823482836622,0.141998395794621,0.11846269775577856,0.009274069411993815,-0.026168240058823043,-0.12302085883086838,-0.043459658299767986,-0.10235572917809112,0.18713747695579339,-0.06013301072514189,-0.08089950706206701,-0.07649356998504789,-0.1952817649608471,0.12239511633622552,-0.02697529135704259,-0.23806771659020043,0.07881057090625959,0.027363785564422146,0.11842190067224542,0.182497286099086,-0.11554857339402286,0.03749422660891555,-0.0034458179487681334,-0.09528915979182496,-0.04673544136872146,0.11315416458897874,-0.08952896008858041,0.028353112785316183,-0.00854808351600805,-0.2818685761515452,0.19480793687657488,-0.03261763951604797,-0.07571479253694326,-0.041645016846074266,0.20370397504956028,0.01842105170332052,-0.07675157982620388,-5.001485181922073E-4
1400000US06037134904,losangeles,0.19638992145946438,-0.29082237279854245,0.20127558873774254,0.15217764881367835,0.09008909074990724,-0.020755838306659974,-0.020222174589079087,-0.03897087108703194,-0.07590942284683938,-0.14465297314434764,0.08719040601408208,0.008993781478786744,-0.20734758388548735,-0.2153242549546257,-0.021126454829523897,0.0460476936190229,0.09308979858608152,0.0956975818704232,0.06108040498522532,5.024136921230396E-4,0.015967016779852888,-0.03132852142746276,-0.035388051738794224,0.03255842068432342,-0.008157671262594092,0.29999601587573355,-0.0416003010951358,0.07330421194390994,0.13224209540209347,0.05861515501640971,0.006439287893135763,-0.17431305412164938,-0.028724449119584734,-0.12733200200135875,0.14461614131958087,0.005700985675410412,-0.13792166820659724,-0.08672227860088713,-0.19486857828916812,0.08970068990905276,-0.03334426403750884,-0.22980934043766807,0.09519213192482988,0.003519090611416437,0.12157267195528736,0.12049557445450831,-0.10347132808247417,0.06567083303323017,0.038836990327165415,-0.05119896598701263,-0.05718027989790789,0.07794235555860334,-0.1914622277561011,0.02507619697560212,0.053515953245338546,-0.27090628476195144,0.16824018681776243,-0.06235575603645861,-0.02580720183413479,-0.00385516975105645,0.18681271352550785,0.08760648966593217,-0.10282740274344866,0.033262864075471625
1400000US06037135111,losangeles,0.22045525538046007,-0.27816949106570604,0.18816804932753595,0.11475141297961604,0.08869886988634053,-0.02705555792584848,-0.0019067073108894814,-0.058073523606047235,-0.06692216720142274,-0.15672089332799757,0.08917329523582526,0.0030248518911967113,-0.2072798236406056,-0.21147634480669134,-0.015699616318584644,0.026261837437870566,0.09956655275458942,0.09112172162235815,0.06750741904684582,0.01336715783336505,0.01368175607141531,-0.021866128136115076,-0.039816189604711366,0.0341973256255008,-0.013890579957871196,0.28245621921957104,-0.06346666177006152,0.056372489072199564,0.16561474507019588,0.0470555706474206,-0.008928368007718391,-0.1922372760425735,-0.036817274358765265,-0.13180039157239057,0.1559634000369766,-0.02561709088009097,-0.1543351520980962,-0.07801103260340919,-0.20010313450536227,0.04501791851437002,-0.09238430261211679,-0.2317444264962265,0.07756608289652438,-0.004907441021561446,0.12196918751219281,0.13120271579161769,-0.11838392204508637,0.06018451728264582,0.052047517472209225,-0.02391399401137994,-0.057119085016526315,0.06654954899326464,-0.18050519835241247,0.032990085874812454,0.05675571659145635,-0.2541215355393621,0.15461058133564157,-0.06593883288096744,-0.038468486415551256,0.0012511651789928189,0.19667848728745935,0.06504772947840895,-0.11614175887856225,0.028986880758724173
1400000US06037980016,losangeles,0.12543695442681857,-0.24020781621502332,0.15820511249714284,0.03940479548965899,-0.011671158407981335,-0.16418389270623787,0.008042425324670697,-0.057990726117272656,-0.1788305070931639,-0.02229835623505083,0.12156413882841555,0.09511174908837552,-0.11955124110770414,-0.18430441765765646,-0.06789393053993238,-0.1345313469039914,0.222961761551489,0.07994862425144164,-0.0039565281716312396,0.012799418629518285,0.08116685949447111,0.007000787617817429,-0.18858458525864022,-0.030161493731136014,-0.07548774236542152,0.09929201558044,-0.028556296273326398,0.10480049332076885,0.08769390481173751,0.08287681321104595,0.059800665297506224,-0.16476920380176147,0.03383681706522493,-0.24099773210503214,0.07956962479725219,0.0708782740628428,-0.23901982229426766,-0.007784319279833896,-0.1890625026732133,0.06414654850706394,0.0036148185612741063,-0.22147728790248464,-0.04682857281524795,-0.10041886404820151,0.055188310072811164,0.11481165591797254,-0.09573999704283283,0.09002340339053862,0.06309333786472776,0.0615865266948295,-0.0781142363056623,0.22341576721941547,-0.13391603002601032,-0.05701886566995016,0.02000228277585551,-0.17625152952368325,0.12590955259197253,-0.06329162838030869,-0.04201731000817871,-0.06518932604247048,0.11090355791059803,-0.0904121021545394,-0.16690502003959662,0.13416829391115634
1400000US06037460200,losangeles,0.23744480501598908,-0.2286489748631732,0.1392518932597503,0.06156204675427907,0.11560492087161968,-0.05620417025945448,0.06094052794202916,0.11101952916627153,-0.025570491791937235,-0.1437374065726453,0.030631018578510364,-0.047393269077523274,-0.23835106262200675,-0.18754292010902962,0.069586228280176,0.10864053549521238,-0.01695559314439209,0.1006552458938876,0.06207588717834827,0.052640157714330484,0.01852789160657033,0.027537916326332675,0.019016836876750827,-0.015895291904973095,0.060119517454263215,0.21441022715386923,-0.16549835683024308,0.10669802370490211,0.18458585541119912,0.03975058373440257,0.022015494222545094,-0.0850044947860164,-0.04140361428831091,0.06839418526369583,0.11525568573753754,-0.05315743262427602,-0.0383680005677864,-0.04987985067289511,-0.21425659877475095,0.03291606992023032,0.02579097359770785,-0.2137581340671304,0.10918643782182172,0.02817005521974967,0.06965825133994993,0.16921862120665693,-0.1303379273469048,0.08300806213284612,-0.06685008891235761,-0.09676620546624072,-0.05112606207142966,1.3647102704788294E-4,-0.03215198884715577,0.05729940688566441,-0.07211016077325781,-0.2644483808006161,0.1527944850681787,-0.04730044184100111,-0.09770622180054435,0.013324647388510137,0.1829733250284047,0.003773222176012616,-0.039281781123935745,-0.003604881482143991
1400000US06037106114,losangeles,0.16357777614852248,-0.27588448677568345,0.14605237859949816,0.15198767008951172,0.15475288048977123,-0.07487972916631062,-0.026591760120692302,-0.045577152743975335,-0.16907986505600697,-0.05338621822699411,0.03207147163469499,0.019797823131101705,-0.15802413319174735,-0.23704010314043863,-0.08443971935892844,0.005610639943938919,0.11112509526703152,0.11904397599065614,0.0646979092917596,-0.007982963134055191,-0.00690368950999043,-0.039742376264028045,-0.08168595147624311,0.0047093172642205675,0.007981224608346304,0.2375901632666987,-0.07030208121445916,0.1272202388794594,0.08999183351068327,0.02898899695261874,-0.04179618272821502,-0.12621391669494889,-0.025065695189476586,-0.17547298660941982,0.18600534383504794,-0.07380765856589881,-0.08565588375250822,-0.12205087282455362,-0.2000894463637196,0.17302647913570088,0.0018553420924795974,-0.24308154073900934,0.08380050049989349,-0.02537040367006306,0.13112194137167493,0.17716794921525325,-0.10425589795030485,0.05797533613651006,-0.012457159986199109,-0.11765409622663851,-0.06068710304127464,0.1400042985391153,-0.0708554184714804,-0.005946947648289338,0.020666094222286893,-0.2200185703259803,0.1729907913385111,-0.050393184518619634,-0.06986346313414711,-0.10098060371505746,0.1447908576969789,0.04384783710533511,-0.05226977700088025,0.04211274336772102
1400000US06037574300,losangeles,0.1617885327063876,-0.3150051887255257,0.17313375536520903,0.11436423048831622,0.05294902716601282,-0.04909551513578334,-0.026004895302790505,-0.05024545446423536,-0.042280880212487,-0.11691031586880542,0.1328874654636767,0.03673112732088961,-0.19757934596167964,-0.21140519556215212,-0.01715391351063855,0.0010897160895647876,0.082917406568329,0.11251551062022276,-0.013562881418176395,0.022888703863052955,0.04646010986834735,0.0332190569555932,-0.09296168284099435,0.05287182841046907,-0.02065209816947938,0.2823164430941156,-0.014706588213026485,0.06893026550816626,0.13214363013584907,0.024950210156850127,-0.013677329463173698,-0.18795696427129852,-0.0767887648279785,-0.12152243402684737,0.11576534637258894,0.015513937018730719,-0.13096716686326465,-0.06048076582877958,-0.15234613847307282,0.09803378667168504,-0.0621458825044654,-0.23588731310272296,0.07127937508749034,-0.01739916058118516,0.12030094242267646,0.06841446041796757,-0.08611679198952675,0.07061270724831537,0.08710863308974368,-0.013482600869583349,-0.022623865279304586,0.09635995695571306,-0.15929288162276384,0.060271704171678236,0.0283692342631671,-0.30538005234187754,0.18960130930907662,-0.0488205669239516,-0.0647823091570067,0.006188766368273791,0.17497784212143155,0.06587884704081096,-0.13066980189403063,0.06664148739927514
1400000US06037910721,losangeles,0.13635940886777537,-0.12648666701778666,0.2027936087071258,0.11849933648348644,0.05478235047470445,-0.03082199997062572,0.019198803825816697,-0.05918331544792038,-0.16851391608767718,-0.16720970763776255,0.07925668277134514,-0.03753097037698571,-0.16047521184842903,-0.16657666087597933,-0.017404242969098115,-0.0504103870486126,0.016915181302766126,0.01692051284287402,0.21142669944142076,-0.09895603290865192,-0.01465255286136331,-0.06033004442048807,-0.10715813412700165,-0.09824210516013487,-0.16752661133518176,0.15540844719313246,-0.03816532108114949,-0.1114619107094735,0.11628328031434039,0.19661453854879332,0.05481619204471503,-0.12981098992139606,0.04751847337391422,-0.2155112085665865,0.04635254171717509,0.0871290927202681,-0.07174038415802919,-0.07484831254280232,-0.2748111547548444,-0.05090125128326678,0.056399074510646824,-0.15538068560990795,0.057847402106163945,-0.12999617309667547,0.11461616357682962,0.20267991894586487,-0.018108317015964423,0.07293512948857438,-3.1724186939181587E-4,-0.13655985751179783,-0.07701180074201572,0.07626862771882688,-0.11369505421078246,-0.008549639437463105,0.04498253089148283,-0.024684366542011442,-0.01659157814437701,-0.12412099869342995,-0.06155654643497878,-0.11594066742275513,0.08399100102039325,0.01624067648510398,0.016081445216007167,0.056906970223234196
1400000US06037980037,losangeles,0.07906360189611962,-0.27796685405544,0.2131458419990232,0.08938962009062945,-0.025311446457981678,-0.11696214227574073,0.006733419439864348,0.006716826682450573,-0.11997880266709804,-0.049272338935608825,0.14304115498806252,0.0690549771869458,-0.13876747456997168,-0.1833016584100812,-0.03827544165367426,-0.09124166527002621,0.08757681248620505,0.09455361873539145,-0.06465213290092203,-0.04534075191515687,0.11008795117242233,0.03843514035196851,-0.12105795540698391,0.012137794374024973,-0.05756464467736615,0.11209430062028675,-0.03938789158146045,0.10372089696238677,0.10895065398591781,0.10174770976412635,0.06581769578298725,-0.1435179850501745,0.039372669921219385,-0.20074876136192332,0.021134718430354308,0.11947963488837803,-0.1534114825762719,-0.015165632929775734,-0.20958907168859717,0.06259043238427603,0.003961358751481862,-0.261253008908322,-0.03763414817549124,-0.09283921527137802,0.08821311945148044,0.12336743210512233,-0.05388212273178974,0.09095729134092326,0.08586666035403602,0.02555666346488719,-0.08797873318163045,0.24253782098944043,-0.1586633694804143,-0.00397084010557332,-0.04077064928421004,-0.2675355266021788,0.12040707045265131,-0.09670627696990743,-0.04181875380780216,-0.006996882586068409,0.12538419972007872,-0.05840606250623012,-0.04981656214619592,0.08541282098580545
1400000US06037980006,losangeles,0.06331698007068644,-0.3273624482402056,0.1684355048290541,0.16245515756408227,-0.007123527807528844,-0.0379092731762402,0.05776346104876037,0.13262615886562043,-0.10550996305404753,-0.06897129199916525,0.10307665930780982,-0.03464909492679039,-0.1674588626662362,-0.12647203649964497,0.0319051155489825,-0.018737117344301998,-0.08804296478990205,0.04416934693517569,-0.09450610245528653,-0.001106400950004434,0.08074275199640196,-0.041293476516650995,-0.06183513747536941,0.014285133436583207,0.027410668809486505,0.13139803366393182,-0.05577645660570974,0.044307377108967295,0.16008658718293892,0.07045926007448608,0.019451310677753728,-0.13397922569486584,0.0017668462980447374,-0.07117965368302646,-0.0841834980465051,0.16586889427799328,-0.022585439620057584,-0.0504777347572478,-0.21678065482117334,0.04027652573922217,0.033480643736957146,-0.2641896635953046,-0.024736845440424093,-0.04241212842666296,0.09741355717602643,0.10011343297908502,-0.04697310301967789,0.0790054568802107,0.007797238004504525,0.019859372477845555,-0.1231483477253766,0.16682378234974585,-0.12299052297302086,0.04996543532141786,-0.08734071077027102,-0.27299150762656854,0.06575801620402862,-0.04192180568631714,-0.04486248367140948,0.04826409883268174,0.11922091599433071,-0.08789325233619259,0.06111215631306051,0.09734316669062637
